Description, Amount 
metoclopramide 5 mg/5 mL oral solution, 11.23 
"metoclopramide 5 mg/mL injection solution,metoclopramide 5 mg/mL injection syringe", 10.00 
metoclopramide 5 mg/mL injection syringe, 10.00 
metOLazone 2.5 mg tablet, 6.61 
metoprolol succinate ER 25 mg 24 hr Tab, 2.64 
"metoprolol succinate ER 25 mg tablet,extended release 24 hr", 2.00 
"metoprolol succinate ER 50 mg tablet,extended release 24 hr", 2.00 
metoprolol tartrate 100 mg tablet, 2.00 
metoprolol tartrate 25 mg Tab, 2.00 
metoprolol tartrate 25 mg tablet, 2.00 
metoprolol tartrate 5 mg/5 mL intravenous solution, 10.00 
metoprolol tartrate 50 mg tablet, 2.00 
metroNIDAZOLE 250 mg tablet, 2.00 
metroNIDAZOLE 500 mg/100 mL-sodium chloride(iso) intravenous piggyback, 10.71 
MI-2 AUTO AB,$67.00 
micafungin 100 mg intravenous solution, 561.00 
micafungin 100 mg IV Solution, 600.75 
micafungin 50 mg intravenous solution, 280.50 
micafungin 50 mg IV Solution, 320.25 
miconazole nitrate 2 % topical cream, 14.55 
miconazole nitrate 2 % topical ointment, 18.42 
miconazole nitrate 2 % topical powder, 14.47 
MICROALBUMIN URINE QUANT,$34.00 
microfibrillar collagen hemostat powder, 570.00 
MICROLIPID FAT EMULSION; 3 FL OZ,$12.00 
MICROPUNCTURE,$29.00 
MICROPUNCTURE KIT,$54.00 
MICROPUNCTURE KIT 5FR,$151.00 
MICROSATELLITE INSTABILITY,$336.00 
midazolam (PF) 5 mg/mL injection solution, 10.00 
midazolam 1 mg/mL injection solution, 10.00 
"midazolam 1 mg/mL injection solution,midazolam (PF) 1 mg/mL injection solution", 10.00 
midazolam 5 mg/mL injection solution, 10.00 
midodrine 2.5 mg tablet, 4.69 
midodrine 5 mg tablet, 3.63 
milrinone 1 mg/mL intravenous solution, 465.00 
milrinone 20 mg/100 mL(200 mcg/mL) in 5 % dextrose intravenous piggybk, 47.25 
milrinone 40 mg/200 mL(200 mcg/mL) in 5 % dextrose intravenous piggybk, 94.50 
mineral oil, 41.75 
mineral oil oral, 9.52 
mineral oil topical, 9.44 
minoxidil 10 mg tablet, 2.00 
minoxidil 2.5 mg tablet, 2.00 
mirtazapine 15 mg tablet, 3.85 
mirtazapine 30 mg tablet, 2.05 
mirtazapine 7.5 mg tablet, 6.58 
miSOPROStol 100 mcg tablet, 2.95 
mitoMYcin 20 mg intravenous solution," 1,798.55 "
mitoMYcin 5 mg intravenous solution," 1,391.30 "
"mitoXANTRONE 2 mg/mL concentrate,intravenous"," 1,251.98 "
MNT EA 15 M AFTER 2ND REF,$70.00 
"MOD CONSCIOUS SEDATION, OTHER PHYS, < 5 YRS, FIRST 15 MIN",$288.00 
"MOD CONSCIOUS SEDATION, OTHER PHYS, 5+ YRS, FIRST 15 MIN",$236.00 
"MOD CONSCIOUS SEDATION, SAME PHYS, < 5 YRS, FIRST 15 MIN",$233.00 
"MOD CONSCIOUS SEDATION, SAME PHYS, 5+ YRS, FIRST 15 MIN",$154.00 
"MOD CONSCIOUS SEDATION, SAME PHYS, EA ADDTL 15 MIN",$33.00 
"MOGS FACS, S",$550.00 
MOISTURE TRAP-END TIDAL C02,$36.00 
MONOSPOT,$30.00 
montelukast 10 mg tablet, 5.94 
montelukast 4 mg chewable tablet, 13.36 
MORCELLATOR," 2,039.43 "
morphine (PF) 1 mg/mL injection solution, 11.20 
morphine 10 mg/5 mL oral solution, 2.00 
morphine 10 mg/mL injection solution, 10.00 
"morphine 10 mg/mL injection solution,morphine 10 mg/mL injection syringe,morphine 10 mg/mL intravenous cartridge,morphine 10 mg/mL intravenous solution,morphine 10 mg/mL intravenous syringe", 10.00 
morphine 10 mg/mL intravenous solution, 10.00 
morphine 15 mg immediate release tablet, 2.14 
morphine 2 mg/mL injection solution, 10.00 
morphine 2 mg/mL injection syringe, 10.00 
"morphine 2 mg/mL injection syringe,morphine 2 mg/mL intravenous syringe,morphine 2 mg/mL intravenous cartridge,morphine 2 mg/mL (1 mL) in 0.9 % sodium chloride intravenous syringe,morphine (PF) 2 mg/mL in 0.9% sodium chloride intravenous syringe,morphine 2 mg/mL injection solution", 10.00 
morphine 2 mg/mL intravenous cartridge, 10.00 
morphine 2 mg/mL intravenous syringe, 10.00 
"morphine 30 mg/30 mL (1 mg/mL) intravenous PCA syringe,morphine 30 mg/30 mL (1 mg/mL) in 0.9% sodium chloride IV PCA syringe,morphine (PF) 30 mg/30 mL PCA intravenous solution", 32.13 
"morphine 4 mg/mL injection syringe,morphine 4 mg/mL intravenous solution,morphine 4 mg/mL intravenous syringe,morphine 4 mg/mL intravenous cartridge,morphine 4 mg/mL injection solution", 10.00 
morphine 8 mg/mL injection solution, 10.00 
"morphine ER 100 mg tablet,extended release", 2.73 
"morphine ER 15 mg tablet,extended release", 5.88 
"morphine ER 30 mg tablet,extended release", 4.10 
"MORPHOMETRIC IHC, EACH",$128.00 
MOTION FLUORO SWALLOW;CINE/VID,$240.00 
moxifloxacin 0.5 % eye drops, 312.64 
moxifloxacin 400 mg tablet, 79.68 
moxifloxacin 400 mg/250 mL-sodium chloride(iso) intravenous piggyback, 145.32 
"moxifloxacin 400 mg/250 mL-sodium chloride(iso) intravenous piggyback,moxifloxacin 400 mg/250 mL-sodium acet,sul-water intravenous piggyback", 153.13 
"MPI SPECT, MULTIPLE","$2,137.00 "
MRA ABD W/W0 CONTRAST,"$1,343.00 "
MRA CHEST W/CONTRAST,"$1,045.00 "
MRA HEAD W/O CONTRAST,$964.00 
MRA NECK W/AND/WO CONTRAST,"$1,477.00 "
MRA NECK WITH CONTRAST,"$1,169.00 "
MRI ABDOMEN W/O CONTRAST,$964.00 
MRI ABDOMEN W/WO CONTRAST,"$1,477.00 "
MRI BRAIN INCL BRAIN STEM W/CONTRAST,"$1,169.00 "
MRI BRAIN W/O CONTRAST,$964.00 
MRI BRAIN W/WO CONTRAST,"$1,477.00 "
MRI CHEST W & W/O CONTRAST,"$1,477.00 "
MRI CHEST WITHOUT CONTRAST,$964.00 
MRI LO EXT W&W/O CONTRAS,"$2,930.00 "
MRI LOW EXT JT W/O CONTR,"$1,928.00 "
MRI LOW EXT JT W/WO CONT,"$2,954.00 "
MRI LOW EXT W/O CONTRAST,"$1,928.00 "
MRI ORB/FACE/NECK W&W/O CONTR,"$1,477.00 "
MRI PELVIS W & W/O CONTRAST,"$1,477.00 "
MRI PELVIS W/O CONTRAST,$964.00 
MRI PELVIS WITH CONTRAST,"$1,169.00 "
MRI SPINE CERVICAL W/CONTRAST,"$1,169.00 "
MRI SPINE CERVICAL W/O CONTRAS,$964.00 
MRI SPINE CERVICAL W/WO CONTR,"$1,477.00 "
MRI SPINE LUMBAR W/WO CONTRA,"$1,477.00 "
MRI SPINE LUMBAR WITH CONTRAST,"$1,169.00 "
MRI SPINE LUMBAR WITHOUT CONTRAST,$964.00 
MRI SPINE THORACIC W/O CONTRAS,$964.00 
MRI SPINE THORACIC W/WO CONT,"$1,477.00 "
MRI UP EXT JT W&W/O CONT,"$1,477.00 "
MRI UP EXT JT W/CONTRAST,"$1,169.00 "
MRI UP EXT JT W/O CONTRAS,$964.00 
MRI UP EXT W&W/O CONTRAS,"$1,477.00 "
MRI UP EXT W/O CONTRAST,$964.00 
MRSA SCREEN ONLY,$38.00 
MRSA-METHICILLIN RESIST S. AUREUS TEM-PCR,$49.00 
multivit and minerals-ferrous gluconate 9 mg iron/15 mL oral liquid, 12.21 
"MUMPS AB, IGG",$75.00 
MUMPS ANTIBODIES IGM (EIA),$75.00 
mupirocin 2 % topical ointment, 138.11 
MUSK QUANTITATIVE TITERS AB,$27.00 
"mvi, adult no.1 with vit K 3,300 unit-150 mcg/10 mL intravenous soln", 22.83 
"mvi, adult no.4, vit K (vial 2 of 2) 600 mcg-60 mcg-5 mcg/5 mL IV soln", 30.34 
"mvi,adult no.4 with vit K 3300 unit-150 mcg/10 mL intravenous solution", 60.69 
"mvi,adult no.4,vit K,comp(vial 1 of 2) 3,300 unit-150 mcg/5 mL IV soln", 30.34 
MYCOBAC CULTURE(AFB),$61.00 
"MYCOBAC ORG ID DEFIN, EACH",$25.00 
MYCOBACTERIUM ID BY PROBE-EACH,$114.00 
mycophenolate mofetil 250 mg capsule, 9.90 
mycophenolate mofetil 500 mg tablet, 9.92 
MYCOPLASMA DNA BY PCR,$133.00 
MYCOPLASMA PNEUMONIAE IGG-RL,$76.00 
MYCOPLASMA PNEUMONIAE IGM,$76.00 
MYCOPLASMA PNEUMONIAE TEM-PCR,$49.00 
MYELOPEROXIDASE ANTIBODIES,$66.00 
MYOCARDIAL STRAIN IMAGING,"$1,027.00 "
"MYOGLOBIN, BLOOD",$74.00 
"MYOGLOBIN, URINE",$74.00 
"N. GONORR, MISC, AMPLIFIED RNA",$223.00 
nadolol 20 mg tablet, 12.01 
nadolol 40 mg tablet, 9.03 
nafcillin 1 gram solution for injection, 36.42 
nafcillin 2 gram solution for injection, 70.69 
naloxone 0.4 mg/mL injection solution, 26.70 
"naloxone 0.4 mg/mL injection solution,naloxone 0.4 mg/mL injection syringe", 23.75 
naloxone 1 mg/mL injection syringe, 99.00 
naltrexone 50 mg tablet, 4.30 
"naltrexone ER 380 mg intramuscular suspension,extended release"," 3,927.00 "
naproxen 250 mg tablet, 2.00 
naproxen sodium 275 mg tablet, 5.73 
NASAL BONES COMP 3VIEWS,$124.00 
NASAL PACKING POSTERIOR,$199.00 
NASAL PACKING/CAUTERY ANT,$215.00 
NASO-GASTRIC TUBE PLACEMENT,$219.00 
NATRIURETIC PEPTIDE ASSAY,$193.00 
nebivolol 10 mg tablet, 3.27 
NECK SOFT TISSUE,$124.00 
"NEEDLE, SCLERO",$87.00 
"NEG PRESS WOUND TX, UTILIZE DME, <= 50CM",$164.00 
"neomycin 1.75 mg-polymyxin 10,000 unit-gramicidin 0.025mg/mL eye drops", 154.85 
"neomycin 3.5 mg/g-polymyxin B 10,000 unit/g-dexameth 0.1 % eye oint", 69.87 
"neomycin 40 mg-polymyxin B 200,000 unit/mL GU irrigation solution", 32.78 
neomycin 500 mg tablet, 2.02 
"neomycin-bacitracn Zn-polymyx 3.5 mg-400 unit-5,000 unit/gram top oint", 12.03 
"neomycin-bacitracn Zn-polymyxn 3.5 mg-400 unit-5,000 unit top oint pkt", 2.00 
"neomycin-polymyxin-dexameth 3.5 mg/mL-10,000 unit/mL-0.1% eye drops", 79.83 
"neomycin-polymyxin-hydrocort 3.5 mg/mL-10,000 unit/mL-1 % ear solution", 197.85 
"neomycin-polymyxin-hydrocort 3.5 mg-10,000 unit/mL-1 % ear drops,susp", 243.07 
neostigmine methylsulfate 1 mg/mL intravenous solution, 55.08 
neostigmine methylsulfate 5 mg/5 mL (1 mg/mL) intravenous syringe, 85.23 
"NEOX 1K, 1CM"," 3,838.07 "
NEOXFLO / CLARIXFLO 1 MG," 3,149.43 "
NEPHROSTOMY REMOVAL W/IMAGE,"$1,444.00 "
NEPHROSTOMY TUBE,$211.00 
NEPHROSTOMY TUBE INSERT,"$7,092.00 "
"NERVE BLOCK INJ - BRACHIAL PLEXUS, SINGLE",$692.00 
NERVE BLOCK INJ - CERVICAL PLEXUS,$692.00 
NERVE BLOCK INJ - FACIAL,$421.00 
"NERVE BLOCK INJ - FEMORAL, SINGLE","$1,476.00 "
NERVE BLOCK INJ - ILIOINGUINAL/ILIOHYPOGASTRIC,$649.00 
NERVE BLOCK INJ - OCCIPITAL,$665.00 
NERVE BLOCK INJ - OTHER PERIPHERAL,$628.00 
"NERVE BLOCK INJ - SCIATIC, SINGLE","$1,339.00 "
NERVE BLOCK INJ - SYMPATHETIC (THOR OR LUM),"$1,811.00 "
"NERVE BLOCK INJ - TRIGEMINAL, ANY BRANCH",$475.00 
nesiritide 1.5 mg intravenous solution," 3,175.53 "
"NEURAWRAP NERVE PROTECTOR, PER CM"," 4,946.50 "
"NEUROMUSC RE-EDUC EA, OT",$70.00 
NEUROMUSCULAR JUNCTION TESTING EA NERVE,$382.00 
"NEUROMUSCULAR RE-ED, 15MIN-PT",$70.00 
NEUTROPHIL SPECIFIC ANTIBODIES,$81.00 
"nevirapine ER 400 mg tablet,extended release 24 hr", 79.28 
niacin 500 mg tablet, 2.00 
niCARdipine 25 mg/10 mL intravenous solution, 75.20 
niCARdipine 40 mg/200 mL in dextrose (iso-osm) intravenous piggyback, 610.00 
niCARdipine 40 mg/200 mL in sodium chloride(iso) intravenous piggyback, 610.00 
nicardipine in sodium chloride(iso-osmotic) 40 mg/200 mL IV Piggy Back, 610.00 
"NICOTINE & COTININE, BLD OR UR",$187.00 
nicotine 14 mg/24 hr daily transdermal patch, 5.49 
nicotine 21 mg/24 hr daily transdermal patch, 5.82 
nicotine 7 mg/24 hr daily transdermal patch, 5.74 
NIFEdipine 10 mg capsule, 5.32 
"NIFEdipine ER 30 mg tablet,extended release", 3.49 
"NIFEdipine ER 30 mg tablet,extended release 24 hr", 3.32 
"NIFEdipine ER 60 mg tablet,extended release 24 hr", 2.87 
niMODipine 30 mg capsule, 40.50 
nitazoxanide 500 mg tablet, 312.90 
nitrofurantoin macrocrystal 100 mg capsule, 2.11 
nitrofurantoin macrocrystal 50 mg capsule, 11.05 
nitrofurantoin monohydrate/macrocrystals 100 mg capsule, 10.12 
nitroglycerin 0.2 mg/hr transdermal 24 hour patch, 3.84 
nitroglycerin 0.4 mg sublingual tablet, 2.35 
NITROGLYCERIN 0.4MG TABLET,$2.00 
nitroglycerin 100 mg/250 mL (400 mcg/mL) in 5 % dextrose intravenous, 63.13 
nitroglycerin 2 % transdermal ointment, 3.44 
nitroglycerin 400 mcg/spray translingual, 627.21 
nitroglycerin 50 mg/250 mL (200 mcg/mL) in 5 % dextrose intravenous, 58.13 
nitroglycerin in D5W 50 mg/250 mL (0.2 mg/mL) IV, 58.13 
nitroprusside 50 mg/100 mL (0.5 mg/mL) in 0.9% sodium chloride IV soln, 450.00 
nivolumab 100 mg/10 mL intravenous solution," 7,895.25 "
nivolumab 240 mg/24 mL intravenous solution," 18,907.94 "
nivolumab 40 mg/4 mL intravenous solution," 3,175.49 "
"NK CELLS, TOTAL COUNT",$196.00 
"NMO/AQP4 FACS, CSF - RL",$320.00 
"NMO/AQP4 FACS, S - RL",$320.00 
NON-FILTERED TC99M SULF COLL UP TO 20MCI DX,$160.43 
norepinephrine bitartrate 1 mg/mL intravenous solution, 48.16 
norepinephrine bitartrate 4 mg/250 mL (16 mcg/mL) in dextrose 5 % IV, 63.75 
nortriptyline 25 mg capsule, 2.00 
NOSE TO RECTUM/FOREIGN BODY,$505.00 
NRV CNDJ TEST 11-12 STUDIES,$216.79 
NRV CNDJ TEST 1-2 STUDIES,$127.75 
NRV CNDJ TEST 13/> STUDIES,$216.79 
NRV CNDJ TEST 3-4 STUDIES,$216.79 
NRV CNDJ TEST 5-6 STUDIES,$216.79 
NRV CNDJ TEST 7-8 STUDIES,$216.79 
NRV CNDJ TEST 9-10 STUDIES,$216.79 
NSL WD/S DEB W/O ANES,$164.00 
"N-TELEOPEPTIDE, SERUM",$150.00 
N-TYPE CALCIUM CHANNEL AB,$59.00 
NUDT15 GENOTYPE,$215.00 
"nystatin 100,000 unit/mL oral suspension", 9.24 
"OASIS TRI-LAYER WD MATRIX, PER SQ CM", 803.83 
"OASIS WD MATRIX, PER SQ CM", 290.35 
"obinutuzumab 1,000 mg/40 mL intravenous solution"," 18,646.90 "
OCCULT BLOOD SCREEN,$19.00 
"OCCULT BLOOD, FECES NON-SCREEN",$13.00 
"OCCULT BLOOD, OTHER SOURCES",$16.00 
octreotide acetate 100 mcg/mL injection solution, 10.00 
octreotide acetate 50 mcg/mL injection solution, 10.00 
octreotide acetate 500 mcg/mL injection solution, 63.52 
"octreotide acetate 500 mcg/mL injection solution,octreotide acetate 500 mcg/mL (1 mL) injection syringe", 10.00 
"octreotide,microspheres ER 20 mg intramuscular susp, extended release"," 12,243.27 "
"octreotide,microspheres ER 30 mg intramuscular susp, extended release"," 18,333.42 "
OCULAR DEV INTRAOP DETACHED RETINA, 975.73 
OCULAR IMPLANT," 1,436.24 "
"OCULAR IMPLANT, AQUEOUS DRAINGE ASSIST"," 2,557.94 "
ofloxacin 0.3 % ear drops, 385.71 
ofloxacin 0.3 % eye drops, 114.12 
OJ AUTO AB,$66.00 
OLANZapine 10 mg disintegrating tablet, 23.06 
OLANZapine 10 mg intramuscular solution, 60.17 
OLANZapine 10 mg tablet, 13.45 
OLANZapine 2.5 mg tablet, 29.03 
OLANZapine 20 mg disintegrating tablet, 31.14 
OLANZapine 20 mg tablet, 17.26 
OLANZapine 5 mg disintegrating tablet, 35.31 
OLANZapine 5 mg tablet, 22.69 
olaratumab 10 mg/mL intravenous solution," 7,251.50 "
OLIGOCLONA IMMGLB,$114.00 
omalizumab 150 mg subcutaneous solution," 3,253.98 "
omega-3 acid ethyl esters 1 gram capsule, 5.17 
"omega-3 fatty acids-fish oil 340 mg-1,000 mg capsule", 2.00 
"omega3-dha 200 mg-epa 300 mg-othr om3 100 mg-fish oil 1,000 mg capsule", 2.00 
onabotulinumtoxinA 100 unit solution for injection," 1,803.00 "
ondansetron 4 mg disintegrating tablet, 41.31 
ondansetron HCl (PF) 4 mg/2 mL injection solution, 10.00 
ondansetron HCl 2 mg/mL intravenous solution, 10.00 
ondansetron HCl 4 mg tablet, 49.94 
ondansetron HCl 4 mg/5 mL oral solution, 59.96 
ondansetron HCl 8 mg tablet, 51.75 
"OPAITES CONFIRM, UR",$111.00 
OPHTH DX IMAGE POSTR OPTC  NRV,$112.00 
OPHTH DX IMAGE POSTR; RETINA,$112.00 
"OPIATES, SERUM OR PLASMA QUANT",$107.00 
OPTISON AMP,$140.40 
OR CONSULT W/FROZ SECT/SMR 1ST,$124.00 
"OR CONSULT, MACROSCOPIC ONLY",$88.00 
OR TIME LEV I 1ST 60 MINS,"$1,133.00 "
OR TIME LEV I EA ADD'L MIN,$11.00 
OR TIME LEV II 1ST 60 MINS,"$1,239.00 "
OR TIME LEV II EA ADD'L MIN,$12.00 
OR TIME LEV III 1ST 60 MINS,"$1,344.00 "
OR TIME LEV III EA ADD'L MIN,$13.50 
OR TIME LEV IV 1ST 60 MINS,"$1,662.00 "
OR TIME LEV IV EA ADD'L MIN,$16.50 
OR TIME LEV V 1ST 60 MINS,"$1,977.00 "
OR TIME LEV V EA ADD'L MIN,$19.00 
ORBITS COMP MIN 4VIEWS,$124.00 
ORGANIC ACIDS,$94.00 
ORTHOTIC MGMT&TRAINJ INITIAL ENC – OT,$76.00 
oseltamivir 30 mg capsule, 37.04 
oseltamivir 45 mg capsule, 23.63 
oseltamivir 6 mg/mL oral suspension, 35.74 
oseltamivir 75 mg capsule, 22.99 
OSMOLALITY - URINE,$39.00 
"OSMOLALITY, FECES",$107.00 
OSMOLALITY-SERUM,$38.00 
OSSICULA IMPLANT, 603.05 
OUTPATIENT/EMERGENCY DIALYSIS,"$1,268.00 "
oxacillim 2 gram Solution for Injection, 84.80 
oxacillin 1 gram intravenous solution, 48.14 
oxacillin 1 gram solution for injection, 33.75 
oxacillin 1 gram Solution fro Injection, 61.37 
oxacillin 2 gram solution for injection, 64.17 
"OXALATE, URINE",$74.00 
oxaliplatin 100 mg/20 mL intravenous solution, 411.50 
oxaliplatin 50 mg/10 mL (5 mg/mL) intravenous solution, 313.25 
OXCARBAZEPINE (TRILEPTAL),$48.00 
oxybutynin chloride 5 mg tablet, 2.36 
oxychlorosene sodium topical powder for solution, 14.35 
OXYCODONE,$60.00 
oxyCODONE 10 mg tablet, 2.00 
oxyCODONE 5 mg tablet, 2.00 
"oxyCODONE ER 10 mg tablet,crush resistant,extended release 12 hr", 9.80 
"oxyCODONE ER 15 mg tablet,crush resistant,extended release 12 hr", 16.65 
"oxyCODONE ER 20 mg tablet,crush resistant,extended release 12 hr", 10.55 
"OXYCODONE, SERUM OR PLASMA",$92.00 
oxyCODONE-acetaminophen 10 mg-325 mg tablet, 8.77 
oxyCODONE-acetaminophen 5 mg-325 mg tablet, 3.38 
oxyCODONE-acetaminophen 7.5 mg-325 mg tablet, 6.80 
OXYGEN HIGH FLOW UP TO 24 HOURS,"$1,100.00 "
"OXYGEN, UP TO 24 HOURS",$168.00 
oxymetazoline 0.05 % nasal spray, 8.29 
oxytocin 10 unit/mL injection solution, 10.00 
P/Q-TYPE CALCIUM CHANNEL AB,$59.00 
PACEMAKER DUAL CHAMBER RATE RESPONSIVE," 9,451.28 "
PACEMAKER OTHER THAN SINGLE/DUAL," 19,943.91 "
PACEMAKER SINGLE CHAMBER RATE RESPONSIVE," 7,115.24 "
"PACLitaxel 6 mg/mL concentrate,intravenous", 350.15 
PACLitaxel-protein bound 100 mg intravenous suspension," 4,023.23 "
"PADS, STERILE ZOLL DEFIB",$143.00 
"PAIN CLINIC DRUG SCREEN, U - RL",$213.00 
paliperidone palmitate 156 mg/mL intramuscular syringe," 5,003.52 "
paliperidone palmitate 234 mg/1.5 mL intramuscular syringe," 7,505.07 "
palonosetron 0.25 mg/5 mL intravenous solution," 1,036.13 "
pamidronate 30 mg/10 mL (3 mg/mL) intravenous solution, 41.43 
pamidronate 90 mg intravenous solution, 169.11 
pamidronate 90 mg/10 mL (9 mg/mL) intravenous solution, 194.12 
PANEL CELL-ABY IDENT,$83.00 
panitumumab 100 mg/5 mL (20 mg/mL) intravenous solution," 3,591.33 "
panitumumab 400 mg/20 mL (20 mg/mL) intravenous solution," 14,278.25 "
PANORAMIC X-RAY OF JAWS,$124.00 
pantoprazole 40 mg intravenous solution, 16.67 
pantoprazole 40 mg IV Solution, 54.75 
"pantoprazole 40 mg tablet,delayed release", 7.11 
pantoprazole DR 40 mg granules delayed-release for susp in packet, 41.19 
"PAP SMEAR, THIN PREP IMAGER DX",$135.00 
"PAP SMEAR, THIN PREP IMAGER SC",$135.00 
"PAP SMEAR, THIN PREP SCREENING",$87.00 
papaverine 30 mg/mL injection solution, 107.33 
PARACENTESIS OF ANTERIOR CHAMBER OF EYE W/DIAG ASP,"$5,017.00 "
"PARACENTESIS, W/IMAGE GUIDE",$932.00 
"PARACENTESIS, W/OUT IMGE GUIDE",$932.00 
"PARAFFIN BATH, OT",$18.00 
PARATHYROID IMAGING,$613.00 
PARoxetine 10 mg tablet, 6.55 
PARoxetine 20 mg tablet, 4.13 
PARTIAL EXCISION DISTAL PHALANX OF FINGER,"$3,550.00 "
PARTIAL THROMBOPLASTIN TIME,$35.00 
"PARVOVIRUS B-19 AB, IGG",$86.00 
"PARVOVIRUS B-19 AB, IGM",$86.00 
PARVOVIRUS B19 DNA QUAN BY PCR,$497.00 
"PATIENT PROGRAMMER, NEUROSTIMULATOR"," 2,186.29 "
"PDGFRB/TEL, FISH EACH PROBE",$226.00 
"PD-L1, KEYTRUDA - RL",$450.00 
peg 3350 240 gram-electrolytes 22.72 gram-6.72 g-5.84 g powdr for soln, 40.00 
peg 3350-electrolytes 236 gram-22.74 gram-6.74 gram-5.86 gram solution, 60.00 
pegfilgrastim 6 mg/0.6 mL (deliverable) wearable subcutaneous injector," 18,693.18 "
pegfilgrastim 6 mg/0.6 mL subcutaneous syringe," 18,693.18 "
PELVIS 1 OR 2 VIEWS,$124.00 
PELVIS 3 VIEWS,$124.00 
pembrolizumab 25 mg/mL intravenous solution," 13,948.92 "
PEMEtrexed 100 mg intravenous solution," 2,058.56 "
PEMEtrexed 500 mg intravenous solution," 10,176.80 "
"penicillin G benzathine 1,200,000 unit/2 mL intramuscular syringe", 236.05 
penicillin G potassium 20 million unit solution for injection, 248.45 
penicillin G potassium 5 million unit Solution for, 61.51 
penicillin G potassium 5 million unit solution for injection, 37.98 
penicillin V potassium 250 mg tablet, 2.04 
penicillin V potassium 250 mg/5 mL oral solution, 15.00 
penicillin V potassium 500 mg tablet, 2.27 
pentamidine 300 mg solution for injection, 500.67 
"pentoxifylline ER 400 mg tablet,extended release", 2.88 
peppermint oil, 63.98 
peppermint spirit oral, 3.86 
peramivir (PF) 200 mg/20 mL (10 mg/mL) intravenous solution, 950.00 
PERCLOSE,$487.00 
perflutren protein-type a microspheres 0.22 mg/mL intravenous susp, 70.20 
PERI PTA BALLOON OPTA/POWER,$409.00 
PERI. PTA BALLOON,$409.00 
PERI. XXL BALLOON,"$1,273.00 "
PERICARDIOCENTESIS KIT,$473.00 
"PERICARDIOCENTHESIS, INITIAL","$1,033.00 "
permethrin 1 % topical liquid, 28.81 
permethrin 5 % topical cream, 303.23 
"PERNICIOUS ANEMIA CASCADE, VIT B-12",$39.00 
"PERQ PLCMNT DEV, 1ST LES W/MAMMOGRAPHIC GUIDE",$258.00 
"PERQ PLCMNT DEV, 1ST LES W/US GUIDANCE",$258.00 
pertuzumab 420 mg/14 mL (30 mg/mL) intravenous solution," 14,628.69 "
pH test 15 feet, 99.45 
"PH, STOOL",$21.00 
PHARYNX /ESOPHAGUS W/CINERAD,$124.00 
phenazopyridine 100 mg tablet, 5.88 
phenobarb-hyoscy-atropine-scop 16.2 mg-0.1037 mg-0.0194 mg/5 mL elixir, 35.71 
PHENOBARBITAL,$66.00 
PHENobarbital 20 mg/5 mL (4 mg/mL) oral elixir, 160.45 
PHENobarbital 32.4 mg tablet, 2.00 
PHENobarbital 64.8 mg tablet, 2.00 
PHENobarbital sodium 65 mg/mL injection solution, 62.40 
phenol 1.4 % mucosal aerosol spray, 7.31 
phentolamine 5 mg injection solution, 450.00 
phenylephrine 0.25 % nasal spray, 10.37 
phenylephrine 0.5 % nasal spray, 12.89 
phenylephrine 1 % nasal spray, 13.47 
phenylephrine 1 %-ketorolac 0.3 % intraocular concentrate for irrig," 1,395.00 "
phenylephrine 10 % eye drops, 122.50 
phenylephrine 10 mg/mL injection solution, 40.00 
phenylephrine 2.5 % eye drops, 275.63 
phenytoin 100 mg/4 mL oral suspension, 21.60 
phenytoin 125 mg/5 mL oral suspension, 59.92 
PHENYTOIN DILANTIN,$76.00 
phenytoin sodium 50 mg/mL intravenous solution, 10.00 
phenytoin sodium extended 100 mg capsule, 2.00 
"PHENYTOIN, FREE",$78.00 
PHOSPHATIDYLETHANOL,$82.00 
"PHOSPHATIDYLETHANOLAMINE AB, EACH",$29.00 
"PHOSPHATIDYLGLYCEROL AB, EACH",$29.00 
"PHOSPHATIDYLINOSITOL AB, EACH",$29.00 
"PHOSPHATIDYLSERINE AB, EACH",$54.00 
"PHOSPHOLIPASE A2 RECEPTOR IFA, S -RL",$205.00 
"PHOSPHOLIPASE A2 RECEPTOR TITER, S -RL",$205.00 
PHOSPHOLIPIDS,$40.00 
PHOSPHORUS,$28.00 
"PHOSPHORUS, FECES",$2.00 
PHOTOCHEMOTHERAPY WITH UV-B,$100.00 
physostigmine 1 mg/mL injection solution, 55.66 
phytonadione (vitamin K1) 10 mg/mL injection solution, 28.94 
phytonadione (vitamin K1) 5 mg tablet, 176.28 
phytonadione 2.5 mg tablet, 63.62 
PICC LINE PLACEMENT >5 YEARS,"$2,075.00 "
pilocarpine 2 % eye drops, 268.79 
pilocarpine 4 % eye drops, 281.71 
pilocarpine 4 % eye gel, 273.75 
PINWORM PREP,$25.00 
pioglitazone 15 mg tablet, 24.63 
pioglitazone 30 mg tablet, 13.40 
piperacillin-tazobacatam 2.25 gram IV Solution, 49.63 
piperacillin-tazobactam 2.25 gram intravenous solution, 27.56 
piperacillin-tazobactam 2.25 gram IV Solution, 49.63 
piperacillin-tazobactam 3.375 gram intravenous solution, 38.96 
piperacillin-tazobactam 3.375 gram IV Solution, 82.13 
piperacillin-tazobactam 4.5 gram intravenous soln, 112.26 
piperacillin-tazobactam 4.5 gram intravenous solution, 53.86 
piperacillin-tazobactam 4.5 gram IV Solution, 107.26 
piperacillin-tazobactam 40.5 gram intravenous solution, 438.57 
