Description, Amount 
propylthiouracil 50 mg tablet, 6.30 
"PROSTHESIS, BREAST (IMPLANTABLE)"," 2,134.25 "
"PROSTHESIS, PENILE, INFLATABLE"," 16,834.06 "
"PROSTHESIS, URINARY SPHINCTER (IMPLANTABLE)"," 26,380.38 "
"PROSTHETIC IMPLANT, NOT OTHERWISE SPEC"," 2,850.00 "
protamine 10 mg/mL intravenous solution, 96.12 
PROTEIN C ACTIVITY,$393.00 
PROTEIN C ANTIGEN,$393.00 
"PROTEIN ELECTROPHORESIS, BLD",$200.00 
"PROTEIN ELECTROPHORESIS, URINE",$200.00 
PROTEIN S ACTIVITY,$197.00 
"PROTEIN, CSF",$96.00 
"PROTEIN, TOTAL BLOOD",$96.00 
"PROTEIN, TOTAL, BODY FLUID - RL",$55.00 
"PROTEIN, URINE QUANTITATIVE",$96.00 
PROTHROMBIN G20210A MUTATION,$203.00 
PROTHROMBIN TIME,$72.00 
"PSA, DIAGNOSTIC",$251.00 
"PSA, FREE",$251.00 
"PSA, SCREENING",$75.00 
"PSA, TOTAL",$251.00 
pseudoephedrine 30 mg tablet, 2.00 
"pseudoephedrine ER 120 mg tablet,extended release", 2.00 
PSYCH PRIVATE ROOM,"$1,693.00 "
psyllium husk (aspartame) 3.4 gram oral powder packet, 2.00 
psyllium husk (with sugar) 3.4 gram oral powder packet, 2.00 
psyllium oral packet, 2.00 
PT HOT/COLD PACKS BSC,$25.00 
"PTCA , ADD'L BRANCH","$1,447.00 "
PTCA BALLOON EUPHORA,$504.00 
PTCA BALLOON VOYAGER/POWERSAIL,$998.00 
PTCA DOC WIRE,$225.00 
PTCA GUIDE ENVOY,"$1,495.00 "
PTCA GUIDE LAUNCHER,$209.00 
PTCA GUIDEWIRE,$356.00 
PTCA GUIDEWIRE IRON-BMW-BHW,$356.00 
PTCA GUIDEWIRE SPORT,$206.00 
PTCA GUIDING CATHETER,$238.00 
PTCA SINGLE,"$1,788.00 "
PTCA W/DES SINGLE,"$1,670.00 "
PTCA W/DES; ADD'L BRANCH,"$1,225.00 "
PTCA XCHANGE WIRE,"$1,068.00 "
"PTH, INTACT",$318.00 
PTH-RELATED PROTEIN,$33.00 
PULM VENTILATION & PERF IMAG,"$1,813.00 "
"PULMONARY STRESS TEST, 6 MIN",$495.00 
PULSE OXIMETER - MULTIPLE,$240.00 
PULSE OXIMETRY - SINGLE,$67.00 
"PUNCTURE ASPIRATION, ABSCESS/HEMATOMA/BULLA/CYST",$685.00 
PURKINJE CELL CYTO AB TYPE 1,$53.00 
PURKINJE CELL CYTO AB TYPE 2,$53.00 
PURKINJE CELL CYTO AB TYPE TR,$53.00 
pyrazinamide 500 mg tablet, 44.21 
pyridostigmine bromide 60 mg tablet, 5.19 
pyridostigmine bromide 60 mg/5 mL syrup, 6.20 
pyridoxine (vitamin B6) 25 mg tablet, 2.00 
pyridoxine (vitamin B6) 50 mg tablet, 2.00 
QUANTIFERON GOLD TB TEST,$575.00 
QUEtiapine 100 mg tablet, 2.00 
quetiapine 12.5 mg tab, 27.97 
QUEtiapine 200 mg tablet, 9.33 
QUEtiapine 25 mg tablet, 13.99 
QUEtiapine 300 mg tablet, 7.65 
QUEtiapine 400 mg tablet, 6.80 
"QUEtiapine ER 200 mg tablet,extended release 24 hr", 15.91 
"QUEtiapine ER 400 mg tablet,extended release 24 hr", 12.48 
"QUEtiapine ER 50 mg tablet,extended release 24 hr", 34.49 
quinapril 10 mg tablet, 2.14 
quinapril 20 mg tablet, 2.00 
quinapril 5 mg tablet, 4.28 
"quiNIDine gluconate ER 324 mg tablet,extended release", 4.79 
quiNIDine sulfate 200 mg tablet, 2.00 
quiNINE 324 mg capsule, 20.90 
R&L HRT ART/VENTRICLE ANGIO,"$5,730.00 "
R/F FACET NERVE - CERV/THOR,"$3,410.00 "
R/F FACET NERVE - CERV/THOR EA ADD'L,"$1,137.00 "
R/F FACET NERVE - LUM/SAC,"$1,587.00 "
R/F FACET NERVE - LUM/SAC EA ADD'L,$580.00 
rabies immune globulin (PF) 150 unit/mL intramuscular solution," 8,297.74 "
"rabies vaccine, purified chicken embryo cell (PF) 2.5 unit IM susp"," 1,393.66 "
racepinephrine 2.25 % solution for nebulization, 4.38 
RADIAL SHEATH,$191.00 
"RADIOLOGIC EXAM OF EYE, FOR FOREIGN BODY",$186.00 
"RADIOLOGIC EXAM SPINE THORACOLUMBAR AP&LAT, 2/> VW",$330.00 
raloxifene 60 mg tablet, 24.95 
raltegravir 400 mg tablet, 105.00 
ramelteon 8 mg tablet, 52.88 
ramipril 1.25 mg capsule, 6.64 
ramipril 5 mg capsule, 2.00 
raNITIdine 15 mg/mL syrup, 24.22 
raNITIdine 150 mg tablet, 5.56 
"ranolazine ER 500 mg tablet,extended release,12 hr", 24.98 
RAPID HIV-1/2 AB,$69.00 
RAPID PLASMA REAGIN,$76.00 
rasagiline 0.5 mg tablet, 100.14 
RASHKIND BALLOON,$331.00 
"RAST, SINGLE ALLERGEN",$102.00 
RBC IRR PROC,$446.00 
RBC LEUKO REDU PROC,$400.00 
RBC PROC,$744.00 
RC 50 FILTER,$42.00 
RECONSTRUCTION OF NAIL BED,"$1,465.00 "
"RECOVERY, EACH ADD'L HOUR",$200.00 
"RECOVERY, INTIAL HOUR",$630.00 
"RE-EVAL, EST PLAN OF CARE - PT",$308.00 
regadenoson 0.4 mg/5 mL intravenous syringe," 1,014.52 "
REM F/B CORNEA W SLIT LAMP,$274.00 
REM F/B CORNEA W/O SLIT LAMP,$274.00 
REM F/B EAR SQ,$274.00 
REM F/B NOSE SQ,$273.00 
REM F/B SUBQ DEEP,"$4,243.00 "
REMO F/B SUBQ SIMPLE,$915.00 
"REMOVAL IMPACTED CERUMEN REQUIRING INSTRUMENTATION, UNILATERAL",$167.00 
"REMOVAL IMPACTED CERUMEN USING IRRAGATION/LAVAGE, UNILATERAL",$168.00 
REMOVAL LOOP RECORDER,"$15,908.00 "
REMOVE IVC FILTER INC S&I,"$7,586.00 "
RENAL FUNCTION PANEL,$301.00 
RENIN ACTIVITY,$149.00 
"REP LIP, FT; VERMILION ONLY","$1,328.00 "
repaglinide 0.5 mg tablet, 23.31 
REPAIR DEVICE URINARY W/O SLING," 1,421.44 "
"REPAIR DEVICE, URINARY, INCONTINENCE, W/SLING"," 3,870.88 "
REPLACEMENT GASTROS TUBE,$936.00 
RESPIRATORY CULTURE,$157.00 
RESPIRATORY VIRAL TEM-PCR,$225.00 
RESUS BAG-DISP.,$29.00 
"RETICULOCYTE COUNT, AUTOMATED",$66.00 
"RETRIEVAL DEVICE, INSERTABLE"," 1,696.90 "
RETRIEVAL NET,$273.00 
RETROGRADE PYLOGRAM,$960.00 
"REVITA, PER SQ CM"," 4,695.00 "
"RHEUMATOID FACTOR, QUANT",$112.00 
RHRT CORONARY ARTERY ANGIO,"$7,647.00 "
riboflavin (vitamin B2) 100 mg tablet, 2.00 
RIBOFLAVIN(VITAMIN B2),$140.00 
RIBS BILATERAL 3VIEWS,$301.00 
RIBS BILATERAL W/PA CHEST,$488.00 
RIBS UNILATERAL 2 VIEWS,$208.00 
RIBS W/PA CHEST,$117.00 
rifAMPin 150 mg capsule, 6.22 
rifAMPin 600 mg intravenous solution, 768.95 
rifAXIMin 200 mg tablet, 80.61 
rifAXIMin 550 mg tablet, 144.75 
RIGHT HEART CATH,"$2,672.00 "
risedronate 5 mg tablet, 31.00 
risperiDONE 0.25 mg tablet, 28.25 
risperiDONE 0.5 mg disintegrating tablet, 33.44 
risperiDONE 0.5 mg tablet, 15.95 
risperiDONE 1 mg disintegrating tablet, 19.69 
risperiDONE 1 mg tablet, 10.51 
risperiDONE 2 mg disintegrating tablet, 7.97 
risperiDONE 2 mg tablet, 6.88 
risperiDONE 3 mg tablet, 15.61 
risperiDONE microspheres 25 mg/2 mL intramuscular syringe," 1,923.53 "
risperiDONE microspheres 50 mg/2 mL intramuscular syringe," 3,828.32 "
ritonavir 100 mg capsule, 36.00 
ritonavir 100 mg tablet, 36.00 
RITUXAN SENSITIVITY (CD 20),$83.00 
rivaroxaban 10 mg tablet, 58.67 
rivaroxaban 15 mg tablet, 39.11 
rivaroxaban 20 mg tablet, 29.34 
rivastigmine 1.5 mg capsule, 14.41 
RNP ANTIBODY,$271.00 
rocuronium 10 mg/mL intravenous solution, 36.26 
"rocuronium 10 mg/mL intravenous solution,rocuronium 50 mg/5 mL (10 mg/mL) intravenous syringe", 36.92 
roflumilast 500 mcg tablet, 49.08 
rOPINIRole 0.25 mg tablet, 8.75 
rOPINIRole 1 mg tablet, 2.10 
ropivacaine (PF) 2 mg/mL (0.2 %) injection solution, 59.67 
ropivacaine (PF) 5 mg/mL (0.5 %) injection solution, 67.10 
rosuvastatin 10 mg tablet, 15.09 
rosuvastatin 5 mg tablet, 31.31 
ROTAVIRUS AG EIA,$130.00 
"RPR/VDRL, QUANT",$48.00 
RSV AG BY EIA,$111.00 
RUBELLA IGG,$79.00 
RUBELLA IGM,$79.00 
RUBEOLA IGG,$95.00 
RUBEOLA IGM,$95.00 
RUFINAMIDE LEVEL,$74.00 
S 25CM INTRODUCER,$95.00 
S CCK CHOLECYSTOKINEN 5CC VIAL,$176.00 
S GOOSENCK SNARE RETRIEVAL DEV,"$1,426.00 "
S LUNDERQUIST EXCHANGE 260 WRE,$268.00 
S VESSEL DILATORS,$21.00 
SACROILIAC JOINTS <3VIEWS,$203.00 
SACROILIAC JOINTS >3VIEWS,$250.00 
SACRUM & COCCYX MIN 2VIEWS,$216.00 
sacubitril 24 mg-valsartan 26 mg tablet, 32.41 
sacubitril 49 mg-valsartan 51 mg tablet, 32.43 
SALICYLATE LEVEL,$56.00 
salmeterol 50 mcg/dose blister powder for inhalation, 29.83 
salsalate 750 mg tablet, 11.54 
sAXagliptin 2.5 mg tablet, 45.49 
SC1 ANTIBODY,$113.00 
SCAPULA,$241.00 
scopolamine 1 mg over 3 days transdermal patch, 74.90 
SCREENING CULTURE,$74.00 
S-CUTTING BALLOON,"$2,100.00 "
"SECONDARY ART THROMBECTOMY, INCL GUID & RX INJ, ADD ON CODE","$10,917.00 "
SEDIMENTATION RATE,$51.00 
SEL DEB =<20 SQ CM - PT,$231.00 
SEL DEB EA ADDL >20 SQ CM - PT,$294.00 
SEL VENOUS SYS 2ND OR MORE,"$3,945.00 "
SELENIUM,$141.00 
selenium sulfide 1 % shampoo, 18.12 
"SELF CARE/HOME MGT, 15MIN OT",$143.00 
"SELF CARE/HOME MGT, 15MIN SP",$138.00 
SEMEN ANALYSIS,$91.00 
sennosides 8.6 mg tablet, 2.00 
sennosides 8.6 mg-docusate sodium 50 mg tablet, 2.00 
sennosides 8.8 mg/5 mL syrup, 2.00 
SENSITIVITY STUDIES,$65.00 
SENSITIVITY-MIC/BREAKPOINT,$143.00 
"SEPTAL DEFECT IMPLANT SYS, INTRACARDIAC"," 13,272.81 "
SEROTONIN,$209.00 
sertraline 25 mg tablet, 2.00 
sertraline 50 mg tablet, 5.49 
sevelamer carbonate 800 mg tablet, 14.44 
sevelamer HCl 800 mg tablet, 14.82 
SHBG,$202.00 
SHEATH DESTINATION,$685.00 
"SHEATH, ANY",$33.00 
SHOULDER - 1 VIEW,$212.00 
SHOULDER ROUTINE,$228.00 
SICKLE QUICK SCREEN,$74.00 
SICKLEDEX,$32.00 
sildenafil (antihypertensive) 20 mg tablet, 70.01 
"SILICONE OIL, RETINAL TAMP DEV"," 1,341.00 "
silver nitrate applicators 75 %-25 % topical stick, 2.00 
silver sulfADIAZINE 1 % topical cream, 115.24 
SIM REP F/E/N/L/MM <2.5CM,$353.00 
SIM REP F/E/N/L/MM 2.6-5.0CM,$353.00 
SIM REP F/E/N/L/MM 5.1-7.5CM,$353.00 
SIM REP S/N/A/G/T/E 2.6-7.5C,$353.00 
SIM REP S/N/A/G/T/E 7.6-12.5C,$359.00 
SIM REP S/N/A/G/TR/E <2.5CM,$354.00 
simethicone 125 mg chewable tablet, 2.00 
"simethicone 40 mg/0.6 mL oral drops,suspension", 30.87 
simethicone 80 mg chewable tablet, 2.00 
simple syrup, 57.12 
simvastatin 10 mg tablet, 9.76 
simvastatin 40 mg tablet, 2.00 
simvastatin 5 mg tablet, 8.23 
"SINCALIDE (KINEVAC) INJ, 5 MCG",$425.00 
SINUSES < 3VIEWS,$207.00 
SINUSES COMPLETE,$281.00 
sitaGLIPtin 100 mg tablet, 15.04 
sitaGLIPtin 25 mg tablet, 60.14 
"SKIN SUBSTITUTE, NOT OTHERWISE SPECIFIED"," 5,650.48 "
"SKIN, SIMPLE, SINGLE SPECIMEN",$110.00 
SKULL < 4VIEWS,$268.00 
"SKULL COMPLETE,MIN 4VIEWS",$398.00 
SM ANTIBODY,$158.00 
SMEAR URINE,$39.00 
"SMOKING CES INTERMED,CTTS ONLY",$50.00 
"SNARE, DISP (ANY)",$260.00 
sodium 35 mEq-potassium 20 mEq-mag 5 mEq/20 mL-calcium-chlorid-acet IV, 45.74 
sodium acetate 2 mEq/mL intravenous solution, 13.23 
sodium bicarbonate 1 mEq/mL (8.4 %) intravenous solution, 39.39 
sodium bicarbonate 325 mg tablet, 2.00 
sodium bicarbonate 4.2 % (0.5 mEq/mL) intravenous syringe, 64.40 
sodium bicarbonate 650 mg tablet, 2.00 
sodium bicarbonate 8.4 % (1 mEq/mL) intravenous syringe, 62.14 
sodium borate-boric acid-sodium chloride-water eye wash soln, 11.98 
sodium chloride 0.45 % intravenous solution, 40.00 
sodium chloride 0.65 % nasal spray aerosol, 2.00 
sodium chloride 0.9 % injection solution, 29.00 
sodium chloride 0.9 % injection syringe, 29.00 
"sodium chloride 0.9 % injection syringe,sodium chloride 0.9 % injection solution", 29.00 
sodium chloride 0.9 % intravenous piggyback, 36.33 
sodium chloride 0.9 % intravenous solution, 32.45 
sodium chloride 0.9 % irrigation solution, 82.00 
sodium chloride 1 gram tablet, 2.00 
sodium chloride 3 % intravenous injection solution, 29.00 
sodium chloride 4 mEq/mL intravenous solution, 18.90 
sodium citrate-citric acid 500 mg-334 mg/5 mL oral solution, 9.61 
sodium ferric gluconate complex in sucrose 62.5 mg/5 mL intravenous, 152.56 
sodium hypochlorite 0.5 % solution, 63.70 
sodium nitrite 30 mg/mL intravenous solution, 374.50 
sodium nitroprusside 25 mg/mL intravenous solution," 2,092.23 "
sodium phosphate 3 mmol/mL intravenous solution, 81.20 
sodium phosphates 19 gram-7 gram/118 mL enema, 4.19 
sodium polystyrene sulfonate 15 gram/60 mL oral suspension, 39.48 
"SODIUM, BLOOD",$56.00 
"SODIUM, URINE",$66.00 
sodium-potassium-NaCl eye drops, 11.76 
SOFT TISSUE ULTRASOUND PROC,$276.00 
solifenacin 5 mg tablet, 48.03 
SOLUBLE TRANSFERRIN RECEPTOR,$348.00 
SOMATOMEDIN C (IGF-1),$134.00 
sorbitol 70 % solution, 29.80 
sotalol 80 mg Tab, 8.97 
sotalol 80 mg tablet, 8.97 
SP EVAL A/C DEV ADD 30M,$108.00 
SP EVAL ALT COM DEV 1HR,$545.00 
SP. STAINS GRP II,$94.00 
SPACER,$26.00 
SPECIAL STAINS GRP I,$79.00 
SPEECH/LANG TX GRP BASI,$72.00 
SPEECH/LANG TX/INDIVIDUAL,$140.00 
SPIDER FX EMBOLIC DEVICE,"$5,938.00 "
SPINAL FLD CULTURE,$157.00 
"SPINAL PUNCTURE, LUMBAR, DX",$777.00 
SPINE 1 VIEW ANY LEVEL,$149.00 
SPINE CERVICAL COMP W/FLEX/EXT,$389.00 
SPINE CERVICAL MIN 4 OR 5 VIEWS,$342.00 
"SPINE CERVICAL, AP&LAT",$258.00 
SPINE LUMBAR 2 OR 3V,$284.00 
SPINE LUMBAR COMP 5 VIEW,$357.00 
SPINE LUMBAR COMP W/FLEX EXT,$395.00 
SPINE LUMBAR FLEX AND EXT ONLY,$244.00 
SPINE THORACIC AP&LAT,$241.00 
SPIROMETRY,$347.00 
spironolactone 12.5 mg tab, 3.22 
spironolactone 25 mg tablet, 2.00 
SPLITTING BLOOD PRODUCTS,$67.00 
SQ/IM INJECTION,$127.00 
SSA ANTIBODIES,$216.00 
SS-B ANTIBODY,$216.00 
ST LOUIS ENCEPH IGG AB,$123.00 
ST LOUIS ENCEPH IGM AB,$58.00 
STANDARDIZED COGNITIVE PERFORMANCE TESTING,$356.00 
STENT COVERED W/DELIVERY SYSTEM,"$7,998.00 "
STENT IDEV SUPERA,"$5,761.00 "
STENT PLACE CORONARY SINGLE,"$1,985.00 "
STENT SUPPLY RX HERCULINK,"$4,721.00 "
STENT WALLSTENT,"$6,300.00 "
"STENT, ABSOLUTE","$3,787.00 "
"STENT, COATED/COVERED, W/DELIVERY SYS"," 4,973.10 "
"STENT, COATED/COVERED, W/O DELIVERY SYS"," 10,288.36 "
"STENT, DRUG ELUTING, RESOLUTE","$4,759.00 "
"STENT, EXPRESS BIL LD","$3,163.00 "
"STENT, LIFESTENT 100-120","$6,615.00 "
"STENT, NONCOATED/NONCOVERED W/DELIV SYS"," 2,712.16 "
"STENT, NONCOATED/NONCOVERED W/O DELIV SYS"," 6,015.84 "
"STENT, NONCORONARY, TEMP, W/DELIVERY SYS", 849.53 
"STENT, NONCORONARY, TEMP, W/O DELIVERY SYS", 339.73 
"STENT, SPECIALTY","$8,225.00 "
"STENT, WALL DUOD/COLONIC 60MM","$3,727.00 "
"STENT, XIENCE","$8,194.00 "
"STENT,CAST 59MM","$11,743.00 "
STERNUM MIN 2VIEWS,$273.00 
STIMUCATH NEEDLE/ CATHETER,$209.00 
"STONE/URORISK-CALCIUM, UR",$10.00 
"STONE/URORISK-CITRATE, UR",$43.00 
"STONE/URORISK-CREATININE, UR",$8.00 
"STONE/URORISK-MAGNESIUM, UR",$11.00 
"STONE/URORISK-OXALATE, UR",$20.00 
STONE/URORISK-PH URINE,$6.00 
"STONE/URORISK-PHOSPHORUS, UR",$8.00 
"STONE/URORISK-POTASSIUM, UR",$7.00 
"STONE/URORISK-SODIUM, UR",$8.00 
"STONE/URORISK-SULFATE, UR",$8.00 
"STONE/URORISK-URIC ACID, UR",$8.00 
"STONERISK PRO-AMMONIA, UR",$16.00 
STOOL CULTURE,$116.00 
STOOL ISOL ADD'L PATH EA PLATE,$178.00 
STRAPPING; SHOULDER - FACILITY,$164.00 
"STREP PNEUMO IGG, EACH TYPE",$22.00 
STRESS ECHO W/MONT & SUPERV,"$1,250.00 "
STRIATIONAL MUSCLE AB,$56.00 
STRONGYLOIDES IGG ANTIBODY,$122.00 
SUBSEQUENT IMMUNIZATION ADMIN,$66.00 
succinylcholine chloride 20 mg/mL injection solution, 43.17 
succinylcholine chloride 200 mg/10 mL (20 mg/mL) intravenous syringe, 67.04 
"succinylcholine(PF)200 mg/10 mL(20 mg/mL)-NaCl,iso intravenous syringe", 55.09 
sucralfate 1 gram tablet, 2.00 
sucralfate 100 mg/mL oral suspension, 20.70 
sugammadex 100 mg/mL intravenous solution, 564.90 
sulfacetamide sodium 10 % eye drops, 207.83 
sulfamethoxazole 200 mg-trimethoprim 40 mg/5 mL oral suspension, 8.37 
sulfamethoxazole 400 mg-trimethoprim 80 mg/5 mL intravenous solution, 71.68 
sulfamethoxazole 800 mg-trimethoprim 160 mg tablet, 3.47 
sulfaSALAzine 500 mg tablet, 3.91 
sulindac 200 mg tablet, 3.15 
SUMAtriptan 25 mg tablet, 94.68 
SUMAtriptan 50 mg tablet, 44.00 
SUMAtriptan 6 mg/0.5 mL subcutaneous solution, 795.56 
"SURGIMEND, FETAL, PER 0.5 SQ CM"," 8,050.00 "
SUSCEPTIBILITY PANEL - RL,$192.00 
"SUSCEPTIBILITY, AFB, SLOW GROWER",$220.00 
SWALLOWING AND ORAL FUNCTION EVALUATION,$613.00 
T3,$129.00 
T3 UPTAKE,$115.00 
"T3,FREE",$77.00 
"T4, FREE",$192.00 
"T4, FREE BY DIALYSIS",$77.00 
"T4, TOTAL",$115.00 
TACROLIMUS,$341.00 
tacrolimus 0.5 mg capsule, 7.81 
tamoxifen 10 mg tablet, 14.92 
tamsulosin 0.4 mg capsule, 6.25 
"TAP BLOCK BI INJECTION, INCL IMAG GUIDANCE","$2,050.00 "
tbo-filgrastim 300 mcg/0.5 mL subcutaneous syringe," 1,049.41 "
tbo-filgrastim 480 mcg/0.8 mL subcutaneous syringe," 1,679.54 "
TC99M MAG-3 UP TO 15 MCI DX,$404.00 
TC99M MEDRONATE TO 30 MCI DX,$436.00 
"TC99M TETROFOSMIN, PER STUDY D",$350.00 
"TECHNETIUM TC-99M SESTAMIBI, DX, PER STUDY DOSE",$436.00 
telmisartan 40 mg tablet, 9.66 
telmisartan 80 mg tablet, 4.83 
TEMP PACER,$328.00 
tenecteplase 50 mg intravenous kit," 17,233.90 "
tenofovir disoproxil fumarate 300 mg tablet, 159.63 
terazosin 1 mg capsule, 5.62 
terazosin 2 mg capsule, 2.81 
terazosin 5 mg capsule, 2.00 
terbinafine HCl 250 mg tablet, 22.79 
terbutaline 1 mg/mL subcutaneous solution, 33.45 
testosterone cypionate 200 mg/mL intramuscular oil, 44.05 
TESTOSTERONE TOTAL,$231.00 
"TESTOSTERONE, FREE",$174.00 
"TESTOSTERONE, TOTAL",$195.00 
tetanus and diphtheria tox (PF) 5 Lf unit-2 Lf unit/0.5 mL IM susp, 150.84 
"tetanus and diphtheria tox (PF) 5 Lf unit-2 Lf unit/0.5 mL IM syringe,tetanus and diphtheria tox (PF) 5 Lf unit-2 Lf", 150.83 
"tetanus,diphtheria toxoid ped (PF) 5 Lf unit-25 Lf unit/0.5 mL IM susp", 212.39 
tetracaine 0.5 % eye drops, 36.91 
tetracaine HCl (PF) 0.5 % eye drops, 42.95 
tetrahydrozoline 0.05 % eye drops, 5.88 
theophylline 80 mg/15 mL oral elixir, 765.64 
"theophylline ER 300 mg tablet,extended release,12 hr", 2.00 
"THER ACTIVITIES, ONE ON ONE EA 15 MIN OT",$139.00 
"THER ACTIVITIES, ONE ON ONE EA 15 MIN PT",$139.00 
"THERAPEUTIC ACTIVITIES GRP, OT",$84.00 
THERAPEUTIC EX EA 15MIN - PT,$151.00 
"THERAPEUTIC EX, EA 15 MIN-OT",$151.00 
"THERAPEUTIC INTVTN, COGN FUNCTION - ST",$147.00 
therapeutic multivitamin oral liquid, 2.00 
therapeutic multivitamin tablet, 2.00 
"THERASKIN, PER SQ CM"," 4,628.25 "
THERMODILUTION CATH 7FR/8FR,$245.00 
"thiamine HCl (vitamin B1) 100 mg tablet,thiamine mononitrate (vitamin B1) 100 mg tablet", 2.00 
thiamine HCl (vitamin B1) 100 mg/mL injection solution, 29.23 
thioridazine 25 mg tablet, 5.33 
thiothixene 5 mg capsule, 3.33 
THORACENTESIS W/O IMAGING,$285.00 
THROAT SCREEN,$87.00 
THROMBECTOMY VEIN(S) W/IMAGING,"$16,615.00 "
"thrombin (bovine) 20,000 unit topical solution"," 1,207.77 "
"thrombin (bovine) 20,000 unit topical spray"," 1,248.24 "
"thrombin (bovine) 5,000 unit topical solution", 320.43 
"THYROGLOBULIN AB SCREEN, S - RL",$117.00 
"THYROGLOBULIN TUMOR MARKER, S -RL",$72.00 
thyroid (pork) 30 mg tablet, 2.89 
THYROID IMAGING WITH UPTAKE AND VASC FLOW IF PERFORMED,$534.00 
THYROID-STIMULATING IMMUNOGLOB,$367.00 
THYROPEROXIDASE (TPO) ABS,$179.00 
THYROTROPIN RECEPTOR AB,$145.00 
THYROTROPIN-BINDING INHIBITORY IMMUNOGLOBULIN,$95.00 
tiaGABine 4 mg tablet, 13.98 
TIB/PER REVASC ADD-ON,"$5,683.00 "
TIB/PER REVASC W/TLA,"$23,138.00 "
TIBPER REVASC W/ATHER ADD-ON,"$6,786.00 "
ticagrelor 90 mg tablet, 24.70 
tigecycline 50 mg intravenous solution, 676.31 
timolol maleate 0.25 % eye drops, 52.50 
timolol maleate 0.5 % eye drops, 59.50 
timolol maleate 0.5 % eye gel forming solution, 478.77 
tiotropium bromide 18 mcg capsule with inhalation device, 330.79 
tirofiban 12.5 mg/250 mL (50 mcg/mL)-0.9 % sodium chloride intravenous," 2,193.38 "
"tirofiban 250 mcg/mL concentrate,intravenous", 953.76 
tirofiban 5 mg/100 mL (50 mcg/mL)-0.9 % sodium chloride intravenous," 1,057.45 "
TISSUE HOMOGENIZATION FOR CULT,$48.00 
TISSUE LOCALIZATION & EXICSION DEVICE," 9,274.18 "
TISSUE TRANSGLUTAMINASE IGA,$63.00 
TISSUE TRANSGLUTAMINASE IGG,$171.00 
"TISSUE, G & M, LEVEL II",$143.00 
"TISSUE, G & M, LEVEL III",$144.00 
"TISSUE, G & M, LEVEL IV",$144.00 
"TISSUE, G & M, LEVEL V",$628.00 
"TISSUE, G & M, LEVEL VI",$395.00 
"TISSUE, GROSS ONLY, LEVEL I",$92.00 
tiZANidine 2 mg tablet, 2.00 
tobramycin 0.3 % eye drops, 51.42 
tobramycin 0.3 % eye ointment, 900.31 
"tobramycin 0.3 %-dexamethasone 0.1 % eye drops,suspension", 409.07 
tobramycin 40 mg/mL injection solution, 31.83 
tobramycin-dexamethasone 0.3 %-0.1 % eye ointment, 904.22 
TOE OR TOES MIN 2VIEWS,$146.00 
tolterodine 1 mg tablet, 11.58 
"tolterodine ER 2 mg capsule,extended release 24 hr", 37.69 
tolvaptan 15 mg tablet," 1,803.19 "
tolvaptan 30 mg tablet," 1,870.60 "
TOPIRAMATE,$208.00 
topiramate 100 mg tablet, 24.37 
topiramate 200 mg tablet, 3.57 
topiramate 25 mg tablet, 8.15 
torsemide 10 mg tablet, 2.48 
TOXOPLASMA IGG,$208.00 
TOXOPLASMA IGM,$87.00 
trace elements Cr-Cu-Mn-Zn 10 mcg-1 mg-0.5 mg-5 mg/mL intravenous soln, 206.43 
trace elements Cr-Cu-Mn-Zn 4 mcg-0.4 mg-0.1 mg-1 mg/mL IV solution, 168.94 
"TRAIN/PROSTHETIC, 15MIN-PT",$119.00 
tramadol 25 mg tab, 5.57 
traMADol 37.5 mg-acetaminophen 325 mg tablet, 3.59 
traMADol 50 mg tablet, 2.66 
trandolapril 1 mg tablet, 4.34 
"tranexamic acid 1,000 mg/10 mL (100 mg/mL) intravenous solution", 147.58 
"TRANSCATH PLCMNT STENT OPEN/PERC INCL S&I/ANGIO SAME VESS,EA ADD VEIN-ADD ON","$6,441.00 "
"TRANSCATH PLCMNT STENT OPEN/PERC INCL S&I/ANGIO SAME VESS,INITIAL VEIN","$12,959.00 "
TRANSDUCER,$259.00 
TRANSDUCER MONITOR KIT SINGLE,$28.00 
TRANSESOPHAGEAL ECHO,"$1,002.00 "
TRANSFERRIN,$146.00 
"TRANSLML BALLOON ANGIO, OPEN/PERC, INITIAL ART","$14,469.00 "
"TRANSLML BALLOON ANGIO, OPEN/PERC, INITIAL VEIN","$14,469.00 "
travoprost 0.004 % eye drops, 367.06 
"TRAY, EPIDURAL COMBO",$119.00 
"TRAY, SPINAL-HYPER/ ISOBARIC",$64.00 
"TRAY,EPIDURAL-CONTINUOUS",$76.00 
trazodone 25 mg tab, 7.52 
traZODone 50 mg tablet, 2.00 
TREADMILL STRESS TEST W/WO PHARM,$671.00 
TREAT SHOULDER DISLOCATION,"$4,050.00 "
"TREATMENT, CLOSED, WRIST BONE FRACTURE",$645.00 
TREATMT SWALLOW DYSFUNC,$140.00 
triamcinolone acetonide (PF) 40 mg/mL intraocular suspension, 631.72 
triamcinolone acetonide 0.025 % topical ointment, 21.42 
triamcinolone acetonide 0.1 % lotion, 148.47 
triamcinolone acetonide 0.1 % topical cream, 20.42 
triamcinolone acetonide 0.1 % topical ointment, 20.27 
triamcinolone acetonide 40 mg/mL suspension for injection, 57.31 
triamterene 37.5 mg-hydrochlorothiazide 25 mg capsule, 2.00 
