Item Description, Price 
PR-EXC BEN LES T/A/L; 2.10-3.00 CM," $2,509.00 "
PR-EXC BLES S/N/EX G; 1.10-2.00 CM," $2,509.00 "
"PR-EXC EXT EAR; PARTIAL, SIMPLE REPAIR"," $2,921.00 "
PR-EXC HAND LES SC <1.5 CM," $4,432.00 "
PR-EXC LES F/E/E/N/L MAL+MRG 2.1TO 3.0CM," $4,432.00 "
PR-EXC MALIG LES F/E/E/N/L 1.1 TO 2.0CM," $2,509.00 "
PRIMIDONE, $112.00 
PRIMIDONE TAB: 50MG, $5.00 
"PR-INJECT, SINGLE-CERVICAL/THORA W/IMAGE", $382.00 
"PR-INJECT, SINGLE-LUMBAR,SACRAL W/IMAGE", $382.00 
"PR-INJECTION, SINGLE-CERV/THORACIC", $372.00 
"PR-INJECTION, SINGLE-CERVICAL/THORACIC"," $3,088.00 "
"PR-INJECTION, SINGLE-LUMBAR,SACRAL", $372.00 
PRISTIQ EXTENDED-RELEASE TAB 50MG, $11.00 
PROBALANCE CAN DIETARY, $16.00 
PROCALCITONIN, $124.00 
PROGESTERONE, $85.00 
"PROGESTERONE, 17 HYDROXY", $145.00 
PROINSULIN, $138.00 
PROLACTIN, $116.00 
PROLONGED CHEMO INFUSION PUMP (>8HRS), $308.00 
PROMETHAZINE (PHENERGAN) SUPP 25MG, $25.59 
PROMETHAZINE (PHENERGAN) TAB 25MG, $11.00 
PROMETHAZINE (PHENERGAN)SUPP 12.5MG, $18.27 
PROMETHAZINE INJ 25MG/ML, $36.00 
PROMETHAZINE SYRUP  6.25MG/5ML, $11.00 
PROMETHAZINE VIAL INJ 50MG/ML, $36.00 
PROMETHAZINE/CODIENE SYRUP  UD 5ML, $11.00 
PROMETHEUS ANSER ADA, $114.00 
PROMOTE LIQUID 240ML DIETARY, $16.00 
PROPAFENONE HCL ER TAB 225MG, $11.00 
PROPAFENONE HCL TAB 150MG, $11.00 
PROPARACAINE HCL 0.5% OPH DROPS, $74.22 
PROPOFOL  10MG/ML 20ML, $36.00 
PROPRANOLOL HCL CAP ER 120MG, $11.00 
PROPRANOLOL HCL TAB : 10MG, $11.00 
PROPRANOLOL HCL TAB : 40MG, $11.00 
PROSTATE NEEDLE PUNCH BX," $1,700.00 "
PROSTATIC ACID PHOSPHATASE, $82.00 
PROTAMINE SULFATE VIAL INJ 250MG, $87.38 
PROTEIN C ACTIVITY, $130.00 
PROTEIN C AG, $212.00 
PROTEIN S ACTIVITY, $130.00 
PROTEIN S FREE, $124.00 
PROTEIN S TOTAL, $130.00 
PROTEIN TOTAL, $54.00 
PROTEIN TOTAL - ATLAS, $54.00 
PROTIME/INR, $47.00 
PROTIME/INR - ATLAS, $47.00 
PR-REMOVE SKIN TAGS <=15 LESIONS, $692.00 
"PR-SCREENING COLONOSCOPY,HIGH RISK INDIV"," $4,184.00 "
"PR-SIGMOIDOSCOPY FLEXIBLE, DIAGNOSTIC"," $2,509.00 "
PR-SIJ INJ-ANTHROGR/ANESTHETIC STEROID, $748.00 
PSA FREE, $133.00 
PSA TOTAL, $133.00 
PSA TOTAL-SCREENING, $133.00 
PSG; PSS W 4/> PARAM W TECH SHORT STUDY," $4,107.00 "
PSG-SPLIT STDY; PSS W 4/> P W CPAP/BIPAP," $4,980.00 "
PSS W 4/> P W CPAP/BIPAP," $4,980.00 "
PSYLLIUM  (METAMUCIL) PACKET, $11.00 
PT 20210 GENE MUTATION, $326.00 
PT APPLY TENS UNIT, $103.00 
PT AQUATIC THERAPY/EXERCISES EA 15 MINS, $113.00 
PT BIOFEED PELVC FL, $135.00 
PT BIOFEEDBK GENERL, $94.00 
PT CANALITH REPOSITIONING PROC 1 DAY, $135.00 
PT CHECKOUT FOR ORTH/PR, $68.00 
PT COMM/WORK INTEG, $68.00 
PT CONTRAST BATH 15, $62.00 
PT CPM MONITOR, $68.00 
PT CRYOTHERAPY/COLD PACKS, $52.00 
PT ELEC STIM (MANUAL) 15 MIN, $98.00 
PT ELEC STIM(UNATT) OTHER THAN WND, $76.00 
PT EVALUATION, $173.00 
PT EVALUATION HIGH COMPLEXITY, $189.00 
PT EVALUATION LOW COMPLEXITY, $146.00 
PT EVALUATION MODERATE COMPLEXITY, $173.00 
PT GAIT TRAIN CPM, $99.00 
PT GAIT TRAINING THER 15 MIN, $108.00 
PT IONTOPHORESIS 15 MIN APPL, $130.00 
PT LOW BACK STRAP, $99.00 
PT MANUAL THERAPY 15 MIN, $108.00 
PT MASSAGE, $73.00 
PT NEUROMUSC REEDUCATION 15 MIN, $120.00 
PT NON-SELECTIVE DEBRIDEMENT WND 1 SESSI, $171.00 
PT ORTHOTICS FIT/TRAIN 15 MIN MGMT, $125.00 
PT PARAFFIN BATH, $58.00 
PT PERF TEST/MEAS 15 MIN, $59.00 
PT PROSTH TRAIN 15M, $68.00 
PT RE-EVALUATION, $113.00 
PT SELECT DEBRID ME, $184.00 
PT SELF CARE/HOME MANAGE TRAIN, $113.00 
PT STATE DISABILITY EXAM, $208.00 
PT STRAP ANKLE, $68.00 
PT STRAP ELBOW/WRIS, $109.00 
PT STRAP HAND/FINGR, $114.00 
PT STRAP KNEE, $114.00 
PT STRAP SHOULDER, $109.00 
PT STRAP TOES, $62.00 
PT THERAP ACTIVITY DIR 15 MIN, $108.00 
PT THERAP EXERCISES 15 MIN, $103.00 
PT THERAP EXERCISES 15 MIN, $113.00 
PT THERAPEUTIC EX GROUP PROCEDURES, $119.00 
PT TRACTION MECHANICAL >=1 AREAS APPL, $103.00 
PT ULTRASOUND 15MN APPL, $79.00 
PT VASOPNEU DEVICES, $103.00 
PT WHEELCHR MANAGE TRAIN 15 MIN, $62.00 
PT WHIRLPOOL >=1 AREAS APPL, $113.00 
PT WORK CONDITIONING INIT 2 HR HARDENING, $357.00 
PT WORKHARD/COND+1H, $172.00 
PTERYGIUM REMOVAL TISSUE CORNEA," $6,492.00 "
PT-G8988 CH SELF CARE GOAL STATUS, $5.00 
PT-NEUROPSYCHOLOGICAL TEST BY TECH 1 HR, $162.00 
PTT, $69.00 
PUL REHAB PHASE 3, $82.00 
PULM 2 GROUP W EXER REHAB 1 HR, $171.00 
PULMICORT FLEXHALER INH/NEB 180MCG/1ACT, $498.00 
PULMONARY STRESS TEST/SIMPLE (6MIN WALK), $200.00 
PULSE OX MULTIPLE (EVAL FOR HOME 02), $229.00 
PULSE OX STATS, $56.00 
QUANT HPLC FOR 6-METHYL-THIOGUANINE, $146.00 
QUANTIFERON-TB GOLD TEST, $248.00 
QUETIAPINE (SEROQUEL)  200 MG TABLET, $11.00 
QUETIAPINE (SEROQUEL) TAB 25 MG, $11.00 
QUETIAPINE XR (SEROQUEL XR) TAB 150MG, $48.00 
QUINAPRIL HCL (ACCUPRIL) TAB 10MG, $11.00 
RABIES IMMUNE GLOB 10ML VIAL," $3,907.46 "
RABIES IMMUNE GLOBULIN VIAL 2ML," $1,357.00 "
RABIES VACCINE IM SYRINGE, $906.12 
RACEPINEPHRINE INH SOL VIAL 2.25% 0.5ML, $12.00 
RAMIPRIL (ALTACE) CAP 2.5MG, $11.00 
RAMIPRIL (ALTACE) CAP 5MG, $11.00 
RANITIDINE (ZANTAC) 50MG/2ML VIAL, $56.00 
RANOLAZINE (RANEXA) TAB 500MG, $14.00 
RAPAMUNE SIROLIMUS, $229.00 
RAST ALLERGIN AB, $43.00 
RBC FOLATE, $77.00 
RE-ASSESS INDIV NUTRITION THER; EA 15M, $36.00 
"REDUCING SUBSTANCES, STOOL", $46.00 
REM FB CONJUNCT&SUBCONJUNCT; EMBEDDED, $136.00 
REM FB CONJUNCTIVA; SUPERFICIAL, $136.00 
REM SKIN TAGS; <=15 LESIONS, $212.00 
REMOVE NAIL PLATE SINGLE SIMPLE, $109.00 
RENAL PANEL, $109.00 
RENIN ACTIVITY, $156.00 
"REPAIR, EXTENSOR TENDON, FINGER, PRIM OR"," $1,248.00 "
RESOURCE 2.0 DIETARY, $11.00 
RESP FCN ED THERAPY/15 MIN, $130.00 
RESP VIRUS 12-25 TARGETS, $704.00 
RESPIRATORY PANEL BY PCR, $618.00 
RESTORE PRESBYOPIA CORRECTING FUNCT," $1,372.00 "
RETICULIN ANTIBODY, $133.00 
RETICULOCYTE COUNT, $45.00 
REZUM RF CONVECTIVE THERMOTHERAPY," $1,895.00 "
RHEUMATOID FACTOR QUANT, $48.00 
RIBOSOME P AB IGG, $126.00 
RIFAMPIN 150MG CAP, $11.00 
RIFAXIMIN (XIFAXAN) TAB 550MG, $95.00 
RISPERDAL CONSTA  INJ 25MG, $258.00 
RISPERDAL CONSTA INJ 50MG," $1,114.00 "
RISPERDONE, $263.00 
RISPERIDONE (RISPERDAL) TAB 1MG, $11.00 
RISPERIDONE TABLET 0.25MG, $11.00 
RITUXAN HYCELA 1400MG VIAL," $19,770.74 "
RITUXAN INJECTION 100MG/10ML," $2,363.21 "
RITUXAN INJECTION 500MG/50ML," $11,652.05 "
RIVAROXABAN (XARELTO) TAB 10MG, $36.00 
RIVASTIGMINE (EXELON)  PATCH  9.5MG/24HR, $25.00 
RIVASTIGMINE (EXELON) PATCH 4.6MG/24HR, $27.00 
RIVASTIGMINE TART (EXELON) CAP 1.5MG, $14.00 
RNP AB, $70.00 
ROCKY MT SPOTTED FEVER AB, $98.00 
ROCURONIUM BROMIDE (ZEMURON) VIAL 10MG, $36.00 
ROPINIROLE (REQUIP) TAB 0.5MG, $11.00 
ROPIVACAINE (NAROPIN) INJ VIAL 5MG/1ML, $39.00 
ROSUVASTATIN TAB 10MG, $11.00 
ROTAVIRUS DIRECT ANTIGEN STOOL, $112.00 
RPR CONFIRMATION, $61.00 
RPR TREPONEMAL ANTIBODIES IGG IGM, $103.00 
RSV, $104.00 
RUBELLA AB IGG, $106.00 
RUBEOLA AB IGM, $91.00 
"RUBEOLA ANTIBODY, IGG", $99.00 
"RUBEOLA ANTIBODY, IGM", $88.00 
SAA CHEMILUMINESCENT, $155.00 
SALICYLATE, $121.00 
SAXAGLIPTIN (ONGLYZA) TAB 2.5MG, $24.00 
SCHED NON-SELECTIVE DEBRIDE WND 1 SES, $229.00 
SCHED-CHEMO DRUG IV INFUSION <=1HR INIT, $489.00 
SCHED-CHEMO HORMON ANTINEOPL SQ/IM, $114.00 
SCHED-CHEMO IV DRUG INFUSION ADDL 1 HR, $399.00 
SCHED-CHEMO IV PUSH SNGL DRUG, $146.00 
SCHED-EMER DEPT VISIT LVL 1, $136.00 
SCHED-HYDRATE IV INFUSION ADD-ON 1HR, $49.00 
SCHED-INF HYDRATION INIT 31-60 MINS, $498.00 
SCHED-INFUSION-CONCURRENT-SCHEDULED, $453.00 
SCHED-INS PICC PORT WO >=5 YEARS," $1,325.00 "
SCHED-IRRIG DRUG DELIVERY DEVICE, $87.00 
SCHED-NEG PRESS WOUND TX < = 50.00 SQ CM, $244.00 
SCHED-NEG PRESS WOUND TX > = 50.00 SQ CM, $308.00 
SCHED-OP VISIT EST LVL 1, $136.00 
SCHED-OP VISIT EST LVL 2, $173.00 
SCHED-PROP/DRUG NEW ADDL SEQ IV INF<=1HR, $400.00 
SCHED-THER/PROPH/DIAG INJ IVP DRUG INIT, $185.00 
SCHED-THER/PROPH/DIAG IV INF ADDL 1 HR, $49.00 
SCHED-THER/PROPH/DIAG IV INF INIT <=1 HR, $498.00 
SCHED-TX/PRO/DX INJ NEW DRG ADDL IVP SEQ, $174.00 
SCHED-TX/PRO/DX IVP SAME DRUG ADDL SEQ, $124.00 
SCHEDULED INJECTION-IM/SQ, $130.00 
SC-HOSPITAL ADMIT, $525.00 
SC-INPATIENT CONSULTATION LVL 5, $484.00 
SCLERODERMA 70 ANTIBODIES (SCL70), $108.00 
SC-OFFICE CONSULTATION, $94.00 
SC-OFFICE CONSULTATION-HIGH, $458.00 
SC-OFFICE CONSULTATION-LIMITED, $255.00 
SC-OFFICE CONSULTATION-MINOR, $187.00 
SC-OFFICE CONSULTATION-MODERATE, $374.00 
SC-OFFICE ESTABLISHED-HIGH, $255.00 
SC-OFFICE ESTABLISHED-LIMITED, $130.00 
SC-OFFICE ESTABLISHED-MINIMAL, $47.00 
SC-OFFICE ESTABLISHED-MINOR, $73.00 
SC-OFFICE ESTABLISHED-MODERATE, $187.00 
SC-OFFICE NEW/EXPANDED PROBLEM FOCUSED, $135.00 
SC-OFFICE NEW/HIGH, $276.00 
SC-OFFICE NEW/LIMITED, $187.00 
SC-OFFICE NEW/MODERATE, $218.00 
SC-OFFICE NEW/PROBLEM FOCUSED, $104.00 
SCOPOLAMINE (TRANSDERM-SCOP) PATCH  1.5, $57.00 
SCORPION MULTIFIRE NEEDLE, $292.00 
SED RATE - AUTOMATED, $50.00 
SED RATE NON-AUTOMATED, $41.00 
SELENIUM LEVEL, $124.00 
SEMEN POST VAS, $96.00 
SENSITIVITY, $88.00 
SEROQUEL XR  TAB 300MG, $59.00 
SEROTONIN, $190.00 
SERTRALINE TAB 25MG, $11.00 
SERTRALINE TAB 50MG, $11.00 
SERUM DRUG SCREEN, $543.00 
SERUM PROTEIN ELECTROPHORESIS, $132.00 
SEVELAMAR 800MG TABLET, $11.00 
SEVOFLURANE (ULTANE) 250ML, $264.00 
SEX HORMONE BINDING GLOBULIN, $120.00 
SICKLE CELL SCREEN, $61.00 
SILDENAFIL 20MG TAB, $11.00 
SILVER SULFADIAZINE 1% CR 50GM, $31.81 
SILVER SULFADIAZINE 1% CRM 400GM, $97.58 
SIM REPAIR S/N/A/G/TR/E; 12.6-20.0CM, $303.00 
SIMVASTATIN (ZOCOR) TAB 10MG, $11.00 
SIMVASTATIN TAB 40MG, $11.00 
SINGLE PULSE OX, $56.00 
SITAGLIPTIN (JANUVIA) TAB 50MG, $37.66 
SMOOTH MUSCLE ANTIBODY EA, $138.00 
SOD POLYSTYRENE SULF {KAYEXALATE} 15GM, $24.00 
SODIUM - BODY FLUID, $44.00 
SODIUM BICARB 4% INJ (NEUT), $41.00 
SODIUM BICARBONATE 4.2% INFANT SYR 10ML, $46.00 
SODIUM BICARBONATE ABBJ 8.4% 50MEQ/50ML, $44.00 
SODIUM BLOOD, $40.00 
SODIUM CHLORIDE TAB 1GM, $11.00 
SODIUM THIOSULFATE VIAL 12.5GM/50ML, $288.00 
SOLIFENACIN (VESICARE) TAB 5MG, $37.00 
SOLUBLE TRANSFERRIN RECEPTOR, $263.00 
SORBAFIX ABSORBABLE FASTNERS, $812.00 
SOTALOL HCL (BETAPACE) TAB 80MG, $11.00 
SOTALOL TAB 120MG, $5.00 
SPECIAL STAINS GROUP I, $202.00 
SPECIAL STAINS GROUP II, $228.00 
"SPECTROPHOTOMETRY, ANALYTE NES", $71.00 
SPHINCTEROTOMY ANAL DIVISION OF SPHINCTE," $5,681.00 "
SPIRO MULTIPLE CHALLENGE, $411.00 
SPIROMETRY, $249.00 
SPIROMETRY-SIMP PFT, $185.00 
SPIRONOLACTONE TAB 25MG, $11.00 
SREP F/E/N/L/MM; <=2.5CM, $372.00 
SREP F/E/N/L/MM; 2.6-5.0 CM, $357.00 
SREP F/E/N/L/MM; 7.6-12.5 CM, $303.00 
SREP S/N/A/G/TR/E; <=2.5 CM, $357.00 
SREP S/N/A/G/TR/E; <=2.5 CM, $357.00 
SREP S/N/A/G/TR/E; 2.6-7.5 CM, $389.00 
SREP S/N/A/G/TR/E; 20.1-30.0 CM, $179.00 
SREP S/N/A/G/TR/E; 7.6-12.5 CM, $303.00 
SSA ANTIBODY, $70.00 
SSB ANTIBODY, $104.00 
ST ADL-FEEDING, $114.00 
ST APHASIA ASSES 1 HR, $158.00 
ST COGNITIVE SKILLS DEVELOPMENT 15 MIN, $114.00 
ST COGNITIVE TESTING BY HC PROV PROF 1HR, $227.00 
ST DEVELOPMENTAL TEST EXTEND, $158.00 
ST EVAL FOR SP AUGMENTATION DEV RX 1HR, $276.00 
ST FLEX ENDO EVAL SWALLOWING SENSORY TES," $1,661.00 "
ST NEURO MUSCLE RE-ED, $120.00 
ST SPEECH ANALYSIS OF VOICE RESONANCE, $227.00 
ST SPEECH EVAL OF FLUENCY, $227.00 
ST SPEECH EVAL OF SOUND PRODUCTION, $227.00 
ST SPEECH EVAL SND PROD W/ COMPREHEN, $227.00 
ST SPEECH TX INDIVIDUAL, $270.00 
ST SWALLOW DYSFUNCTION TX ORAL FUNCT, $266.00 
ST SWALLOW MOTION-RADIO FLUORO FUNCT, $566.00 
ST SWALLOWING EVAL FUNCTION, $589.00 
ST THERAPEUTIC DIRECT ACTIVITY 15 MIN, $114.00 
ST THERAPY EXERCISES 15 MIN, $114.00 
ST TREAT W/AUGMENTATION SP DEVICE SERV, $114.00 
STALEVO 150 TAB 37.5MG-200MG-150MG, $12.00 
STAT3 SNP, $98.00 
STERILE WATER FOR INJECTION 1000ML, $47.00 
ST-EX FOR SPEECH DEVICE EVAL RX ADDL 30M, $130.00 
STRAP-HAND/FINGER, $141.00 
STRAPPING TOES, $130.00 
STREP A CONFIRMATION, $85.00 
STREP SCREEN GROUP A, $91.00 
STREPTEX, $63.00 
STREPTOMYCIN VIAL 1GM, $50.00 
STRONGYLOIDES ANTIBODY IGG, $156.00 
SUCCINYLCHOLINE VIAL 200MG/10ML, $64.67 
SUCRALFATE TAB 1GM, $11.00 
SULFACETAMIDE OPHTH SOLUTION 10%, $21.00 
SULFADIAZINE TAB 500MG, $11.00 
SULFAMET/TRIM (BACTRIM DS)DS TAB 800/160, $11.00 
SULFAMETHOXAZOLE/TMP ORAL SUSPENSION, $11.00 
SULFASALAZINE TAB 500MG, $11.00 
SULINDAC TABLET 200MG, $11.00 
SUMATRIPTAN VIAL INJ 6MG/0.5ML, $38.00 
SUMATRIPTIN (IMITREX) TAB 50MG, $51.00 
SURG FC INTERP. 16 OR MORE MARKERS, $174.00 
SURG INTRAOP CONSULT (GROSS), $210.00 
"SURG PATH L3, TISSUE EXAM BY PATHOLOGIST", $194.00 
"SURG PATH L4, TISSUE EXAM BY PATHOLOGIST", $273.00 
"SURG PATH L5, TISSUE EXAM BY PATHOLOGIST", $412.00 
"SURG PATH L6, TISSUE EXAM BY PATHOLOGIST", $532.00 
"SURG PATH LEVEL I, GROSS ONLY", $82.00 
SURG PATH LVL 2, $177.00 
SYMBICORT INH AER LIQ 160MCG-4.5MCG, $460.00 
SYMBICORT INH AER LIQ 80MCG-4.5MCG, $378.00 
SYNOVIAL FLUID ANALYSIS, $66.00 
T CELL CT-ABSOLUTE CD4 & CD8 W/RATIO, $497.00 
T3 FREE, $129.00 
T3 REVERSE, $185.00 
T3 TOTAL, $164.00 
T3 UPTAKE, $64.00 
"T4, FREE", $101.00 
TACROLIMUS, $185.00 
TACROLIMUS - ATLAS, $185.00 
TAMIFLU POWDER FOR SUSPENSION 6MG/1ML, $385.00 
TAMSULOSIN HCL (FLOMAX SR) CAP 0.4MG, $11.00 
TBO-FILGRASTIM (GRANIX) 480MCG/0.8ML INJ, $778.00 
TBO-FILGRASTIM (GRANIX) SYR 300MCG/0.5ML, $492.00 
TELEHEALTH FACILITY FEE, $78.00 
TELMISARTAN (MICARDIS) TAB: 40MG, $11.00 
TEMAZAPAM LEVEL, $172.00 
TEMAZEPAM CAP 15MG, $5.00 
TENECTPLASE (TNKASE) KIT 50MG, $62.00 
TERAZOSIN CAP 2MG, $11.00 
TERAZOSIN HCL CAP 1MG, $11.00 
TERAZOSIN HCL CAP 5MG, $11.00 
TERIPARATIDE (FORTEO) INJ 20MCG," $1,360.00 "
TESTOSTERONE FREE, $134.00 
TESTOSTERONE TOTAL, $139.00 
TESTOSTERONE TOTAL FEMALE/CHILD, $134.00 
TETANUS / DIPH / PERTUSIS(ADACEL)  0.5ML, $107.01 
TETANUS IMMUNE GLOBULIN," $1,202.00 "
TETANUS/DIPHTHERIA TOXOIDS VIAL 0.5ML, $82.00 
THEOPHYLLINE, $98.00 
THEOPHYLLINE (THEODUR) SR TAB 300MG, $13.91 
THER/PROPH/DIAG IV INF ADDL 1 HR, $62.00 
THIAMINE (VIT.B-1) VIAL 200MG/2ML, $37.00 
THIAMINE -VITAMIN B1, $180.00 
THIOPURINE METHYLTRANSFERASE, $158.00 
THIOTHIXENE 10MG, $11.00 
THROMBIN TIME, $55.00 
THYROGLOBULIN AB, $132.00 
"THYROGLOBULIN, TOTAL", $135.00 
THYROID PEROXIDASE ANTIBODY (TPO) EA, $127.00 
THYROID STIMULATING IMMUNOGLOBULIN, $359.00 
THYROTROPIN RECEPTOR ANTIBODY, $114.00 
TIBC, $63.00 
TICAGRELOR ORAL TABLET 90MG, $20.00 
TIGECYCLINE (TYGACIL) VIAL 50MG, $176.00 
TIMOLOL MAL 0.5% {TIMOPTIC} DROPS, $35.00 
TIOTROPIUM BROMIDE (SPIRIVA HANDIHALER), $136.00 
TISSUE INHIBITOR OF METALLOPROTEINASE, $223.00 
"TISSUE INSITU HYBRIDIZATION, MANUAL", $464.00 
"TISSUE TRANSGLUTAMINASE AB, IGA", $112.00 
"TISSUE TRANSGLUTAMINASE AB, IGG", $112.00 
TIZANIDINE 4MG TAB, $11.00 
TOBACCO USE >10 MIN COUNSEL, $49.00 
TOBACCO USE COUNSEL 3-10 MINUTES, $33.00 
TOBRAMYCIN PEAK, $133.00 
TOBRAMYCIN SULFATE VIAL 40MG/ML 50ML, $134.88 
TOBRAMYCIN TROUGH, $133.00 
TOBRAMYCIN/DEXAMETHASONE OPH SUSP 2.5ML, $131.21 
TOPIRAMATE (TOPAMAX), $148.00 
TOPIRAMATE (TOPAMAX) TAB 25MG, $11.00 
TORSEMIDE TAB 20MG, $11.00 
TOTAL T4, $65.00 
TOXOPLASMA IGG AB, $114.00 
TOXOPLASMA IGM AB, $126.00 
TRAMADOL, $133.00 
TRAMADOL HCL TAB 50MG, $11.00 
TRANSFERRIN LEVEL, $55.00 
TRASTUZUMAB*** (HERCEPTIN) 150MG VIAL," $4,716.26 "
TRAZODONE HCL TAB 50MG, $11.00 
TRIAGE ASSESSMENT, $40.00 
TRIAMCINOLONE ACET (KENALOG) VIAL 40MG, $47.00 
TRIAMCINOLONE ACET 0.1% CREAM (15GM), $18.00 
TRIAMCINOLONE ACET 0.1% CREAM (80GM), $30.00 
TRIAMCINOLONE ACETONIDE DENTAL PASTE, $163.00 
TRIAMTERENE/HCTZ TAB 37.5MG/25MG, $11.00 
TRIGLYCERIDES, $50.00 
TROPICAMIDE OPHTH SOLN 1% 3ML, $31.00 
TROPONIN I, $148.00 
TROSPIUM  XR CAP ER 60MG, $21.00 
TROSPIUM (SANCTURA) TAB 20MG, $11.00 
TRYPTASE, $141.00 
TSH, $133.00 
"TSH, SENSITIVE", $133.00 
TUBERCULIN PPD VIAL  5TU/0.1ML 1ML INJ, $42.00 
UA W/O MICROSCOPE, $35.00 
UA WITH MICRO, $54.00 
UR 24HR 5-HIAA, $119.00 
UR 24HR CALCIUM, $39.00 
"UR 24HR CATECHOLAMINES, FRACTIONATED", $178.00 
UR 24HR CHLORIDE, $39.00 
UR 24HR CITRATE, $192.00 
UR 24HR COPPER, $96.00 
"UR 24HR CORTISOL, TOTAL", $119.00 
UR 24HR CREATININE, $50.00 
UR 24HR CYSTINE, $263.00 
UR 24HR HOMOVANILLIC ACID  (HVA), $101.00 
UR 24HR MAGNESIUM, $72.00 
UR 24HR METANEPHRINE, $161.00 
UR 24HR MICROALBUMIN, $65.00 
UR 24HR OXALATE, $98.00 
UR 24HR PHOSPHORUS, $55.00 
UR 24HR POTASSIUM, $55.00 
UR 24HR PROTEIN TOTAL, $87.00 
UR 24HR SODIUM, $42.00 
UR 24HR SULFATE, $39.00 
UR 24HR UREA, $39.00 
UR 24HR URIC ACID, $62.00 
UR 24HR VMA, $126.00 
UR CREATININE CLEARANCE, $70.00 
UR ETHYL GLUCORONIDE SCREEN W/REFLEX, $134.00 
UR PROT ELECTROPHORESIS, $132.00 
UR RANDOM CALCIUM, $39.00 
UR RANDOM CHLORIDE, $43.00 
UR RANDOM CREATININE, $50.00 
UR RANDOM METANEPHRINES, $180.00 
UR RANDOM MYOGLOBIN QUALITATIVE, $148.00 
UR RANDOM OSMOLALITY, $72.00 
UR RANDOM PH, $44.00 
UR RANDOM PHOSPHORUS, $44.00 
UR RANDOM POTASSIUM, $42.00 
UR RANDOM PROPHYRINS, $127.00 
UR RANDOM PROTEIN, $87.00 
UR RANDOM SODIUM, $42.00 
UR RANDOM UREA NITROGEN, $44.00 
UR RANDOM URIC ACID, $44.00 
UREA LOTION 40%, $74.00 
URIC ACID BLOOD, $66.00 
URINALYSIS-MICRO ONLY, $43.00 
URINARY HEMOSIDERIN, $67.00 
URINE DRUG CONFIRM-AMPHETAMINES, $138.00 
URINE DRUG CONFIRMATION, $138.00 
URINE DRUG CONFIRM-BENZODIAZEPINE, $138.00 
URINE DRUG CONFIRM-CANNABINOID, $138.00 
URINE DRUG CONFIRM-OPIATE, $188.00 
URINE DRUG SCREEN, $119.00 
URINE PREGNANCY TEST, $67.00 
US 2D ECHO - LIMITED PER PROTOCOL, $655.00 
US 2D ECHOCARDIOGRAM PER PROTOCOL," $2,078.00 "
US AAA SCREENING, $664.00 
US ABD COMPLETE PER PROTOCOL, $812.00 
US ABD LTD PER PROTOCOL, $647.00 
US ABDOMINAL PARACENTESIS INIT- PER PROT, $568.00 
US AORTA DUPLEX IVC COMPLETE PER PROTOCO, $925.00 
US AORTA DUPLEX LIMITED PER PROTOCOL, $925.00 
US ART LOW EXT DUPLEX COMPLET PER PROTOC," $1,192.00 "
US ART LT LOWER EXT DUPLEX PER PROTOCOL, $861.00 
US ART RT LOWER EXT DUPLEX PER PROTOCOL, $861.00 
US ART UP EXT DUPLEX COMPLETE PER PRO, $612.00 
US ART UP EXT DUPLEX LT PER PROTOC, $795.00 
US ART UP EXT DUPLEX RT PER PROTOC, $795.00 
US ARTERIAL STUDY SEGS WAVES, $342.00 
US BREAST CYST ASPIRAT, $276.00 
US BREAST LIMITED PER PROROCOL, $398.00 
US CAROTID DUPLEX COMPLETE- PER PROTOCOL," $1,195.00 "
US CHEST- PER PROTOCOL, $595.00 
US DRAIN ABSCESS W/CATH- PER PROTOCOL, $752.00 
US DUPLEX ARTERIAL FLOW; COMPL- PER PROT," $1,006.00 "
US ECHO 2-D W/MMODE COMPL WO DOPPLER," $1,147.00 "
US ECHO DOPPLER LIMITED- PER PROTOCOL, $362.00 
US ECHO-DOPPLER COLOR FLW- PER PROTOCOL, $477.00 
US EXT NONVASCULAR LIMITED LT, $292.00 
US EXT NONVASCULAR LIMITED RT, $292.00 
US EXT NONVASCULAR LT PER PROTOCOL, $320.00 
US FULL SEGS/REST PER PROTOCOL, $477.00 
US GALLBLADDER ABD LIMITED- PER PROTOCOL, $630.00 
US GUIDANCE FOR NEEDLE PLACEMENT, $239.00 
US KIDNEY COMPL RETROPERITONEAL, $847.00 
US KIDNEYS LTD RETROPERITONEAL- PER PROT, $786.00 
US LEVEL 1 BREAST BIOP, $217.00 
US LIMITED PELVIS- PER PROTOCOL, $482.00 
US MISC, $73.00 
US NON VASCULAR EXTR LIMIT, $320.00 
US OB <14 WEEKS EA ADDT'L GESTATION, $239.00 
US OB <14 WEEKS SGL GESTATION, $477.00 
US OB >=14 WEEKS EA ADDT'L GESTATION, $795.00 
US OB >=14 WKS GESTATION SGL, $676.00 
US OB DETAILED ANATOMIC EVALUATION, $423.00 
US OB DETAILED EVAL EA ADDT'L GESTATION, $173.00 
US OB FOLLOW-UP(RE-EVAL ABN SCAN), $357.00 
US OB LTD 1 OR > FETUSES, $206.00 
US PELVIS COMPLETE (NON OB) PER PROTOCOL, $698.00 
US PELVIS TRANSVAGINAL (NON OB) PER PROT, $644.00 
US PROSTATE TRANSRECTAL, $595.00 
US SCROTUM PER PROTOCOL, $465.00 
US SOFT TISSUE HD/&NEC PER PROTOCOL, $728.00 
