Procedure Description,Unit Price
HC PRE POOL PLATELET (SEED ACCT),775
HC PREALBUMIN,206
HC PRE-ED ARRIVAL ACTIVATION - FULL w CC,10000
HC PRE-ED ARRIVAL ACTIVATION - FULL without CC,10000
HC PRE-ED ARRIVAL ACTIVATION - PARTIAL w CC,8000
HC PRE-ED ARRIVAL ACTIVATION - PARTIAL without CC,8000
HC PREFAB SPIRAL AFO,810.5
HC PREGNANCY TEST,89
HC PREGNENOLONE  LC/MS/MS,175
HC PREPARE BLOOD ALIQUOT,85
HC Presumptive Drug Class Screening,539
HC PRETREAT RBC; CHEM OR DRUGS,30
HC PRETREAT RBC; DGS,520
HC PRETREAT RBC; ENZYMES,67
HC PREVNAR 13,57
HC PRGRMG EVAL INPLATABLE DFB,119
HC PRIMIDONE,228
HC PRO DISC C IMPLANT,20502
HC PROBE LITHOTRI STONEBREAKER,536
HC PROBING OF LACRIMAL CANALICULI  WITH OR WIHTOUT IRRIGATION,854
HC PROCAINAMIDE W METABOLITES,234
HC PROCALCITONIN,358
HC PROCOLLAGEN TYPE I INTACT N TERMINAL PROPEPTIDE,316
HC PROCUREMENT/HEART TRANSPLANT,3383
HC PRODUCT POOLING,222
HC PROGESTERONE,294
HC PROGRAM DEVICE LEADLESS PM SYS,111.84
HC PROINSULIN,245
HC PROLACTIN,272
HC PROSIGNA-ONC BREAST RISK SCORE,4634
HC PROSTATE SPEC AG SCREEN,254
HC PROSTATE SPECIFIC AG FREE,253
HC PROSTATE SPECIFIC AG TOTAL,253
HC PROSTATE TEMPLATE TRT DEVICE S,670
HC PROSTATE VOL STUDY BRACHY TX,403
HC PROSTATIC ACID PHOSPHATASE,133
HC PROTEIN  TOTAL URINE N REFRACT,48
HC PROTEIN CSF,49
HC PROTEIN E-PHORESIS/URINE/CSF,244
HC PROTEIN E-PHORESIS/URINE/CSF-SO,244
HC PROTEIN OTHER FLUID,49
HC PROTEIN RICH PLASMA KIT 3ML,751
HC PROTEIN RICH PLASMA KIT 6ML,1180
HC PROTEIN S ACTIVITY,268
HC PROTEIN S: IMMUNOL. (TOTAL),765
HC PROTEIN TOTAL WESTERN BLOT,251
HC PROTEIN WEST BLOT W/INTER,247
HC PROTEIN; EP FRACT & QUAN,149
HC PROTHROMBIN ASSAY FACTOR II,364
HC PROTHROMBIN GENE VARIANT,410
HC PROTHROMBIN TIME,52
HC PROTOPORPHYRIN RBC; QUAN,198
HC PROTOZOA AB  NOT SPEC,170
HC PROXIMAL FIBULA/SHAFT FX W/O M,432
HC PRQ CARD ANGIO/ATHRECT 1 ART,38811
HC PRQ CARD ANGIO/ATHRECT ADDL,14898
HC PRQ CARD REVASC CHRONIC 1VSL,17526
HC PRQ CARD REVASC CHRONIC ADDL,18404
HC PRQ CARD REVASC CHRONIC ADDL,17526
HC PRQ CARD REVASC MI 1 VSL,21909
HC PRQ CARD STENT W/ANGIO 1 VSL,7717
HC PRQ CARD STENT W/ANGIO ADDL,8126
HC PRQ CARD STENT/ATH/ANGIO,17526
HC PRQ CARD STENT/ATH/ANGIO,18404
HC PRQ CARDIAC ANGIO ADDL ART,32168
HC PRQ CARDIAC ANGIOPLAST 1 ART,31902
HC PRQ CORONARY MECH THROMBECT,2240
HC PRQ REVASC BYP GRAFT 1 VSL,17526
HC PRYUVATE KINASE RBC,237
HC PSA; TOTAL,253
HC PSS W 4/> PARAM W TECH,5462
HC PSYCH DX INTERVIEW 15MIN,379
HC PSYTX PT&/FAMILY 30 MINUTES,493
HC PSYTX PT&/FAMILY 45 MINUTES,775
HC PSYTX PT&/FAMILY 60 MINUTES,981
HC PSYTX PT&/FAMILY 60 MINUTES 900,981
HC PT COMM WORK INTE PER 15MIN,142
HC PT E-STIM MANUAL PER 15MIN,142
HC PT E-STIM UNATTENDED,208
HC PT EVAL H,268
HC PT EVAL L,268
HC PT EVAL M,268
HC PT GAIT TRAIN/STAIRS PER 15MIN,142
HC PT HOT OR COLD PACK THERAPY,153
HC PT IONTOPHORESIS PER 15 MIN,148
HC PT MANUAL TECH PER 15MIN,177
HC PT MASSAGE PER 15MIN,142
HC PT MECHANICAL TRACTION,208
HC PT NEUROMS RE-ED PER 15MIN,142
HC PT ORTH FIT/TRAIN PER 15 MIN,142
HC PT PROS TRAIN PER 15MIN,142
HC PT RE EVAL,183
HC PT SEL DEBRIDE >20CM,272
HC PT SELFCAR HOMEMAN PER 15MIN,142
HC PT SENSOR INTEG PER 15MIN,148
HC PT THER EX/ROM PER 15MIN,142
HC PT THERAPY ACTIVITY PER 15MIN,142
HC PT ULTRASOUND PER 15MIN,142
HC PT VASOPNEUMATIC DEV,147
HC PT W/C MANG/PROP PER 15MIN,142
HC PT WHIRLPOOL,283
HC PT; SUBSTITUTION PLASMA FRACT EA,104
HC PTA EACH ADDL ARTERY,605
HC PTA EACH ADDL VEIN,515
HC PTA INITIAL ARTERY,15806
HC PTA INITIAL VEIN,15806
HC PTA; AIR AND BONE,1100
HC PTA; AIR ONLY,423
HC PTT; PLASMA OR WHOLE BLOOD,135
HC PTT; SUBSTITUTION PLASMA FRACT EA,233
HC PULM FUNCTION TEST BY GAS,651
HC PULMONARY ANGIOGRAM - BILATERA,4479
HC PULMONARY ANGIOGRAM - UNILATER,2353
HC PULMONARY REHAB W EXER,136
HC Pulmonary stress testing (eg  6-minute walk test)  including measurement of heart rate  oximetry  and oxygen titration  when performed,315
HC PULMONARY VENTILATION  SINGLE,1620
HC PULSE OX MULTI DETERMIN,685
HC PULSE OXIMETRY SGL,305
HC PULSE OXIMETRY SGL,305
HC PUNC ASPIR ABS/HEMA/BULLA/CYST,197
HC PUNCT ASP - ABSC HEMAT CYST,197
HC PUNCT ASP BREAST INCISION,339
HC PUNCT ASP BRST CYST - INITIAL,339
HC PUNCTURE ASPIRATION ABSCESS,197
HC PWR MOD PATIENT CABLE,3334
HC PWR MODULE PT CABLE LVAD RPL,2424
HC PYRUVATE,151
HC Q FEVER ANTIBODY,166
HC QUAL HETEROPHILE AB,73
HC QUAL RHEUM FACTOR,79
HC QUAN DIF PUL PERF+VENT INC IMG,2145
HC QUAN DIF PULM PERF INCL IMG,1620
HC QUEST  CLOT FACTOR VIII AHG 1 STAGE PANEL (85240),226
HC QUEST ALLERGEN SPECIFIC IGE PANEL REGION 1 86003 (26),36
HC QUEST ALLERGEN SPECIFIC IGE PANEL REGION 5 86003 (26),37
HC QUEST CLOT FACTOR VIII MULTIMETRIC PANEL (85247),226
HC QUEST CLOT FACTOR VIII VW RISTOCTN PANEL (85245),226
HC QUEST PLATELET ANTIBODIES,76
HC QUEST THROMBOPLASTIN TIME PARTIAL PANEL (85730),226
HC QUESTASSURED FOR INFANTS  25-HYDROXYVITAMIN D,275
HC QUESTC ACYLCARNITINE  PLASMA,259
HC QUESTC BILE ACIDS  FRACTIONATED AND TOTAL,266
HC QUESTC BILE ACIDS  TOTAL,114
HC QUESTC CALPROTECTIN  FECAL,283
HC QUESTC CARDIO IQ« LIPOPROTEIN FRACTIONATION  ION MOBILITY,79
HC QUESTC CHRONIC LYMPHOCYTIC LEUKEMIA  IGVH MUTATION STATUS  LEUMETA,619
HC QUESTC DRUG ABUSE PANEL 9  WITH CONFIRMATION  SERUM,706
HC QUESTC EPSTEIN-BARR VIRUS DNA  QUANTITATIVE REAL-TIME PCR,333
HC QUESTC FATTY ACIDS  FREE,169
HC QUESTC FENTANYL AND NORFENTANYL  URINE,184
HC QUESTC HAEMOPHILUS INFLUENZAE B ANTIBODY  IGG,253
HC QUESTC HOMOVANILLIC ACID (HVA)  URINE 24HR,208
HC QUESTC IODINE  URINE,147
HC QUESTC LECITHIN/SPHINGOMYELIN RATIO W/QL PG,307
HC QUESTC LIVER FIBROSIS  FIBROTEST-ACTITEST PANEL,335
HC QUESTC MEPERIDINE  GC/MS  SERUM,145
HC QUESTC OSMOTIC FRAGILITY  RED BLOOD CELL,101
HC QUESTC OXYCODONE AND METABOLITE TOTAL  URINE,172
HC QUESTC PAIN MANAGEMENT  OXYCODONE  QUANTITATIVE  URINE,172
HC QUESTC PDGFRA MUTATION ANALYSIS,812
HC QUESTC PHYLLOQUINONE (VITAMIN K),355
HC QUESTC PROTEIN S ACTIVITY,268
HC QUESTC REDUCING SUGARS,113
HC QUESTC THIOCYANATE,204
HC QUESTC TRICHOMONAS VAGINALIS NAAT,0.01
HC QUINIDINE,206
HC R HRT ART/GRFT ANGIO,17960
HC R HRT CORONARY ARTERY ANGIO,20233
HC R&L HRT ART/VENTRICLE ANGIO,18653
HC R&L HRT ART/VENTRICLE ANGIO,18653
HC R&L HRT CATH W/VENTRICLGRPHY,13562
HC R/C ANTIGEN NEGATIVE FEE,428
HC R/C LEUKOAGGLUTININ SCREEN,1130
HC R/C LONG TERM CRYO STORAGE,1266
HC RAD EXAM ESOPHAGUS,404
HC RAD EXC WRIST JNT BURSA/SYNOV,4249.32
HC RAD GUID PERCUT DRAIN PLACE CATH,1705
HC RAD NUC HDP,252
HC RAD NUC IN III OXINE,3872
HC RAD NUC PENTETREOTIDE,5481
HC RAD NUCL CHOLETEC,302
HC RADIATION TX  DELIVERY  >1 MeV; COMPLEX,2186
HC RADIATION TX  DELIVERY  >1 MeV; INTERMEDIATE,1997
HC RADIATION TX  DELIVERY  >1 MeV; SIMPLE,1662
HC RADIOLOGIC EXAM ABDOMEN 1 VIEW,186
HC RADIOLOGIC EXAM CHEST 2 VIEWS,410
HC RADIOLOGIC EXAM CHEST 4+ VIEWS,356
HC RADIOLOGIC EXAM CHEST SINGLE VIEW,381
HC Radiologic examination  abdomen; 2 views,356
HC Radiologic examination  abdomen; 3 or more views,356
HC Radiologic examination  chest; 3 views,186
HC Radiologic examination  chest; 4 or more views,356
HC RADIOPH RX BY IV ADMIN,751
HC RADIOPHARM ABLAT GLAND THY CA,5347
HC RADIOPHARM THER ANTIBODY INFUS,1847
HC RADPHAR THER HYPERTHYROID INIT,1897
HC RAPID STREP GR.A,155
HC RARE UNIT PHENOTYPE - CHRG ONL,696
HC RBC AB ELUTION EA,124
HC RBC AB ELUTION EA ELUATE,202
HC RBC DEGLYCEROLIZED EACH UNIT,1192
HC RBC FROZ LEUK REDUC IRRAD EA UNIT,1170
HC RBC HEA BEADCHIP,526
HC RBC LR IRRADIATED EACH UNIT,598
HC RBC MEMBRANE EVALUATION  B PRICE PANEL CHARGE,2917.98
HC REAPRI LAC TISS GLUE,2769
HC RECTO SIG DILATION,2474
HC RECTUM SURGERY PROCEDURE,864
HC RED BLOOD CELLS EA UNIT,753
HC REM CALCULI BIL DUCT/GLBLDR,7064
HC REM FB AUDITORY CANAL W/O ANES,137
HC REM OBSTRUCTN FROM CVD,806
HC REM SC/DC ICD LEAD TV EXT,7930
HC REM TUNNELED CVAD W PORT/PUMP,2103
HC REM+REPL EXT TRNSNEPH URET STN,1945
HC REMOTE HDR BRACHY 1 CHANNEL,9659
HC REMOTE HDR BRACHY 2-12 CHANNELS,9659
HC REMOTE HDR BRACHY OVER 12 CHANNELS,9659
HC REMOTE HDR SKIN BRACHY 2.0 CM OR 1 CHANNEL,2704
HC REMOTE HDR SKIN BRACHY OVER 2.0 CM & 2 OR MORE CHANNELS,2704
HC REMOTE PT 30 DAY ECG REV/REPORT,309
HC REMOV FB FOOT SUBCUTANEOUS,845
HC REMOV INDW TNLD PLEUR CATH CUFF,1419
HC REMOV NEPHROS TUBE REQ FLURO,586
HC Removal and replacement of total replacement heart system (artificial heart),375576
HC REMOVAL BILIARY DRNG CATH,1566
HC REMOVAL CORNEA EPITHELIUM,1592
HC REMOVAL EYELID FB,484
HC REMOVAL FB INTRANASAL,156
HC REMOVAL FECAL IMPACT/FB,864
HC REMOVAL ILR,1604
HC Removal of a total replacement  (artificial heart) for heart transp,187788
HC REMOVAL OF FOREIGN BODY FROM P,137
HC REMOVAL OF PM GENERATOR,9912
HC REMOVAL OF SQ LEAD ONLY,8084
HC REMOVE 1-PACER LEAD ONLY,7930
HC REMOVE 2-PACER LEAD ONLY,7930
HC REMOVE BY LIGAT INT HEM 2+ GRPS,6381
HC REMOVE CATH TUNNELED INTRAPERITONEAL,7846.59
HC REMOVE CVA LUMEN OBSTRUCT,806
HC REMOVE FB ABDOMEN/PERITONEAL CAVITY,9163.68
HC REMOVE FB CORNEAL W/O SLIT,469
HC REMOVE FB CORNEAL W/SLIT,469
HC REMOVE FB EXT EYE  CONJT SUPF,585
HC REMOVE FB SIMPLE,354
HC REMOVE HEPATIC SHUNT (TIPS),8303
HC REMOVE IMPACTED EAR WAX 1-2 EARS,137
HC REMOVE IMPACTED EAR WAX 1-2 EARS,137
HC REMOVE IMPACTED EAR WAX UNI,193
HC REMOVE INTRAUTERINE DEVICE,821
HC REMOVE INTRVAS FOREIGN BODY,6390
HC REMOVE PM PERM LEADLESS VENTRICULAR,7510.95
HC REMOVE PULSE GENERATOR,3089
HC REMOVE VAD DIFFERENT SESSION,787
HC REMOVE&REPLACE PM GEN SINGL,8350
HC REMV&REPLC CVD GEN DUAL LEAD,4538
HC REMV&REPLC CVD GEN MULT LEAD,4538
HC REMV&REPLC CVD GEN SING LEAD,4538
HC REMV&REPLC PM GEN DUAL LEAD,16239
HC REMV&REPLC PM GEN MULT LEADS,8350
HC REMVL TUN CVC W/O SUBCUT PORT,2504
HC RENAL ARTERIOGR UNILAT,6269
HC RENAL FUNCTION PANEL,122
HC RENAL IMAGING; W/VASCULAR FLOW,2070
HC RENAL SCAN FLOW/FUNC W/PHARM,2079
HC RENAL SPECT TOMOGRAPHIC,2017
HC RENAL VENOGRAM-UNILATERAL,2766
HC RENIN,143
HC RENIN ACTIVITY,302
HC RENL ANG SUPERSELECT 2ND+  BIL,7219
HC RENL ANG SUPERSELECT 2ND+  UNI,5014
HC REP LACER CONJ DIR CL,3708
HC REP LACERAT-TONGUE FLR-MOUTH > 2.6/CPLX,1817
HC REP MCP/IP JNT COLLAT LIGAMENT,4251
HC REPAIR CVC W SUBQ PORT/PUMP  CENTRAL/PERIPHERAL,3094.17
HC REPAIR ECTROPION; SUTURE,3708
HC REPAIR ELBOW PERC,8024
HC REPAIR LAC 2.5CM < MOUTH/TONGU,823
HC REPAIR LEAD PACE-DEFIB DUAL,7783
HC REPAIR LEAD PACE-DEFIB ONE,8325
HC REPAIR LIP FULL THICK VERMILIO,1727
HC REPAIR NAIL BED,363
HC REPL AFO SOFT INTERFACE,98
HC REPL DUOD-JEJ TUBE PERC FLUOR,893
HC REPL GAS CEC TUBE PERC FL CONT,892
HC REPLACE G-J TUBE PERC,892
HC REPLACE NON-TUNNELED CV CATH,2003
HC REPLACE TUNNELED CV CATH,4683
HC REPLACEMENT COMPLETE  OF A TUNNELED CENTRALLY INSERTED CENTRAL VENOUS ACCESS DEVICE  WITH SUBCUTANEOUS  PORT  THROUGH SAME VENOUS ACCESS,5879
HC REPOS OF PREV IMPLANT PPM/ICD,4860
HC REPOS SUBQ DEFIB ELTRD &/GEN,8084
HC REPOSIT CVC W FLUORO,2504
HC REPOSITION GASTROSTOMY TUBE,2597
HC REPOSITION L VENTRIC LEAD,4860
HC REPROGRAM COCHLEAR IMPLT 7 >,320
HC REPTILASE TIME,185
HC REPTILASE TIME 0300,185
HC RESP FCN THERAPY/15 MIN,122
HC RESP FCN/STRENGH 2/> INDIV,122
HC RESP MS THERAPY/15 MIN,122
HC RESP SYNCYTIAL AG EIA,155
HC RESP VIRUS 12-25 TARGETS,1754
HC RESPIRATOR MOTION MGMT SIMUL,1030
HC RESPIRATORY ALLERGY PROFILE REGION II (PRICE PANEL CHARGE),897.76
HC RESPIRATORY SYNCTIAL VIRUS SUBTYPE B,150
HC RESPIRATORY SYNCYTIAL VIRUS SUBTYPE B,150
HC RET SEQUENCING AND DELETION/DUPLICATION (PRICE PANEL CHARGE),474.99
HC RETICULATED PLT ASSAY,375
HC RETICYTE/HGB CONCENTRATE,78
HC RETRIEVAL(REMVL) IVC FILTER EV,6400
HC RETROGRADE PYELOGRAM,828
HC RETROP US (RENL/AORT NODES)LTD,1101
HC RETROPERITONEAL ULTRSND B-SCAN,1691
HC REVISE POCKET FOR DEFIB,3850
HC REVISION DRAINAGE CATH,2452
HC RF ABLAT THYROID NODULE(S)-US,809
HC RH COMMON ANTIGENS ONLY,614
HC RH TYPE ONLY,226
HC RH VARIANT,1315
HC RHC & RETRO LHC COGENITAL,10846
HC RHC & TS LHC CONG - INTACT SEPTM,9879
HC RHC & TS LHC CONG - OPEN SEPTUM,9879
HC RHC FOR CONG ANOMALY,10846
HC RHO D IMMUNE GLOB INJ 300 MCG (1500 IU),534
HC RHOGAM,495
HC RHYTHM ECG 1-3 LEADS TRACING,283
HC RIBOSOMAL P ANTIBODY  CSF,226
HC RICKETTSIA AB,267
HC RIGHT HEART CATH,8459
HC Right heart catheterization with implantation of wireless pressure sensor,102707.55
HC RIGHT VENTRICULAR RECORDING,5383
HC RIVAROXABAN,237
HC RN 1-131 SI DIAG P/UCI(U/U 100),3
HC RN 1-131 SI SOL DIAG EA ADL MC,15
HC RN 1-131 SI SOL THER EA ADL MC,16
HC RN 1I123 IOFLUPANE DX U/T 5MCI,5692
HC RN GA-67 GALLIUM PER MCI,68
HC RN I-123 MIBG DX P/MCI,727
HC RN I-131 IODINE RX P/MCI,906
HC RN IN-111 DTPA PER 0.5MCI,1533
HC RN IN-111 LB AUT WBC DX P/DZ,1713
HC RN IN-111 OCTREO-DOSE U/T 6MCI,3626
HC RN NAF F-18 DX P/DZ UT 30 MCI,552
HC RN S/IOD L-123 CAP DX P/100UCI,129
HC RN TC 99 MAG-3 (U/T 15MCI)P/DZ,934
HC RN TC DMSA (U/T 10MCI) P/DZ,279
HC RN TC DTPA (U/T 25MCI) P/DZ,122
HC RN TC ECD (U/T 25MCI) P/DZ,1560
HC RN TC HIDA (U/T 15MCI)P/DZ,230
HC RN TC HMP-AO(U/T 25MCI)P/DZ,1512
HC RN TC MAA (U/T 10MCI) P/DZ,446
HC RN TC MDP (U/T 30 MCI) P/DZ,76
HC RN TC S/COLL (U/T 20MCI) P/DZ,122
HC RN TC-99 EX LB AUT WBC DX P/DZ,1656
HC RN TC-99 ULTRA (U/T 30MCI)P/DZ,116
HC RN TC-99M PERTECH P/MCI,5
HC RN THALLIUM 201 PER MCI,76
HC RN THER METAST THYROID,3088
HC RN XE-133 XENON PER 10MCI,155
HC ROOM & BED - ROUTINE,4604
HC ROOM & BED CCU,10022
HC ROOM & BED INTERMEDIATE CCU,6757
HC ROOM & BED INTERMEDIATE ICU,8982
HC ROOM & BED MEDICAL ICU,10022
HC ROOM & BED NEURO/SURG ICU,10022
HC ROOM & BED PSYCH,4604
HC ROOM & BED REHAB,4604
HC ROTAVIRUS AG EIA,155
HC ROUTINE NURSERY,2328
HC ROUTINE VENIPUNCTURE,29
HC RSV,179
HC RUBELLA AB,199
HC RUBELLA AB*-DELETE,199
HC RUBEOLA,134
HC RX CL ELBOW DISLOC WO ANESTH,411
HC S&I ARTHROGRAM  ANKLE,1361
HC S&I ARTHROGRAM  WRIST,1867
HC SA THRESHOLD; W SR,423
HC SACROILIAC JT 3 OR MORE VIEW,513
HC SAFETY PEG TUBE KIT,689
HC SALICYLATE,99
HC SALIVARY GLAND W/SERIAL IMAGES,2289
HC SBRT DELIVERY PER FRACTION,15360
HC SCAPULA COMPLETE,593
HC SCLEROTX FLUID COLLECTION,3056
HC Screening mammo  bilat (2-view study of each breast)  including  (CAD),414
HC SCROTUM/CONTENTS ULTRASOUND,785
HC SEL CATH 1ST ORDER ABD PELVIC,1872
HC SEL CATH 2ND ORDER ABD PELVIC,1494
HC SEL CATH 3RD ORDER ABD PELVIC,1866
HC SEL CATH ADD 2ND 3RD ABD PELV,1867
HC SEL CATH ADD 2ND 3RD THO/C,1867
HC SEL CATH ART 2ND THOR/BRACHCEP,1864
HC SEL CATH ART 3RD THOR/BRACHCEP,1864
HC SEL CTH PL VEN 2ND/MORE ORDER,893
HC SELECT CATH ART - BRACH-CEPH; 1ST,1864
HC SELECT CATH ART - BRACH-CEPH; 1ST ORDER,1864
HC SELECTI CATH VEIN; 1ST ORDER FAM,1792
HC SELECTIVE CATH - LT/RT PUL ART,893
HC SELECTIVE CATH PLACEMENT SUBSE,937
HC SELECTIVE DEBRIDE >20SQ CM,272
HC SELECTIVE DEBRIDE 20SQCM OR LESS,372
HC SELECTIVE SPINAL ANGIOGRAM S+I,2240
HC SELENIUM,349
HC SELENIUM  RBC,229
HC SELF CARE CURRENT STATUS,0.01
HC SELF CARE CURRENT STATUS,0.01
HC SELF CARE D/C STATUS,0.01
HC SELF CARE D/C STATUS,0.01
HC SELF CARE GOAL STATUS,0.01
HC SELF CARE GOAL STATUS,0.01
HC SELF CARE MGMT TRAINING EA 15,142
HC SEMEN ANAL SPERM DETECTION,169
HC SEMEN ANALYSIS,169
HC SENSITIVITY - AGAR DILUTION/AGENT,68
HC SENSITIVITY - DISK PER PLATE,96
HC SENSORY INTEGRATION EA 15,148
HC SENSTITIVITY - ENZYME DETECT EA,68
HC SEROTONIN BLOOD,426
HC SERUM CRYOCRIT QUANT,85
HC SERUM IMMUNOFIXATION ELECTRO,311
HC SERUM IMMUNOFIXATION ELECTRO-SO,403
HC SERUM PRETX;INHIB NEUTRALIZATION,111
HC SERUM/WB TOT CHOLEST,48
HC Severe Combined Immunodeficiency (SCID),1329
HC SEX HORMONE BINDING GLOBULIN,272
HC SFT TISS BX - NECK/THORAX,1941
HC SGL GEL BASED ASSAYS,350
HC SHIGA-LIKE TOXIN AG EIA,147
HC SHOULDER 1 VIEW,344
HC SHOULDER ARTHROGRAM INJ,336
HC SHUNT PATENCY (CNS),1816
HC SHWR COV ELECT/COMBO VAD REP,1551
HC SI ENDO TO IL W BLEED CNTRL,2650
HC SICKLE CELL VISIT LEVEL 1,397
HC SICKLING OF RBC REDUCTION,72
HC SICKLING OF RBC REDUCTION-*DELETE,129
HC SIGMOID FLEX W/BLD CONT,2474
HC SIGMOID W/REM T/P/LES BY SNARE,2474
HC SIGMOIDOSCOPY W/ABLATION,2598
HC SIGMOIDOSCOPY W/RESECTION,2947.56
HC SIGMOIDOSCOPY W/ULTRASOUND,2474
HC SIM BLADDER IRRIGATE LAVAGE/INSTILL,345
HC SIMP RP F/E/E/N/L/MM 2.6-5.0CM,363
HC SIMP RP F/E/E/N/L/MM 5.1-7.5CM,363
HC SIMP RPR F/E/E/N/L/MM <2.5CM,452
HC SIMPLE REP S/N/A/G/TR/E; 2.6-7.5CM,452
HC SIMULATION AIDED FLD SET COMPLEX,2787
HC SIMULATION AIDED FLD SET INTERMEDIATE,2424
HC SIMULATION AIDED FLD SET SIMPLE,1500
HC SINGLE DONOR PLATELETS-HLA,1622
HC SINUSES PARANASAL <3 VIEWS,284
HC SINUSES PARANASAL COMPLETE MIN 3V,473
HC SIROLIMUS,192
HC SIR-SPHERES YITRIUM 90,62381
HC SKIN SUB GRAFT F/N/HF/G ADDL,2011
HC SKIN TEST; TB ID,70
HC SKIN  MUC MEMBR & SUBQ TISSUE,531.81
HC SLEEP WEAVER MASK,66
HC SLS-EPS; PERIPH NRV; UP LIMBS,2239
HC SM INT ENDO W/ABLATION T/P/L,2650
HC SM INT ENDO W/ILIUM DX,2650
HC SM INT ENDO W/ILIUM W/BX SGL/M,2650
HC SM INT ENDO W/PERC PLC JEJUN T,2650
HC SM INT ENDO W/REM HOT BX/BP CA,2783
HC SM INT ENDO W/TRANS STENT PL,7597
HC SM INTEST ENDOS/ENTEROS,2650
HC SM INTESTINE ENDO W/BX SGL/MUL,2650
HC SM INTESTINE ENDO W/REM FB,2650
HC SM INTESTINE ENDO W/REM T/P/L,2650
HC SMA CARRIER SCREEN,1053
HC SMA DIAGNOSTIC TEST,1085
HC SMEAR - GRAM OR GIEMSA,58
HC SMEAR COMPLEX STAIN O&P,247
HC SMEAR SPECIAL STAIN BLOOD PARASITES,82
HC SMEAR STAIN INCULSION BOD,82
HC SMEAR; FLUORESCENT OR AFB STAIN,67
HC SMEARS SCREEN/INTERPRET,163
HC SMITH & NEPHEW NICKEL  KNEE REPLACEMENT,14619.88
HC SMITH & NEPHEW UNICOMPARTMENTAL KNEE REPLACEMENT,8479.53
HC SO ACRO/CLAV CAN WEB PRE OTS,123
HC SO ACROMIO/CLAVICULAR,396
HC SO FIGURE 8 ABDUCT RESTRAINER,197
HC SODIUM OTHER SOURCE,69
HC SODIUM  SERUM,53
HC SODIUM  URINE/FLUID,68
HC SOFT INTER MOLD PLAS ABOVE KNE,280
HC SOFT INTER MOLD PLAST BELOW KN,258
HC SOFT TISSUE BACK,301
HC SOFT TISSUE HEAD/NECK ULTRSND,739
HC SOLID ORGAN GENE SEQUENCING PANEL 5-50 GENES,1860
HC SOLUBLE LIVER ANTIGEN (SLA) AUTOANTIBODY,142
HC SOLUBLE TRANSFERRIN RECEPTOR,287
HC SOMATOMEDIN-C,271
HC SONOHYSTR DOPLR SALINE INFUS,1145
HC SPECIAL BOLUS,777
HC SPECIAL DOSIMETRY DIODE,552
HC SPECIAL DOSIMETRY-TLD,1160
HC SPECIAL MEDICAL PHYSICS CONSUL,1875
HC SPECIAL PATIENT ANTIGEN TYPING,91
HC SPECIAL RADIATION TREATMENT PROC,5299
HC SPECIAL STAINS GROUP I,163
HC SPECIAL STAINS GROUP II,163
HC SPECTROPHOTOMETRY NOT ELSE SPE,96
HC SPEECH AUDIOMETRY THRESHOLD,423
HC SPEECH LANG CURRENT STATUS,0.01
HC SPEECH LANG D/C STATUS,0.01
HC SPEECH LANG GOAL STATUS,0.01
HC SPEECH SOUND LANG COMPREHEN,674
HC SPEECH/HEARING GROUP THERAPY,83
HC SPEECH/HEARING THERAPY,284
HC SPIDER VEIN SCLEROSING INJ,234
HC SPINAL PUNC LUMBAR DIAG,1134
HC SPINAL PUNC THERAPEUTIC,929
HC SPINAL PUNCTURE LUMBAR DIAG,1134
HC SPINE 1 VIEW,343
HC SPINE LS COMP INCL BEND VIEW,671
HC SPIROMETRY,605
HC SPLITTING BLD/PROD P/UNIT,85
HC SPONTANEOUS NYSTAGMUS TEST I,742
HC SPU MINOR PROCEDURE,477
HC SREP F/E/N/L/MM; 12.6-20.0CM,380
HC SREP F/E/N/L/MM; 7.6-12.5CM,363
HC SREP S/N/A/G/TR/E; 12.6-20.0CM,363
HC SREP S/N/A/G/TR/E; 2.5CM/<,452
HC SREP S/N/A/G/TR/E; 20.1-30.0CM,363
HC SREP S/N/A/G/TR/E; 7.6-12.5CM,363
HC SRS 1 SESSION  MULTI-SOURCE COBALT 60,64480
HC SRS LINEAR BASED 1 SESSION,44385
HC SS 15 CM CHIBA BIOPSY NDL,108
HC SS ASAP DETACHABLE,284
HC SS BIOPSY TRAY,112
HC SS CROWN BX NEEDLE 8 INCH 22G,157
HC SS THYROID PERCUTANEOUS,1338
HC SSEP UPPER AND LOWER LIMBS,1323.21
HC STAINS  HISTOCHEMICAL,163
HC STANDARD CELL SAVING SYSTEM,677
HC STANDARD PERFUSION SYSTEM,4061
HC STAPH AUREUS (MRSA) PCR,388
HC STAPH AUREUS (MSSA) PCR,388
HC STEM CELL PROCESS & ADMIN,1073
HC STENGER TEST  PURE TONE,423
HC STENGER TEST  SPEECH,880
HC STENT PLACEMT ANTE CAROTID,12314
HC STENT PLACEMT RETRO CAROTID,12314
HC STENT PLMT IT CAROTD ANTEGRADE,8378
HC STERNUM MIN 2 VIEWS,311
HC STIM PAC S/P IV DRUGS,6409
HC STND PERFUSION SYS PLUS VAVR,4738
HC STOMACH PROCEDURE UNLISTED,2293
HC STOOL FAT QUANTITATIVE,230
HC STRAPPING ANKLE,236
HC STRAPPING ELBOW OR WRIST,296
HC STRAPPING HAND OR FINGER,269
HC STRAPPING KNEE,236
HC STRAPPING TOES,236
