MEDICATION,CHARGE
Epinephrine per 0.1 mg inj,$77.30
Epinephrine per 0.1 mg inj,$412.34
EPINEPHRINE INJ PER 0.1 MG,$56.24
EPINEPHRINE INJ PER 0.1 MG,$76.46
EPINEPHRINE INJ PER 0.1 MG,$56.24
EPINEPHRINE INJ PER 0.1 MG,$76.46
EPINEPHRINE 16 MG/250 ML BAG,$150.00
EPINEPHRINE 16 MG/250 ML BAG,$150.00
EPINEPHRINE PER 0.1 MG INJ,$56.24
EPINEPHRINE PER 0.1 MG INJ,$76.46
EPINEPHRINE PER 0.1 MG INJ,$56.24
EPIRUBICIN 2 MG/ML IV,$350.76
"EPOETIN INJ PER 1,000 UNITS",$793.40
"EPOETIN INJ PER 1,000 UNITS",$878.32
EPOETIN INJ PER 100 UNITS,"$1,249.21"
"EPOETIN INJ PER 1,000 UNITS",$349.55
"EPOETIN INJ PER 1,000 UNITS",$349.55
EPOETIN INJ PER 100 UNITS,$349.55
"EPOETIN INJ PER 1,000 UNITS","$1,332.95"
"EPOETIN INJ PER 1,000 UNITS","$1,332.95"
EPOETIN INJ PER 100 UNITS,"$2,198.55"
"EPOETIN INJ PER 1,000 UNITS",$424.29
"EPOETIN INJ PER 1,000 UNITS",$424.29
EPOETIN INJ PER 100 UNITS,$424.35
"EPOETIN INJ PER 1,000 UNITS",$499.04
"EPOETIN INJ PER 1,000 UNITS",$499.04
EPOETIN INJ PER 100 UNITS,$635.22
EPOPROSTENOL PER 0.5 MG,$134.50
EPOPROSTENOL PER 0.5 MGC,$204.00
EPOPROSTENOL INJ PER 0.5MG,$102.65
EPOPROSTENOL INJ PER 0.5MG,$448.27
EPOPROSTENOL INJ PER 0.5MG,$510.20
EPOPROSTENOL PER 0.5 MGC,$255.00
EPTIFIBATIDE INJ PER 5MG,"$4,741.30"
EPTIFIBATIDE INJ PER 5MG,"$7,128.63"
EPTIFIBATIDE INJ PER 5MG,"$1,276.78"
EPTIFIBATIDE INJ PER 5MG,$253.78
EPTIFIBATIDE INJ PER 5MG,$168.66
ERGOCALCIFEROL 400 units syrg,$12.12
"ERGOCALCIFEROL 50,000 UNIT CAP",$9.16
"ERGOCALCIFEROL 8,000 UNIT/ML ORAL",$159.00
"ergocalciferol 8,000 unit/mldrops",$583.20
"ergocalciferol 8,000 unit/mldrops",$583.20
ERLOTINIB 100 MG TAB,$577.22
ERLOTINIB 12.5 MG TAB,$181.05
ERLOTINIB 150 MG TAB,$650.24
ERLOTINIB 25 MG TAB,$222.86
ERLOTINIB SUSPENSION,$420.00
ERTAPENEM INJ PER 500MG,$261.50
ERTAPENEM INJ PER 500MG,$277.70
ERTAPENEM INJ PER 500MG,$261.50
ERTAPENEM INJ PER 500MG,$277.70
ERTAPENEM INJ PER 500 MG,$272.06
ERTAPENEM INJ PER 500 MG,$272.06
ERYTHROMYCIN 250 MG TAB,$31.60
ERYTHROMYCIN 333 MG TAB,$33.51
ERYTHROMYCIN 5 MG/G EYE OINTMENT,$41.04
ERYTHROMYCIN 5 MG/G EYE OINTMENT,$52.34
ERYTHROMYCIN 5 MG/G EYE OINTMENT,$47.02
ERYTHROMYCIN 5 MG/G EYE OINTMENT,$65.31
ERYTHROMYCIN 5 MG/G EYE OINTMENT,$40.02
ERYTHROMYCIN  400 MG/5 ML SUSP,"$1,646.50"
erythromycin  80 mg/ml  susp,"$1,646.50"
erythromycin  80 mg/ml  suspension,"$1,646.50"
ERYTHROMYCIN LAC INJ PER 500MG,$203.95
ERYTHROMYCIN LAC INJ PER 500MG,$215.00
ERYTHROMYCIN  2 % TOPICAL SOLN,$177.33
erythropoietin inj per 1000 units,$349.55
erythropoietin inj per 1000 units,$349.55
erythropoietin inj per 1000 units,$349.55
erythropoietin inj per 1000 units,$349.55
erythropoietin inj per 1000 units,$385.00
erythropoietin inj per 1000 units,$424.29
erythropoietin inj per 1000 units,$424.29
erythropoietin inj per 1000 units,$499.04
erythropoietin inj per 1000 units,$499.04
erythropoietin inj per 1000 units,"$2,357.95"
erythropoietin inj per 1000 units,"$2,357.95"
ESCITALOPRAM 10 MG TAB,$28.51
ESCITALOPRAM 10 MG TAB,$28.93
ESCITALOPRAM 10 MG TAB,$8.63
ESCITALOPRAM 10 MG TAB,$8.56
ESCITALOPRAM 10 MG TAB,$8.46
ESCITALOPRAM 10 MG TAB,$28.93
ESCITALOPRAM 2.5 MG TAB,$12.60
ESCITALOPRAM 5 MG TAB,$8.60
ESCITALOPRAM 5 MG/5 ML ORAL SOLN,"$1,062.00"
ESCITALOPRAM 5 MG/5 ML ORAL SOLN,$524.40
ESLICARBAZEPINE 100 MG TAB,$64.78
ESLICARBAZEPINE 200 MG TAB,$60.78
ESLICARBAZEPINE 400 MG TABLET,$69.89
"Esmolol 1,000mcg/ml injection",$66.50
ESMOLOL 10 MG/ML IV,$59.10
ESMOLOL 10 MG/ML IV,$86.76
ESMOLOL 10 MG/ML IV,$106.88
ESMOLOL 10 MG/ML IV,$57.74
ESMOLOL 10 MG/ML IV,$86.76
ESMOLOL 10 MG/ML IV,$59.10
ESMOLOL 100 MG/10 ML IV SYRINGE,$74.38
ESMOLOL 10 MG/ML IV,"$1,734.89"
ESMOLOL 10 MG/ML IV,"$1,212.33"
ESMOLOL 10 MG/ML IV,"$1,212.33"
NEXIUM (ALT*) 20 MG CAP,$32.08
NEXIUM (ALT*) 40 MG CAP,$32.08
NEXIUM (ALT*) 40 MG CAP,$32.08
ESOMEPRAZOLE 40 MG IV SOLUTION,$168.53
ESTRADIOL 0.05 MG/24 HR PATCH,$81.23
ESTRADIOL 0.05 MG/24 HR PATCH,$81.23
ESTRADIOL 0.1 MG/24 HR PATCH,$81.23
ESTRADIOL 0.1 MG/24 HR PATCH,$81.23
ESTRADIOL 0.5 MG TAB,$12.81
ESTRADIOL 1 MG TAB,$9.61
ESTRADIOL 2 MG TAB,$8.67
ESTRADIOL 2 MG TAB,$8.67
CLIMARA PRO 0.045/0.015 MG PATCH,$96.44
ESTRADIOL-NORETHINDRONE PATCH,$38.75
ESTRADIOL-NORETHINDRONE PATCH,$38.75
ESTRAMUSTINE 140 MG CAP,$53.30
ESZOPICLONE 2 MG TAB,$17.50
ESZOPICLONE 2 MG TAB,$45.93
ESZOPICLONE 2 MG TAB,$13.50
ETANERCEPT 25 MG SUBQ KIT,"$1,911.00"
ETANERCEPT 25 MG SUBQ KIT,"$1,911.00"
ETHACRYNATE SODIUM 50 MG IV,"$14,324.27"
ETHACRYNATE SODIUM 50 MG IV,"$15,374.54"
ETHACRYNATE SODIUM 50 MG IV,"$4,837.90"
ETHACRYNATE SODIUM 50 MG IV,"$5,942.13"
ETHACRYNIC ACID 25 MG TAB,$59.77
ETHAMBUTOL 100 MG TAB,$9.51
ETHAMBUTOL 100 MG TAB,$9.58
ETHAMBUTOL 400 MG TAB,$13.43
ETHAMBUTOL 400 MG TAB,$10.77
ETHAMBUTOL 400 MG TAB,$13.43
ETHANOL (ETHYL ALCOHOL) 98 % IV,$170.25
ETHANOL (ETHYL ALCOHOL) 98 % IV,$334.54
ETHANOLAMINE INJ PER 100MG,$963.55
ETHANOLAMINE INJ PER 100MG,$963.55
ETHANOL-LOCK 70% INJ (PEDS),$157.50
ETHOSUXIMIDE 250 MG CAP,$23.80
ETHOSUXIMIDE 250 MG CAP,$11.89
ETHOSUXIMIDE 250 MG/5 ML SYRUP,$78.36
ETHOSUXIMIDE 250 MG/5 ML SYRUP,$620.54
ETHOSUXIMIDE 250 MG/5 ML SYRUP,$835.20
ethosuximide 50mg/ml oral syrup,$78.36
ethosuximide 50mg/ml oral syrup,$620.54
ethosuximide 50mg/ml oral syrup,$835.20
ETHYL CHLORIDE TOPICAL SPRAY,$152.83
ETHYL CHLORIDE TOPICAL SPRAY,$130.05
ETODOLAC 300 MG CAP,$12.27
ETOMIDATE 2 MG/ML IV,$69.92
ETOMIDATE 2 MG/ML IV,$62.84
ETOMIDATE 2 MG/ML IV,$61.57
etomidate 2mg/ml injection,$69.92
etomidate 2mg/ml injection,$61.57
ETONOGESTREL IMPLANT PER 68 MG,"$2,125.50"
ETOPOSIDE INJ PER 10 MG,$137.75
ETOPOSIDE INJ PER 10 MG,$247.28
ETOPOSIDE INJ PER 10 MG,$170.20
ETOPOSIDE INJ PER 10 MG,$366.00
ETOPOSIDE INJ PER 10 MG,$312.12
ETOPOSIDE 50 MG CAP,$228.35
ETOPOSIDE PHOSPHATE PER 10 MG INJ,$381.00
ETRAVIRINE 100 MG TAB,$33.71
ETRAVIRINE 200 MG TAB,$67.25
EVEROLIMUS 0.25 MG TAB,$28.83
EVEROLIMUS 0.25 MG TAB,$28.83
EVEROLIMUS 0.25 MG TAB,$49.63
EVEROLIMUS 0.25 MG TAB,$49.63
EVEROLIMUS 0.25 MG TAB,$70.47
EVEROLIMUS 0.25 MG TAB,$70.47
EXEMESTANE 12.5 MG TAB,$72.21
EXEMESTANE 25 MG TAB,$64.62
EXEMESTANE 25 MG TAB,$68.21
EXEMESTANE 25 MG TAB,$32.83
FAMCICLOVIR 125 MG TAB,$35.56
FAMCICLOVIR 500 MG TAB,$18.08
FAMCICLOVIR 62.5 MG TAB,$39.56
FAMOTIDINE 10 MG/ML IV,$53.64
FAMOTIDINE 10 MG/ML IV,$52.73
FAMOTIDINE 10 MG/ML IV,$52.70
FAMOTIDINE 10 MG TAB,$12.18
FAMOTIDINE 10 MG/ML IV,$141.00
FAMOTIDINE 10 MG/ML IV,$53.35
FAMOTIDINE 10 MG/ML IV,$57.35
FAMOTIDINE 10 MG/ML IV,$77.20
FAMOTIDINE 10 MG/ML IV,$72.00
FAMOTIDINE 20 MG TAB,$8.25
FAMOTIDINE 20 MG TAB,$8.11
FAMOTIDINE 20 MG TAB,$8.18
FAMOTIDINE 20 MG TAB,$8.28
FAMOTIDINE 20 MG TAB,$8.46
FAMOTIDINE 20 MG/ML INJ,$53.64
FAMOTIDINE 20 MG/ML INJ,$52.70
FAMOTIDINE 4 MG/ML INJ,$125.00
FAMOTIDINE 40 MG TAB,$8.53
FAMOTIDINE 40 MG TAB,$8.28
FAMOTIDINE 40 MG/5 ML ORAL SUSP,$579.00
FAMOTIDINE 40 MG/5 ML ORAL SUSP,$425.84
FAMOTIDINE 40 MG/5 ML ORAL SUSP,$440.75
FAMOTIDINE 40 MG/5 ML ORAL SUSP,$151.44
FAMOTIDINE 4 MG/ML INJ,$125.00
famotidine 8mg/ml suspension,$579.00
famotidine 8mg/ml suspension,$425.84
famotidine 8mg/ml suspension,$440.75
FAT EMULSION 20 % IV (NEO),$63.25
FAT EMULSION 20 % IV,$150.00
FAT EMULSION 20 % IV,$150.00
FAT EMULSION 20 % IV,$150.00
FAT EMULSION 20 % IV,$150.00
FAT EMULSION 20 % IV,$150.00
FAT EMULSION 20 % IV,$150.00
FAT EMULSION 20 % IV (NEO/PEDS),$150.00
FAT EMULSION 20 % IV (NEO/PEDS),$150.00
FAT EMULSION 20 % IV (NEO/PEDS),$150.00
FAT EMULSION 20 % IV,$150.00
FAT EMULSION 20 % IV,$150.00
FAT EMULSION 20 % IV,$150.00
FAT EMULSION 20 % IV,$150.00
FAT EMULSION 20 % IV,$150.00
FAT EMULSION 20 % IV,$150.00
FEBUXOSTAT 40 MG TAB,$36.50
FELBAMATE 200 MG TAB,$23.45
FELBAMATE 300 MG TAB,$46.09
FELBAMATE 400 MG TAB,$20.15
FELBAMATE 600 MG TAB,$42.09
FELBAMATE 600 MG TAB,$21.69
FELBAMATE 600 MG/5 ML ORAL SUSP,"$3,902.36"
FELBAMATE 600 MG/5 ML ORAL SUSP,"$1,229.71"
FELODIPINE SR 10 MG 24 HR TAB,$16.82
FELODIPINE SR 10 MG 24 HR TAB,$14.23
FELODIPINE SR 2.5 MG 24 HR TAB,$13.53
FELODIPINE SR 2.5 MG 24 HR TAB,$13.25
FELODIPINE SR 2.5 MG 24 HR TAB,$9.89
FENOFIBRATE 54 MG TAB,$10.31
FENOFIBRATE MICRONIZED 200 MG CAP,$22.67
FENOFIBRATE MICRONIZED 200 MG CAP,$26.04
FENOFIBRATE MICRONIZED 200 MG CAP,$26.04
FENOFIBRATE MICRONIZED 67 MG CAP,$10.52
FENOFIBRATE MICRONIZED 67 MG CAP,$12.90
FENOFIBRATE 145MG TAB,$30.56
FENOFIBRATE 145MG TAB,$25.78
FENOFIBRATE 145MG TAB,$11.71
FENOFIBRATE 48MG TAB,$11.19
FENOFIBRATE 48MG TAB,$9.89
FENOFIBRATE 72.5 MG TAB,$15.19
FENOLDOPAM 10 MG/ML IV,$760.01
FENTANYL INJ PER 0.1 MG,$57.35
FENTANYL INJ PER 0.1 MG,$55.71
FENTANYL INJ PER 0.1 MG,$54.06
FENTANYL INJ PER 0.1 MG,$54.48
FENTANYL INJ PER 0.1 MG,$57.07
FENTANYL INJ PER 0.1 MG,$51.86
FENTANYL INJ PER 0.1 MG,$51.93
FENTANYL INJ PER 0.1 MG,$52.00
FENTANYL INJ PER 0.1 MG,$61.66
FENTANYL INJ PER 0.1 MG,$55.18
FENTANYL INJ PER 0.1 MG,$122.80
FENTANYL INJ PER 0.1 MG,$55.92
FENTANYL INJ PER 0.1 MG,$55.99
FENTANYL INJ PER 0.1 MG,$51.86
FENTANYL INJ PER 0.1 MG,$96.31
FENTANYL INJ PER 0.1 MG,$63.06
FENTANYL INJ PER 0.1 MG,$51.93
FENTANYL INJ PER 0.1 MG,$54.48
FENTANYL INJ PER 0.1 MG,$57.07
FENTANYL INJ PER 0.1 MG,$53.64
FENTANYL INJ PER 0.1 MG,$51.89
FENTANYL INJ PER 0.1 MG,$54.48
FENTANYL INJ PER 0.1 MG,$54.06
FENTANYL INJ PER 0.1 MG,$55.71
FENTANYL INJ PER 0.1 MG,$52.00
FENTANYL INJ PER 0.1 MG,$51.93
FENTANYL INJ PER 0.1 MG,$54.48
FENTANYL INJ PER 0.1 MG,$51.93
FENTANYL INJ PER 0.1 MG,$51.86
FENTANYL INJ PER 0.1 MG,$51.86
FENTANYL INJ PER 0.1 MG,$51.89
"FENTANYL 1,200 MCG LOLLIPOP",$22.68
"FENTANYL 1,200 MCG LOLLIPOP",$49.41
"FENTANYL 1,200 MCG LOLLIPOP",$22.68
FENTANYL INJ PER 0.1 MG,$51.93
FENTANYL INJ PER 0.1 MG,$54.48
FENTANYL INJ PER 0.1 MG,$54.06
FENTANYL INJ PER 0.1 MG,$55.71
FENTANYL INJ PER 0.1 MG,$55.92
FENTANYL INJ PER 0.1 MG,$51.86
FENTANYL INJ PER 0.1 MG,$55.18
FENTANYL INJ PER 0.1 MG,$61.66
FENTANYL INJ PER 0.1 MG,$57.35
FENTANYL INJ PER 0.1 MG,$57.07
FENTANYL INJ PER 0.1 MG,$122.80
FENTANYL INJ PER 0.1 MG,$96.31
FENTANYL INJ PER 0.1 MG,$55.99
FENTANYL INJ PER 0.1 MG,$51.93
FENTANYL INJ PER 0.1 MG,$54.48
FENTANYL INJ PER 0.1 MG,$57.07
FENTANYL INJ PER 0.1 MG,$53.64
FENTANYL INJ PER 0.1 MG,$51.89
FENTANYL 100 MCG/HR PATCH,$26.49
FENTANYL 100 MCG/HR PATCH,$26.49
FENT-BUP IN NS 10 MCG/ML-0.1% INJ,$189.97
FENTANYL 12 MCG/HR  PATCH,$58.29
FENTANYL 12 MCG/HR  PATCH,$42.51
FENTANYL INJ PER 0.1 MG,$172.61
FENTANYL INJ PER 0.1 MG,$131.27
FENTANYL INJ PER 0.1 MG,$84.48
FENTANYL INJ PER 0.1 MG,$172.61
FENTANYL INJ PER 0.1 MG,$131.27
FENTANYL INJ PER 0.1 MG,$84.48
FENTANYL INJ PER 0.1 MG,$172.61
FENTANYL INJ PER 0.1 MG,$131.27
FENTANYL INJ PER 0.1 MG,$84.48
FENTANYL INJ PER 0.1 MG,$172.61
FENTANYL INJ PER 0.1 MG,$131.27
FENTANYL INJ PER 0.1 MG,$84.48
FENTANYL INJ PER 0.1 MG,$172.61
FENTANYL INJ PER 0.1 MG,$131.27
FENTANYL INJ PER 0.1 MG,$84.48
FENT-ROPIV LABOR EPIDURAL,$150.00
FENT-ROPIV LABOR EPIDURAL,$213.21
FENT-ROPIV LABOR EPIDURAL,$150.00
FENT-BUPIV LABOR INTRATHECAL,$150.00
FENTANYL 200 MCG LOLLIPOP,$43.14
FENTANYL 200 MCG LOLLIPOP,$146.34
FENTANYL 200 MCG LOLLIPOP,$29.58
FENTANYL 200 MCG LOLLIPOP,$146.34
FENTANYL 25 MCG/HR PATCH,$17.22
FENTANYL 400 MCG LOLLIPOP,$153.78
FENTANYL 400 MCG LOLLIPOP,$50.07
FENTANYL 400 MCG LOLLIPOP,$153.78
FENTANYL INJ PER 0.1 MG,$63.16
FENTANYL INJ PER 0.1 MG,$63.16
FENTANYL 50 MCG/HR  PATCH,$48.18
FENTANYL 50 MCG/HR  PATCH,$20.46
FENT-BUP IN NS  5 MCG/ML-0.1% INJ,$142.47
FENTANYL 600 MCG LOLLIPOP,$185.63
FENTANYL 600 MCG LOLLIPOP,$66.06
FENTANYL 600 MCG LOLLIPOP,$185.63
FENTANYL 75 MCG/HR  PATCH,$25.92
FENTANYL 800 MCG LOLLIPOP,$217.58
FENTANYL 800 MCG LOLLIPOP,$76.05
FENTANYL 800 MCG LOLLIPOP,$217.58
FENTANYL INJ PER 0.1 MG,$139.22
FENTANYL INJ PER 0.1 MG,$103.90
LABOR EPIDURAL,$150.00
LABOR EPIDURAL,$150.00
FENT-ROPIV LABOR EPIDURAL,$150.00
FENT-ROPIV LABOR EPIDURAL,$150.00
FENT-ROPIV LABOR EPIDURAL,$213.21
FERROUS SULFATE 15 MG/ML DROPS,$20.54
FERROUS SULFATE 15 MG/ML DROPS,$24.29
FERROUS SULFATE 15 MG/ML DROPS,$49.98
FERROUS SULFATE 15 MG/ML DROPS,$12.04
FERROUS SULFATE 15 MG/ML DROPS,$12.05
FERROUS SULFATE 15 MG/ML DROPS,$12.04
FERROUS SULFATE 15 MG/ML DROPS,$12.05
FERROUS SULFATE 15 MG/ML DROPS,$20.54
FERROUS SULFATE 15 MG/ML DROPS,$24.29
FERROUS SULFATE 15 MG/ML DROPS,$49.98
FERROUS SULFATE 15 MG/ML DROPS,$20.54
FERROUS SULFATE 15 MG/ML DROPS,$24.29
FERROUS SULFATE 15 MG/ML DROPS,$49.98
FERROUS SULFATE 300MG/5ML LIQUID,$9.58
FERROUS SULFATE 325 MG  TAB,$10.00
FERROUS SULFATE 325 MG  TAB,$10.00
FEXOFENADINE 180 MG TAB,$9.06
filgrastim injection per 1 mcg,$76.25
filgrastim injection per 1 mcg,"$1,615.85"
FILGRASTIM-SNDZ INJ PER 1 MCG,$962.50
FILGRASTIM-SNDZ INJ PER 1 MCG,"$1,426.60"
FILGRASTIM-SNDZ INJ PER 1 MCG,"$1,425.30"
FILGRASTIM-SNDZ INJ PER 1 MCG,"$1,414.25"
FINASTERIDE 2.5 MG TAB,$16.17
FINASTERIDE 5 MG TAB,$22.07
FINASTERIDE 5 MG TAB,$17.10
FINASTERIDE 5 MG TAB,$9.93
FINASTERIDE 5 MG TAB,$10.63
FINASTERIDE 5 MG TAB,$17.10
FLAVOXATE 100 MG TAB,$11.08
FLAVOXATE 100 MG TAB,$10.70
FLAVOXATE 50 MG TAB,$15.08
FLECAINIDE 100 MG TAB,$11.29
FLECAINIDE 100 MG TAB,$9.40
flecainide 20 mg/mL oral susp,$152.00
FLECAINIDE 50 MG TAB,$15.29
fleet pediatric enema  59ml,$13.11
FLUCONAZOLE 10 MG/ML SUSP,$106.75
FLUCONAZOLE 10 MG/ML SUSP,$106.75
FLUCONAZOLE 100 MG TAB,$13.50
FLUCONAZOLE 100 MG TAB,$10.73
FLUCONAZOLE 200 MG TAB,$17.00
FLUCONAZOLE 200 MG TAB,$16.33
FLUCONAZOLE 200 MG TAB,$14.72
FLUCONAZOLE 200 MG TAB,$12.48
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE 40 MG/ML ORAL SUSP,$937.93
FLUCONAZOLE 40 MG/ML ORAL SUSP,$114.90
FLUCONAZOLE 40 MG/ML ORAL SUSP,$89.18
fluconazole 40mg/ml suspension,$937.93
fluconazole 40mg/ml suspension,$937.93
FLUCONAZOLE 50 MG TAB,$17.50
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE INJ PER 200MG,$150.00
FLUCONAZOLE 2 MG/ML INJ,$81.78
FLUCONAZOLE 2 MG/ML INJ,$81.78
FLUCONAZOLE 2 MG/ML INJ,$81.78
FLUCYTOSINE 50 MG/ML ORAL SUSP,$852.00
flucytosine 50 mg/ml oral,$852.00
FLUCYTOSINE 500 MG CAP,$357.20
FLUCYTOSINE 500 MG CAP,$241.78
FLUCYTOSINE 500 MG CAP,$266.25
FLUDARABINE 50 MG IV,$303.12
Fludarabine per 50 mg injection,$377.98
Fludarabine per 50 mg injection,$415.09
Fludarabine per 50 mg injection,$322.54
FLUDROCORTISONE 0.0.5 MG TAB,$13.89
FLUDROCORTISONE 0.1 MG TAB,$9.72
FLUDROCORTISONE 0.1 MG TAB,$9.89
FLUDROCORTISONE 0.1 MG TAB,$9.89
flumazenil 0.1 mg/ml injection,$60.04
flumazenil 0.1 mg/ml injection,$60.01
flumazenil 0.1 mg/ml injection,$60.04
FLUMAZENIL 0.1 MG/ML IV,$79.87
FLUMAZENIL 0.1 MG/ML IV,$60.01
FLUMAZENIL 0.1 MG/ML IV,$60.04
FLUMAZENIL 0.1 MG/ML IV,$70.51
FLUOCINOLONE 0.01 % TOPICAL CREAM,$27.81
FLUOCINOLONE 0.01 % TOPICAL CREAM,$359.70
FLUOCINOLONE 0.01 % TOPICAL CREAM,$297.98
FLUOCINOLONE 0.01 % TOPICAL SOLN,$477.48
FLUOCINOLONE 0.025 % OINTMENT,$234.42
FLUOCINOLONE 0.025 % OINTMENT,$277.38
FLUOCINOLONE 0.025 % OINTMENT,$225.01
Fluocinolone per 0.59mg implant,"$73,200.00"
FLUOCINONIDE 0.05 % OINTMENT,$280.10
FLUOCINONIDE 0.05 % OINTMENT,$471.60
FLUOCINONIDE 0.05 % TOPICAL CREAM,$309.98
FLUOCINONIDE 0.05 % TOPICAL CREAM,$157.67
FLUOCINONIDE 0.05 % TOPICAL GEL,$33.90
FLUOCINONIDE 0.05 % TOPICAL GEL,$243.16
FLUOCINONIDE 0.05 % TOPICAL SOLN,$274.02
FLUOCINONIDE 0.05 % TOPICAL SOLN,$240.88
FLUOCINONIDE-EMOLLIENT 0.05 % CR,$111.94
FLUORESCEIN 1 MG EYE STRIPS,$8.56
FLUORESCEIN 1 MG EYE STRIPS,$8.32
FLUORESCEIN 10 % IV,$154.81
FLUORESCEIN 10 % IV,$95.34
FLUOROMETHOLONE 0.1 % EYE DROPS,$494.05
FLUOROMETHOLONE 0.1 % EYE DROPS,$267.69
FLUOROMETHOLONE 0.1 % EYE DROPS,$201.78
FLUOROURACIL PER 500 MG INJ,$165.28
FLUOROURACIL PER 500 MG INJ,$164.36
FLUOROURACIL 5 % TOPICAL CREAM,$663.48
FLUOROURACIL INJ PER 500MG,$161.24
FLUOROURACIL INJ PER 500MG,$161.24
FLUOROURACIL INJ PER 500MG,$161.24
FLUOROURACIL INJ PER 500MG,$161.24
FLUOXETINE 10 MG CAP,$8.11
FLUOXETINE 10 MG CAP,$8.28
FLUOXETINE 20 MG CAP,$8.30
FLUOXETINE 20 MG CAP,$8.18
FLUOXETINE 20 MG/5 ML ORAL SOLN,$24.60
FLUOXETINE 20 MG/5 ML ORAL SOLN,$24.01
fluoxetine 4mg/ml solution,$24.60
fluoxetine 4mg/ml solution,$24.01
FLUPHENAZINE .5 MG TAB,$12.39
FLUPHENAZINE 1 MG TAB,$12.33
FLUPHENAZINE 1 MG TAB,$12.33
FLUPHENAZINE 1.25 MG TAB,$12.77
FLUPHENAZINE 2.5 MG TAB,$12.66
FLUPHENAZINE 2.5 MG TAB,$12.66
FLUPHENAZINE 2.5 MG/5 ML ELIXIR,$80.40
FLUPHENAZINE 2.5 MG/ML INJECTION,$423.50
FLUPHENAZINE 5 MG TAB,$28.87
FLUPHENAZINE 5 MG TAB,$12.78
FLUPHENAZINE 5 MG TAB,$8.70
FLUPHENAZINE 5 MG TAB,$30.56
FLUPHENAZINE 5 MG TAB,$12.78
FLUPHENAZINE DEC INJ PER 25 MGN,$461.45
FLUPHENAZINE DEC INJ PER 25 MGN,$133.21
FLUTICASONE 100 MCG/ACT DISK INH,$254.36
FLUTICASONE 110 MCG/PUFF INHALER,$472.75
FLUTICASONE 250 MCG/ACT DISK INH,$305.30
FLUTICASONE 44 MCG/PUFF INHALER,$358.15
FLUTICASONE 50 MCG/ACT DISK INH,$370.50
FLUTICASONE 50 MCG/SPRAY NASAL,$24.55
FLUTICASONE 50 MCG/SPRAY NASAL,$86.59
FLUTICASONE 50 MCG/SPRAY NASAL,$47.20
FLUTICASONE 50 MCG/SPRAY NASAL,$46.08
FLUTICASONE 27.5MCG/SPRAY NASAL,$321.58
FLUVASTATIN SR 80 MG 24 HR TAB,$30.88
FLUVOXAMINE 100 MG TAB,$9.54
FLUVOXAMINE 100 MG TAB,$8.46
FLUVOXAMINE 100 MG TAB,$9.54
FLUVOXAMINE 25 MG TAB,$8.70
FLUVOXAMINE 50 MG TAB,$13.54
FOLIC ACID 0.5 MG TAB,$12.53
FOLIC ACID 1 MG TAB,$8.53
FOLIC ACID 1 MG TAB,$8.28
FOLIC ACID 1 MG TAB,$8.56
FOLIC ACID 1 MG TAB,$8.21
FOLIC ACID 1 MG TAB,$8.28
FOLIC ACID 1 MG TAB,$8.35
folic acid 1 mg/ml,$64.50
folic acid 1 mg/ml oral,$64.50
FOLIC ACID 5 MG/ML INJECTION,$109.80
FOLIC ACID 5 MG/ML INJECTION,$131.58
FOMEPIZOLE INJ PER 15MG,"$6,432.19"
FOMEPIZOLE INJ PER 15MG,"$2,705.85"
FONDAPARINUX INJ PER 0.5 MG,$160.86
FONDAPARINUX INJ PER 0.5 MG,$160.86
FONDAPARINUX INJ PER 0.5 MG,$83.96
FONDAPARINUX INJ PER 0.5 MG,$83.96
FONDAPARINUX INJ PER 0.5MG,$141.96
FORMALDEHYDE 4 % TOP SOLN,$187.00
FOSAMPRENAVIR 350 MG TAB,$63.09
FOSAMPRENAVIR 700 MG TAB,$59.06
FOSCARNET INJ PER 1000 MG,$92.50
FOSCARNET INJ PER 1000 MG,$693.89
FOSCARNET INJ PER 1000 MG,"$1,361.05"
FOSFOMYCIN  5.631 G ORAL,$434.30
FOSPHENYTION 50 PE/ML INJ,$59.30
FOSPHENYTION 50 PE/ML INJ,$69.53
FOSPHENYTOIN 50 PE/ML INJ,$60.40
FOSPHENYTOIN 50 PE/ML INJ,$77.30
