UF Health Shands Gainesville - Pricing Transparency Charge Master,,
Issued 12/28/2018,,
"NOTE: prices identified as ""Mark Up' encompass multiple items with different prices based item markup",,
,,
BILLING_DESC,UNIT,PRICE
CALCIUM GLUCONATE-NACL 2-0.9 GM/120ML-% IV SOLN SH ,1  x 100 mL Flex Cont,105.80
CALCIUM IONIZED ,EACH,95.00
CALCIUM IONIZED ,EACH,95.00
CALCIUM POLYCARBOPHIL 625 MG PO TABS ,1 each,3.00
CALCIUM URINE (24HR) ,EACH,45.00
CALCIUM-URINE 24HR ,EACH,45.00
CALCULI RISK ASSESSMENT UR - CA ,EACH,16.00
CALCULI RISK ASSESSMENT UR - CHLORIDE ,EACH,10.00
CALCULI RISK ASSESSMENT UR - CITRATE ,EACH,75.00
CALCULI RISK ASSESSMENT UR - K ,EACH,12.00
CALCULI RISK ASSESSMENT UR - MG ,EACH,19.00
CALCULI RISK ASSESSMENT UR - NA ,EACH,14.00
CALCULI RISK ASSESSMENT UR - OXALATE ,EACH,36.00
CALCULI RISK ASSESSMENT UR - PH ,EACH,10.00
CALCULI RISK ASSESSMENT UR - PHOS ,EACH,13.00
CALCULI RISK ASSESSMENT UR - URIC ACID ,EACH,13.00
CALCULUS ASSAY QUANT ,EACH,60.00
CALF SLVE STANDARD ,EACH,50.00
CALFACTANT IN NACL 35-0.9 MG/ML-% TR SUSP ,1  x 3 mL Vial,"1,561.60"
CALIPERS ,EACH,250.00
CALMOL-4 76-10 % RE SUPP ,1 each,3.00
CALORIC VSTBLR TEST W/REC BITHERMAL ,EACH,865.00
CALORIC VSTBLR TEST W/REC MONOTHERMAL ,EACH,865.00
CALPROTECTIN FECAL ,EACH,250.00
CALRETICULIN  EXON 9 MUTATION ,EACH,565.00
CALRETICULIN EXON 9 MUTATION ,EACH,540.00
CAMPHOR-MENTHOL 0.5-0.5 % EX LOTN ,1  x 222 mL Bottle,24.70
CANAKINUMAB 150 MG SC SOLR ,1 each,"64,954.70"
CANAKINUMAB 150 MG SC SOLR ,1 each,"64,954.70"
CANALITH REPOSITIONING ,EACH,165.00
CANDESARTAN CILEXETIL 16 MG PO TABS ,1 each,10.00
CANDESARTAN CILEXETIL 16 MG PO TABS ,1 each,10.00
CANDESARTAN CILEXETIL 32 MG PO TABS ,1 each,13.50
CANDESARTAN CILEXETIL 32 MG PO TABS ,1 each,13.50
CANDESARTAN CILEXETIL 4 MG PO TABS ,1 each,10.00
CANDESARTAN CILEXETIL 8 MG PO TABS ,1 each,10.00
CANDIDA ALBICANS SKN TST ANTGN ID SOLN ,1  x 1 mL Vial,804.70
CANDIDA ANTIBODY ,EACH,26.00
CANNABINOIDS URINE DRUG CONF ,EACH,118.00
CANNABINOID-UR ,EACH,257.00
CANNON 28CM KIT ,EACH,250.00
CANNON 32CM KIT ,EACH,250.00
CANNULA ARTERIAL ,EACH,Mark Up
CANNULA DRAINAGE ,EACH,Mark Up
CANNULA ELECTROTHERAPY ,EACH,Mark Up
CANNULA ERCP ,EACH,Mark Up
CANNULA INJECTION ,EACH,Mark Up
CANNULA ORTHOPEDIC ,EACH,Mark Up
CANNULA PERFUSION ,EACH,Mark Up
CANNULA VENTRICULAR ASSIST ,EACH,Mark Up
CANNULATOME ,EACH,Mark Up
CANTHOTOMY LATERAL ,EACH,"5,590.00"
CAP END ,EACH,Mark Up
CAP LOCKING ,EACH,Mark Up
CAP PROTECTIVE ,EACH,Mark Up
CAPD - DAILY ADULT ,EACH,460.00
CAPD HOME TRAINING -ADULT ,EACH,460.00
CAPECITABINE 150 MG PO TABS ,1 each,83.10
CAPECITABINE 500 MG PO TABS ,1 each,211.00
CAPILLARY BLOOD GAS PUNCTURE ,EACH,21.00
CAPILLARY BLOOD GAS PUNCTURE ,EACH,21.00
CAPSAICIN 0.1 % EX CREA ,1  x 42.5 g Tube,31.40
CAPSULE ENDOSCOPY ,EACH,"3,000.00"
CAPTOPRIL 100 MG PO TABS ,1 each,11.50
CAPTOPRIL 12.5 MG PO TABS ,1 each,5.20
CAPTOPRIL 12.5 MG PO TABS ,1 each,5.20
CAPTOPRIL 12.5 MG PO TABS ,1 each,5.20
CAPTOPRIL 25 MG PO TABS ,1 each,5.60
CAPTOPRIL 50 MG PO TABS ,1 each,8.70
CAPTOPRIL 6.25 MG PO TAB (INPATIENT) ,1 each,5.20
CAPTOPRIL PO LIQD 0.2 MG/ML NICU ,125 mL,29.70
CAPTOPRIL PO LIQD 1 MG/ML ,100 mL,3.00
CAR ADAPT DRIVE EVAL/HR (CASH) ,EACH,175.00
CARBACHOL 0.01 % IO SOLN ,1  x 1.5 mL Vial,164.50
CARBACHOL 0.01 % IO SOLN ,1  x 1.5 mL Vial,164.50
CARBACHOL 0.01 % IO SOLN ,1  x 1.5 mL Vial,164.50
CARBAMAZEPINE (TEGRETOL) TOTAL ,EACH,99.00
CARBAMAZEPINE 100 MG PO CHEW ,1 each,3.00
CARBAMAZEPINE 100 MG PO TAB (INPATIENT) ,1 each,3.00
CARBAMAZEPINE 100 MG/5ML PO SUSP ,450 mL,266.00
CARBAMAZEPINE 200 MG PO TABS ,1 each,3.40
CARBAMAZEPINE 200 MG/10ML PO SUSP UD SH ,1  x 10 mL Cup,13.70
CARBAMAZEPINE 50 MG PO CHEW (INPATIENT) ,1 each,3.00
CARBAMAZEPINE ER 100 MG PO CP12 ,1 each,6.40
CARBAMAZEPINE ER 100 MG PO TB12 ,1 each,4.70
CARBAMAZEPINE ER 200 MG PO CP12 ,1 each,5.80
CARBAMAZEPINE ER 200 MG PO TB12 ,1 each,6.30
CARBAMAZEPINE ER 300 MG PO CP12 ,1 each,6.40
CARBAMAZEPINE ER 400 MG PO TB12 ,1 each,18.40
CARBIDOPA 25 MG PO TABS ,1 each,94.80
CARBIDOPA-LEVODOPA 10-100 MG PO TABS ,1 each,3.50
CARBIDOPA-LEVODOPA 12.5-50 MG PO TAB (INPATIENT) ,1 each,3.00
CARBIDOPA-LEVODOPA 25-100 MG PO TABS ,1 each,3.90
CARBIDOPA-LEVODOPA 25-100 MG PO TBDP ,1 each,4.20
CARBIDOPA-LEVODOPA 25-250 MG PO TABS ,1 each,4.90
CARBIDOPA-LEVODOPA ER 25-100 MG PO TBCR ,1 each,3.00
CARBIDOPA-LEVODOPA ER 50-200 MG PO TBCR ,1 each,5.30
CARBOGEN TREATMENT ,EACH,190.00
CARBON DIOXIDE ,EACH,35.00
CARBON MONOXIDE QUANTITATIVE ,EACH,85.00
CARBOPLATIN 10 MG/ML IV SOLN CUSTOM UF ,45 mL,237.40
CARBOPLATIN 10 MG/ML IV SOLN CUSTOM UF ,45 mL,237.40
CARBOPLATIN 10 MG/ML IV SOLN CUSTOM UF ,45 mL,237.40
CARBOPLATIN 10 MG/ML IV SOLN CUSTOM UF ,60 mL,318.20
CARBOPLATIN 10 MG/ML IV SOLN CUSTOM UF ,60 mL,318.20
CARBOPLATIN 450 MG/45ML IV SOLN ,45 mL,237.40
CARBOPLATIN 450 MG/45ML IV SOLN ,45 mL,237.40
CARBOPLATIN 450 MG/45ML IV SOLN ,45 mL,237.40
CARBOPLATIN 600 MG/60ML IV SOLN ,60 mL,318.20
CARBOPLATIN 600 MG/60ML IV SOLN ,60 mL,318.20
CARBOPROST TROMETHAMINE 250 MCG/ML IM SOLN ,1  x 1 mL Ampule,"1,461.60"
CARBOXYMETHYLCELLULOSE SOD PF 1 % OP GEL ,.03333  x 30 each Plas Cont,3.00
CARCINOEMBRYONIC ANTIGEN ,EACH,130.00
CARD BLD POOL GATED SINGLE ,EACH,"1,495.00"
CARD REHAB W/MONITOR ,EACH,360.00
CARD REHAB W/O ECG MONITORING ,EACH,415.00
CARDIAC BLD POOL GATED-MULTIP ,EACH,"1,495.00"
CARDIAC CATH TRAY ,EACH,90.00
CARDIAC CK ,EACH,45.00
CARDIAC SHUNT DETECTION ,EACH,"1,495.00"
CARDIAC STRESS TEST ,EACH,"1,040.00"
CARDIACATH PACK ,EACH,70.00
CARDIACATH PACK ,EACH,70.00
CARDIOFORM SEPTAL OCCLUDER ,EACH,"19,305.00"
CARDIOLIPIN AB EA IG CLASS ,EACH,53.00
CARDIOPULMONARY EXERCISE TESTING ,EACH,825.00
CARDIOPULMONARY RESUSCITATION ,EACH,825.00
CARDIOVERSION ELEC EXT ,EACH,"1,705.00"
CARDIOVERSION ELECTIVE EXTERNAL ,EACH,"1,705.00"
CARDIOVERSION ELECTIVE INTERNA ,EACH,"1,705.00"
CARDIOVERSION ELECTIVE INTERNAL ,EACH,"1,705.00"
CARDIOVERTER DEFIBRILLATOR INTICA PROMRI ,EACH,"45,790.00"
CARDIOVERTER-DEFIB RESONATE EL ,EACH,"37,175.00"
CARFILZOMIB 30 MG IV SOLR CUSTOM UF ,1 each,"4,585.90"
CARFILZOMIB 60 MG IV SOLR ,60 mg,"9,143.60"
CARGLUMIC ACID 200 MG PO TABS ,1 each,692.50
CARISOPRODOL 350 MG PO TABS ,1 each,3.00
CARMUSTINE 100 MG IV SOLR ,1 each,"15,924.30"
CARMUSTINE 100 MG IV SOLR ,1 each,"15,924.30"
CARMUSTINE 100 MG IV SOLR ,1 each,"15,924.30"
CARMUSTINE 100 MG IV SOLR ,100 mg,"15,924.30"
CARNITINE QUANT EA SPECIMEN ,EACH,63.00
CAROTENE ,EACH,31.00
CAROTID BIL COMPLETE ,EACH,605.00
CAROTID FLTR PRCS PMA#P030047 ,EACH,"4,275.00"
CAROTID STENT GUIDNT ,EACH,"5,885.00"
CAROTID STNT PRCS PMA#P030047 ,EACH,"5,965.00"
CAROTID UNILAT OR LIMITED ,EACH,570.00
CARRASYN V WOUND DRESSING EX GEL ,1  x 85 g Tube,91.00
CARTO 3 REF PATCH ,EACH,"1,310.00"
CARTRIDGE BONE STAPLE ,EACH,Mark Up
CARTRIDGE EXPRESS NXSTAGE ,EACH,505.00
CARVEDILOL 12.5 MG PO TABS ,1 each,6.50
CARVEDILOL 25 MG PO TABS ,1 each,6.50
CARVEDILOL 3.125 MG PO TABS ,1 each,6.50
CARVEDILOL 6.25 MG PO TABS ,1 each,6.50
CARVEDILOL PHOSPHATE ER 10 MG PO CP24 ,1 each,33.10
CARVEDILOL PHOSPHATE ER 20 MG PO CP24 ,1 each,33.10
CARVEDILOL PHOSPHATE ER 40 MG PO CP24 ,1 each,33.10
CARVEDILOL PHOSPHATE ER 80 MG PO CP24 ,1 each,33.10
CARVEDILOL PO LIQD 1.67 MG/ML ,30 mL,20.40
CASPOFUNGIN ACETATE 50 MG IV SOLR ,50 mg,"1,393.90"
CASPOFUNGIN ACETATE 50 MG IV SOLR ,50 mg,"1,393.90"
CASPOFUNGIN ACETATE 70 MG IV SOLR ,70 mg,"1,447.20"
CASPOFUNGIN ACETATE 70 MG IV SOLR ,70 mg,"1,447.20"
CAST REPAIR-LG SCOT ,EACH,90.00
CAST REPAIR-MED SCOT ,EACH,90.00
CAST REPAIR-SM SCOTC ,EACH,70.00
CAST SHOE ,EACH,90.00
CAST-ORTHO GLASS LONG ARM-A ,EACH,80.00
CAST-ORTHO GLASS LONG ARM-P ,EACH,30.00
CAST-ORTHO GLASS LONG LEG-A ,EACH,220.00
CAST-ORTHO GLASS LONG LEG-P ,EACH,50.00
CAST-ORTHO GLASS SHORT ARM-A ,EACH,60.00
CAST-ORTHO GLASS SHORT LEG-A ,EACH,100.00
CAST-ORTHO GLASS SHORT LEG-P ,EACH,30.00
CAT SCRATCH DISEASE AB ,EACH,24.00
CATECHOLAMINES FREE (URINE) ,EACH,71.00
CATH - WEDGE ,EACH,150.00
CATH 10F BILIARY ,EACH,310.00
CATH 15FRX24CM CANNON ,EACH,595.00
CATH 15FRX28CM CANNON ,EACH,595.00
CATH 15FRX32CM CANNON ,EACH,740.00
CATH 1ST ORD ART ABD/PELVIC ,EACH,955.00
CATH 1ST ORD ART TH/BRACH ,EACH,955.00
CATH 1ST ORDER VENOUS ,EACH,855.00
CATH 2ND ORD ART ABD/PELVIC ,EACH,955.00
CATH 2ND ORD ART TH/BRACH ,EACH,955.00
CATH 2ND ORDER VENOUS ,EACH,955.00
CATH 3RD ORD ART ABD/PELVIC ,EACH,955.00
CATH 3RD ORD ART TH/BRACH ,EACH,955.00
CATH 3RD ORD ART TH/BRACH ,EACH,955.00
CATH 8X30 SKEETER ,EACH,220.00
CATH AORTA ,EACH,790.00
CATH APD ,EACH,220.00
CATH APD 16 FR ,EACH,190.00
CATH ARTERIAL EMBOLECTOMY 7FR ,EACH,Mark Up
CATH ATHERECTOMY HAWKONE ,EACH,"9,525.00"
CATH BALLOON PRESSURE - ARROW ,EACH,120.00
CATH BALLOON PRESSURE - ARROW ,EACH,120.00
CATH BEACON TIP ,EACH,105.00
CATH BLLN CODA ,EACH,"1,260.00"
CATH COBRA PED 3 FR ,EACH,270.00
CATH CTLAT ,EACH,405.00
CATH CUFF KIT ,EACH,40.00
CATH DBL LUMEN WEDGE 5FR ,EACH,125.00
CATH DBL LUMEN WEDGE 7FR ,EACH,125.00
CATH DEFLECTING VENTURE ,EACH,"1,805.00"
CATH DILAT PERI VIATRAC ,EACH,680.00
CATH DRAINAGE 10 FR ,EACH,230.00
CATH DRAINAGE TRAY ,EACH,220.00
CATH DRN KIT PLEURX 50-7500 ,EACH,165.00
CATH DUAL ACCESS ,EACH,"1,005.00"
CATH DUAL PORT ,EACH,"1,780.00"
CATH DUPLO CATH 180 ,EACH,135.00
CATH EA ADD ART ABD/PELVIC ,EACH,955.00
CATH EA ADD ART ABD/PELVIC ,EACH,955.00
CATH EA ADD ART TH/BRACH ,EACH,955.00
CATH FOR SIS OR HYSTEROSALPINGOGRAPHY ,EACH,390.00
CATH FOR URINE SPECIMEN COLLECT ,EACH,15.00
CATH FR 5-125 ,EACH,70.00
CATH GUIDE STR/ENVOY 6 FR 90 ,EACH,315.00
CATH GUIDELINER ,EACH,"1,320.00"
CATH GUIDING ARC132 ,EACH,1.00
CATH GUIDING DESTINO ,EACH,"1,410.00"
CATH GUIDING INTERVENTIONAL ,EACH,"1,380.00"
CATH GUIDING SHEATH ,EACH,"1,120.00"
CATH GUIDING VISTA ,EACH,170.00
CATH HICKMAN 10 FR ,EACH,Mark Up
CATH HICKMAN 7 FR ,EACH,"1,235.00"
CATH HOCK STICK ,EACH,220.00
CATH INFUSION 5 FR 90 CM 10 ,EACH,240.00
CATH INPACT ADMIRAL PACLITAXEL COATED ,EACH,"4,285.00"
CATH INTRACRANIAL ART. ,EACH,"9,550.00"
CATH JEJUNAL ,EACH,470.00
CATH LINE CONNECT 50-7225 ,EACH,50.00
CATH LINE KIT PLEURX 50-7210 ,EACH,50.00
CATH LINE KIT PLEURX 50-7210 ,EACH,50.00
CATH LINE KIT PLEURX 50-7235 ,EACH,40.00
CATH LT OR RT PULM ART ,EACH,855.00
CATH LUMEN DUAL 7 FR ,EACH,710.00
CATH MICRO SUPERCROSS ,EACH,"1,445.00"
CATH MIKLSON 15/80 ,EACH,80.00
CATH PICC TRIPLE LUMEN ,EACH,345.00
CATH PLACEMENT ANGIOGRAPHY ,EACH,"10,685.00"
CATH PLCMNT W/BYPASS GRFT/INT MAM ,EACH,"11,750.00"
CATH PLEURX 50-700 ,EACH,"1,260.00"
CATH RENAL CRV ,EACH,220.00
CATH REPROCESSED GE ICE-ACUNAV ,EACH,"2,225.00"
CATH REPROCESSED GE ICE-CARTO SOUNDSTAR ,EACH,"3,390.00"
CATH RT HRT/PULM ART ,EACH,935.00
CATH SEGMENTAL ART ,EACH,855.00
CATH SIM 1 5 FR ,EACH,200.00
CATH SKATER ,EACH,220.00
CATH SUPPORT CXI ,EACH,500.00
CATH TRANSLUM ANGIOPLASTY LASER ,EACH,1.00
CATH UMBILICAL VEIN NEWBORN ,EACH,"3,005.00"
CATH UNFUSE 5 FR 135 CM 10 ,EACH,380.00
CATH UNIFUSE 5 FR 135 CM 30 ,EACH,460.00
CATH UNIFUSE 5 FR 90 CM 10 ,EACH,385.00
CATH UNIFUSE 5 FR 90 CM 30 ,EACH,Mark Up
CATH-ART-INCRAN W/S&I ,EACH,"16,195.00"
CATH-ART-XCRAN W/S&I ,EACH,"12,425.00"
CATHETER ,EACH,40.00
CATHETER  BI DIRECTIONAL ,EACH,"1,435.00"
CATHETER - PED-PIG-VSC ,EACH,200.00
CATHETER - VESSEL SIZING ,EACH,90.00
CATHETER ABLATION DF CURVE ,EACH,"4,740.00"
CATHETER ABLATION EXTENSION ,EACH,540.00
CATHETER ACUITY GUIDING ,EACH,"13,845.00"
CATHETER ANGIOGRAPHIC ,EACH,Mark Up
CATHETER ANGIOPLASTY OTW ,EACH,790.00
CATHETER ATHERECTOMY DIAMONDBACK ,EACH,"9,725.00"
CATHETER ATHERECTOMY ROTABLATOR ,EACH,"3,065.00"
CATHETER ATHERECTOMY XC ,EACH,"8,200.00"
CATHETER BALLOON ,EACH,Mark Up
CATHETER BALLOON ANGIOGRAPHIC ,EACH,Mark Up
CATHETER BALLOON DILATATION ,EACH,Mark Up
CATHETER BALLOON OCCLUSION ,EACH,Mark Up
CATHETER BI-DIRECTIONAL ,EACH,"6,695.00"
CATHETER BLN OCCLUSION ,EACH,560.00
CATHETER BLN OCCLUSION ,EACH,"1,165.00"
CATHETER CECOSTOMY ,EACH,Mark Up
CATHETER CENTRAL VENOUS ,EACH,Mark Up
CATHETER CHOLANGIOGRAM ,EACH,Mark Up
CATHETER DIAGNOSTIC KA2 ,EACH,125.00
CATHETER DIALYSIS ,EACH,Mark Up
CATHETER DIAMONDBACK 360 ,EACH,"8,990.00"
CATHETER DILATION ,EACH,Mark Up
CATHETER DRAINAGE ,EACH,Mark Up
CATHETER ELECTROHEMOSTASIS ,EACH,Mark Up
CATHETER EMBOLECTOMY ,EACH,Mark Up
CATHETER EMBOLECTOMY ,EACH,"1,830.00"
CATHETER EMBOLECTOMY ,EACH,"4,965.00"
CATHETER EMBOLECTOMY ,EACH,"8,565.00"
CATHETER EMBOLECTOMY BALLOON ,EACH,250.00
CATHETER EP ,EACH,310.00
CATHETER EP ,EACH,"5,600.00"
CATHETER EP BIDIRECTIONAL ,EACH,"3,330.00"
CATHETER EP COOLTIP ,EACH,"6,405.00"
CATHETER EP DECANAV ,EACH,"2,715.00"
CATHETER EP DECAPOLAR ,EACH,"1,405.00"
CATHETER EP PENTARAY ,EACH,"4,450.00"
CATHETER EP QUAD ,EACH,"1,540.00"
CATHETER EP SAFIRE ,EACH,"1,280.00"
CATHETER EP STEERABLE ,EACH,"1,385.00"
CATHETER EXTERNAL DRAINAGE ,EACH,Mark Up
CATHETER FOGARTY 3 FR ,EACH,165.00
CATHETER GUIDE TERUMO ,EACH,540.00
CATHETER GUIDELINER ,EACH,"1,320.00"
CATHETER GUIDING ,EACH,Mark Up
CATHETER GUIDING SWIFTNINJA ,EACH,"6,000.00"
CATHETER HI FLO RENEGADE ,EACH,"1,970.00"
CATHETER INFINITI ,EACH,40.00
CATHETER INFUSION ,EACH,Mark Up
CATHETER INTERVENTIONAL ,EACH,Mark Up
CATHETER INTRAAORTIC BALLOON ,EACH,Mark Up
CATHETER INTRATHECAL ,EACH,Mark Up
CATHETER INTRATHECAL ,EACH,Mark Up
CATHETER INTRAUTERINE ,EACH,Mark Up
CATHETER MAPPING CIRCULAR ,EACH,Mark Up
CATHETER MICRO INTERMEDIATE ,EACH,"4,080.00"
CATHETER PALINDROME ,EACH,"1,145.00"
CATHETER PHARESIS ,EACH,365.00
CATHETER PIONEER PLUS ,EACH,"6,750.00"
CATHETER QUADRIPOLAR 5F ,EACH,"1,350.00"
CATHETER SHUNT ,EACH,Mark Up
CATHETER SPIROFLEX ,EACH,"5,410.00"
CATHETER SUPRAPUBIC ,EACH,Mark Up
CATHETER SURECROSS ,EACH,340.00
CATHETER SURGICAL ,EACH,Mark Up
CATHETER SWAN GANZ TD ,EACH,870.00
CATHETER THROMBECTOMY ,EACH,Mark Up
CATHETER THROMBECTOMY ,EACH,Mark Up
CATHETER TRANSFUSION RAPID TRANSIT ,EACH,"1,605.00"
CATHETER TRANSLUMIN NONLASER ,EACH,570.00
CATHETER TRANSLUMINAL ANGIOSCULPT ,EACH,"2,180.00"
CATHETER TRANSLUMINAL ATHERECTOMY ,EACH,"8,700.00"
CATHETER TRANSLUMINAL DRUG-COAT ,EACH,"4,355.00"
CATHETER TRI-LOBE BALLOON IDE#G130120 ,EACH,Mark Up
CATHETER TURNPIKEP ,EACH,"1,530.00"
CATHETER ULTRASOUND ,EACH,Mark Up
CATHETER URETERAL ,EACH,Mark Up
CATHETER URETHRAL ,EACH,Mark Up
CATHETER VALVULOPLASTY BALLOON ,EACH,"2,045.00"
CATHETER VOLCANO IVUS ,EACH,"1,860.00"
CATHETER-BRACHYTX SOURCE ADMIN ,EACH,50.00
CATHETER-DRAINAGE ,EACH,220.00
CATHETERIZATION I & O ,EACH,30.00
CATHETERIZATION W/SPECIMEN COLLECTION ,EACH,15.00
CATHETERIZATION-FOLEY ,EACH,70.00
CATHETER-LINE CONNECT 507225 ,EACH,50.00
CATHETET H1 5 FR ,EACH,50.00
CATH-INT CAROTID W/S&I ,EACH,"17,815.00"
CATH-NSEL-THOR AORTA W/S&I ,EACH,"12,425.00"
CBC SCREEN (DIFF PLT) ,EACH,53.00
CBC W/DIFF ,EACH,53.00
CBC WITH AUTO DIFFERENTIAL ,EACH,53.00
CCP ANTIBODY ,EACH,20.00
CCP IGG ANTIBODY ,EACH,88.00
CCPD - DAILY ADULT ,EACH,460.00
CCPD HOME TRAINING - ADULT ,EACH,460.00
CCPD HOME TRAINING - PEDS ,EACH,460.00
CD33 GENOTYPE ,EACH,632.00
CD4/CD8 TOTAL CNTS W/RATIO ,EACH,59.00
CD4/CD8 TOTAL CNTS W/RATIO ,EACH,73.00
CEA FLUID ,EACH,130.00
CEBPA GENE ANALYSIS ,EACH,750.00
CEBPA GENE FULL SEQUENCE ,EACH,375.00
CEFACLOR 250 MG PO CAPS ,1 each,6.00
CEFACLOR 500 MG PO CAPS ,1 each,11.70
CEFADROXIL 250 MG/5ML PO SUSR ,100 mL,182.40
CEFADROXIL 500 MG PO CAPS ,1 each,11.20
CEFAZOLIN CONCENTRATION ,EACH,160.00
CEFAZOLIN SODIUM 1 G IJ SOLR ,1 each,9.00
CEFAZOLIN SODIUM 1 G IJ SOLR ,1 each,10.40
CEFAZOLIN SODIUM 1 G IJ SOLR ,1 each,34.90
CEFAZOLIN SODIUM 1 G IJ SOLR ,1 each,40.50
CEFAZOLIN SODIUM 1 G IJ SOLR ,1 each,40.50
CEFAZOLIN SODIUM 10 G IJ SOLR ,1 each,151.40
CEFAZOLIN SODIUM 10 G IJ SOLR ,1 each,230.40
CEFAZOLIN SODIUM 500 MG IJ SOLR ,1 each,18.90
CEFAZOLIN SODIUM-DEXTROSE 1-4 GM/50ML-% IV SOLN ,1  x 50 mL Flex Cont,29.20
CEFAZOLIN SODIUM-DEXTROSE 2-3 GM-%(50ML) IV SOLR ,1 each,59.50
CEFDINIR 125 MG/5ML PO SUSR ,60 mL,152.90
CEFDINIR 125 MG/5ML PO SUSR CUSTOM MULTIPATIENT ,60 mL,152.90
CEFEPIME CONC ,EACH,160.00
CEFEPIME HCL 1 G IJ SOLR ,1 each,38.90
CEFEPIME HCL 1 G IJ SOLR ,1 each,96.80
CEFEPIME HCL 1 G IJ SOLR ,1 each,96.80
CEFEPIME HCL 1 GM IJ SOLR CUSTOM ,1 g,96.80
CEFEPIME HCL 1 GM/50ML IV SOLN ,1  x 50 mL Plas Cont,135.60
CEFEPIME HCL 2 G IJ SOLR ,1 each,164.30
CEFEPIME HCL 2 G IJ SOLR ,1 each,164.30
CEFEPIME HCL 2 G IJ SOLR ,1 each,164.30
CEFEPIME HCL 2 G IJ SOLR ,1 each,164.30
CEFEPIME HCL 2 G IJ SOLR ,2 g,164.30
CEFEPIME HCL 2 GM IJ SOLR CUSTOM ,2 g,164.20
CEFEPIME HCL 2 GM/100ML IV SOLN ,1  x 100 mL Plas Cont,200.50
CEFIXIME 100 MG/5ML PO SUSR ,50 mL,816.60
CEFIXIME 200 MG/5ML PO SUSR ,50 mL,"1,633.20"
CEFIXIME 400 MG PO CAPS ,1 each,83.10
CEFOTAXIME SODIUM 1 G IJ SOLR ,1 each,12.00
CEFOTETAN DISODIUM 1 G IJ SOLR ,1 each,106.00
CEFOTETAN DISODIUM 1 G IJ SOLR ,1 each,106.00
CEFOTETAN DISODIUM 1 G IJ SOLR ,1 each,106.00
CEFOTETAN DISODIUM 2 G IJ SOLR ,1 each,183.80
CEFOXITIN SODIUM 1 G IV SOLR ,1 each,60.70
CEFOXITIN SODIUM 1 G IV SOLR ,1 each,60.70
CEFOXITIN SODIUM 2 G IV SOLR ,1 each,104.10
CEFOXITIN SODIUM 2 G IV SOLR ,1 each,104.10
CEFPODOXIME PROXETIL 200 MG PO TABS ,1 each,19.30
CEFPODOXIME PROXETIL 200 MG PO TABS ,1 each,25.40
CEFPODOXIME PROXETIL 200 MG PO TABS ,1 each,25.40
CEFTAROLINE FOSAMIL 400 MG IV SOLR ,1 each,737.80
CEFTAROLINE FOSAMIL 600 MG IV SOLR ,1 each,737.80
CEFTAROLINE FOSAMIL 600 MG IV SOLR ,600 mg,737.80
CEFTAZIDIME 1 G IJ SOLR ,1 each,21.50
CEFTAZIDIME 1 G IJ SOLR ,1 each,21.50
CEFTAZIDIME 1 G IJ SOLR ,1 each,27.30
CEFTAZIDIME 2 G IJ SOLR ,1 each,71.30
CEFTAZIDIME 6 G IJ SOLR ,6 g,106.30
CEFTAZIDIME 6 G IJ SOLR ,6 g,150.00
CEFTAZIDIME OPHTH INJ 2.25 MG/0.1 ML UF ,.3 mL,9.00
CEFTAZIDIME OPHTH INJ 2.25 MG/0.1 ML UF ,.3 mL,9.00
CEFTOLOZANE-TAZOBACTAM 1.5 (1-0.5) G IV SOLR ,1500 mg,454.60
CEFTRIAXONE 5% OP SOLN ,1  x 10 mL Bottle,9.00
CEFTRIAXONE CONC ,EACH,160.00
CEFTRIAXONE SODIUM 1 G IJ SOLR ,1 each,183.30
CEFTRIAXONE SODIUM 1 G IJ SOLR ,1 each,183.30
CEFTRIAXONE SODIUM 1 G IJ SOLR ,1 g,183.30
CEFTRIAXONE SODIUM 10 G IV SOLR ,10000 mg,"1,539.50"
CEFTRIAXONE SODIUM 2 G IJ SOLR ,2 g,28.60
CEFTRIAXONE SODIUM 2 G IJ SOLR ,1 each,336.30
CEFTRIAXONE SODIUM 2 G IJ SOLR ,1 each,336.30
CEFTRIAXONE SODIUM 250 MG IJ SOLR ,1 each,78.20
CEFTRIAXONE SODIUM 250 MG IJ SOLR ,1 each,78.20
CEFTRIAXONE SODIUM 250 MG IJ SOLR ,1 each,82.00
CEFTRIAXONE SODIUM 500 MG IJ SOLR ,1 each,118.80
CEFTRIAXONE SODIUM 500 MG IJ SOLR ,1 each,118.80
CEFTRIAXONE SODIUM 500 MG IJ SOLR ,500 mg,118.80
CEFTRIAXONE SODIUM IN DEXTROSE 20 MG/ML IV SOLN ,1  x 50 mL Plas Cont,91.90
CEFTRIAXONE SODIUM IN DEXTROSE 40 MG/ML IV SOLN ,1  x 50 mL Plas Cont,164.20
CEFUROXIME AXETIL 250 MG PO TABS ,1 each,9.30
CEFUROXIME AXETIL 250 MG PO TABS ,1 each,13.20
CEFUROXIME AXETIL 500 MG PO TABS ,1 each,16.80
CEFUROXIME SODIUM 1.5 G IV SOLR CUSTOM UF ,1 each,72.60
CEFUROXIME SODIUM 7.5 G IJ SOLR ,1 each,250.50
CEFUROXIME SODIUM 7.5 G IJ SOLR ,1 each,250.50
CEFUROXIME SODIUM 750 MG IJ SOLR ,1 each,19.90
CEFUROXIME SODIUM 750 MG IJ SOLR ,1 each,34.60
