Category,Charge Code,Charge Description,CPT/HCPCS Code," Inpatient 
Price "," Outpatient 
Price "
Other,306000038,"HC SMEAR, PRIME SRCE, W/INTRPR; FLUORESC &/OR ACID",87206,$20.62 ,$20.62 
Other,306000039,"HC SMEAR, PRIMARY SOURCE W/INTRPRET; SPECIAL STAIN",87207,$193.06 ,$90.06 
Other,306000040,HC O&P TRICHROME,87209,$427.77 ,$220.80 
Other,306000041,HC SMEAR WET MOUNT SALINE/INK,87210,$46.66 ,$46.66 
Other,306000170,HC POTASSIUM HYDROXIDE PREPS - KOH - MCAR,87210,$46.66 ,$46.66 
Other,306000042,HC TISSUE EXAM BY KOH SLIDE OF SAMPLES FROM SKIN/H,87220,$55.88 ,$55.88 
Other,306000044,"HC VIRUS ISOLATION; TISSUE CULTURE INOCULATION, OB",87252,$203.35 ,$104.16 
Other,306000046,HC VIRUS ISOLATION; CENTRIFUGE ENHANCED (SHELL VIA,87254,$102.41 ,$49.37 
Other,306000052,HC INF AGNT ANTIGN DETECTN BY IMMUNOFLUORESCENT TE,87274,$82.81 ,$39.60 
Other,306000054,HC INF AGNT ANTIGN DETECTN BY IMMUNOFLUORESCENT TE,87276,$147.00 ,$75.95 
Other,306000057,HC INF AGNT ANTIGN DETECTN BY IMMUNOFLUORESCENT TE,87280,$153.37 ,$73.24 
Other,306000058,HC INF AGNT ANTIGN DETECTN BY IMMUNOFLUORESCENT TE,87281,$50.96 ,$26.58 
Other,306000059,HC INF AGNT ANTIGN DETECTN BY IMMUNOFLUORESCENT TE,87290,$156.80 ,$72.15 
Other,306000061,"HC IMMUNOFLUORESCENT TECHNQ, POLYVALENT FOR MULT O",87300,$659.54 ,$307.60 
Other,306000063,"HC ENZM IMMUNOASY (EIA) QUAL/SEMIQUANT, MULT STP;",87324,$132.79 ,$61.30 
Other,300000050,"HC ENZM IMMUNOASY (EIA), QUAL/SEMIQUANT, MULT STP;",87340,$275.87 ,$129.12 
Other,306000169,HC HEPATITIS B SURFACE AG EIA,87341,$275.87 ,$129.12 
Other,302000146,"HC ENZM IMMUNOASY (EIA), QUAL/SEMIQUANT, MULT STP;",87350,$227.36 ,$117.18 
Other,300000422,HC HIV COMBO AG/AB,87389,$631.12 ,$279.93 
Other,306000071,"HC ENZM IMMUNOASY (EIA), QUAL/SEMIQUANT, MULT STP;",87425,$132.79 ,$68.90 
Other,306000184,HC STREPTOCOCUS PNEUMONIAE URINE ANTIGEN DETECTION,87449,$257.02 ,$102.73 
Other,310000078,HC MENINGITIS/ENCEPHALITIS,87483,"$11,312.14 ","$5,006.19 "
Other,306000078,"HC INF AGNT, NUCLEIC ACID (DNA/RNA); CHLAMYDIA TRA",87491,$271.25 ,$271.25 
Other,306000080,"HC INF AGNT, NUCLEIC ACID (DNA/RNA); CYTOMEGALOVIR",87497,$619.85 ,$304.89 
Other,300000462,HC INFLUENZA DNA AMP PROBE,87502,"$2,356.78 ","$2,356.78 "
Other,306000082,"HC INF AGNT, NUCLEIC ACID (DNA/RNA); HEP B VIRUS,",87517,"$1,162.77 ",$514.29 
Other,306000084,HC HEPATITIS C REVRS TRNSCRPJ,87522,"$1,340.15 ",$686.26 
Other,306000085,"HC INF AGNT, NUCLEIC ACID (DNA/RNA); HERPES SIMPLE",87529,$257.69 ,$257.69 
Other,306000087,HC HIV-1 QUANT&REVRSE TRNSCRPJ,87536,$691.88 ,$355.34 
Other,306000092,"HC INF AGNT, NUCLEIC ACID (DNA/RNA); NEISSERIA GON",87591,$994.70 ,$498.02 
Other,306000093,HC HPV HIGH-RISK TYPES,87624,$952.56 ,$421.52 
Other,300000470,HC RESP VIRUS 3-5 TARGETS,87631,"$3,553.04 ","$3,553.04 "
Other,306000168,HC RESP VIRUS 12-25 TARGETS,87633,"$4,284.56 ","$1,376.87 "
Other,300000469,HC STREP A DNA AMP PROBE,87651,$971.95 ,$971.95 
Other,300000087,HC STREP B DNA AMP PROBE,87653,$266.91 ,$266.91 
Other,301000333,HC DETECT AGENT NOS DNA AMP,87798,$971.95 ,$388.49 
Other,306000094,"HC INF AGNT, NUCLEIC ACID (DNA/RNA), NOS; QUANT, E",87799,$683.55 ,$320.08 
Other,306000096,"HC INF AGNT, IMMUNOASY, DRCT OBSERVATION; INFLUENZ",87804,$136.71 ,$136.71 
Other,306000097,HC STREP A ASSAY W/OPTIC,87880,$79.21 ,$79.21 
Other,306000098,"HC INF AGNT, IMMUNOASY, DRCT OBSERVATION; NOS",87899,$260.68 ,$117.18 
Other,306000099,"HC INF AGNT GENOTYP ANLYS, NUCLEIC ACID (DNA/RNA);",87902,$479.57 ,$479.57 
Other,306000167,HC BV RAPID TEST,87905,$128.03 ,$128.03 
Other,310000010,"HC NECROPSY (AUTOPSY), GROSS/MICROSCP; W/O CNS",88020,"$2,346.86 ","$2,346.86 "
Other,310000011,"HC NECROPSY (AUTOPSY), GROSS/MICROSCP; W/BRAIN & S",88027,"$2,933.84 ","$2,933.84 "
Other,310000014,"HC NECROPSY (AUTOPSY), LTD, GROSS &/OR MICROSCOPIC",88036,"$1,759.87 ","$1,759.87 "
Other,311000001,HC CYTOPTH EXCEPT CERV/VAG; SMEARS W/INTRPT,88104,$253.82 ,$124.78 
Other,311000003,"HC CYTOPTH, CONCENTRATION TECHNQ, SMEARS & INTRPT",88108,$168.56 ,$78.12 
Other,300000429,HC CYTOPATH CELL ENHANCE TECH,88112,$748.72 ,$332.01 
Other,311000005,"HC CYTOPTH, CERV/VAG, PRESRV FLUID, AUTO THIN LAYE",88142,$783.02 ,$142.14 
Other,311000006,"HC CYTOPTH, SMEARS, OTHER SRC; SCRNING & INTRPT",88160,$104.16 ,$104.16 
Other,311000009,"HC CYTOPTH, EVAL FN NDL ASPIRT; IMM CYTOHX STDY FO",88172,$305.97 ,$305.97 
Other,311000010,"HC CYTOPTH, EVAL FINE NEEDLE ASPIRT; INTRPRET & RP",88173,$950.60 ,$486.08 
Other,300000054,"HC MARKER, FIRST",88184,$330.26 ,$272.34 
Other,319000001,HC FLOW CYTOMETRY/TC 1 MARKER,88184,"$1,049.58 ",$987.35 
Other,311000013,"HC MARKER, ADDITIONAL",88185,$202.37 ,$96.57 
Other,312000001,"HC LVL I - SURGICAL PATHOLOGY, GROSS EXAM ONLY",88300,$102.41 ,$81.38 
Other,312000002,"HC LVL II - SURGICAL PATHOLOGY, GROSS/MICROSCP EXA",88302,$163.66 ,$83.00 
Other,312000003,"HC LVL III - SURGICAL PATHOLOGY, GROSS/MICROSCP EX",88304,$272.44 ,$146.48 
Other,312000004,"HC LVL IV - SURGICAL PATHOLOGY, GROSS/MICROSCP EXA",88305,$424.83 ,$297.29 
Other,312000005,"HC LVL V - SURGICAL PATHOLOGY, GROSS/MICROSCP EXAM",88307,"$1,455.30 ",$680.30 
Other,312000006,"HC LVL VI - SURGICAL PATHOLOGY, GROSS/MICROSCP EXA",88309,"$2,118.27 ",$988.98 
Other,312000007,HC DECALCIFICATION PROC,88311,$95.06 ,$49.37 
Other,312000008,"HC SPECIAL STAINS; GROUP I, MICROORGNSMS, EA",88312,$244.51 ,$211.03 
Other,312000009,"HC SPCL STN; GROUP II, ALL OTHER, NON-IMMUNOCYTOCH",88313,$241.08 ,$143.22 
Other,312000011,"HC DETERMINATIVE HISTOCHEMISTRY/CYTOCHEMISTRY, ID",88319,$670.53 ,$670.53 
Other,312000013,"HC CONSULTATION & RPT, REFERRED  REQUIRING PREPARA",88323,$354.25 ,$354.25 
Other,312000016,"HC PATH CONSULT DURING SURGERY; FIRST TISSUE BLK,",88331,$427.28 ,$219.17 
Other,312000017,HC PATH CONSULT DURING SURGERY; EA ADL BLOCK W/FRO,88332,$187.18 ,$95.48 
Other,311000030,HC TOUCH PREP,88333,$670.53 ,$670.53 
Other,312000101,HC IMMUNOHISTO ANTIBODY SLIDE,88341,$903.56 ,$400.37 
Other,312000018,HC IMMUNOHISTO ANTIBODY STAIN,88342,$331.24 ,$272.34 
Other,312000102,HC IMHISTOCHEM/CYTCHM EA MULTIPLEX ANTIBODY SLIDE,88344,$853.35 ,$853.35 
Other,312000019,HC IMMUNOFLUORESCENCE PER SPEC 1ST SINGL ANTB STAI,88346,$272.34 ,$272.34 
Other,310000072,HC IMMUNOFLUOR ANTB ADDL STAIN,88350,$199.64 ,$199.64 
Other,312000023,HC IHC STAIN SEMIQUANT,88360,$806.54 ,$397.11 
Other,312000025,HC M/PHMTRC ALYS ISHQUANT/SEMIQ,88377,$696.57 ,$696.57 
Other,300000057,HC NON-INVASIVE BILIRUBIN,88720,$30.38 ,$30.38 
Other,300000058,"HC CELL CNT, MISC BODY FLUIDS, EXCEPT BLOOD",89050,$84.77 ,$36.35 
Other,300000059,"HC CELL CNT, MISC BODY FLUIDS, EXCEPT BLOOD; W/DIF",89051,$349.37 ,$154.61 
Other,300000060,"HC CRYSTAL ID, LIGHT MICROSCOPY, BODY FLUID, EXCEP",89060,$308.70 ,$144.85 
Other,300000064,HC SWEAT COLLECTION BY IONTOPHORESIS,89230,$537.04 ,$251.18 
Other,300000078,"HC SEMEN ANLYS, PRESENCE &/OR MOTILITY OF SPERM",89321,$396.41 ,$175.77 
Other,300000079,HC SEMEN EVAL,89322,$322.79 ,$322.79 
Other,300000083,HC RETROGRADE SEMEN,89331,$407.96 ,$407.96 
Other,771000006,HC IMMUNIZ ADMIN  INFLUENZA,90471,$53.17 ,$53.17 
Other,771000007,HC IMMUNIZATION ADMIN,90471,$146.48 ,$146.48 
Other,771000004,HC ADMIN HEPATITIS B VACCINE,90471,$156.24 ,$156.24 
Other,771000005,HC ADMIN PNEUMOCOCCAL VACCINE,90471,$156.24 ,$156.24 
Other,771000002,HC IMMUNIZ ADMIN EA ADD'L,90472,$80.29 ,$80.29 
Other,771000001,"HC IMMUNIZ ADMIN,INTRANASAL/ORAL,1 VAC/TOX",90473,$80.29 ,$80.29 
Other,771000008,HC IMMUNE ADMIN ORAL/NASAL ADDL,90474,$76.49 ,$76.49 
Other,914000005,HC PSYTX COMPLEX INTERACTIVE,90785,$300.55 ,$300.55 
Other,900000001,HC PSYCHIATRIC DIAGNOSTIC INTERVIEW,90791,$792.05 ,$792.05 
Other,900000009,HC PSYCH DIAG EVAL W/MED SRVCS,90792,$792.05 ,$792.05 
Other,914000006,HC PSYTX PT&/FAMILY 30 MINUTES,90832,$479.03 ,$479.03 
Other,914000007,HC PSYTX PT&/FAM W/E&M 30 MIN,90833,$402.54 ,$402.54 
Other,914000008,HC PSYTX PT&/FAMILY 45 MINUTES,90834,$717.19 ,$717.19 
Other,914000009,HC PSYTX PT&/FAMILY 60 MINUTES,90837,$635.27 ,$635.27 
Other,761000610,"HC FAMILY PSYCHOTX,NO PT",90846,$188.79 ,$188.79 
Other,761000611,HC FAMILY PSYCHOTX W PHYS,90847,$222.43 ,$222.43 
Other,761000612,HC GROUP PSYCHOTX,90853,$286.98 ,$286.98 
Other,900000006,HC CONSULTATION WITH FAMILY,90887,$118.81 ,$118.81 
Other,917000001,HC BIOFEEDBACK PERI/URO/RECTAL,90911,"$1,419.18 ","$1,419.18 "
Other,829000001,HC UNSCHED DIALYSIS ESRD PT HOSP,90935,"$3,317.39 ","$3,317.39 "
Other,829000002,HC HEMODIALYSIS ONE EVAL,90935,"$3,455.73 ","$3,455.73 "
Other,920000003,HC ESOPHAGEAL MOTILITY STDY W/INTRP&RPT,91010,"$5,364.24 ","$5,364.24 "
Other,920000004,HC GERD TST W/ NASAL PH ELECTROD,91034,"$2,018.10 ","$2,018.10 "
Other,920000005,HC GERD TST W/ MUCOS PH ELECTROD,91035,"$4,506.55 ","$4,506.55 "
Other,750000046,"HC GERD TST W/ MUCOS IMPEDE ELECTROD,>1HR",91038,"$2,104.36 ","$2,104.36 "
Other,750000047,HC BREATH HYDROGEN TST,91065,$429.66 ,$429.66 
Other,750000048,HC GI TRACT CPSL ENDOSCOPY,91110,"$6,668.95 ","$6,668.95 "
Other,750000051,"HC GI TRACT TRANSIT AND PRESSURE MSR, WIRELESS CPS",91112,"$2,269.28 ","$2,269.28 "
Other,750000050,HC ANAL PRESSURE RECRD,91122,"$2,240.53 ","$2,240.53 "
Other,750000824,HC ESOPHAGUS MOT STUD W/HIGH RES. PRES TOPGRAPHY,91299,"$5,632.45 ","$5,632.45 "
Other,510000107,HC OPHTH CLINFEE NEW INTER,92002,$217.00 ,$217.00 
Other,510000108,HC OPHTH CLINFEE NEW COMP,92004,$285.36 ,$285.36 
Other,510000109,HC OPHTH CLINFEE ESTAB INTER,92012,$211.58 ,$211.58 
Other,510000110,HC OPHTH CLINFEE ESTAB COMP,92014,$241.96 ,$241.96 
Other,920000007,"HC SPECIAL EYE EVAL,GONISCOPY",92020,$148.65 ,$148.65 
Other,920000046,HC CORNEAL TOPOGRAPHY,92025,$279.93 ,$279.93 
Other,920000008,"HC SPECIAL EYE EVAL,SENSORIMOTOR",92060,$343.95 ,$343.95 
Other,920000048,HC ORTHOPTIC/PLEOPTIC TRAINING,92065,$430.75 ,$430.75 
Other,920000010,"HC VISUAL FIELD EXAM,EXTENDED",92083,$459.50 ,$459.50 
Other,920000049,HC SERIAL TONOMETRY,92100,$142.14 ,$142.14 
Other,920000011,HC COMPTRIZED OPHTH IMG ANTERIOR SEG,92132,$157.33 ,$157.33 
Other,920000050,HC COMPTRIZED OPHTH IMG OPTIC NERVE,92133,$235.45 ,$235.45 
Other,920000047,HC COMPTRIZED OPHTH IMG RETINA,92134,$235.45 ,$235.45 
Other,920000012,HC INTRAOC LENS MASTER (IOL),92136,$644.49 ,$644.49 
Other,920000035,HC OPHTHALMOSCOPY INITIAL,92225,$195.30 ,$195.30 
Other,920000036,HC OPHTHALMOSCOPY SUBSEQ,92226,$171.97 ,$171.97 
Other,400000001,HC REMOTE IMG DX RETINL DIS W/ALYS & REPORT UNI/B,92227,$195.00 ,$195.00 
Other,920000013,HC FLUORESCEIN ANGIOGPHY,92235,"$1,083.92 ","$1,083.92 "
Other,920000051,HC ICG ANGIOGRAPHY,92240,"$1,681.75 ","$1,681.75 "
Other,920000015,HC FUNDUS PHOTOGRAPHY,92250,$454.62 ,$454.62 
Other,920000016,HC ELECTRO-OCULOGRAPHY (EOG),92270,$475.23 ,$475.23 
Other,920000017,HC ELECTRORETINOGRAPHY (ERG),92275,$920.08 ,$920.08 
Other,920000052,HC COLOR VISION EXAMINATION,92283,$321.70 ,$321.70 
Other,920000020,HC EYE PHOTOGRAPHY - SLIT LAMP PHOTOS/EXTERNAL,92285,$468.72 ,$468.72 
Other,920000053,HC INTERNAL EYE PHOTO - SPECULAR MICROSCOPY,92286,$529.48 ,$529.48 
Other,471000001,HC EAR MICROSCOPY EXAMINATION,92504,$77.04 ,$77.04 
Other,440000002,HC SPEECH/HEARING TX,92507,$266.37 ,$266.37 
Other,440000018,HC GROUP THRPY SPEECH LANGUAGE VOICE 2/OR MORE IND,92508,$260.94 ,$260.94 
Other,510000197,HC NASOPHARYNGOSCOPY,92511,$258.23 ,$258.23 
Other,471000002,HC FACIAL NERVE FUNC TST,92516,$332.01 ,$332.01 
Other,440000005,HC LARYNGEAL FUNC STUDIES,92520,$525.14 ,$525.14 
Other,444000005,HC EVALUATE SPEECH PRODUCTION,92522,$593.50 ,$593.50 
Other,444000006,HC SPEECH SOUND LANG COMPREHEN,92523,"$1,102.36 ","$1,102.36 "
Other,444000007,HC BEHAVRAL QUALIT ANALYS VOICE,92524,$462.75 ,$462.75 
Other,440000006,HC ORAL FUNC TX,92526,$708.51 ,$708.51 
Other,471000068,"HC CALORIC VSTBLR TST W/REC, BILAT/BITHERM",92537,"$1,375.24 ","$1,375.24 "
Other,471000003,HC VESTIBULAR EVAL NYSTAG FOVL&PERPH STIM OSCIL TR,92540,$567.46 ,$567.46 
Other,471000004,HC SPONTANEOUS NYSTAGMUS TST,92541,$469.81 ,$469.81 
Other,471000010,HC TYMPANOMETRY AND REFLEX THRESHOLD MSRMENTS,92550,$188.79 ,$188.79 
Other,471000012,"HC PURE TONE AUDIOMETRY, AIR",92552,$128.03 ,$128.03 
Other,471000013,"HC AUDIOMETRY, AIR & BONE",92553,$279.93 ,$279.93 
Other,471000014,HC SPEECH THRESHOLD AUDIOMETRY,92555,$139.97 ,$139.97 
Other,471000015,"HC SPEECH AUDIOMETRY, COMPL",92556,$266.91 ,$266.91 
Other,471000016,HC COMPREHENSIVE HEARING TST,92557,$593.50 ,$593.50 
Other,471000017,HC EVOKED OTOACOUSTIC EMISSIONS SCRN AUTO ANALYS,92558,$135.63 ,$135.63 
Other,471000020,HC TYMPANOMETRY,92567,$261.49 ,$261.49 
Other,471000021,HC ACOUSTIC REFLEX TSTING,92568,$174.69 ,$174.69 
Other,471000024,HC VISUAL AUDIOMETRY (VRA),92579,$446.48 ,$446.48 
Other,471000025,HC CONDITIONING PLAY AUDIOMETRY,92582,$452.99 ,$452.99 
Other,471000027,HC AUDITORY EVOKED POTNTIAL,92585,"$1,973.07 ","$1,973.07 "
Other,471000028,"HC AUDITORY EVOKED POTNTIAL, LTD",92586,$373.78 ,$373.78 
Other,471000029,HC DISTORT PRODUCT EVOKED OTOACOUSTIC EMISNS LIMIT,92587,$469.81 ,$469.81 
Other,471000030,HC EVOKED AUDITORY TST COMPLETE,92588,$490.42 ,$490.42 
Other,471000031,"HC HEARING AID EXAM, ONE EAR",92590,$200.00 ,$200.00 
Other,471000032,"HC HEARING AID EXAM, BOTH EARS",92591,$200.00 ,$200.00 
Other,471000033,"HC ELECTRO HEARING AID TST, ONE",92594,$45.50 ,$45.50 
Other,471000034,"HC ELECTRO HEARINGAID TST, BOTH",92595,$76.50 ,$76.50 
Other,440000007,HC EVAL VOICE PROSTH DVC,92597,$863.66 ,$863.66 
Other,471000035,"HC DX ANAL COCHLEAR IMP,PT <7 YRS,W/PROG",92601,$75.00 ,$75.00 
Other,471000036,"HC DX ANAL COCHLEAR IMP,PT <7 YRS,REPROG",92602,$447.50 ,$485.54 
Other,471000037,"HC DX ANAL COCHLEAR IMP,PT >7 YRS,W/PROG",92603,$210.00 ,$210.00 
Other,471000038,"HC DX ANAL COCHLEAR IMP,PT >7 YRS,REPROG",92604,$225.00 ,$225.00 
Other,440000009,"HC EVAL,SPEECH-GEN AUG/ALT COMM DEV,1ST HR",92607,$651.00 ,$651.00 
Other,440000010,"HC EVAL,SPEECH-GEN AUG/ALT COMM DEV,ADDL 30",92608,$344.49 ,$344.49 
Other,440000011,HC USE OF SPEECH GEN DEV W/PROG,92609,$342.32 ,$342.32 
Other,444000003,HC EVALUATE SWALLOWING FUNCTION,92610,$992.78 ,$992.78 
Other,440000012,"HC EVAL,SWALLOW FUNC,CINE/VIDEO RECRD",92611,"$1,273.79 ","$1,273.79 "
Other,320000247,"HC ENDOSCOPIC EVAL,SWALLOW,CINE/VIDEO",92612,"$1,020.99 ","$1,020.99 "
Other,481000072,HC PRQ CARDIAC ANGIOPLAST 1 ART,92920,"$17,020.40 ","$17,020.40 "
Other,481000073,HC PRQ CARDIAC ANGIO ADDL ART,92921,"$17,020.40 ","$17,020.40 "
Other,481000074,HC PRQ CARD ANGIO/ATHRECT 1 ART,92924,"$24,596.53 ","$24,596.53 "
Other,481000075,HC PRQ CARD ANGIO/ATHRECT ADDL,92925,"$24,596.53 ","$24,596.53 "
Other,481000102,HC PRQ CARD STENT W/ANGIO 1 VSL,92928,"$24,760.19 ","$24,760.19 "
Other,481000078,HC PRQ CARD STENT W/ANGIO ADDL,92929,"$24,892.49 ","$24,892.49 "
Other,481000080,HC PRQ CARD STENT/ATH/ANGIO,92933,"$24,892.49 ","$24,892.49 "
Other,481000082,HC PRQ CARD STENT/ATH/ANGIO,92934,"$24,892.49 ","$24,892.49 "
Other,481000084,HC PRQ REVASC BYP GRAFT 1 VSL,92937,"$24,892.49 ","$24,892.49 "
Other,481000086,HC PRQ REVASC BYP GRAFT ADDL,92938,"$24,892.49 ","$24,892.49 "
Other,481000087,HC PRQ CARD REVASC MI 1 VSL,92941,"$24,892.49 ","$24,892.49 "
Other,481000089,HC PRQ CARD REVASC CHRONIC 1VSL,92943,"$24,892.49 ","$24,892.49 "
Other,481000091,HC PRQ CARD REVASC CHRONIC ADDL,92944,"$24,892.49 ","$24,892.49 "
Other,360000225,HC HRT/LUNG RESUSCITATION (CPR),92950,"$1,824.43 ","$1,824.43 "
Other,480000028,"HC CARDIOVERSION, ELECTIVE;EXTERN",92960,"$5,179.25 ","$5,179.25 "
Other,481000004,"HC INTRAVASC US,HRT,1ST VESSEL",92978,"$12,119.66 ","$12,119.66 "
Other,481000005,"HC INTRAVASC CORON SONO,ADDN VESSEL",92979,"$2,587.20 ","$2,587.20 "
Other,481000010,HC PERCUT AORTIC VALVULOPLASTY,92986,"$26,419.33 ","$26,419.33 "
Other,481000012,HC PERCUT PULM VALVULOPLASTY,92990,"$21,052.85 ","$21,052.85 "
Other,481000013,"HC ATRIAL SEPTOSTOMY,XVENOUS,BALLOON",92992,"$36,206.59 ","$36,206.59 "
Other,481000115,HC PUL ART BALLOON REPR PERCUT,92997,"$26,522.72 ","$26,522.72 "
Other,481000120,HC PRQ TRLUML PULMONARY ART BALLOON ANGIOP EA VSL,92998,"$4,876.20 ","$4,876.20 "
Other,730000001,"HC ELECTROCARDIOGRAM, TRACING",93005,$521.89 ,$521.89 
Other,482000001,"HC CARD STRESS TST,TRACING ONLY",93017,"$2,735.29 ","$2,735.29 "
Other,730000002,HC MICROVOLT T-WAVE ALTERNANS,93025,$872.34 ,$872.34 
Other,730000003,"HC RHYTHM ECG, TRACING",93041,$141.59 ,$141.59 
Other,731000001,"HC EXT ECG RECRD CONTIN 48 HR, RECRD",93225,"$1,030.21 ","$1,030.21 "
Other,731000002,HC ECG MONIT/REPRT UP TO 48 HRS,93226,"$1,452.27 ","$1,452.27 "
Other,480000041,HC IMPLT SUBQ DEFIB SYS DEV EVL,93260,$228.94 ,$228.94 
Other,480000040,HC IMPLT SUBQ DEFIB INTEROGAT,93261,$167.63 ,$167.63 
Other,480000002,"HC EXT ECG,PT DEMAND EVENT, SYMPT MEMORY LOOP, REC",93270,$864.75 ,$864.75 
Other,480000003,"HC EXT ECG,PT DEMAND EVENT, SYMPT MEMORY LOOP, TRA",93271,"$1,596.04 ","$1,596.04 "
Other,730000004,HC ECG/SIGNAL AVERAGED,93278,"$1,445.76 ","$1,445.76 "
Other,489000001,"HC PROGRAM EVAL (IN PERSON) IMPLNT DVC,PACEMAKER,1",93279,$221.88 ,$221.88 
Other,489000002,"HC PROGRAM EVAL (IN PERSON) IMPLNT DVC,PACEMAKER,2",93280,$253.89 ,$253.89 
Other,489000003,"HC PROGRAM EVAL (IN PERSON) IMPLNT DVC,PACEMAKER,M",93281,$296.75 ,$296.75 
Other,480000031,"HC PROGRAM EVAL (IN PERSON) IMPLNT DVC,CARDVERT/DE",93282,$262.57 ,$262.57 
Other,480000032,"HC PROGRAM EVAL (IN PERSON) IMPLNT DVC,CARDVERT/DE",93283,$305.43 ,$305.43 
Other,489000004,"HC PROGRAM EVAL (IN PERSON) IMPLNT DVC,CARDVERT/DE",93284,$348.29 ,$348.29 
Other,489000005,"HC PROGRAM EVAL (IN PERSON) IMPLNT DVC,IMPLNT LOOP",93285,$180.65 ,$180.65 
Other,480000004,"HC PERI-PROC PROG EVAL (IN PERSON) IMPLNT DVC,PACE",93286,$103.62 ,$103.62 
Other,480000005,"HC PERI-PROC PROG EVAL (IN PERSON) IMPLNT DVC,CARD",93287,$116.10 ,$116.10 
Other,489000006,"HC INTERROG EVAL, IN PERSON,PACEMAKER",93288,$246.30 ,$246.30 
Other,480000006,"HC INTERROG EVAL, IN PERSON,CARDVERT/DEFIB",93289,$281.56 ,$281.56 
Other,489000007,"HC INTERROG EVAL, IN PERSON,IMPLNT LOOP REC",93291,$206.69 ,$206.69 
Other,480000007,"HC INTERROG EVAL, REMT, UP TO 90 DYS, PACER/DEFIB,",93296,$336.89 ,$336.89 
Other,480000008,"HC INTERROG EVAL, REMT, UP TO 30 DYS, CV MON/LOOP",93299,$241.29 ,$241.29 
Other,480000009,"HC ECHO XTHORACIC,CONG ANOM,COMPL",93303,"$3,734.03 ","$3,734.03 "
Other,480000010,"HC ECHO XTHORACIC,CONG ANOM,LTD",93304,"$1,808.15 ","$1,808.15 "
Other,480000042,HC ECHO TTE DOP/COLOR W/CON,93306,"$4,778.34 ","$4,778.34 "
Other,480000011,"HC ECHO HRT XTHORACIC, COMPL W DOPPLER",93306,"$5,723.69 ","$5,723.69 "
Other,480000012,"HC ECHO HRT XTHORACIC, COMPL, W/O DOPPLER",93307,"$1,669.27 ","$1,669.27 "
Other,480000029,"HC ECHO HRT XTHORACIC,LTD W/CONTRAST",93308,$968.91 ,$968.91 
Other,480000030,"HC ECHO HRT XTHORACIC,LTD",93308,"$1,227.68 ","$1,227.68 "
Other,480000013,"HC ECHO HRT, TRANESOPHAGEAL,COMPL",93312,"$5,770.57 ","$5,770.57 "
Other,480000014,HC ECHO TRANSESOPHAGEAL,93315,"$2,594.78 ","$2,594.78 "
Other,480000016,"HC DOPPLER ECHO HRT,COMPL",93320,"$1,886.82 ","$1,886.82 "
Other,480000017,"HC DOPPLER ECHO HRT,LTD,F/U",93321,$998.74 ,$998.74 
Other,480000018,HC DOPPLER COLOR FLOW VELOCITY MAP,93325,"$1,494.59 ","$1,494.59 "
Other,480000045,HC STRESS ECHO W/CONTRAST,93350,"$2,563.86 ","$2,563.86 "
Other,480000019,"HC ECHO HRT XTHORACIC, STRESS/REST",93350,"$3,557.17 ","$3,557.17 "
Other,483000001,HC STRESS TTE COMPLETE,93351,"$4,782.14 ","$4,782.14 "
Other,480000050,"HC ECHO HRT, TRANSESOPH, FOR MONITORING",93355,"$5,018.67 ","$5,018.67 "
Other,481000017,HC RT HRT CATH O2 SATURATION & CARD OUTPUT,93451,"$9,645.16 ","$9,270.24 "
Other,360000226,"HC LT HRT CATH INJECT VETRICULOGRAPHY, IMG SUPRVIS",93452,"$11,485.60 ","$11,134.27 "
Other,360000227,"HC RT & LT HRT CATH INJECT VETRICULOGRAPHY, IMG SU",93453,"$14,612.78 ","$15,801.94 "
Other,481000018,"HC CATH PLC/CORON ANGIO, IMG SUPR/INTRP",93454,"$16,826.60 ","$16,103.57 "
Other,481000019,"HC CATH PLC/CORON ANGIO, IMG SUPR/INTRP, BYPS ANGI",93455,"$19,646.06 ","$19,187.14 "
Other,481000020,"HC CATH PLC/CORON ANGIO, IMG SUPR/INTRP,W RT HRT C",93456,"$21,049.42 ","$20,181.00 "
Other,481000021,"HC CATH PLC/CORON ANGIO, IMG SUPR/INTRP, BYPS ANGI",93457,"$19,061.98 ","$18,504.68 "
Other,481000022,"HC CATH PLC/CORON ANGIO, IMG SUPR/INTRP,W LT HRT V",93458,"$20,307.56 ","$20,498.91 "
Other,481000023,"HC CATH PLC/CORON ANGIO, IMG SUPR/INTRP, BYPS ANGI",93459,"$22,421.42 ","$22,885.91 "
Other,481000024,"HC CATH PLC/CORON ANGIO, IMG SUPR/INTRP,R&L HRT CA",93460,"$23,970.80 ","$26,137.65 "
Other,481000025,"HC CATH PLC/COR ANG,IMG SUPR/INTRP,BYPS ANG, R&L C",93461,"$27,496.84 ","$30,052.33 "
Other,481000026,HC LT HRT CATH BY TRANSEPTAL PUNCTURE,93462,"$7,642.04 ","$6,741.11 "
Other,481000027,HC MEDICATION ADMIN & HEMODYNAMIC MEASURMENT,93463,"$1,630.72 ","$1,630.72 "
Other,481000028,HC PHYSIOLOGIC EXERCISE STDY & HEMODYNAMIC MSR,93464,$840.84 ,$840.84 
Other,481000029,HC INSERT/PLC FLOW DRCT CATH,93503,"$3,700.97 ","$3,700.97 "
Other,481000030,HC BIOPSY OF HRT LINING,93505,"$3,240.86 ","$3,240.86 "
