Internal ID,Master Charge Description of Service,NS Charge Per Unit
80006375,HB YTTRIUM-90 SPHERES,"$47,018.00"
80006377,HB CT CARDIAC ANGIOGRAPHY SPECIAL,"$1,035.00"
80006378,HB ARTHROCENTESIS ASP/INJ SMALL JOINT/BURSA W/O US,$553.00
80006379,HB ARTHROCENTESIS ASP/INJ MEDIUM JOINT/BURSA W/O US,$664.00
80006380,HB ARTHROCENTESIS ASP/INJ MAJOR JOINT/BURSA W/O US,$705.00
80006381,HB INFLUENZA A/B BY PCR,$170.00
80006382,HB INJ PARAVERT FACET JT CERV/THOR 3+LVLS,"$1,344.00"
80006383,HB INJ PARAVERT FACET JT LUMB/SACRL 3+LVLS,"$1,705.00"
80006384,HB LASIK ENHANCEMENT - GLBL FEE PER EYE,"$1,000.00"
80006386,HB INJ PARAVERT FACET JT CRV/THOR 3+LVLS,"$1,344.00"
80006387,HB INJ PARAVERT FACET JT LMB/SCRL 3+LVLS,"$1,705.00"
80006388,HB CT HRT W/CONT EVAL CARD STRCT & MORPH,"$1,138.00"
80006389,HB CT HRT W/CON EV STRCT&MPH CONG HRT DX,"$1,138.00"
80006390,HB CTA HRT CRNRY ART/BYP GRF W/CON 3D ST,"$2,045.00"
80006391,HB PANOREX,$361.00
80006393,HB PT APP MULTI-LYR VWCS; BELOW KNEE,$345.00
80006394,HB IMRT BLOCKING,"$2,630.00"
80006395,HB CARDIOVASC EVAL W/TILT TABLE W/MNTR,"$2,278.00"
80006396,HB PSYCH ASSESSMENT - 120 MINUTES,$563.00
80006397,HB IR ASP MUSCSKEL SOFT TISS HIP JNT,$547.00
80006405,HB SAFIRE CATHETER,"$3,197.00"
80006406,HB REFLEXTION SPIRAL CATHETER,"$5,983.00"
80006407,HB SUPREME QUAD CATHETER,$398.00
80006408,HB INQUIRY TEN-TEN 20 POLE,"$2,672.00"
80006409,HB INQUIRY 6FR CATHETER,"$1,100.00"
80006410,HB CT ASPIRATION OF BONE LESION,"$1,076.00"
80006411,HB CT SACROPLASTY,"$5,700.00"
80006412,HB IR ETHANOL ABLATION OF LIVER MASS,"$6,740.00"
80006413,HB CHLORHEXADINE SOLUTION ORAL KIT,$68.00
80006414,HB MRI CARDIAC VELOCITY FLOW MAPPING,$350.00
80006415,HB R TISSUE TRANSGLUTAM AB,$102.00
80006416,HB R FENTANYL CONFIRMATION UR,$285.00
80006418,HB R KAPPA FREE LIGHT CHAIN,$108.00
80006419,HB R LAMBDA FREE LIGHT CHAIN,$108.00
80006420,HB IR VENOGRAM PELVIC VEINS,"$1,348.00"
80006421,HB R IGG TOTAL,$94.00
80006422,HB R NEPHELOMETRY EACH ANALYTE NES,$150.00
80006423,HB US GUIDE AMNIOCENTESIS; THER FLUID REDUC,"$3,113.00"
80006424,"HB ON Q DISP PAIN PMP 270CC, FLW RATE <50CC/HR",$453.00
80006425,"HB ON Q DISP PAIN PMP 600CC, FLW RATE <50CC/HR","$1,106.00"
80006426,HB TORIC PREMIUM IMPLANT PKG (SELF PAY),"$2,000.00"
80006427,HB TECNIS MULTIFOCAL IOL PKG (SELF PAY),"$2,075.00"
80006428,HB TECNIS MULTIFOCAL IOL,"$2,826.00"
80006429,HB TECNIS MULTIFOCAL IOL -PT PORTION,$760.00
80006430,"HB BRONCHOSCOPY, DIAGNOSTIC ONLY","$4,200.00"
80006431,"HB BRONCHOSCOPY, W/NDL ASP BX, TRACH STM/LB","$4,920.00"
80006432,HB PROCTOSIGMOIDOSCOPY DX,"$1,054.00"
80006433,HB PROCTOSIGMOIDOSCOPY W/BX,"$3,433.00"
80006434,"HB CLSD TX METACARP FX W/MAN, EA BONE",$683.00
80006438,HB US ASPIR OVA IMG S&I,$824.00
80006439,HB CAPILLARY BLOOD DRAW FGR/HEEL,$22.00
80006440,HB O.R. -DR. LEVEL 1:>1HR; 30 MIN INCR,"$2,063.00"
80006441,HB O.R. -DR. LEVEL 2:>1HR; 30 MIN INCR,"$2,137.00"
80006442,HB POC - HEMOGLOBIN A1C,$153.00
80006443,HB FACIAL REPAIR SIMPLE 12.6-20 CM,$551.00
80006444,HB 1ST TRIMESTER GENETIC US,$594.00
80006445,HB ECHOCARDIO FETAL CVS R-T/2D WWO M-MOD RE,"$1,261.00"
80006446,HB R MORPHOMETIC ANALYSIS ISH CAT,$442.00
80006447,HB TISU PREP FOR N-MICR ANLT STD EA,$159.00
80006448,HB TIS PREP W/TOCH INTROP CON FS EA,$153.00
80006450,HB REMVL INDWL TUN PLEUR CATH W/CUFF,$767.00
80006452,HB BIOFEEDBACK TRAIN ANY MODALITY,$186.00
80006453,HB BIOFEEDBACK TRAIN PERINEAL MSCLS W/EMG,$286.00
80006454,HB DREAM/HYDRATOME SPHINCTERTOME,$905.00
80006455,HB DREAM/HYDRAWIRE (GUIDE),$585.00
80006457,HB CERV/VAG CA SCREEN;PEL&BRST EXAM;MC ONLY,$161.00
80006458,HB CLSD TX DISTAL RAD VX W/MANIP,"$1,579.00"
80006459,HB CLSD TX TRIMALLEOLAR,"$1,949.00"
80006460,HB DRAIN ABSCESS FROM DENTOAL,$462.00
80006461,"HB EYE SCAN CMPTRZD DX ANT SEG OCT, UNILAT BILAT",$224.00
80006463,HB CARBON MONOXIDE,$124.00
80006464,HB CHEMODENERVATION INT ANAL SPINCTER,"$3,973.00"
80006474,HB CTV CHEST W/O AND/OR W CONT,"$2,876.00"
80006480,HB US DOPPLER FETAL CV COMPLETE-EA ADD'L FE,$409.00
80006481,HB US DOPPLER FETAL CV REPEAT/LTD-1ST FETUS,$359.00
80006482,HB US DOPPLER FETAL CV REPEAT/LTD-EA ADD'L,$359.00
80006483,HB CT IELCAP FOLLOW-UP S/P,$350.00
80006484,HB MOL DX ID NUCL ACID PROBE EA ORG,$149.00
80006485,HB MOL DX AMPLFID PROBE TECH EA ORG,$149.00
80006486,HB CHOLANGSCPY/ NDSC CANULTN PAPILA W/VSN C,"$3,656.00"
80006487,HB FRENULECTOMY (FRENECTOMY/FRENOTOMY),$350.00
80006488,HB CT MICROWAVE ABLAT LIVER LESIONS,"$6,670.00"
80006489,HB INSTILLATION  FOR FIBRINOLYSIS 1ST DAY,"$1,650.00"
80006491,HB ABUTMENT SUPPORTED PORC/CER CROWN,$650.00
80006492,HB COMP PERIODONTAL EVAL - NEW/EST PT,$186.00
80006493,HB CONSULT DX SRV DENT/MD NOT REQ DENT/MD,$150.00
80006494,HB R GLUCOSE URINE TIMED,$80.00
80006495,HB IN LINE TRACH SUCTION DEVICE,$23.00
80006496,HB MICRODISSECTION MANUAL,$105.00
80006497,HB C DIFFICILE DETECTION PCR,$149.00
80006498,HB INSTILLATION FOR FIBRINOLYSIS SBSQT DAY,"$2,083.00"
80006499,HB PLACEMENT OF FICUCIAL MARKERS,"$3,124.00"
80006500,HB BALLOON ANGIOP INTRACRANIAL PRQ,"$9,714.00"
80006501,HB TCAT PLMT IV STENT ICRA W/WO B ANGIOP,"$10,092.00"
80006502,"HB BAL DILATE IC VASOSPASM, 1ST VSL","$8,950.00"
80006503,HB NEEDLE EMG LARYNX,$266.00
80006504,HB NEEDLE EMG HEMIDIAPHRAGM,$356.00
80006506,HB HALO 360 ABLATION CATHETER,"$9,263.00"
80006507,HB HALO 90 ABLATION CATHETER,"$7,371.00"
80006508,HB HALO SIZING BALLOON,"$1,502.00"
80006509,HB HALO CAP,$128.00
80006510,HB HALO GUIDEWIRE,$491.00
80006512,HB ADENOVIRUS DNA DETECTION,$149.00
80006513,HB RSV RNA DETECTION,$149.00
80006514,HB HXG PHOSPHOLIP NEUTRALIZATION,$103.00
80006515,HB DILUTE RUSSELL VIPER VENOM,$67.00
80006516,HB R HSV IGM BY IFA OR EIA,$80.00
80006517,HB SOFT TISSUE ASPIRATION EXTRMTY,"$2,446.00"
80006518,HB LIKO LIFT SYSTEM SLING - DISPOSABLE,$135.00
80006519,HB CORNEAL RELAXING INCISION (LIMBAL),"$2,033.00"
80006520,HB PH BODY FLUID NOT OTHERWISE SPEC,$31.00
80006521,HB PIONEER CATHETER,"$6,210.00"
80006522,HB FRONT RUNNER CTO CATHETER,"$2,700.00"
80006523,HB OUTBACK CATHETER,"$6,240.00"
80006524,HB OT MUSCLE TEST HAND,$117.00
80006525,HB OT RANGE OF MOTION TEST HAND,$91.00
80006526,HB NEEDLE LOCALIZATION TRACHEA,"$1,456.00"
80006527,HB TEMP BALLOON OCCLUSION NON-CEREB,"$7,889.00"
80006531,HB LTD ORTHODONTIC TX ADOL (HAWLEY RET),$600.00
80006533,HB MAX PARTIAL DENTURE FLEX BASE-FLIPPER,$304.00
80006534,HB MAND PARTIAL DENTURE FLEX BASE-FLIPPER,$304.00
80006536,HB THERAPEUTIC YOGA GROUP 90MINS,$60.00
80006537,HB BEVACIZUMAB 0.25MG INJ (AVASTIN),$6.00
80006538,"HB INJ ANES AGENT, BRACHIAL PLEXUS CONT INFUSION","$2,746.00"
80006539,"HB INJ ANES AGENT, FEMORAL NERVE SINGLE","$1,369.00"
80006540,"HB INJ ANES AGENT, FEMORAL NERVE CONT INFUSION","$2,621.00"
80006541,"HB LEAD, NEUROSTIMULATOR (IMPLANT)","$6,825.00"
80006542,"HB LEAD, NEUROSTIMULATOR TEST KIT (IMPLANT)","$7,250.00"
80006543,HB RMVL/RPLC URETAL STENT W/O CYSTO,"$3,356.00"
80006544,"HB BILIRUBIN TOTAL, WHOLE BLOOD",$95.00
80006545,HB ARTERIAL BLOOD GAS/O2 SAT,$300.00
80006548,HB CYSTOURETHROSCOPY W/BALLOON DILATN,"$2,774.00"
80006549,HB GASTRC ACID ANLS W/PH EA SPEC,$28.00
80006550,HB BLOOD TYPE ANTIGEN DONOR EACH,$156.00
80006551,HB REVASC ILIAC ART;UNILAT 1ST VSL W/TLA,"$7,388.00"
80006552,HB REVASC ILIAC ART;UNI 1ST VSL W/STENT PLACE,"$14,077.00"
80006553,HB REVASC ILIAC ART;EA AD IPSILAT VSL W/TLA,"$7,388.00"
80006554,HB REVASC ILIAC ART;EA AD IPSIL VSL W/STNT PL,"$7,388.00"
80006555,HB REVASC FEMORAL/POPLITEAL ART; UNILAT W/TLA,"$9,235.00"
80006556,HB REVASC FEMORAL/POPL ART; UNILAT W/ATHERCTMY,"$25,878.00"
80006557,HB REVASC FEMORAL/POPL ART;UNI W/STENT PLACE,"$25,178.00"
80006558,HB REVASC FEM/POP ART;UNI W/STENT & ATHRCTMY,"$34,295.00"
80006559,HB REVASC TIBIAL/PERNL ART;UNI 1ST VSL W/TLA,"$12,643.00"
80006560,HB REVASC TIB/PER ART;UNI 1ST VSL W/ATHRCTMY,"$21,782.00"
80006561,HB REVASC TIB/PER ART;UNILAT 1 VSL W/STENT PL,"$16,050.00"
80006562,HB REVASC TIB/PER ART;UNI 1 VSL W/STNT & ATHR,"$27,162.00"
80006563,HB REVASC TIBIAL/PER ART;UNI EA AD VSL W/TLA,"$6,628.00"
80006564,HB REVASC TIB/PER ART;UNI EA AD VSL W/ATHRCTMY,"$14,257.00"
80006565,HB REVASC TIB/PER ART;UNI EA AD VSL W/STENT,"$7,388.00"
80006566,"HB REVASC TIB/PER ART;U EA AD VSL W/STNT,ATHR","$8,127.00"
80006567,HB RT HRT CATH W/MSRS O2 SAT & OUTPT,"$9,563.00"
80006568,HB LT HEART CATH W/INJS LT VENTRICLGRAPHY,"$11,886.00"
80006569,HB RT & LT HEART CATH W/INJS LT VENTRICLGRPHY,"$10,697.00"
80006570,HB CATH PLACE CORONARY ARTERY ANGIOGRAPHY S&I,"$12,751.00"
80006571,HB CORONRY ART ANG W/CATH IN BYP GRFTS S&I,"$15,829.00"
80006572,HB CATH PLACE CORONRY ART ANG W/RT HRT CATH,"$17,665.00"
80006573,HB CORONRY ART ANG W/BYP GRFTS & RT HRT CATH,"$16,525.00"
80006574,HB CORONRY ART ANG W/LT HRT CATH & L VNTGRPHY,"$17,638.00"
80006575,HB CORNRY ART ANGIO W/L HRT CTH & BYP GRFT ANG,"$23,295.00"
80006576,HB CORONARY ART ANGIO W/RT & LT HRT CATH,"$19,953.00"
80006577,HB CORNRY ART ANG W/R&L HRT CTH & BYP GRFT ANG,"$20,660.00"
80006578,HB LT HRT CATH BY TRANSSEPTAL/APICAL PUNCTURE,"$8,237.00"
80006579,HB DRUG ADMIN & HEMODYNAMIC MEASUREMENTS,$458.00
80006580,HB PHYSIOLOGIC EXERCZ STDY W/HEMODYNAMIC MSRS,$393.00
80006581,HB INJ PX SEL CORONRY ANG CONGENITAL HRT CATH,"$4,110.00"
80006582,HB INJ PX  AORTOCRN VEN/ART BYP GRFTS CONGN HRT,"$2,264.00"
80006583,HB INJ PX DURING CARD CATH; LT VENT/ATRIAL ANG,"$2,680.00"
80006584,HB INJ PX DURING CARD CATH; RT VNT/ATRIAL ANG,$729.00
80006585,HB INJ PX DURG CARD CATH; SUPRVLVR AORTOGRPHY,"$1,121.00"
80006586,HB INJ PX DURING CARD CATH; PULMNRY ANGIOGRPHY,$714.00
80006587,"HB DEBRIDE SUBQ, EA ADDL 20 SQ CM",$625.00
80006588,"HB DEBRIDE MUSCLE/FASCIA, EA ADDL 20 SQ CM",$638.00
80006589,"HB DEBRIDE BONE, EA ADDL 20 SQ CM","$2,907.00"
80006590,HB RENAL TUMOR ABLATN CRYTOTHERAPY,"$7,700.00"
80006591,HB REMVL URETAL STENT W/O CYSTO & S&I,"$2,332.00"
80006592,HB CT LUNG SCREENING - SELF PAY,$350.00
80006594,HB RENAL ARTERY PERIPHERAL ARTHRECTOMY+ S&I,"$13,868.00"
80006595,HB VISCERAL ARTERY PERIPH ARTHRECT+ S&I,"$13,868.00"
80006596,HB ABDOMINAL AORTA PERIPH ARTHRECT+ S&I,"$13,868.00"
80006597,HB BRACHIOCEPHALIC PERIPH ARTHRECT+ S&I,"$13,868.00"
80006598,HB ILLIAC PERIPHERAL ARTHRECTOMY+ S&I,"$17,333.00"
80006599,HB CHEMOTX ADMIN PERITONL CAVITY PORT/CATH,$783.00
80006600,HB RETROPERITONEAL ABSCESS OPEN,"$1,357.00"
80006602,HB DRAINAGE PERITONEAL LYMPHOCELE,"$1,887.00"
80006603,HB SMOKE/TOB USE CESSATION INTERMED 3-10 MINS,$88.00
80006604,HB SMOKE/TOB USE CESSATION INTENSIVE >10 MINS,$88.00
80006605,HB INSERT PERC INTRAPERIT CATH W IMAGE GUID,"$5,738.00"
80006606,HB US EXTREMITY NON-VASCULAR; LIMITED,$420.00
80006607,HB RT HRT CATH CONGENITAL CARDIAC ANOMALY,"$13,323.00"
80006608,HB CMBN R HRT & RETROG L HRT CATH CGEN ANOMALY,"$13,323.00"
80006609,HB CMBN R HRT T-SEPTL L HRT CATH NTC SEPTUM CGEN,"$13,323.00"
80006610,HB CMBN R HRT T-SEPTL L HRT CATH SEPTL OPNG CGEN,"$12,112.00"
80006611,HB CYTO EVAL FOR ADEQ EA SAME SITE,$53.00
80006612,HB CMPTR EYE SCAN DX IMG POST SEG; OPTIC NRV,$172.00
80006613,HB CMPTR EYE SCAN DX IMG POST SEG; RETINA,$172.00
80006614,HB EBV VIRAL CAPSID (VCA),$222.00
80006615,HB EBV NUCLEAR ANTIGEN (EBNA),$81.00
80006616,HB R POLIO VIRUS IMMUNE STATUS,$133.00
80006617,HB R MACROPROLACTIN,$128.00
80006618,HB NEONATAL TRANSPORT SUPPLIES,$443.00
80006619,HB R BETA-2 MICROGLOBULIN,$120.00
80006620,"HB R HEAVY METAL, QUANT EA",$162.00
80006621,"HB R MASS SPECT/TANDEM MASS SPEC(MS,MS/MS), QUANT EA",$96.00
80006622,HB R ARSENIC HAIR,$146.00
80006623,HB R LEAD HAIR,$146.00
80006624,HB R MERCURY HAIR,$133.00
80006625,HB R CHOLINESTERASE RBC,$60.00
80006626,HB R ANTIBODY FUNGUS NOT ELSEWHERE  SPECIFIED,$55.00
80006627,HB R ANTI - IGE RECEPTOR AB,$266.00
80006628,HB R NEURONAL(V-G)CHANNEL AB,$144.00
80006629,HB R AMPHIPHYSIN WBLOT SERUM/CSF,$529.00
80006630,HB R NMO-IGG SERUM/CSF,$323.00
80006631,HB CT ABD & PELVIS; W/O CONTRAST,"$3,230.00"
80006632,HB CT ABD & PELVIS; W/CONTRAST,"$4,199.00"
80006633,HB CT ABD & PELVIS; W/O & W CONTRAST,"$5,950.00"
80006635,HB AMNISURE ROM TEST,$246.00
80006637,HB OPEN THORACIC CATHETER DELIVER AORTIC HRT VALVE,"$61,345.00"
80006639,HB GUIDING CATH; ASAHI CORSAIR,"$7,020.00"
80006640,HB GUIDING CATH; GUIDELINER,"$1,552.00"
80006641,HB I123  DATSCAN  ISOTOPE UP TO 5 MCI,"$4,455.00"
80006642,HB R SELENIUM,$148.00
80006643,HB VESSEL MAPPING FOR HEMODIALYSIS ACCESS,"$2,261.00"
80006644,HB URINE DRUG ABUSE PNL 6,$315.00
80006646,HB R MECONIUM DRUG ABUSE SCREEN,$390.00
80006647,"HB CULTURE TYPING, NUCL ACID, AMP PRB, EA",$149.00
80006649,HB CROWN PORCELAIN FUSED TO NOBLE METAL,$826.00
80006650,HB PONTIC PORCELAIN FUSED TO NOBLE METAL,$826.00
80006654,HB BRAVO PH MONITORING CAPSULE ,$878.00
80006655,HB ENDOSCPY VIDEO CAPSULE SUPPLY,"$1,820.00"
80006656,HB ECHOTIP PROCORE US BX NEEDLE,"$1,248.00"
80006657,HB CHORIONIC VILLUS SAMPLING (BIOPSY),"$1,640.00"
80006658,HB CARDIO-RESP SLEEP STUDY - ABBREVTD,"$4,426.00"
80006659,HB R EUGLOBULIN LYSIS,$230.00
80006660,HB R IODINE,$136.00
80006661,HB LACTOFERRIN FECAL,$103.00
80006662,HB R ALA DEHYDRATASE RBC,$218.00
80006663,HB R SILICA,$190.00
80006664,HB EXAM ARCHIVED TISS MOL DX,$47.00
80006665,HB NEEDLE LOCALIZATION PARATRACHIAL,"$1,456.00"
80006666,HB CUSTOM FEMTO LASIK - FACILITY FEE PER EYE,"$1,200.00"
80006670,HB ONLAY METALLIC 3 SURFACES (GOLD),$476.00
80006671,HB CROWN PORCELAIN / CERAMIC ABUTMENT,$826.00
80006672,"HB PONTIC, PORCELAIN / CERAMIC",$826.00
80006673,HB POC - INR,$50.00
80006674,HB BRAIN IMAGING MIN 4 STATIC VIEWS W VASCULAR FLOW,"$1,587.00"
80006675,HB DBS GUIDE TUBE,$355.00
80006676,HB DBS MICROELECTRODE,$353.00
80006677,HB DISP PEDICLE SCREW/NRV STIM PROBE,$155.00
80006681,"HB PERQ IMPLANT NEUROSTIM ELECTRODE ARRAY, EPIDURAL","$11,361.00"
80006682,HB ANTI CENTROMERE,$139.00
80006683,HB ANTI CHROMATIN,$139.00
80006684,HB RAPID STREP A TEST IN OFFICE,$95.00
80006685,HB R NEUTROPHIL SPECIFICS AB,$74.00
80006686,HB R TISSUE TRANSGLU AB IGG,$86.00
80006687,HB R CELIAC-ASSOC HLA-DQ TYPING,$323.00
80006688,HB R THIOPURINE METHYL TRANSFERASE(TPMT),$595.00
80006689,HB R SALMONELLA AB,$56.00
80006690,HB RECOVERY SUPPORT SRVCS PER SESSION S/P,$95.00
80006691,HB LARIAT LA CLOSURE DEVICE,"$17,336.00"
80006692,HB LEFT ATRIAL APPENDAGE CLOSURE,"$12,359.00"
80006693,HB RED BLOOD CELLS IRRADIATED EACH UNIT,$621.00
80006694,"HB RED BLOOD CELLS, LEUKO-REDUCED",$518.00
80006695,HB RBCS LEUKOCYTES REDUCED IRRADIATED EACH UNIT,"$1,074.00"
80006696,HB PLATELETS PHERESIS LEUKOCYTES REDUCED EACH UNIT,"$1,663.00"
80006697,HB PLATELETS PHERESIS IRRADIATED EACH UNIT,"$1,991.00"
80006698,HB PLATLTS PHERES LEUKOCYTES RDUC IRRADATD EA UNIT,"$2,489.00"
80006699,HB PLASMA CRYOPRECIPITATE REDUCED EACH UNIT,$285.00
80006700,HB PULM REHAB INCL EXER 1 HR PER SESS TO 2 PER DAY,$132.00
80006704,HB LUMBAR DRAINAGE CATHETER KIT,$507.00
80006705,HB ALK TRANSLOCATION,$413.00
80006706,HB CREATININE POC,$71.00
80006708,HB RADSURG 1 COMPLEX CRAN LES FR TX  2-5,"$13,676.00"
80006709,HB RADSURG EA ADD COMPL CRAN LES FR TX 2-5,"$13,676.00"
80006710,HB HAST W/PHYS I&R,$609.00
80006711,HB HAST W/PHYS I&R W/SUPPL O2 TITRJ,$609.00
80006712,HB R  DRG SCN MULT DRG BLD OR UR,$140.00
80006713,HB REMOVAL SKIN TAGS ANY AREA 1-15 LESIONS,$343.00
80006716,HB CROWN - PROCELAIN FUSED TO PREDOM BASE METAL,$510.00
80006717,HB PULP CAP - INDIRECT EXCLUDE FINAL RESTORATION,$35.00
80006718,HB PREFABRICATED ABUTMENT INCLUDES PLACEMENT,$415.00
80006719,HB ABUTMENT SUPPORTED PORCELAIN FUSED TO NOBLE METAL CRN,$650.00
80006720,HB ENTERAL FEEDING LEVEL 3,$52.00
80006721,HB R MANNOSE-BINDING LECTIN,$265.00
80006722,HB R VANADIUM,$172.00
80006723,"HB R MOLYBDENUM, BLOOD",$521.00
80006724,HB R MOLYBDENUM URINE,$584.00
80006725,HB R POLYCHLORINATED BIPHENYLS(PCB),$140.00
80006726,HB OP CARD REHAB W/O CONT ECG MONTR,$329.00
80006727,HB TX PROC MUSLS FCE FCE EA 15 MIN,$110.00
80006728,HB TX PROC IMPR RESP FUNC F 2 F 15 MIN,$110.00
80006729,HB PLTHYSMGRPY LUNG VOL W/WO AW RES,$880.00
80006730,HB GAS DILUT/WASHOUT LNG VOL W/WO DIST VNT&VOL,$357.00
80006732,HB HEPATOBILIARY SYST IMG W/GALLBLADDER,"$1,306.00"
80006733,HB INSERT PACMKR PULSE GEN ONLY W/EXIST MLT LEADS,"$19,548.00"
80006734,HB RMVL PERM PM PLSE GEN W/REPL P GEN 1 LEAD SYS,"$16,115.00"
80006735,HB RMVL PERM PM PLSE GEN W/REPL P GEN 2 LEAD SYS,"$18,479.00"
80006736,HB RMVL PERM PM PLS GEN W/REPL P GEN MULT LEAD,"$17,771.00"
80006737,HB INSERT PACNG CVDFB P GEN ONLY W/EXIST 2 LEADS,"$51,413.00"
80006738,HB INSRT PACNG CVDFB P GEN ONLY W/EXIST MLT LEADS,"$51,413.00"
80006739,HB RMVL PACE CVDFB PLSE GEN &REPL P GEN 1 LEAD,"$63,312.00"
80006740,HB RMVL PACE CVDFB PLSE GEN &REPL P GEN 2 LEAD,"$63,312.00"
80006741,HB RMVL PACE CVDFB PLS GEN &REPL P GEN MULTI LEAD,"$59,114.00"
80006742,HB SLCTV CATH 1STORD W/WO ART PUNCT/FLURO/S&I UNI,"$5,591.00"
80006743,HB SLCTV CATH 1STORD W/WO ART PNCT/FLUR/S&I BILAT,"$5,844.00"
80006744,HB SUPRSLCTV CATH 2ND+ORD RENL&ACCES ARTS/S&I UNI,"$4,275.00"
80006745,HB SUPRSLCTV CATH 2ND+ORD RENL&ACC ARTS/S&I BILAT,"$4,067.00"
80006746,HB INS INTRVASC VC FILT W/WO VAS ACS VSL SLCT RS&I,"$9,774.00"
80006747,HB REPSNG INTRVASC VC FILT W/WO ACS VSL SLCT RS&I,"$4,568.00"
80006748,HB RETRVL INTRVASC VC FILT W/WO ACS VSL SLCT RS&I,"$6,843.00"
80006749,HB ABDM PARACENTESIS DX/THER WITH IMAGE GUIDANCE,"$2,509.00"
80006750,HB CTA ABD & PELVIS W/CONTRAST W/WO CNTRST IMGS,"$3,052.00"
80006751,HB ABDM PARACENTESIS DX/THER W/O IMAGE GUIDANCE,"$1,745.00"
80006752,HB PERITONEAL LAVAGE W/WO IMAGE GUIDANCE,"$1,900.00"
80006753,HB APP SKN SUB GRFT T/A/L AREA/<100SCM/<1ST 25SCM,"$1,585.00"
80006754,HB AP SKN SUB GRFT T/A/L AREA/<100SCM EA AD 25SCM,$271.00
80006755,HB APP SKN SUB GRFT T/A/L AREA/>100SCM 1ST 100SCM,"$2,725.00"
80006756,HB APP SKN SUB GRFT T/A/L AREA/>100SCM ADL 100SCM,$733.00
80006757,HB SUB GRFT F/S/N/H/F/G/M/D /<100SCM /<1ST 25 SCM,"$1,585.00"
80006758,HB SUB GRFT F/S/N/H/F/G/M/D /<100SCM EA ADL 25SCM,$350.00
80006759,HB SUB GRFT F/S/N/H/F/G/M/D />100SCM 1ST 100SCM,"$2,140.00"
80006760,HB SUB GRFT F/S/N/H/F/G/M/D />100SCM ADL 100SCM,$950.00
80006763,HB APPL MLTLAYR COMPRS SYS UP/LW ARM HAND&FINGRS,$334.00
80006764,HB EMG EA EXTRMTY W/NCVS LIMITED,$360.00
80006765,HB EMG EA EXTRMTY W/NCVS COMPLETE,$463.00
80006766,HB EMG NON-EXTRMTY CRANIAL W/NCVS,$195.00
80006767,HB PERCT MTRAL VALV REPR W/MITRACLIP,"$47,702.00"
80006768,HB AORTIC VALVE,"$131,040.00"
80006769,HB R ANTI-CHROMATIN,$239.00
80006770,HB TDAP VACCINE IM 7+ YEARS,$113.00
80006773,HB DESTROY INT HEMMORHOID THERMAL ENERGY (INFRARED COAG),"$2,039.00"
80006774,HB SHORT LATENCY SSEP UPPERS & LOWERS,"$1,097.00"
80006775,HB CENTRAL MOTOR EP UPPERS & LOWERS,$919.00
80006776,HB BRONCH W/TRANSBRONCH LUNG BX EA LOBE,"$2,466.00"
80006777,HB SING/MULT INJ SPIDER VEINS LIMB/TRUNK,$298.00
80006780,HB GRANULOCYTES (WHITE BLOOD CELLS),"$3,477.00"
80006781,HB CULTURE DONOR UNIT,$244.00
80006782,HB R SEMEN POST VASECTOMY,$200.00
80006783,HB ED BASIC METABOLIC PANEL,$150.00
80006784,HB R VENLAFAXINE,$126.00
80006785,HB R CORD PHOSPHATIDYL,$108.00
80006786,HB R FETAL HGB/APT TEST,$72.00
80006787,HB R CORD DRUG SCRN - 5 CMPNT PNL,$260.00
80006788,HB R CORD DRUG SCRN - 7 CMPNT PNL,$304.00
80006789,HB R CORD DRUG SCRN - 9 CMPNT PNL,$354.00
80006790,HB R CORD DRUG SCRN - 12 CMPNT PNL,$376.00
80006791,HB R CORD DRUG SCRN - 13 CMPNT PNL,$416.00
80006792,HB HGB ACID ELUTION,$32.00
80006793,HB HCV RNA DETECT QUANT,$258.00
80006794,"HB R MAG AB, IGM, WBLOT",$250.00
80006795,"HB R MAG AB, IGM, EIA",$257.00
80006796,HB REGIONAL + MAC ANES 1ST HR,$685.00
80006797,HB REGIONAL + MAC ANES >1HR: 30 MIN INCREMENTS,$210.00
80006798,HB RP LOCLZJ INFLAMMATORY PROCESS LIMITED AREA,"$2,851.00"
80006799,HB LIVER IMAGING STATIC ONLY,"$1,982.00"
80006800,HB FILSHIE CLIP,$217.00
80006801,"HB R CYTOPATH, FISH, URINARY TRK SPECMN",$378.00
80006802,HB GASTROSTOMY TUBE SUPPLY,$261.00
80006803,HB PIPELINE EMBOLIZATION DEVICE,"$58,933.00"
80006804,HB TRACH TUBE CHANGE PRIOR TO FIST TRACK,$696.00
80006806,HB TRACHEOTOMY TUBE SUPPLY,$100.00
80006807,HB MRA UPPER EXTREMITY W/O & W CONTRAST,"$2,307.00"
80006808,HB MRA UPPER EXTREMITY W/O CONTRAST,"$2,307.00"
80006809,HB MRA UPPER EXTREMITY W/CONTRAST,"$2,307.00"
80006810,HB MRA SPINE W/O & W CONTRAST,"$1,597.00"
80006811,HB MRA SPINE W/O CONTRAST,"$1,597.00"
80006812,HB MRA SPINE W CONTRAST,"$1,597.00"
80006813,HB CAR SEAT/BED TESTING W/INTERP & REPORT 60 MIN,$217.00
80006814,HB CAR SEAT/BED TESTNG W/INTERP & REPORT +30MIN,$274.00
