DESCRIPTION,,PRICE
B.QUINTANA IGM TITER (SO),,$50.00
FSHD COMBINING MOPATH L5(SO),,"$2,331.00"
POOLED PLATELET,,$227.00
RECONSTITUTED PROD.,,$227.00
CYTOGENETICS DNA PROBE,,$384.00
Level IV Surgical Path Exam,,$771.00
PDGFRA MUTATION ANALYSIS (QUEST),,$866.00
CYTOGENETICS 100-300,,$447.00
BRAF(V-RAF MURINE SARCOMA VIRAL ONCOGENE HOMOLOG B,,$823.00
"CYTOPATH IN SITU HYBRIDIZATION,URINARY TRACT SPEC ",,$930.00
CYTOGENETICS DNA PROBE,,$62.00
TISSUE CULTURE FOR NON-NEOPLASTIC DISORDERS;LYMPHO,,$347.00
CYTOGENETICS DNA PROBE,,$287.00
CYTOGENETICS 100-300,,$349.00
ER/PR HER2 W/REFLEX TO HER2 FISH (SO),,$727.00
"FISH, HER-2/NEU (SO)",,$737.00
MOLECULAR CYTOGENETICS: DNA PROBE (FISH) (SO) PDGF,,$511.00
INTERPHASE IN SITU HYBRIDIZATION(100-300) CELLS (S,,$256.00
"LYNCH SYNDROME TUMOR PANEL, IHC  (SO)",,$707.00
"BRCA1 , BRCA2, GENE SEQUENCE ANALYSIS (SO)",,"$5,291.00"
"BRCA1 , BRCA2, DELETION/DUPLICATION ANALYSIS(SO)",,"$2,608.00"
"FISH, MDM2 GENE AMPHLIFICATION (ARUP)",,"$1,325.00"
MOLECULAR CYTOGENETICS: DNA PROBE (FISH) (SO) MN,,$298.00
INTERPHASE IN SITU HYBRIDIZATION(100-300) CELLS (S,,$127.00
"FISH, HES/LEUKEMIA, 4Q12 REA(FIP1L-PDGFRA",,$665.00
INTERPHASE IN SITU HYBRIDIZATION(100-300) CELLS (S,,$221.00
MOLECULAR CYTOGENETICS: DNA PROBE (FISH) (SO) FG,,$499.00
INTERPHASE IN SITU HYBRIDIZATION(100-300) CELLS (S,,$248.00
MOLECULAR CYTOGENETICS: DNA PROBE (FISH) (SO) NE,,$714.00
INTERPHASE IN SITU HYBRIDIZATION(100-300) CELLS (S,,$142.00
MOLECULAR CYTOGENETICS: DNA PROBE (FISH) (SO) ETO,,$563.00
INTERPHASE IN SITU HYBRIDIZATION(100-300) CELLS (S,,$282.00
MOLECULAR CYTOGENETICS: DNA PROBE (FISH) (SO) MLL,,$511.00
INTERPHASE IN SITU HYBRIDIZATION(100-300) CELLS (S,,$256.00
FLOW CYTOMETRY; FIRST MARKER (SO) PCN,,$250.00
FLOW CYTOMETRY;EACH ADD MARKER (SO) PCN,,$233.00
TAY- SACHS DISEASE MUTATION ANALYSIS (SO),,$384.00
CANAVAN DISEASE MUTATION ANALYSIS (SO),,$568.00
TISSUE CULTURE FOR  AM-FLD OR CV-CELLS (SO) SC,,$236.00
MOLECULAR PATHOLOGY  SICKLE CELL (SO) SC,,$514.00
MOLECULAR CYTOGENETICS: DNA PROBE (FISH) (SO) DUP,,$350.00
INTERPHASE IN SITU HYBRIDIZATION(100-300) CELLS (S,,$350.00
MOLECULAR PATHOLOGY RAF1 (SO) NSS,,"$2,078.00"
MOLECULAR PATHOLOGY KRAS (SO) NSS,,"$2,078.00"
MOLECULAR PATHOLOGY PTPN11 (SO) NSS,,"$2,078.00"
MOLECULAR PATHOLOGY  SOS1 (SO) NSS,,"$2,078.00"
MOLECULAR CYTOGENETICS: DNA PROBE (FISH) (SO) MM,,$499.00
INTERPHASE IN SITU HYBRIDIZATION(100-300) CELLS (S,,$248.00
TKD  GENE MUTATION (SO)FLT3,,$395.00
"EML4 ALK GENE FUSION, PCR (SO)",,"$1,030.00"
CLARISURE? OLIGO-SNP PRENATAL (SO),,"$3,396.00"
BRAF - GENE ANALYSIS (SO) CCM,,$708.00
KRAS -GENE ANALYSIS (SO)CMM,,$708.00
"GAUCHER DISEASE, DNA MUTATION ANALYSIS (SO)",,$394.00
MOLECULAR CYTOGENETICS: DNA PROBE (FISH) (SO)RARA,,$751.00
INTERPHASE IN SITU HYBRIDIZATION(100-300) CELLS (S,,$374.00
MOLECULAR CYTOGENETICS: DNA PROBE (FISH) (SO) ROS1,,$682.00
INTERPHASE IN SITU HYBRIDIZATION (25-99 CELLS (SO),,$342.00
NAIT MATERNAL WITH PATERNAL (SO),,$744.00
CARDIO IQ APO E GENOTYPE (SO),,$775.00
FANCONI ANEMIA TISSUE CX (SO),,$384.00
FANCONI ANEMIA CHROM ANAL (SO),,$241.00
FISH SRY/X CENTROMERE DNA (SO),,$241.00
FISH SRY/X CENTROMERE ISH (SO),,$392.00
FISH SRY/X CENTRO INTERP (SO),,$222.00
FISH CONCEPTION PROD ISH (SO),,$384.00
FISH CONCEPTION PROD DNA (SO),,$241.00
COLORECTAL CAN. MUT. PANEL KRA SO,,"$1,414.00"
COLORECTAL CAN. MUT. PANEL BRA SO,,"$1,414.00"
SEMINAL VESICLE,,$299.00
HLA II TYPING 1 (SO),,$755.00
HLA I TYPING COMP (SO),,"$2,107.00"
CONGEN CTL HVS L5 (SO),,"$1,519.00"
CONGEN CTL HVS L7 (SO),,"$3,786.00"
CONGEN CTL HVS UNLIST (SO),,$824.00
FAM MEDITERANEAN SEQ (SO),,"$1,519.00"
EARLY ONSET ALZ EVAL L6 (SO),,"$1,729.00"
EARLY ONSET ALZ EVAL L7 (SO),,"$3,786.00"
EARLY ONSET ALZ EVAL UNL (SO),,$824.00
SCN 4 DNA L7 (SO),,"$3,786.00"
AMYLOIDOSIS EVAL (SO),,$824.00
SCA2 EXPAN ANAL L2 (SO),,"$1,583.00"
OSTEO IMPERFECT EVAL L9 (SO),,"$4,621.00"
SUCCINATE DEHYDRO L5 (SO),,"$1,519.00"
SUCCINATE DEHYDRO L6 (SO),,"$1,729.00"
MYELOID MALIG MUTAT (SO),,"$2,920.00"
CONGEN HYOPTONIA UBE3A (SO),,$519.00
CONGEN HYPOTONIA L1 (SO),,$744.00
CONGEN HYPOTONIA L5 (SO),,"$1,519.00"
INSITU HYBRID FISH (SO),,$579.00
MGMT MICRODISSECTION PCR (SO),,$405.00
MGMT GENE ANALYSIS (SO),,$511.00
CALR MUTATION ANALYSIS (SO),,$824.00
PANCREATITIS (CTRC) (SO),,$932.00
CADASIL,,"$3,786.00"
MITOCHONDRIAL SEQ (SO),,"$4,364.00"
HLA DR GENOTYPING (SO),,$755.00
NOONAN SYN SEQ L7 (SO),,"$1,200.00"
NOONAN SYN SEQ L5 (SO),,"$1,200.00"
NOONAN SYN SEQ L6 (SO),,"$1,200.00"
SNAPSHOT MUTATION L4 (SO),,"$1,082.00"
HEARING LOSS COMP GJB6 (SO),,$884.00
HEARING LOSS COMP L5 (SO),,$884.00
AML PROGNOSTIC CEBPA (SO),,$458.00
AML PROGNOSTIC FLT3 (SO),,$329.00
AML PROGNOSTIC FLT3 ANAL (SO),,$238.00
AML PROGNOSTIC NPM1 (SO),,$249.00
MYELOID NEO MUTATION (SO),,"$2,350.00"
LYNCH SYN MSH2 FULL SEQ (SO),,$944.00
LYNCH SYN MSH2 DELETION (SO),,$772.00
LYNCH SYN MSH2 LEVEL 4 (SO),,"$1,117.00"
LYNCH SYN MSH6 FULL SEQ (SO),,$987.00
LYNCH SYN MSH6 DELETION (SO),,$891.00
"KRAS GENE ANALYSIS; VARIANTS IN EXON 2 (EG, CODONS",,$979.00
"KRAS GENE ANALYSIS; ADD'L VARIANT(S) (EG, CODON 61",,$665.00
THYROSEQ - BRAF ANALYSIS (SO),,$263.00
THYROSEQ - KRAS ANALYSIS (SO),,$290.00
THYROSEQ - PTEN ANALYSIS (SO),,$79.00
THRYOSEQ - MOPATH LEVEL 2 (SO),,$206.00
THRYOSEQ - MOPATH LEVEL 4 (SO),,$278.00
THRYOSEQ - MOPATH LEVEL 5 (SO),,$412.00
THRYOSEQ - MOPATH LEVEL 6 (SO),,$452.00
THRYOSEQ - UNLISTED MOPATH (SO),,$2.00
ONCOVANTAGE TM (SO),,"$3,708.00"
ADD HIGH RESO,,$460.00
ADDITION BAND CHARGE,,$455.00
ADDITION CELL CHARGE,,$244.00
ADDITION KARYO CHARGE,,$300.00
CA - 15 CELLS CHARGE,,"$1,858.00"
CA - FRAGILE X CHARGE,,"$2,386.00"
CELL ANALYSIS CHRG,,"$1,265.00"
CELL CNT/KARYO TYP,,"$1,720.00"
"CYTOLOGY, FEMALE GEN",,$64.00
"CYTOLOGY, GYN LBP",,$233.00
"CYTOLOGY,PULMONARY",,$353.00
CYTOPATHOLOGY EVAL OF FINA,,$178.00
CYTOPLASMIC CHARGE,,$424.00
FINE NEEDLE ASPIRATION,,$178.00
FLOW CYTOMETRY - ADDT'L MARKER,,$169.00
"FLOW CYTOMETRY, INTERP.",,$305.00
"FNA-BREAST,CYTO",,$207.00
"FNA-CELL BLK,,MISC",,$353.00
"FNA-CELL BLK,BREAST",,$353.00
"FNA-MISC,CYTO",,$207.00
"FNA-PULMONARY,CYTO",,$353.00
HAIRY CELL LEUKEMIA,,$424.00
KARYO TYPING CHARGE,,$300.00
LYMPHOMA PROF-BASIC,,$424.00
NUCLEAR CHARGE,,$424.00
PAP SMEAR,,$233.00
SEX CHROMATIN:BUCCAL,,$166.00
"TIS CULT, AMINO CHARG",,"$2,033.00"
"TIS CULT, LYMPH CHARGE",,"$1,610.00"
"TIS CULT, OTHER CHARGE",,"$2,036.00"
"TISSUE CULTURE, CHRG",,$655.00
PLASMA CELL NEO FLOW TC/MARKER 1 (SO),,$500.00
PLASMA CELL NEO FLOW TC/ADD ON (SO),,$90.00
PLASMA CELL NEO FLOW READ 2 - 8(SO),,$90.00
FISH AML M3 RARA DNA (SO),,$407.00
FISH AML M3 RARA 100-300 (SO),,$615.00
"FISH, OLIGODEN 1p/19q (SO)",,$566.00
FSHD CYTOGENETIC STUDY (SO),,"$2,331.00"
FISH HES 4QREA 100-300 (SO),,$389.00
FISH HES 4QREA LEUK DNA (SO),,$389.00
FISH FGFR1 8P11-12 DNA(SO),,$225.00
FISH FGFR1 8P11-12 DNA(SO),,$225.00
FISH NEONATAL SCREEN DNA (SO),,$126.00
FISH NEONATAL SCREEN (SO),,$126.00
FISH FGFR1 8P11-12 100-300 (SO),,$615.00
CYTOPATAH C/V THIN LAYER REDO,,$88.00
Cytopath Eval FNA Report,,$409.00
Cytopath C/V Auto In Fluid,,$94.00
Cytopath C/V Auto Fluid Redo,,$116.00
MOLECULAR CYTOGEN; DNA PROBE  (SO),,$367.00
INTERPHASE IN SITU HYBIRD (SO),,$367.00
MOLECULAR CYTOGENTICS; DNA PROBE (SO),,$367.00
TISSUE CULTURE FOR NEOPLASTIC DISORDER (SO),,$310.00
CHROMOSOME ANALYSIS  20-25 CELLS (SO),,$334.00
"BLADDER CANCER,FISH (SO)",,$493.00
MOLECULAR CYTOGEN; DNA PROBE (SO),,$367.00
INTERPHASE INSITU HYBIRD  (SO),,$367.00
INTERPHASE IN SITU HYBIRDIZATION (SO),,$367.00
Molecular Cytogenetics;DNA probe (Fish) (SO),,$325.00
Interphase in situ hybirdization (SO),,$325.00
Flow Cytometry; First marker (SO),,$225.00
Flow Cytometry; Each add marker (SO),,$134.00
Flow Cytometry; 9 -15 Markers (SO),,$278.00
Flow Cytometry;16 or more markers (SO),,$134.00
Molecular Cytogen DNA Probe (SO),,$343.00
Interphase In situ Hybrid (SO),,$343.00
ENRICHED PREP SUREPATH,,$515.00
6-MAM OPIATES (SO),,$166.00
"CYTOLOGY, URINARY",,$353.00
"CYTOLOGY,FLUID",,$353.00
"CYTOLOGY,BREAST",,$353.00
"CYTOLOGY,CNS",,$353.00
"CYTOLOGY,MISC",,$353.00
TOOTH,,$288.00
FOREIGN BODY,,$288.00
"CATARACT,OS /OD",,$288.00
INTRAUTERINE DEVICE,,$288.00
"APPENDIX,INCIDENTIAL",,$389.00
"FORESKIN, NEWBORN",,$389.00
"TESTIS,CASTRATION",,$389.00
NERVE,,$389.00
SKIN PLASTIC REPAIR,,$389.00
"AMPUT,DIGIT-TRAUMAT.",,$389.00
HERNIA SAC,,$389.00
HYDROCELE,,$389.00
"VAS DEFERENS, STERIL.",,$389.00
VAGINAL MUCOSA,,$389.00
NASAL POLYP,,$495.00
COLOSTOMY STOMA,,$495.00
"FORESKIN,NON-NEWBORN",,$495.00
"BONE/FRAG,NON-PATHOLOGIC",,$495.00
CARTILAGE SHAVINGS,,$495.00
CARPAL TUNNEL TISSUE,,$495.00
DUPUYTREN'S CONTRAC.,,$495.00
"FEMORAL HEAD,N-FRACT",,$495.00
"CYST,MISC",,$495.00
"CYST,SYNOVIAL",,$495.00
"CYST,GANGLION",,$495.00
FISSURE / FISTULA,,$495.00
INTERVERTEBRAL DISC,,$495.00
"JOINT, LOOSE BODY",,$495.00
TENDON SHEATH,,$495.00
"CYST,DENTAL",,$495.00
"NEUROMA,TRAUMATIC",,$495.00
"SKIN BIOPSY,PUNCH",,$495.00
"SKIN EXCISION,DEBRID",,$495.00
"CYST,PILONIDAL",,$495.00
"SOFT TISSUE,DEBRID",,$495.00
"SOFT TISSUE,LIPOMA",,$495.00
ANEURYSM,,$495.00
"VEIN, VARICOSITY",,$495.00
EMBOLIS/THROMBUS,,$495.00
HEMATOMA,,$495.00
HEMORRHOIDS,,$495.00
"ARTERY/VEIN, PLAQUE",,$495.00
CHOLESTEATOMA,,$495.00
CONJUNCTIVA BIOPSY,,$495.00
CORNEA,,$495.00
SALIVARY MUCOCELE,,$495.00
TONSIL/ADENOIDS,,$495.00
GALL BLAD./BILE DUCT,,$495.00
SPERMATOCELE,,$495.00
VARICOCELE,,$495.00
VAS DEFERENS,,$495.00
"CYST,BARTHOLIN",,$495.00
"CYST,HYDAT-MORGAGNI",,$495.00
"BREAST BX,CORE IMG",,$617.00
BRONCHUS BIOPSY,,$617.00
"TRACHEA, BIOPSY",,$617.00
"LARYNX, BIOPSY",,$617.00
NASOPHARYNX,,$617.00
NASAL MUCOSA BIOPSY,,$617.00
STOMACH POLYP,,$617.00
DUODENUM BIOPSY,,$617.00
COLORECTAL POLYP,,$617.00
PERITONEUM BIOPSY,,$617.00
UR BLADDER BIOPSY,,$617.00
PROSTATE CHIPS,,$617.00
CELL BLOCK,,$617.00
"FEMORAL HEAD, FRACT.",,$617.00
SYNOVIUM,,$617.00
MENINGES RESECTION,,$617.00
"SKIN BIOPSY,SHAVE",,$617.00
"SKIN EXCISION,OTHER",,$617.00
"SOFT TISSUE,OTHER",,$617.00
BREAST BIOPSY,,$617.00
"BREAST,REDUCTION",,$617.00
ARTERY/VEIN BIOPSY,,$617.00
LYMPH NODE BIOPSY,,$617.00
BONE MARROW BIOPSY,,$617.00
SPLEEN,,$617.00
"AMPUT,EXTRM-TRAUMAT.",,$617.00
JOINT RESECTION,,$617.00
MUSCLE BIOPSY,,$617.00
"AMPUT,DIGIT-NONTRAUM",,$617.00
HEART VALVE,,$617.00
"LIP, WEDGE BIOPSY",,$617.00
TONGUE BIOPSY,,$617.00
TONSIL BIOPSY,,$617.00
ORAL/GINGIVA BIOPSY,,$617.00
SALIVARY GLAND BX,,$617.00
PARATHYROID GLAND,,$617.00
PITUITARY TUMOR,,$617.00
NERVE BIOPSY,,$617.00
PLEURAL BIOPSY,,$617.00
PERICARDIUM BIOPSY,,$617.00
THYROGLOSSAL DUCT,,$617.00
ESOPHAGUS BIOPSY,,$617.00
STOMACH BIOPSY,,$617.00
SM.INTESTINE BIOPSY,,$617.00
COLON BIOPSY,,$617.00
OMENTUM BIOPSY,,$617.00
KIDNEY BIOPSY,,$617.00
URETER BIOPSY,,$617.00
URETHRA BIOPSY,,$617.00
PROSTATE BIOPSY,,$617.00
ENDOCERVICAL SCRAPE,,$617.00
ENDOMETRIAL SCRAPE,,$617.00
CERVICAL BIOPSY,,$617.00
"VAGINA, BIOPSY",,$617.00
VULVA / LABIA BIOPSY,,$617.00
OVARY,,$617.00
ENDOMETRIAL POLYP,,$617.00
"UTERUS, PROLAPSE",,$617.00
FALLOPIAN TUBE BIOPSY,,$617.00
"FALLOP. TUBE,ECTOPIC",,$617.00
"OVARY,WEDGE BIOPSY",,$617.00
"POC, SPONTANEOUS",,$617.00
"PLACENTA, N-3RD TRIM.",,$617.00
STOMACH RESECTION,,$774.00
"COLON, SEG RESECTION",,$774.00
"PANCREAS, BIOPSY",,$774.00
LIVER RESECTION,,$774.00
URETER RESECTION,,$774.00
TESTIS BIOPSY,,$774.00
PROSTATE RESECTION,,$774.00
BONE BIOPSY,,$774.00
"TUMOR,DENTAL",,$774.00
"MENINGES,TUMOR",,$774.00
"BREAST,SIMPLE MAST.",,$774.00
LYMPH NODE RESECTN,,$774.00
LIVER BIOPSY,,$774.00
"AMPUT,EXTRM-NON TRAUM",,$774.00
"BONE/FRAG,PATHOLOGIC",,$774.00
"MEDIASTINUM,MASS",,$774.00
"SOFT TISSUE,BX/EXCIS",,$774.00
"EYE, ENUCLEATION",,$774.00
THYROID RESECTION,,$774.00
ADRENAL RESECTION,,$774.00
BRAIN BIOPSY,,$774.00
"LUNG, WEDGE BIOPSY",,$774.00
MYOCARDIUM BIOPSY,,$774.00
THYMUS TUMOR,,$774.00
SMALL INTES. RESECTN,,$774.00
NEPHRECTOMY,,$774.00
TESTIS RESECTION,,$774.00
UTERUS,,$774.00
CERVICAL CONE,,$774.00
"PLACENTA, THIRD TRIM.",,$774.00
"OVARY,TUMOR",,$774.00
SMALL INTES. TUMOR,,"$1,051.00"
"COLON, SEG RESEC,TUMOR",,"$1,051.00"
UR BLADDER RESECTION,,"$1,051.00"
"TESTIS RESECT,TUMOR",,"$1,051.00"
BONE RESECTION,,"$1,051.00"
"SOFT TISSUE,TUMOR",,"$1,051.00"
"BREAST,MAST.W/NODES",,"$1,051.00"
"LARYNX, RESECTN/NODE",,"$1,051.00"
"TONGUE, RESECTN,TUMOR",,"$1,051.00"
"TONSIL RESECTN,TUMOR",,"$1,051.00"
LUNG RESECTION,,"$1,051.00"
ESOPHAGUS RESECTION,,"$1,051.00"
"COLON, TOTAL RESECTN",,"$1,051.00"
PANCREAS,,"$1,051.00"
"PROSTATE,RESECTN RAD",,"$1,051.00"
"UTERUS, TUMOR",,"$1,051.00"
"FETUS, W/DISSECTION",,"$1,051.00"
VULVA  RESECTION,,"$1,051.00"
STAIN GRP I - ACID FAST BACT,,$415.00
STAIN GRP I - BIELSCHOWSKY,,$415.00
STAIN GRP I - C E VIOLET,,$415.00
STAIN GRP I - FITE STAIN,,$415.00
STAIN GRP I - GRAM STAIN,,$415.00
STAIN GRP I - GR METH SILVER,,$415.00
SPECAL STAIN GROUP I,,$415.00
STAIN GRP I - RETICUL STAIN,,$415.00
STAIN GRP I - STEINER-SPIRO,,$415.00
STAIN GRP II - ALCIAN BLUE,,$363.00
STAIN GRP II - COLLO IRON,,$363.00
STAIN GRP II - COLLO IRON W HY,,$363.00
STAIN GRP II - DIFF QUCK,,$363.00
STAIN GRP II - CONGO RED,,$363.00
STAIN GRP II - CRYSTAL VIOLET,,$363.00
STAIN GRP II - ELASTIC,,$363.00
STAIN GRP II - GIEMSA,,$363.00
STAIN GRP II - IRON,,$363.00
STAIN GRP II - LUXOL BLUE,,$363.00
STAIN GRP II - MASSON TRI,,$363.00
STAIN GRP II - MUCICARMINE,,$363.00
STAIN GRP II - OIL RED O,,$363.00
STAIN GRP II - PAS,,$363.00
STAIN GRP II - PAS ALC BLUE,,$363.00
STAIN GRP II - PAS W / WO DIAD,,$363.00
STAIN GRP II - SUDAN BLK B,,$363.00
STAIN GRP II - TOLU BLUE,,$363.00
STAIN GRP II - SUDAN BLACK,,$363.00
STAIN GRP II - NASD CL-AC-EST,,$363.00
STAIN GRP II - NAFL INHI NASD,,$363.00
STAIN GRP II - PAS,,$363.00
STAIN GRP II - NAPHTH ESTER,,$363.00
STAIN GRP II - T RESIST AP,,$363.00
STAIN GRP II - FONTANA MASSON,,$513.00
STAIN GRP II - BILE STAIN,,$513.00
STAIN GRP II - CALCIUM STAIN,,$513.00
STAIN GRP II - MELANIN (BLEACH),,$513.00
A-1 ANTITRYPSIN,,$549.00
"ACTIN,MUSCLE SPEC.",,$549.00
ALPHA-FETOPROTEIN,,$549.00
B72.3-BREAST,,$549.00
CA 125-OVARIAN CA,,$549.00
CA-19-9-CARBOHYDRAT,,$549.00
CALCITONIN,,$549.00
CEA-P,,$549.00
CHROMOGRANIN,,$549.00
CYTOKERATIN-AE1/AE3,,$549.00
CYTOKERATIN-CAM5.2,,$549.00
CYTOMEGALOVIRUS,,$549.00
DESMIN,,$549.00
EMA,,$549.00
FACTOR VIII,,$549.00
*STAIN: ONCOPROTEIN (BCL2),,$549.00
*STAIN: CD30/BER H2 (KI-1),,$549.00
*STAIN: B-1 GLYCO,,$549.00
*STAIN: CALPONIN,,$549.00
*STAIN: CALRETININ,,$549.00
*STAIN: A-1 ANTICHYMOTRYPS,,$549.00
*STAIN: CYTOKERATIN 20,,$549.00
*STAIN: CD10,,$549.00
*STAIN: CD138,,$549.00
*STAIN: CD23,,$549.00
*STAIN: CD3,,$549.00
*STAIN: CD31,,$549.00
*STAIN: CD34,,$549.00
*STAIN: CD43,,$549.00
*STAIN: CD5,,$549.00
*STAIN: CD79,,$549.00
*STAIN: KI-67 (MIB-1),,$616.00
*STAIN: CYTOKERATIN 7,,$549.00
*STAIN: HEPATOCYTE,,$549.00
*STAIN: HI MOL WT KERATIN,,$549.00
*STAIN: INHIBIN ALPHA,,$549.00
*STAIN: MYELOPEROXIDASE,,$549.00
*STAIN: P16,,$549.00
*STAIN: P53,,$549.00
*STAIN: TDT,,$549.00
*STAIN: TTF-1,,$549.00
*STAIN: VILLIN,,$549.00
IMMUNOPEROXIDASE,,$549.00
ESTROGEN RECEPTOR,,$616.00
PROGESTERONE RECEP.,,$616.00
GLIAL FIBRILLARY AP,,$549.00
GLUCAGON,,$549.00
HEPATITIS B CORE,,$549.00
HEPATITIS B SURFACE,,$549.00
HERPES SIMPLEX PROB,,$549.00
HUMAN CHORIONIC GON,,$549.00
HUMAN GROWTH HORMON,,$549.00
INSULIN,,$549.00
KAPPA,,$549.00
L-26 B CELL MARKER,,$549.00
LAMBDA,,$549.00
LEU M1,,$549.00
LEUKOCYTE COMMON AG,,$549.00
LEUTEINIZING HORMON,,$549.00
MACROPHAGE-HAM-56,,$549.00
MELANOMA-HMB-45,,$549.00
NEURON SPEC ENOLASE,,$549.00
PLACENTAL ALK PHOS,,$549.00
PLACENTAL LACTOGEN,,$549.00
PROLACTIN,,$549.00
PROSTATE ACID PHOS,,$549.00
PROSTATE SPEC AG,,$549.00
S-100 NEURAL AG,,$549.00
SEROTONIN,,$549.00
SYNATOPHYSIN,,$549.00
THYROGLOBULIN,,$549.00
UCHL-1,,$549.00
VIMENTIN,,$549.00
EM:KAPPA,,$549.00
EM:LAMBDA,,$549.00
EM:IGG,,$764.00
EM:IGA,,$764.00
EM:IGM,,$764.00
EM:C3,,$764.00
EM:C4,,$764.00
EM:C1Q,,$764.00
EM:FIBROGEN,,$764.00
"IMMUNOF,DIR CHARGE",,$712.00
"IMMUNOF, IND CHARGE",,$482.00
*STAIN: HER2NEU,,$616.00
*STAIN: BER EP4,,$549.00
*STAIN: CD117 (C-KIT),,$549.00
*STAIN: CDX2,,$549.00
*STAIN: CEA (MONOCLONAL),,$549.00
*STAIN: CYCLIN D1,,$549.00
*STAIN: CYTOKERATIN 19,,$549.00
*STAIN: CYTOKERATIN 5,,$549.00
*STAIN: CYTOKERATIN 5/6,,$549.00
*STAIN: CYTOKERATIN 6,,$549.00
*STAIN: E-CADHERIN,,$549.00
*STAIN: EGFR,,$549.00
*STAIN: GALECTIN-3,,$549.00
*STAIN: GCDFP-15,,$549.00
*STAIN: HBME-1,,$549.00
*STAIN: HELICOBACTER PYLORI,,$549.00
*STAIN: HHV-8 (HUMAN HERPES-8),,$549.00
*STAIN: MELAN A (MART-1),,$549.00
*STAIN: P10,,$549.00
*STAIN: P63,,$549.00
*STAIN: TREPONEMA,,$549.00
*STAIN: WT-1,,$549.00
*STAIN:PIN COCKTAIL(P63=P504S),,$549.00
*STAIN:SMA(SMOOTH MUSCLE ACTIN,,$549.00
STAIN: CD56,,$549.00
STAIN: CD99,,$549.00
STAIN: GLYPICAN-3,,$549.00
STAIN: MOC-1,,$549.00
IMMUNOHISTO CHEMISTRY,,$278.00
IHC MARKER (STAIN ONLY) (SO),,$333.00
InScape  ER/PR/HER Quant-IHC  (SO),,$736.00
InScape ER/PR Quant -IHC  (SO),,$510.00
ERCC1  IHC with Interp (SO),,$278.00
ACCESSORT DIGIT  DIAGNOSTIC,,$367.00
Acromioclavicular joint,,$367.00
Adhesions  pelvic,,$367.00
Adipose tissue (fat/fatty tissue),,$367.00
Ampulla of Vater,,$367.00
Amputation-extremity  non-traumatic,,$367.00
Arachnoid mater-tumor resection,,$367.00
Arteriovenous malformation (AVM),,$469.00
Arteriovenous malformation (AVM)  complex,,$469.00
Axillary tail/axilla - lymph nodes resection,,$469.00
Bone marrow particle clot,,$469.00
Breast excision of discrete lesion,,$469.00
Breast needle core tissue biopsy,,$469.00
Breast  incisional biopsy,,$469.00
Breast  quadrantectomy/partial mastectomy/segmente,,$469.00
Cervix amputation without uterus,,$469.00
"Colon ""donut""",,$469.00
Colon donut,,$469.00
Cyst - bone,,$469.00
Cyst - cervix,,$469.00
Cyst - dermoid of soft tissue/ovary (eg teratoma),,$469.00
Cyst - dermoid skin,,$469.00
Cyst - epidermoid,,$585.00
Cyst - ovarian  non-neoplastic,,$585.00
Cyst  NOS  neoplastic,,$585.00
Cyst  NOS  nonneoplastic,,$585.00
Cystocele,,$585.00
Diaphragm - resection for tumor,,$585.00
Diaphragm - resection other than for tumor,,$585.00
Dura mater - tumor resection,,$585.00
Endometrial polyp,,$585.00
Endoscopic mucosal resection (EMR),,$585.00
Epiglottis biopsy/simple excision,,$585.00
Esophageal polyp,,$585.00
Fat/fatty tissue NOS,,$585.00
Gastric polyp,,$585.00
Mucosa biopsy - gingiva,,$585.00
Mucosa biopsy - nasal,,$585.00
Mucosa biopsy - NOS,,$585.00
Nasal septum,,$585.00
Omentum resection,,$585.00
Omentum resection - for tumor,,$585.00
Oral cyst,,$585.00
Panniculus,,$585.00
Penis biopsy,,$585.00
Penis resection for tumor,,$585.00
Pericardiium biopsy or tissue,,$585.00
Pericardium resection - for tumor,,$585.00
Peritoneum resection - for tumor,,$585.00
Pia mater - other than tumor resection,,$585.00
Pia mater - tumor resection,,$585.00
Pleura resection,,$585.00
Retroperitoneal biopsy,,$585.00
Scar - soft tissue,,$585.00
Skin  wart (eg  verruca vulgaris),,$585.00
Spinal cord biopsy,,$585.00
Spinal cord tumor excision,,$585.00
Stoma (any site),,$585.00
Stomach polyp,,$585.00
Supernumerary digit,,$585.00
Supernumerary digit diagnostic,,$585.00
Surgical margin  complicated exam,,$585.00
Thymus  incidential,,$585.00
Uvula - incidental,,$585.00
Vocal cord biopsy,,$585.00
Vocal cord resection,,$585.00
Bone cyst,,$585.00
Breast biopsy  without margin exam,,$585.00
Cyst - ovarian  neoplastic,,$585.00
Cyst - sinsus,,$737.00
Diaphragm biopsy or tissue,,$737.00
Diverticulum - bladder/urethra,,$737.00
Dura mater,,$737.00
Enterocele,,$737.00
Ethmoid tissue,,$737.00
Fat pad  biopsy,,$737.00
LEEP biopsy,,$737.00
Ligament,,$737.00
Lymph node for lymphoma workup,,$737.00
Meningematoma/meninghematoma,,$737.00
Mucosa biopsy - oral,,$737.00
Nail  nail bed or scrapping for fungus,,$737.00
Nerve tumor,,$737.00
Neurofibroma/neuroma,,$737.00
Osteochondroma (exostosis),,$737.00
Pericardium resection,,$737.00
Peritoneum resection,,$737.00
Pleura resection - for tumor,,$737.00
Retroperitoneal mass,,$737.00
Rib  marrow squeeze,,$737.00
Scar - keloid,,$737.00
