Service Area,Description,Revenue Code,Patient Pay Charge
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"GAMMAGLOBULIN, EACH",LABORATORY - CHEMISTRY [0301],49
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GASTRIC EMPTYING,NUCLEAR MEDICINE - GENERAL CLASSIFICATION [0340],445
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GASTRIC LAVAGE (NOT DIAGNOSTIC),EMERGENCY ROOM - GENERAL CLASSIFICATION [0450],113
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GASTRIN,LABORATORY - GENERAL CLASSIFICATION [0300],32
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"GASTRIN, ENDO SC(BEAKER)",LABORATORY - GENERAL CLASSIFICATION [0300],32
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GASTROCULT (Beaker),LABORATORY - CHEMISTRY [0301],9
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"Gastrointestinal Pathogen, 12-25 targets",LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],88
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GC AMPLIFICATION,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],59
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GC DNA AMP PROBE - RECTAL,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],59
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GENITAL CULTURE,LABORATORY - GENERAL CLASSIFICATION [0300],31
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GENTAMYCIN ASSAY,LABORATORY - CHEMISTRY [0301],6
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GGT ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],20
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GI BLEED,NUCLEAR MEDICINE - GENERAL CLASSIFICATION [0340],541
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GI ENDOSCOPY OP. W/DILATATION IN SUITE,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],948
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GI TRACT CAPSULE ENDOSCOPY,GASTRO-INTESTINAL (GI) - GENERAL CLASSIFICATION [0750],779
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GIARDIA EIA,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],34
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GLUCAGON,LABORATORY - GENERAL CLASSIFICATION [0300],19
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GLUCOSE 2 HR,LABORATORY - GENERAL CLASSIFICATION [0300],11
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"GLUCOSE ASSAY, CSF/BF",LABORATORY - CHEMISTRY [0301],5
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"GLUCOSE ASSAY, CSF/BF (Beaker)",LABORATORY - CHEMISTRY [0301],5
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"GLUCOSE ASSAY, CSF/BF (Beaker)",LABORATORY - CHEMISTRY [0301],5
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GLUCOSE TOLERANCE (5 SPEC),LABORATORY - CHEMISTRY [0301],7
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GLUCOSE TOLERANCE 2HR,LABORATORY - CHEMISTRY [0301],24
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GLUCOSE WB (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300],11
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"GLUCOSE, 50 GRAM (BEAKER)",LABORATORY - GENERAL CLASSIFICATION [0300],15
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GLUTAMIC ACID DECARBOXYLASE,LABORATORY - IMMUNOLOGY [0302],18
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GLYCOSYLATED HB HOME DEVICE,LABORATORY - CHEMISTRY [0301],20
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GLYCOSYLATED HEMOGLOBIN TEST,LABORATORY - CHEMISTRY [0301],15
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GRAM STAIN (Beaker),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],8
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GRAM STAIN (Beaker),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],8
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,GROWTH HORMONE (SENDOUT) (BEAKER),LABORATORY - GENERAL CLASSIFICATION [0300],8
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"GROWTH HORMONE, RIA, (ESOTERIX)",LABORATORY - CHEMISTRY [0301],30
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,H PYLORI ANTIBODIES (Beaker),LABORATORY - IMMUNOLOGY [0302],34
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,H PYLORI ANTIGEN,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],52
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HAND CONTROL MITT,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],19
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"HAND, AP & LAT",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],106
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"HAND, MIN 3 VIEWS",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],121
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HAPTOGLOBIN ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],23
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HBO2 TX - PER TX NON-MEDICARE,RESPIRATORY SERVICES - HYPERBARIC OXYGEN THERAPY [0413],1046
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"HC TESTOSTERONE, FREE ONLY",LABORATORY - CHEMISTRY [0301],47
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HCC PTT-LA MIXING STUDIES (BEAKER),LABORATORY - HEMATOLOGY [0305],16
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HCCO2 ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],9
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"HCG ASSAY, QUANTITATIVE (Beaker)",LABORATORY - CHEMISTRY [0301],24
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"HCG ASSAY, QUANTITATIVE (Beaker)",LABORATORY - CHEMISTRY [0301],24
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HCG URINE TEST (PREGNANCY),LABORATORY - CHEMISTRY [0301],14
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HCHEPATITIS A AB IGM (BEAKER),LABORATORY - IMMUNOLOGY [0302],32
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HC-Non-Invasive,RESPIRATORY SERVICES - GENERAL CLASSIFICATION [0410],101
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HCV Fibrosure - Apolipoprotein (Beaker),LABORATORY - CHEMISTRY [0301],29
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HCV Fibrosure - GGT (Beaker),LABORATORY - CHEMISTRY [0301],20
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HCV Fibrosure - Haptoglobin (Beaker),LABORATORY - CHEMISTRY [0301],23
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HCV Fibrosure - Macroglobulin (Beaker),LABORATORY - CHEMISTRY [0301],20
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HCV Fibrosure - SGPT (Beaker),LABORATORY - CHEMISTRY [0301],13
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HCV Fibrosure - T. Bili (Beaker),LABORATORY - CHEMISTRY [0301],20
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HDL CHOLESTEROL ASSAY (BEAKER),LABORATORY - CHEMISTRY [0301],14
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEALTH CHECK SICKLE CELL,LABORATORY - HEMATOLOGY [0305],14
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"HEARING AID REPLACEMENT, MONAU BASIC",MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],13
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"Heavy Metals, Blood - Lead (Beaker)",LABORATORY - CHEMISTRY [0301],16
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"Heavy Metals, Blood-Arsenic(Beaker)",LABORATORY - CHEMISTRY [0301],35
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"Heavy Metals, Blood-Mercury(Beaker)",LABORATORY - CHEMISTRY [0301],30
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEIMLICH 10FR.CHEST DRAIN,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],207
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEIMLICH CHEST DRAIN VALVE,MEDICAL/SURGICAL SUPPLIES AND DEVICES - STERILE SUPPLY [0272],40
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEMATOCRIT (Beaker),LABORATORY - HEMATOLOGY [0305],9
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEMOGLOBIN (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300],9
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEMOGLOBIN (Beaker),LABORATORY - GENERAL CLASSIFICATION [0300],9
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEMOGLOBIN A1C ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],15
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEMOGLOBIN ELECTROPHOR,LABORATORY - CHEMISTRY [0301],23
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEMOGLOBIN ELECTROPHORESIS (BEAKER),LABORATORY - HEMATOLOGY [0305],23
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEMOGLOBIN QUANT (BEAKER),LABORATORY - CHEMISTRY [0301],33
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEP B E AB,LABORATORY - IMMUNOLOGY [0302],22
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEP B E AG,LABORATORY - IMMUNOLOGY [0302],20
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"HEP C, RNA ULTRAQUANT (Beaker)",LABORATORY - GENERAL CLASSIFICATION [0300],58
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPARIN INDUCED PLATELET AB,LABORATORY - IMMUNOLOGY [0302],45
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPARIN INDUCED PLATELET ANTIBODY (SENDOUT)(BEAKER),LABORATORY - GENERAL CLASSIFICATION [0300],45
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPATIC FUNCTION PANEL (Beaker),LABORATORY - CHEMISTRY [0301],22
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPATITIS A ANTIBODY,LABORATORY - IMMUNOLOGY [0302],46
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPATITIS A ANTIBODY (Beaker),LABORATORY - IMMUNOLOGY [0302],46
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPATITIS B CORE ANTIBODY,LABORATORY - IMMUNOLOGY [0302],38
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPATITIS B CORE ANTIBODY (Beaker),LABORATORY - IMMUNOLOGY [0302],21
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPATITIS B CORE ANTIBODY IGM (Beaker),LABORATORY - IMMUNOLOGY [0302],23
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPATITIS B DNA ULTRA QUANT,LABORATORY - GENERAL CLASSIFICATION [0300],77
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPATITIS B SURFACE ANTIBODY (Beaker),LABORATORY - IMMUNOLOGY [0302],20
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPATITIS B SURFACE ANTIGEN,LABORATORY - IMMUNOLOGY [0302],34
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPATITIS B SURFACE ANTIGEN (Beaker),LABORATORY - IMMUNOLOGY [0302],34
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPATITIS C SCREEN,LABORATORY - IMMUNOLOGY [0302],60
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPATITIS C SCREEN (Beaker),LABORATORY - IMMUNOLOGY [0302],26
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPATITIS C VIRUS - GENOTYPE - QUE(BEAKER),LABORATORY - GENERAL CLASSIFICATION [0300],200
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPATITIS PANEL ACUTE (SENDOUT) (BEAKER),LABORATORY - CHEMISTRY [0301],114
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPATO BILIARY & GB WITH PHARM,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],518
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPATO BILIARY WITH/WITHOUT GB,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],518
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPB VACC ILL PAT 3 DOSE IM,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],224
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HEPB VACC ILL PAT 3 DOSE IM,PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],224
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HER-2 IMMUNOCYTOCHEMISTRY,LABORATORY PATHOLOGICAL - GENERAL CLASSIFICATION [0310],124
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HERPES PCR-RT TYPE 1,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],46
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HERPES PCR-RT TYPE 1 (Beaker),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],46
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HERPES PCR-RT TYPE 2,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],46
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HERPES PCR-RT TYPE 2 (Beaker),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],46
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HFE C282Y mutation,LABORATORY - CHEMISTRY [0301],52
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HFE H63D mutation,LABORATORY - CHEMISTRY [0301],5
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HIP ARTHROGRAM,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],207
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"HIP, ONE VIEW, with pelvis when performed",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],62
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HIP-COMPL MIN 2 VIEWS,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],125
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HIPS BIL 2VW EH HIP W AP PELV,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],125
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HIPS BILAT W PELVIS IF PERFORMED 3-4 VIEWS,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],151
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"Histamine, Plasma (Beaker)",LABORATORY - CHEMISTRY [0301],39
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HISTOPLASMA ANTIGEN,LABORATORY - GENERAL CLASSIFICATION [0300],36
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Histoplasma Quant Antigen(Non-Urine)(Beaker),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],36
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HIV AG/AB 4th Gen w/Reflx (Beaker),LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],47
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HIV ANTIBODY SCREEN (Beaker),LABORATORY - IMMUNOLOGY [0302],29
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HIV ANTIGEN/ANTIBODY COMBO,LABORATORY - IMMUNOLOGY [0302],47
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HIV RNA QUANTITATIVE (BEAKER),LABORATORY - GENERAL CLASSIFICATION [0300],158
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HOMOCYSTEINE ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],23
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HOT BX /BICAP LESION DURING COL,GASTRO-INTESTINAL (GI) - GENERAL CLASSIFICATION [0750],787
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HOT BX/BICAP DURING EGD,GASTRO-INTESTINAL (GI) - GENERAL CLASSIFICATION [0750],632
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"HPV DETECTION,AMPLIFIED PROBE",LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],268
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HSV 1 Antibody Screen (IGM)(Beaker),LABORATORY - IMMUNOLOGY [0302],25
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HSV 1 IGG TYPE SPECIFIC - QST,LABORATORY - IMMUNOLOGY [0302],25
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HSV 2 Antibody Screen (IGM)(Beaker),LABORATORY - IMMUNOLOGY [0302],37
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HSV 2 IGG TYPE SPECIFIC - QST,LABORATORY - IMMUNOLOGY [0302],37
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HSV ANTIBODY 1,LABORATORY - IMMUNOLOGY [0302],25
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HSV ANTIBODY 2,LABORATORY - IMMUNOLOGY [0302],37
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HUMAN GROWTH HORMONE,LABORATORY - GENERAL CLASSIFICATION [0300],8
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HUMAN PAROVIRUS B19 AB,LABORATORY - GENERAL CLASSIFICATION [0300],28
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"HUMERUS, MIN 2 VIEWS",RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],85
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"HYALOMATRIX, PER SQ CM",PHARMACY - EXTENSION OF 025X - DRUGS REQUIRING DETAILED CODING (A) [0636],14
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"HYDRATION IV INFUSION, 1ST HOUR",IV THERAPY - GENERAL CLASSIFICATION [0260],149
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"HYDRATION IV INFUSION, EACH ADD HOUR",IV THERAPY - GENERAL CLASSIFICATION [0260],52
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"HYDRATION IV INFUSION, EACH ADD HOUR PBC",IV THERAPY - GENERAL CLASSIFICATION [0260],66
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HYPAFIX DRESS RETENTION ROLL 4X10,MEDICAL/SURGICAL SUPPLIES AND DEVICES - GENERAL CLASSIFICATION [0270],83
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HYPERBARIC MEDICINE RESEARCH P,OTHER DIAGNOSTIC SERVICES - GENERAL CLASSIFICATION [0920],217
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,HYSTEROSALPINGOGRAM,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],253
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,I & D EPIDIDYMIS TESTIS/SCROTAL SP,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],62
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,I V P WITH TOMOGRAPHY,RADIOLOGY - DIAGNOSTIC - GENERAL CLASSIFICATION [0320],546
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,I&D OF PILONIDAL CYST; COMPLIC PBC,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],651
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,I&D PILONID CYS; SMPL PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],71
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,I&D PILONID CYST; CPLX,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],317
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,I&D PILONID CYST; CPLX,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],376
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,I&D SIMPLE,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],92
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,I&D SIMPLE PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],116
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,I&D VULVA/PERIANAL ABSCESS,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],71
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"I&D, COMPLICATED/MULTIPLE",OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],116
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"I&D, COMPLICATED/MULTIPLE",SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],116
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,I&D; PERIANAL ABSCESS,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],71
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,I-123 SODIUM IODIDE CAP/100UCI,NUCLEAR MEDICINE - DIAGNOSTIC PROCEDURES [0341],49
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,IBD SGI Diagnostic (Beaker),LABORATORY - CHEMISTRY [0301],24
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,ICAM/VCAM/SSA CHEMILUMINESCENT-IBD(BEAKER),LABORATORY - CHEMISTRY [0301],30
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,ID SINGLE ORGANISM,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],14
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,IG ASSAY,LABORATORY - CHEMISTRY [0301],26
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,IGA ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],26
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,IGE ASSAY,LABORATORY - CHEMISTRY [0301],30
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,IGG ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],26
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,IGG SUB CLASS 4,LABORATORY - CHEMISTRY [0301],11
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,IGG SUBCLASSES,LABORATORY - GENERAL CLASSIFICATION [0300],11
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,IGM ASSAY (Beaker),LABORATORY - CHEMISTRY [0301],26
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"IHC, ADD. SINGLE AB STAIN, PER SPECIMEN",LABORATORY PATHOLOGICAL - GENERAL CLASSIFICATION [0310],100
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,"IHC, MULTIPLEX AB STAIN, PER SPECIMEN",LABORATORY PATHOLOGICAL - GENERAL CLASSIFICATION [0310],139
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,ILEOSCOPY THRU STOMA W/WO BRSH,GASTRO-INTESTINAL (GI) - GENERAL CLASSIFICATION [0750],533
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Image-Guided Perc Cath Drainage - Viscera,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],865
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,IMIPRAMINE (TOFRANIL),LABORATORY - GENERAL CLASSIFICATION [0300],20
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,IMMUNIZATION ADMIN EACH ADDIT,PREVENTIVE CARE SERVICES - VACCINE ADMINISTRATION [0771],22
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,IMMUNOELECTROPHORESIS ASSAY (Beaker),LABORATORY - IMMUNOLOGY [0302],54
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,IMMUNOPEROX-EACH ANTIBODY,LABORATORY PATHOLOGICAL - GENERAL CLASSIFICATION [0310],117
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,IMPACTED CERUMEN REMOVAL,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],37
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,IMPACTED CERUMEN REMOVAL PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],37
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,INCENTIVE SPIRO SET-UP,PULMONARY FUNCTION - GENERAL CLASSIFICATION [0460],75
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,INCISE EXTERNAL HEMORRHOID PBC,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],207
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,INCISION OF RECTAL ABSCESS,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],71
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,INDIA INK PREP,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],11
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,INFECT. AGENT ID AMP PROBE,LABORATORY - BACTERIOLOGY AND MICROBIOLOGY [0306],44
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,INFUSION THERAPY <= 1 HR,IV THERAPY - GENERAL CLASSIFICATION [0260],186
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,INFUSION THERAPY EA ADDL HR LD,IV THERAPY - GENERAL CLASSIFICATION [0260],49
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,Inhibin A (Beaker),LABORATORY - IMMUNOLOGY [0302],37
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,INITIAL TREATMENT BURN 1ST DEGREE,SPECIALTY ROOM - TREATMENT/OBSERVATION ROOM - TREATMENT ROOM [0761],73
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,INJ ANES AGNT LUM/SAC SING AST,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],1150
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,INJ ANEST/STEROID LUMB SACRAL,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],253
WAKE FOREST BAPTIST MEDICAL CENTER Wilkes,INJ ANEST/STEROID SI JOINT W/OR W/O ARTHROGRAPHY,OPERATING ROOM SERVICES - GENERAL CLASSIFICATION [0360],564
