Description, CurrPrice 
SYNOVIAL FLUID/JNT FLUID,$900.00 
FLUID CELL COUNT,$688.00 
FECAL LEUKOCYTE STAIN,$199.00 
CRYSTAL - FLUID,$362.00 
HEP B IMMU 312U/1ML P ML NABI,"$2,419.00 "
RABIES IG 300U/ML SDV HYPERRAB,"$2,103.00 "
RABIES IG 1500MG/10ML SDV,"$2,103.00 "
RABIES IG HT 300U/2ML SDV,"$6,891.00 "
PALIVIZUMAB 50MG/0.5ML SDV,"$12,478.00 "
PALIVIZUMAB 100MG/1MLP50MG SDV,"$12,478.00 "
IMMUNIZ ADMIN SINGLE,$134.00 
IMMUNIZATION ADMIN - INITIAL,$134.00 
IMMUN ADM (ID/PC/SQ/IM) EA ADD,$134.00 
IMMUNIZATION ADMIN - ADD'L,$134.00 
HAEM B POLYSAC CONJ TET-ACTHIB,$531.00 
INFLUENZA VAC >65YO 0.5ML,$683.00 
PNEUMOCO CONG 13-VAL VAC 0.5ML,"$2,193.00 "
INFLUENZA VACC FLUBLOK 0.5ML,$693.00 
RABIES VAC CHICK-EMB 2.5U KIT,$750.00 
"RABIES, VACCINE, IM USE","$1,017.00 "
INFLUENZA QUAD VACC >3YO 0.5ML,$352.00 
DIPHTH TETAN PERTUS ACEL <7YRS,$422.00 
MEASLES/MUMPS/RUBELLA VAC0.5ML,$381.00 
"POLIOMYELITIS VAC,KILLED .5ML",$219.00 
"TETANUS,DIPHTH TOX .5ML",$217.00 
DIPHTH TETAN PERTUS ACEL 7YRS+,$805.00 
PNEUMOCOCCAL 23-VAL VACC >2YRS,$291.00 
MENINGOC VACC ACY W-135 DIP,"$1,804.00 "
HEPATITIS B VAC 10MCG/.5ML SYR,$579.00 
ZOSTER VACCINE RECOM 1EA PWVL,"$2,161.00 "
BIOFEED TRN ANORECT/SPHIN(INC,"$2,374.00 "
CONT RENAL REPLACEMT THERAPY,"$11,692.00 "
ESOPH MOTILITY STUDY,"$2,525.00 "
"ESOPHAGEAL PH ELECT PLC, REC","$2,277.00 "
ESOPHAGEAL TEL PH ELECT PLC,"$6,451.00 "
BREATH HYDROGEN TEST,"$1,541.00 "
CAPSULE ENDOSCOPY,"$7,311.00 "
"GI TRNST/PRSSR MSRMNT, WIRELS","$2,469.00 "
RECTAL SENSITIVITY/TONE TEST,"$5,646.00 "
ANAL MANOMETRY,"$2,374.00 "
NASOPHARYNGOSCOPY W/ENDO,"$1,719.00 "
"PTCA, SINGLE VESSEL","$10,037.00 "
"PTCA, ADDITIONAL VESSEL","$10,037.00 "
AMI INTERVENT W/BMS COMBO,"$15,243.00 "
Code Blue,"$5,502.00 "
CARDIOPULMONARY RESUSC,"$5,502.00 "
"CARDIOVERSION, ELECT EXTERNAL","$11,900.00 "
CARDIOVERSION,"$11,900.00 "
CARDIOVERSION ELECT EXTERNAL,"$11,900.00 "
CORONARY THROMBECTOMY,"$3,964.00 "
IVUS INIT VESSEL COR,"$5,933.00 "
IVUS EACH ADDL VESSEL COR,"$3,619.00 "
VALVULOPLASTY AORTIC PERC,"$85,859.00 "
PERC TLUM PA BAL ANGIOPLS SING,"$3,831.00 "
PERC TLUM PA BAL ANGIOPLS ADDL,"$3,831.00 "
EKG 12 LEAD,$920.00 
CARDIAC MONITORING,$372.00 
EKG 12 LEADS,$920.00 
12 LEAD ECG (TRACING ONLY),$920.00 
CARDIAC STRESS TEST,"$2,066.00 "
CARDIAC MONITORING,$372.00 
CARDIAC MONITORING,"$2,236.00 "
ECG (1-3 LEADS) TRACING ONLY,$372.00 
HOLTER MONITOR RECORD,"$1,921.00 "
HOLT/MON SCAN ANALYSIS,"$3,421.00 "
TELEMETRY,$865.00 
"ICD INT IN PERSON, PRE/POST OP",$419.00 
TRANS THORACIC CONG ECHO COMPL,"$2,297.00 "
"TRANS THORAC CONG ECHO F/U,LTD","$1,141.00 "
2D/CF/SPECDOP COMP,"$7,264.00 "
ECHOCARDIOGRAM COMPLETE,"$4,596.00 "
ECHOCARDIAGRAM LTD/F/U,"$1,405.00 "
TRANSESOPHAG ECHOCARD,"$4,413.00 "
CONVENTIONAL DOPPLER,"$1,405.00 "
DOPP ECHOCARD LTD,"$1,092.00 "
COLOR FLOW MAPPING,"$1,263.00 "
STRESS ECHOCARDIOGRAM,"$4,413.00 "
SE/DSE/COMP/SUPERVISION/EKG,"$1,394.00 "
TEECATHSTRUC/INTVNT/DOP/CF/3D,"$4,413.00 "
RIGHT HEART STUDY,"$22,691.00 "
LEFT HEART CATH PERCUTANEOUS,"$16,639.00 "
RIGHT & LEFT HEART CATH,"$22,419.00 "
"INJ PROC,CORONARY ANGIOGRAPHY","$30,391.00 "
COR ART CATH PLACE WO LHC,"$30,391.00 "
"CATHETER PLCMT, CORONARY ANGIO","$20,280.00 "
R HRT CORONARY ARTERY ANGIO,"$14,779.00 "
CORONARIES BYPASS GRAFTS & RHC,"$14,779.00 "
L HRT ARTERY/VENTR ANGIO,"$14,779.00 "
L HRT ART/GRFT ANGIO,"$14,779.00 "
R&L HRT ART/VENTR ANGIO,"$15,981.00 "
R&L CATH W BYPASS GRAFTS,"$23,490.00 "
LHC TRANSSEPT/TRANSAPIC (NO-CO,"$10,404.00 "
PHARM AGENT W/REPEAT HEMO MEAS,"$10,404.00 "
PHYS EXER W/REPEAT HEMO MEAS,"$10,404.00 "
SWAN-GANZ CATHETERIZATION,"$7,074.00 "
CARDIAC BIOPSY,"$13,542.00 "
RT HEART CATH FOR CONGEN ANOM,"$3,964.00 "
R&L CATH TRANSEPTAL INTACT,"$23,034.00 "
R&L CATH TRANSEPTAL EXIST OPEN,"$20,542.00 "
INJECTION PROCEDURE HEART CATH,$636.00 
"INJ PROC,FOR AORTOGRAPHY",$985.00 
INJ PROC PULMONARY ANGIOGRAPHY,$985.00 
CORONARY IFR - INITIAL VESSEL,"$3,578.00 "
INT/VASC DOPP VEL/CF INIT VES,"$3,578.00 "
CORONARY IFR - EACH ADD'L VSSL,"$3,606.00 "
INT/VASC DOPP VEL/CF EA AD VES,"$3,606.00 "
TRANSCATH CLOSURE ASD W/IMPLNT,"$26,294.00 "
INTRA-ATRIAL RECORDING,"$1,839.00 "
INTRACARD EP 3 DIM MAPPING,"$4,361.00 "
INDUCTION OF ARRHYTH BY ELEC,"$4,833.00 "
"COMP EVAL RA&RV,P&R,W/O INDUCT","$17,335.00 "
"COMP EVAL RA,P&R,W INDUCT","$24,685.00 "
"COMP EVAL RA&RV,P&R,W LA REC","$24,685.00 "
"COMP EVAL RA&RV,P&R W LV REC","$24,685.00 "
PROG STIM & PACE AFT IV DR INF,"$2,198.00 "
EP EVAL OF ICD W/GEN TEST,"$7,334.00 "
EP EVAL OF ICD COMPL,"$6,566.00 "
ELECTROPHYSIOLOGY EVALUATION,$546.00 
ABLATION AV NODE/CONDUC W/WO T,"$16,617.00 "
ABLATION SVT W/ COMP EP EVAL,"$26,097.00 "
ABLATION VT / COMP EP EVAL,"$26,097.00 "
ADD ABLATION OTH THAN PRIMARY,"$6,006.00 "
"ABLATION AFIB, W/COMP EP EVAL","$25,131.00 "
ADD ABLATION AFIB AFTER PV ISO,"$6,006.00 "
TILT TABLE EVALUATION,"$5,380.00 "
INTRACARD ECHOCARD DUR INTRVEN,"$3,039.00 "
DUPLEX EXTRACRAN ART/BIL,"$3,867.00 "
CAROTID IMAGING B,"$3,867.00 "
CAROT DUP/DOPP UNI/F/U,"$3,853.00 "
TRANSCRAN DOPP COMP/BIL,"$3,853.00 "
SEG DOPPL(LEGS&ARMS)SING,"$2,370.00 "
"SEG DOPP (LEGS), MULT LEV","$2,370.00 "
"SEG DOPP (ARMS), MULT LEV","$2,370.00 "
SEG DOPPL(LEGS)W/TREADMI,"$2,370.00 "
ART DUP/DOPP L/E COMP/BI,"$3,853.00 "
ART DUP/DOPP L/E LTD/UNI,"$2,545.00 "
ART DUP/DOPP U/E COMP/BI,"$3,853.00 "
ART DUP/DOPP U/E LTD/BI,"$2,545.00 "
DUPLEX EXTREM VEINS BIL,"$3,694.00 "
VENOUS DUPLEX ARMS COMP,"$3,694.00 "
VENOUS DOPPLER EXTREMITY,"$3,694.00 "
VEN DUP DOPP EXTR UNI,"$2,545.00 "
ABD/PELV DUP/DOPP COMP,"$3,246.00 "
DUPL ART IN/VEN OUT COMP,"$3,246.00 "
DUPL ART IN/VEN OUT LTD,"$2,175.00 "
AORTA/IVC/ILIAC DUP/DOPP,"$3,867.00 "
AORTA/IVC/ILI DUP/DOPP L,"$2,545.00 "
DUPLEX PENILE VES COMP,"$2,633.00 "
DUPLEX PENILE VES LTD,"$1,972.00 "
"DUP SCAN HEMODIAL ACCES, COMP","$1,431.00 "
NITRIC OXIDE INITIAL DAY,"$5,391.00 "
VENTILATOR - FIRST DAY,"$3,504.00 "
"VENT OSCILLATORY, First Day","$2,726.00 "
VDR IV - FIRST DAY,"$3,504.00 "
INFANT VENT 1ST DAY,"$3,407.00 "
NITRIC OXIDE EACH ADD'L DAY,"$3,407.00 "
VENT OSCILLATORY EA SUBS DAY,"$2,868.00 "
VENTILATOR - EA SUBS DAY,"$2,868.00 "
INFANT VENT EA SUBS DAY,"$2,868.00 "
SPIROMETRY,"$1,438.00 "
Bedside Spirometry,"$1,414.00 "
BRONCHO EVAL PRE&POST,"$1,414.00 "
BRONCHOSPASM EVAL-MULTIPLE,"$4,586.00 "
BRONCHOCHALLENGE,"$4,586.00 "
MAXIMAL VOL VENTILATE,$936.00 
RESP MUSCLE STRENGTH,$936.00 
RESPIRATORY FLOW VOLUME LOOP,$936.00 
RESPIRATORY FLOW VOLUME LOOP,$936.00 
CO2 BREATHING RESPONSE CURVE,"$2,066.00 "
WALK O2,"$1,323.00 "
SIX MINUTE WALK TEST,"$1,323.00 "
EXERCISE STRESS,"$1,323.00 "
CARDIOPULMONARY EXERCISE TEST,"$4,453.00 "
CARDIOPULMONARY EXERCISE TEST,"$4,453.00 "
MINI NEB INITIAL,$936.00 
"MINI-NEB, INITIAL",$936.00 
BRONCHODILATOR (MINI NEB) INIT,$936.00 
SPUTUM INDUCTION,$936.00 
"BRONCHODILATOR (MDI), INIT",$936.00 
"BRONCHODILATOR (MDI), INIT",$936.00 
BRONCHODILATOR (MINI NEB) INIT,$936.00 
BRONCHODILATOR MINI NEB (SUB),$936.00 
MDI START/CONSULT,$936.00 
BRONCHODILATOR (MINI NEB) INIT,$936.00 
PENTAMIDINE RX,"$1,665.00 "
CONT INHAL TX (FIRST HR),"$2,380.00 "
CONT INHAL TX (EA ADD HR),"$1,778.00 "
CPAP NEW SET-UP,"$1,490.00 "
H/FLOW NASAL CANNUL NEW SET UP,"$1,490.00 "
nasalair - new set up,"$1,490.00 "
CPAP INITIATION & MANAGEMENT,"$1,490.00 "
CPAP DAILY,"$1,490.00 "
"H/FLOW NASAL CANNULA, DAILY","$1,490.00 "
nasalair - daily,"$1,490.00 "
"infant nasal cpap, daily","$1,490.00 "
MECHANICAL VENTILATION,$996.00 
"NEG PRESS VENT, NEW SETUP",$996.00 
NEGATIVE VENT DAILY,$996.00 
DAILY EVALUATION,$575.00 
CHEST PHYSIO (THER VEST) INIT,$973.00 
CHEST PHYSIO INF (PERCUS) INIT,$973.00 
CHEST PHYSIO (MANUAL) INIT,$973.00 
CHEST PHYSIO (COFF) INIT,$973.00 
CHEST PHYSIO (FLUT) INIT,$973.00 
CHEST PHYSIO (THER VEST) SUBS,$973.00 
CHEST PHYSIO INF (PERCUS) SUBS,$973.00 
CHEST PHYSIO (FLUT) SUBS,$973.00 
CHEST PHYSIO (MANUAL) SUBS,$973.00 
CHEST PHYSIO (COFF) SUBS,$973.00 
REST ENERGY EXPENDITURE DIRECT,"$2,179.00 "
PLETHYSMOGRAPHY FOR LUNG VOL,$781.00 
LUNG VOL/RESIS. PLETH (SUBS),$781.00 
GAS DILUTION OR WASHOUT,$781.00 
DIFFUSING CAPACITY,$781.00 
"PULSE OX, SGL",$190.00 
"PULSE OX, SGL",$190.00 
"PULSE OX, SGL",$190.00 
"PULSE OX, MULT",$417.00 
"PULSE OX, MULT",$417.00 
"PULSE OX, MULT",$417.00 
"PULSE OXIMETRY TRENDING, CONT",$688.00 
END-TIDAL CO2 ASSESSMENT,$190.00 
END-TIDAL C02 ASSESS,$190.00 
CAR SEAT/BED TEST 60 MIN,$481.00 
CAR SEAT/BED TEST + 30 MIN,$199.00 
AEROSOL MASK NEW SET-UP,"$2,124.00 "
BIPAP NEW SET-UP,"$1,705.00 "
BIPAP / DAILY,$624.00 
CANNULA NEW SET-UP,"$1,884.00 "
FACE TENT NEW SET-UP,"$1,884.00 "
FACE TENT DAILY,"$1,884.00 "
CANNULA NASAL DAILY,"$1,237.00 "
TRACH COLL NEW SET-UP,"$2,124.00 "
TRACH COLL DAILY,"$1,490.00 "
INSP/EXP MUCL TRAIN STRT,$688.00 
INSP/EXP MUCL TRAIN DLY,$458.00 
VENTILATORY PARAMETERS,$489.00 
SHILEY TRACH TUBE,"$1,252.00 "
END-TIDAL C02 DAILY,$341.00 
TRANS 02/C02 NEW SET UP,"$2,124.00 "
SUCTIONING (IN-LINE),$190.00 
VENT WEANING PARAMETER,$489.00 
SUCTIONING (AIRWAY),$295.00 
OXYGEN DELIVERY,$140.00 
MULTI SLEEP LATENCY TEST,"$5,340.00 "
POLYSOMNOGRAM>8 PARAMETERS,"$7,902.00 "
POLYSOMNOGRAM W/ CPAPT,"$7,294.00 "
POLYSOMNOGRAM W/ BIPAP,"$7,294.00 "
POLYSOMNOGRAM W/ BIPAP ST,"$7,294.00 "
EEG EXTENDED UP TO 1 HR,"$4,288.00 "
EEG EXTENDED MONITORING >1HR,"$3,748.00 "
EEG AWAKE,"$3,748.00 "
EEG AWAKE AND ASLEEP,"$3,748.00 "
EEG TELE W VIDEO EA 24 HR,"$4,977.00 "
EEG DUR NON-INTRACRANIAL SURG,"$3,015.00 "
EEG>16CH SEIZ RECORD /24 HRS,"$7,307.00 "
NEUROPSYCH TEST-PSYCHOLOGST/HR,$806.00 
NEUROPSYCH TESTING BY TECH P/H,$296.00 
HLTH/BEH ASSESS (INIT) 15 MINS,$238.00 
"HLTH/BEH RE-ASSESS, 15 MINS",$238.00 
"HLTH/BEH INTERV (INDIV),15 MIN",$238.00 
HLTH/BEH  (FAM W/ PT) 15 MINS,$238.00 
HLTH/BEH (FAM W/O PT) 15 MINS,$238.00 
IV INF HYDRATION INIT HR,$863.00 
IV INF HYDRATION INIT 31-60MIN,$863.00 
IV INF HYDRATION EA ADD HR,$563.00 
IV INF HYDRATION EA ADD HR,$563.00 
IV INF HYDRATION EA AD HR,$563.00 
IV INFUSION INIT HR,$863.00 
IV INFUSION INIT HR,$863.00 
"IV INFUS, FIRST HOUR",$863.00 
N/ CHEMO IV INFUS INIT HR,$863.00 
N/CHEMO IV INF INIT HR,$863.00 
N/ CHEMO IV INFUS EA ADD HR,$563.00 
N/ CHEMO IV INFUS EA ADD HR,$563.00 
N/CHEMO IV INF EA ADD HR,$563.00 
N/CHM INF EA AD SEQ INF P/VS,$563.00 
N/CHM INF EA AD SEQ INF P/VS,$563.00 
N/CHM INF EA AD SEQ INF P/VS,$563.00 
N/CHM INF CONCUR INF P/VS,$563.00 
N/CHM INF CONCUR INF P/VS,$563.00 
N/CHM INF CONCUR INF P/VS,$563.00 
SQ/IM INJECTION,$483.00 
N/CHEMO INJ IM/SQ,$483.00 
N/CHEMO INJ IM/SQ W/CHEM,$483.00 
N/CHEMO INJ IM/SUBQ P/INJECT,$483.00 
N/CHEMO INJ IM/SUBQ PER INJECT,$483.00 
"THER/DIAG INJ IV PUSH, SING/IN",$725.00 
N/CHEMO IV PUSH 1ST DRUG,$725.00 
N/CHEMO IV PUSH 1ST DRUG,$725.00 
CVC FLUSH,$725.00 
N/CHEMO IV PUSH EA AD DRUG,$563.00 
N/CHEMO IV PUSH EA AD DRUG,$563.00 
N/CHEMO IV PUSH EA AD DRUG,$563.00 
THER/PRO/DI INJ INTRA-ARTRL AD,$178.00 
APPLICATON ON-BODY INJECTOR,$483.00 
CHEMO INJ SQ/IM NON/HORM,$483.00 
CHEMO ADM INJ IM/SQ N/HORM,$483.00 
CHEMO INJ SQ/IM HORM,$483.00 
CHEMO ADM IV PUSH 1ST DRUG,$628.00 
CHEMO ADM IV PUSH 1ST DRUG,$628.00 
CHEMO IV PUSH EA ADD DRUG,$451.00 
CHEMO ADM IV PUSH EA AD DRUG,$628.00 
CHEMO ADM IV INF INIT HR,$863.00 
CHEMO ADM IV INF INIT HR,$863.00 
CHEMO ADM IV INF EA ADD HR,$563.00 
CHEMO ADM IV INF EA ADD HR,$563.00 
CHEMO ADM IV INF ASI PER VISIT,$563.00 
CHEMO ADM IV INF ASI PER VISIT,$563.00 
CHEMO ADMIN - INTRATHECAL,"$3,123.00 "
CVC FLUSH,$484.00 
CVC FLUSH,$484.00 
NEUROMUSCULAR REEDUC,$496.00 
INDIVIDUAL REC THER P/15 MINS,$496.00 
LEISURE SKILLS/SENSORY,$496.00 
LEISURE EDUCATION,$496.00 
COMMUNITY REINTEGRATION,$496.00 
"DEBRIDE, OPEN WD 1ST 20CM/LESS",$444.00 
"DEBRIDE, OPEN WD EA. ADD. 20",$444.00 
REMOVAL OF DEVITALIZED TISSUE,$444.00 
NEG PRES TX (VAC) <= 50 SQ CM,$444.00 
FUNCT CAP EVAL PER 15MIN-OT,$496.00 
THERAPEUTIC REC EVALUATION,$496.00 
"MNT, INITIAL ASSESSMENT, IND.,",$239.00 
"MNT, RE-ASSESSMENT, IND., EA 1",$154.00 
MOD SED INITAL 15 MIN OVER 5,$361.00 
MOD SED SAME PHYS/QHP 5/>YRS,$361.00 
MOD SED SAME PHYS/QHP 5/>YRS,$361.00 
MOD SED SAME PHYS/QHP EA,$121.00 
MOD SED SAME PHYS/QHP EA,$121.00 
MOD SED SAME PHYS/QHP EA,$121.00 
MOD SED OTH PHYS 5YR+ 1ST 15MN,$361.00 
THERAPEUTIC PHLEBOTOMY,$610.00 
PED EMERGENCY LEVEL V,$973.00 
EMERGENCY SVC LEVEL V,$973.00 
WALK-IN VISIT LEVEL V,$973.00 
EMERGENCY SVC LEVEL V,$973.00 
WALK-IN VISIT LEVEL IV,"$1,649.00 "
EMERGENCY SVC LEVEL IV,"$1,649.00 "
PED EMERGENCY LEVEL IIIE,"$2,593.00 "
WALK-IN VISIT LEVEL III,"$2,593.00 "
EMERGENCY SVC LEVEL III,"$2,593.00 "
PES VISIT LEVEL I,"$1,500.00 "
EMERG SERV LEV-CRITICAL CARE,"$10,597.00 "
EMERG-CRITICAL SUBSEQ,"$10,597.00 "
CRITICAL CARE EACH ADDL 30 MIN,"$1,802.00 "
"SMOKING CESSATION, 3-10 MIN",$26.00 
"EYE,DETECT FOR BDY, BIL",$616.00 
"SHOULDER COMPL, BIL","$1,374.00 "
"HAND, MIN 3V'S, BIL","$1,276.00 "
"CT ANGIO, U/EXT, COMB, BIL","$4,479.00 "
"KNEE COMPL, MIN 4 V'S BIL","$1,467.00 "
"TIBIA FIBULA, 2 V'S BIL","$1,238.00 "
"ANKLE COMP MIN 3V'S, BIL","$1,276.00 "
FOOT COMP MIN 3 V'S BIL,"$1,276.00 "
TOE/TOES MIN 2 V'S BIL,$992.00 
"CT L/EXT,W, BIL","$9,689.00 "
C-ANCA,$362.00 
P-ANCA,$362.00 
ATYPICAL P-ANCA,$362.00 
T. VULGARIS,$239.00 
T. CANDIDUS,$239.00 
PIGEON SERUM,$239.00 
SUPPLEMENTAL HIV-1 AB TESTING,$420.00 
SUPPLEMENTAL HIV2 AB TESTING,$420.00 
GRAM STAIN,"$1,017.00 "
ADDITIONAL FNA EVAL. PLUS,$167.00 
MINI NEB SUBSEQUENT,$373.00 
"MINI-NEB, SUBSEQUENT",$373.00 
"BRONCHODILATOR (MDI), SUB",$373.00 
"BRONCHODILATOR (MINI NEB), SUB",$373.00 
PED EMERGENCY LEVEL V,$973.00 
EMERGENCY SERV LEV V E,$973.00 
PED EMERGENCY LEVEL V,$973.00 
EMERG SERV LEV V E SUBSEQ,$973.00 
PED EMERGENCY LEVEL IV,"$1,649.00 "
EMERGENCY SERV LEV IV E,"$1,649.00 "
PED EMERGENCY LEVEL IV,"$1,649.00 "
EMERG SERV LEV IV E SUBSEQ,"$1,649.00 "
PED EMERGENCY LEVEL IIIE,"$2,593.00 "
EMERGENCY SER LEV IIIE,"$2,593.00 "
PED EMERGENCY LEVEL IIIE,"$2,593.00 "
EMERG SER LEV IIIE SUBSEQ,"$2,593.00 "
PED EMERGENCY LEVEL II,"$4,263.00 "
EMERGENCY SERV LEV II (NU),"$4,263.00 "
EMERGENCY SERV LEV II E,"$4,263.00 "
EMERG SERV LEV II E SUBSEQ,"$4,263.00 "
PED EMERGENCY LEVEL I,"$7,641.00 "
EMERGENCY SERV LEV I (NU),"$7,641.00 "
EMERGENCY SERV LEV I E,"$7,641.00 "
EMERG SERV LEV I E SUBSEQ,"$7,641.00 "
CEREBR PERF CT HEAD/W INC POST,"$5,946.00 "
"TRANSLM AFTHERC, RENAL","$8,204.00 "
LEADLESS PM INS/RPL CATH VENTR,"$23,060.00 "
TRNS MITRL VALV IMPL/REPL PERC,"$6,501.00 "
"EYE,DETECT FOR BDY, LT",$307.00 
"EYE,DETECT FOR BDY, RT",$307.00 
"MANDIBLE,< 4V'S, RT",$365.00 
"TMJ OP/CL MOUTH UNI, RT",$344.00 
"RIBS, UNI 2 V'S, LT",$411.00 
"RIBS, UNI 2 V'S, RT",$411.00 
"RIBS UNI W/CHT, LT",$792.00 
"RIBS UNI W/CHT, RT",$792.00 
"CLAVICLE, LT",$620.00 
"CLAVICLE, RT",$620.00 
"SCAPULA, LT",$620.00 
"SCAPULA, RT",$620.00 
"SHOULDER 1 V, LT",$564.00 
"SHOULDER 1 V, RT",$564.00 
"SHOULDER COMPL, LT",$688.00 
"SHOULDER COMPL, RT",$688.00 
"SHOULDER ARTHROG, LT","$2,469.00 "
"SHOULDER ARTHROG, RT","$2,469.00 "
"HUMERUS, MIN 2 V'S LT",$688.00 
"HUMERUS, MIN 2 V'S RT",$688.00 
"ELBOW 2 V'S, LT",$620.00 
"ELBOW 2 V'S, RT",$620.00 
"ELBOW, MIN 3 V'S, LT",$620.00 
"ELBOW, MIN 3 V'S, RT",$620.00 
"FOREARM, 2 V'S LT",$620.00 
"FOREARM, 2 V'S RT",$620.00 
"WRIST, 2V, LT",$580.00 
"WRIST, 2V, RT",$580.00 
WRIST MIN 3V'S LT,$639.00 
WRIST MIN 3V'S RT,$639.00 
"WRIST ARTHROG, RT","$1,848.00 "
"HAND,2V'S, LT",$580.00 
"HAND,2V'S, RT",$580.00 
"HAND, MIN 3V'S, LT",$639.00 
"HAND, MIN 3V'S, RT",$639.00 
"FINGERS,2 V'S, LT",$496.00 
"FINGERS,2 V'S, RT",$496.00 
"CT U/EXT, W/O, LT","$4,364.00 "
"CT U/EXT, W/O, RT","$4,364.00 "
"CT U/EXT,W, LT","$4,845.00 "
"CT U/EXT,W, RT","$4,845.00 "
"CT U/EXT,COMB, RT","$6,310.00 "
"CT ANGIO, U/EXT, COMB, LT","$2,987.00 "
"CT ANGIO, U/EXT, COMB, RT","$2,987.00 "
"MRI U/EXTRM, JT, LT W/O","$7,437.00 "
"MRI U/EXTRM, JT, RT W/O","$7,437.00 "
MRI U/EXTRM JT LT W/,"$8,412.00 "
MRI U/EXTRM JT RT W/,"$8,412.00 "
MRI U/EXTRM JT LT COMB,"$8,412.00 "
MRI U/EXTRM JT RT COMB,"$8,412.00 "
"KNEE, 1/2 V'S, LT",$620.00 
"KNEE, 1/2 V'S, RT",$620.00 
"KNEE, 3 V'S, LT",$688.00 
"KNEE, 3 V'S, RT",$688.00 
"KNEE COMPL, MIN 4 V'S LT",$737.00 
"KNEE COMPL, MIN 4 V'S RT",$737.00 
"TIBIA FIBULA, 2 V'S LT",$620.00 
"TIBIA FIBULA, 2 V'S RT",$620.00 
"ANKLE, 2 V'S, LT",$580.00 
"ANKLE, 2 V'S, RT",$580.00 
ANKLE COMP MIN 3V'S LT,$639.00 
ANKLE COMP MIN 3V'S RT,$639.00 
"FOOT, 2 V'S, LT",$580.00 
"FOOT, 2 V'S, RT",$580.00 
FOOT COMP MIN 3 V'S LT,$639.00 
FOOT COMP MIN 3 V'S RT,$639.00 
"OS CALCIS, MIN 2 V'S LT",$564.00 
"OS CALCIS, MIN 2 V'S RT",$564.00 
TOE/TOES MIN 2 V'S LT,$496.00 
TOE/TOES MIN 2 V'S RT,$496.00 
"CT L/EXT,W/O, LT","$4,364.00 "
"CT L/EXT,W/O, RT","$4,364.00 "
"CT L/EXT,W, LT","$4,845.00 "
"CT L/EXT,W, RT","$4,845.00 "
"CT L/EXT, COMB, LT","$6,310.00 "
"CT L/EXT, COMB, RT","$6,310.00 "
"CT ANGIO, L/EXT, COMB, LT","$2,987.00 "
"CT ANGIO L/EXT, COMB, RT","$2,987.00 "
MRI L/EXTRM N/JT W/O LT,"$7,437.00 "
"MRI LOW EXT N/J N/CON, RT","$7,437.00 "
MRI L/EXTRM JT W/O LT,"$7,437.00 "
MRI L/EXTRM JT W/O RT,"$7,437.00 "
MRI L/EXTRM JT W/ LT,"$7,437.00 "
MRI L/EXTRM JT W/ RT,"$7,437.00 "
MRI L/EXTRM JT COMB LT,"$7,437.00 "
MRI L/EXTRM JT COMB RT,"$7,437.00 "
SPEECH TREATMENT,"$1,406.00 "
SPEECH EVAL-APRAXIA/DYSARTHRIA,"$2,402.00 "
SPEECH/LANGUAGE EVALUATION,"$2,402.00 "
VOICE/RESONANCE ANALYSIS,"$2,402.00 "
SWALLOW TREATMENT,"$1,802.00 "
EVAL FOR VOICE PROSTH,"$1,982.00 "
SWALLOW EVALUATION,"$1,982.00 "
SPEECH MODIFIED BARIUM SW,"$1,982.00 "
"D/D EXTRM VEINS UNI, LT","$2,654.00 "
"D/D EXTRM VEINS UNI, RT","$2,654.00 "
MAN MUSCLE TRNG - EXTRM/15MIN,$496.00 
MAN MUSCLE TRNG - HAND/15MIN,$496.00 
RANGE OF MOTION - HAND/15MIN,$496.00 
CANALITH REPOS PROC(S) PER DAY,$391.00 
HOT PACK/COLD PACK APPL,$151.00 
HOT PACK/COLD PACK APPL,$151.00 
OT TRACTION NECK (SUPV),$496.00 
PT TRACTION MECHANICAL,$496.00 
OT WHIRLPOOL,$496.00 
OT ELECT STIM MANUAL,$496.00 
ELECT STIM MANUAL/SUPVSD,$496.00 
OT CONTRAST BATH,$496.00 
OT ULTRASOUND,$496.00 
PT ULTRASOUND,$496.00 
OT THERAPEUTIC PROC,$496.00 
PT THER EX/ROM,$496.00 
PT SUCTIONING,$496.00 
PT DRESSING CHANGE,$496.00 
OT NEURO MUSC RE-EDUC,$496.00 
PT NEURO MUSCULAR RE-EDUC,$496.00 
PT GAIT/STAIR TRAINING,$496.00 
PT MASSAGE/CHEST PT,$496.00 
OT TRACTION MANUAL,$496.00 
PT TRACTION MANUAL,$496.00 
JOINT MOBILIZATION/M. THER TCH,$496.00 
OT GROUP,$496.00 
PT-GROUP,$496.00 
PT EVAL LOW COMPLEX 20 MIN,"$1,979.00 "
PT EVAL MOD COMPLEX 30 MIN,"$1,979.00 "
PT EVAL HIGH COMPLEX 45 MIN,"$1,979.00 "
PT RE-EVAL EST PLAN CARE,$985.00 
OT EVAL LOW COMPLEX 30 MIN,"$1,972.00 "
OT EVAL MOD COMPLEX 45 MIN,"$1,972.00 "
OT EVAL HIGH COMPLEX 60 MIN,"$1,972.00 "
OT RE-EVAL EST PLAN CARE,$985.00 
OT TREATMENT/EXERCISE,$496.00 
PT DYNAMIC ACTIV/TILT TABLE,$496.00 
OT SENSORY INTEGRATION,$496.00 
OT ADL TRAINING,$496.00 
