Service Area|Px Code|Procedure Description|Supply #|Unit Price
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24882|259.10
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24883|102.73
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24884|102.73
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24885|700.82
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24886|102.73
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24887|102.73
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24888|102.73
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24889|328.72
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24890|328.72
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24891|328.72
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24892|328.72
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24893|700.82
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24894|795.91
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24895|700.82
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24896|700.82
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24897|700.82
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24898|700.82
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24899|700.82
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24900|700.82
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24901|700.82
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24902|102.73
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24903|700.82
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24904|795.91
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24905|700.82
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24906|102.73
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24907|700.82
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24908|102.73
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24909|700.82
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24910|102.73
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24911|102.73
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24912|102.73
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24913|102.73
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24914|102.73
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24915|102.73
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24916|102.73
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24917|77.04
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24918|77.04
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24919|77.04
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24920|77.04
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24921|509.06
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24922|509.06
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24923|509.06
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24924|497.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24925|497.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24926|497.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24927|497.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24928|497.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24929|509.06
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24930|509.06
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24931|509.06
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24932|509.06
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24933|509.06
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24934|497.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24935|497.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24936|497.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24937|497.65
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24938|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24939|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24940|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24941|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24942|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24943|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24944|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24945|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24946|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24947|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24948|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24949|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24950|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24951|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24952|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24953|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24954|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24955|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24956|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24957|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24958|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24959|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24960|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24961|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24962|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24963|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24964|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24965|604.94
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24966|730.50
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24967|607.22
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24968|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24969|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24970|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24971|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24972|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24973|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24974|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24975|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24976|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24977|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24978|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24979|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24980|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24981|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24982|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24983|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24984|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24985|716.80
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24986|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24987|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24988|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24989|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24990|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24991|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24992|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24993|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24994|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24995|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24996|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24997|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24998|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|24999|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25000|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25001|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25002|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25003|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25004|725.93
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25005|725.93
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25006|725.93
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25007|725.93
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25008|725.93
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25009|725.93
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|2501|66.82
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25010|725.93
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25011|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25012|746.48
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25013|305.90
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25014|305.90
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25015|305.90
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25016|358.40
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25017|358.40
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25018|305.90
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25019|730.50
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25020|639.18
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25021|69.63
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25022|63.35
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25023|63.35
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25024|71.43
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25025|63.35
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25026|63.35
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25027|312.74
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25028|63.35
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25029|63.35
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25031|63.35
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25032|69.63
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25033|69.63
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25034|69.63
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25035|69.63
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25036|69.63
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25037|69.63
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25038|69.63
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25039|1,063.26
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25040|684.84
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25041|684.84
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25042|894.24
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25043|894.24
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25044|894.24
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25045|894.24
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25046|894.24
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25047|894.24
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25048|894.24
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25049|894.24
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25050|894.24
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25051|894.24
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25052|894.24
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25053|894.24
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25054|894.24
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25055|894.24
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25056|894.24
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25057|344.70
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25058|344.70
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25059|344.70
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25060|399.49
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25061|419.46
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25062|933.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25063|933.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25064|933.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25065|933.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25066|933.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25067|933.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25068|933.67
WS SERVICE AREA|27800037|ANCHOR/SCREW FOR BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTED)|25069|933.67
