The information provided below is a comprehensive list of charges for each inpatient and outpatient service or item provided by Northside, also known as a chargemaster. 
It is not a helpful tool for patients seeking to comparison shop between hospitals or to estimate what health care services are going to cost them out of their own pocket. 
Northside reserves the right to change, delete, or otherwise modify its standard charges without any prior notice. 
For more information about the cost of your care, please contact one of Northside’s Financial Counselors at (404) 851-8694 or you may email to request a price estimate 
at Price.Estimate@Northside.com.



Northside Hospital System		
		
Charge Code	Charge Description	Charge
10726157	US EXTREMITY NONVASC LIMITED UNI	$657
10722610	US FETAL UMB ARTERY	$759
10722802	US FETL BIOPHYS PROF W/O STRESS	"$1,018"
10728504	US GUIDANCE CV DEVISE +	"$1,279"
7256076	US GUIDANCE INTERST.RADIOELEMENT	"$1,435"
10726130	US HIPS INFANT LIMITED	$746
10726129	US HIPS INFANT W/MANIPULATION	$955
10726128	US HYSTEROSONOGRAM S&I	$939
10726332	US INTRAOP LOCALIZATION	$952
10722613	US MIDDLE CEREBRAL ARTERY	$719
10728310	US NEEDLE BIOPSY	$125
10726305	US NEEDLE BIOPSY S&I	$691
10725621	US NEONATAL HEAD PORTABLE	"$1,062"
10721034	US NUCHAL TRANS/ADDL FETUS	$582
10721033	US NUCHAL TRANS/SINGLE	$759
10728312	US OB FOLLOW-UP	$832
10728313	US OB LIMITED	"$1,036"
10726542	US OB TRANSVAG	$724
10726540	US OB< 14 WEEKS EA ADD GEST	$371
10726539	US OB< 14 WEEKS SNGL 1ST GEST	"$1,036"
10726125	US OB>14 WEEKS EA ADD GEST	$371
10726116	US OB>14 WEEKS SNGL 1ST GEST	"$1,036"
10726250	US PELVIC COMPLETE	"$1,036"
10726255	US PELVIC LIMITED	$826
10726207	US PLACE LOC 1ST LESION	$957
10726209	US PLACE LOC ADD LESION	$575
10726131	US PROSTATE VOLUME STUDY	"$1,006"
10724494	US RETROPERI LIMITED	$538
10726180	US RETROPERI/AORTA COM	"$1,300"
10726280	US SOFT TISSUE HEAD/NECK	$832
10726336	US SPINAL CORD	$486
10726292	US TESTES	$755
10724566	US TISSUE MARKER	$288
10720137	US TRANSPLANTED KIDNEY DUPLEX	$491
10726220	US TRANSRECTAL	"$1,062"
10726202	US TRANSVAG ADD NON OB	$778
6522611	UTERINE ARTERY WITH DOP	"$1,239"
6757431	UTERINE MANIPULATOR CUP & BALLOON	$348
6753522	UTERINE MANIPULATOR W/O CUP	$66
6751103	VACCUM EXTRACTOR W/SUCTION CUP	$232
7025512	VALPROIC ACID(DEPAKOTE) LEVEL	$374
7028263	VANCOMYCIN(VANCOCIN) RANDOM	$338
7028265	VANCOMYCIN(VANCOCIN) TROUGH	$338
7026520	VARICELLA ZOSTER BY PCR	"$1,118"
7026745	VARICELLA ZOSTER IGG ANTIBODY	$251
7026635	VARICELLA ZOSTER QUAL RT-PCR	$395
6751437	VASC PROPATEN GRAFT 1	"$4,054"
6751449	VASC VASCUGUARD PATCH	$561
6751087	VASCULAR CLOSURE DEVICE LEVEL I	"$1,178"
6751088	VASCULAR CLOSURE DEVICE LEVEL II	"$1,302"
7023517	VDRL CSF	$230
7021291	VENIPUNCTURE	$39
7361080	VENT INITIAL DAY	"$3,020"
7362060	VENT NEONATAL INITIAL DAY	"$3,020"
7361407	VENT NEONATAL SUBSEQUENT DAY	"$2,685"
7361404	VENT SUBSEQUENT DAY	"$2,685"
6753538	VENTRICULAR CATHETER	$681
6753539	VERSATAC	$589
10725503	VERTEBROPLASTY ADD LVL	"$4,793"
10725501	VERTEBROPLASTY CERVICOTHORACIC	"$9,756"
10725502	VERTEBROPLASTY LUMBOSACRAL	"$9,756"
7021058	VIRAL CELL CULTURE 1	$558
6755730	VISISTAT SKIN STAPLER	$44
7284623	VISUAL REINFORCEMENT AUDIOMETRY	$287
7026880	"VITAMIN B 12, SERUM"	$290
7025679	"VITAMIN B1, PLASMA"	$394
7025697	"VITAMIN B6, PLASMA"	$789
7025176	"VITAMIN D,1,25 DIHYD"	$699
7100623	VL DOP LE UE ART ABI SINGLE LEVEL	$459
10720627	VL DOP LE UE ART MULTI LEVEL FXN	"$1,177"
10720632	VL DOPPLER LE ARTERIAL TREADMILL	"$1,266"
10720675	VL DUPLEX ABD AORTA COMPLETE	"$2,263"
10720677	VL DUPLEX ABD AORTA LTD/UNI	"$1,300"
10720667	VL DUPLEX ABD VISCERAL COMPLETE	"$1,535"
10720671	VL DUPLEX ABD VISCERAL LTD	"$1,014"
7100607	VL DUPLEX CAROTIDS BILAT	"$1,370"
10720691	VL DUPLEX HEMODIALYSIS GRAFT	"$1,093"
10720639	VL DUPLEX LE ARTERIAL BILAT	"$1,688"
10720640	VL DUPLEX LE ARTERIAL UNI	"$1,241"
7100658	VL DUPLEX LE VENOUS BILAT	"$1,535"
10726121	VL DUPLEX PENILE COMPLETE	"$1,335"
10726183	VL DUPLEX PENILE FU/LTD	"$1,221"
10720647	VL DUPLEX UE ARTERIAL BILAT	"$1,394"
10720651	VL DUPLEX UE ARTERIAL UNI	"$1,093"
7100659	VL DUPLEX UE VENOUS BILAT	"$1,535"
10720662	VL DUPLEX UE/LE VENOUS UNI	$972
10720659	VL DUPLEX VENOUS BILAT	"$1,535"
10720623	VL LE UE ART ABI SINGLE LEVEL	$459
10720619	VL TRANSCRANIAL DOPPLER LIMITED	$921
7025435	VOLATILES BLOOD	$464
7021318	VOLUME MEASUREMENT TIMED URINE	$36
7023531	VONWILLEBRAND FACTOR ACTIVITY	$665
7025606	VORICONAZOLE(VFEND) LEVEL	$288
7027000	VRE BY PCR	$357
7026600	WBC COUNT AUTO	$123
7027091	WBC STOOL	$190
6753543	WEEK EUDOCLIP MULTI INSERT ECHO	$464
7021037	WEST NILE IGG	$164
7021038	WEST NILE IGM	$164
7027003	WEST NILE VIRUS PCR BLOOD	$395
7022872	WET PREP	$189
7341738	WHEELCHAIR TRAINING PER 15 MIN OT	$69
7372738	WHEELCHAIR TRAINING PER 15 MIN PT	$69
7341743	WHIRLPOOL SEL DEBRIDE <20 CM	$457
6992743	WHIRLPOOL SEL DEBRIDE <20 CM PT	$457
7361039	WHOLE BLOOD ELECTROLYTES	$233
6430280	"WIG, CUSTOM, HUM-E"	"$3,625"
6430310	"WIG, CUSTOM, SYN-H"	"$1,105"
6751345	WOUND - AQUACEL AG 3.5 X 10	$134
6751346	WOUND - AQUACEL AG 3.5 X 12	$149
6751347	WOUND - AQUACEL AG 3.5 X 14	$149
6750997	WOUND MEDIHONEY	$50
6750869	WOUND- VISCOPASTE	$29
6750868	WOUND-AQUACEL AG 4X4	$68
6750867	WOUND-AQUACEL AG RIBBON	$80
6750156	WOUND-AQUACEL RIBBON	$38
6753904	WOUND-BARRIER 6X6	$29
6750993	WOUND-CUSHION WAFFLE	$83
6757112	WOUND-SAF-GEL 3 OZ TUBE	$53
6756115	WOUND-SIGNAL 4 X 4 THIN	$7
6756304	WOUND-SIGNAL 5.5 X 5.5	$44
6751077	WOUND-SILVER RIBBON AFM	$26
6756305	WOUND-TEGADERM HYDROCOLLOID	$40
10720252	XENON XE-133 PER 10MCI	$599
10729932	XOFIGO PER MICROCURIE	$423
6751532	XPS LASER FIBER	"$3,920"
10720073	XR 3D SCREEN MAMMO BIL	$280
10720071	XR 3D SCREEN MAMMO UNI	$280
10725604	XR ABDOMEN 1 VIEW	$450
10725619	XR ABDOMEN 1 VIEW PORTABLE	$450
10725605	XR ABDOMEN 2 VIEWS	$528
10725618	XR ABDOMEN 2 VIEWS PORTABLE	$528
10725606	XR ABDOMEN 3+ VIEWS	$604
10727249	XR ACROMIO-CLAVICULAR JNTS	$469
10728115	XR ACUTE ABDOMEN SERIES	$517
10721059	XR ANGIO INTERNAL MAMMARY S&I	"$3,212"
10728401	XR ANGIO VISC W/ OR W/O FLUSH S&I	"$9,058"
10728393	XR ANGIOGRAM ADRENAL BI S&I	"$4,403"
10728394	XR ANGIOGRAM ADRENAL UNI S&I	"$3,777"
10729018	XR ANGIOGRAM EA ADDL VESSEL S&I	"$2,684"
10729008	XR ANGIOGRAM EXTREMITY BI S&I	"$4,150"
10729006	XR ANGIOGRAM EXTREMITY UNI S&I	"$7,823"
10729007	XR ANGIOGRAM PELVIC S&I	"$10,199"
10727784	XR ANGIOGRAM PULM NONSELECT S&I	"$3,102"
10728413	XR ANGIOGRAM PULMONARY BI S&I	"$5,982"
10728412	XR ANGIOGRAM PULMONARY UNI S&I	"$5,357"
10729132	XR ANGIOGRAM SPINAL S&I	"$10,199"
10727307	XR ANKLE 2 VIEWS	$419
10721119	XR ANKLE 2V BILATERAL	$651
10727308	XR ANKLE 3 VIEWS	$546
10721120	XR ANKLE 3+V BILATERAL	$707
10729003	XR AORTOGRAM ABD W/BI ILIOFEM S&I	"$5,601"
10728419	XR AORTOGRAM ABD W/SER S&I	"$4,709"
10728423	XR AORTOGRAM THORACIC S&I	"$4,507"
10727595	XR ARTHRO SHOULDER S&I	$524
10727000	XR ARTHROGRAM ANKLE S&I	$413
10727001	XR ARTHROGRAM ELBOW S&I	$394
10728121	XR ARTHROGRAM HIP S&I	$419
10727599	XR ARTHROGRAM KNEE S&I	$541
10728122	XR ARTHROGRAM TMJ S&I	$664
10728123	XR ARTHROGRAM WRIST S&I	$358
10727361	XR BA ENEMA W/AIR CONTRST	"$1,344"
10728204	XR BA SWALLOW/UGI W/AIR	"$1,227"
10727360	XR BARIUM ENEMA	$920
10727795	XR BIL DIL W OR WO STENT S&I	"$1,232"
10727646	XR BONE AGE	$343
10724289	XR BONE DENS VERTEBRAL FRACTURE	$813
10724287	XR BONE DENSI AXIAL W/VERT FRAC	$789
10724283	XR BONE DENSI SP/FEMUR	$826
10724361	XR BONE DENSI WRIST	$609
10727617	XR BONE LENGTH	$485
10727457	XR BONE SURVEY COMPLETE	$787
10728202	XR BONE SURVEY INFANT	$362
10728443	XR CATH FALLOPIAN TUBES S&I	$840
10725611	XR CHEST 1 VIEW	$463
10725607	XR CHEST 1 VIEW OCC HEALTH	$463
10725615	XR CHEST 1 VIEW PORTABLE	$463
10725612	XR CHEST 2 VIEWS	$589
10725608	XR CHEST 2 VIEWS OCC HEALTH	$589
10725616	XR CHEST 2 VIEWS PORTABLE	$589
10725613	XR CHEST 3 VIEWS	$656
10725617	XR CHEST 3 VIEWS PORTABLE	$656
10725614	XR CHEST 4+ VIEWS	$719
10727650	XR CHOLANGIOGRAM OR ADDL S&I	$696
10727364	XR CHOLANGIOGRAM OR S&I	"$1,654"
10727634	XR CLAVICLE 2 VIEWS	$358
10721100	XR CLAVICLE BILATERAL	$651
10727204	XR C-SPINE 2 OR 3 VIEWS	$550
10727123	XR C-SPINE 4 OR 5 VIEWS	$774
10727206	XR C-SPINE 6 OR GREATER VIEWS	$573
10727768	XR CYSTOGRAM S&I	$484
10727378	XR CYSTOGRAM VOIDING S&I	$586
10727609	XR DENTAL/PANOREX	$240
10728493	XR DIL OF STRICTURES S&I	"$1,164"
10727852	XR DISKOGRAM CERV/THOR SPINE S&I	"$3,851"
10728434	XR DISKOGRAM LUMBAR SPINE S&I	"$2,286"
10727252	XR ELBOW 2 VIEWS	$419
10721105	XR ELBOW 2 VIEWS BILATERAL	$667
10721106	XR ELBOW MIN 3 VWS BILATERAL	$707
10727253	XR ELBOW MINIMUM 3 VWS	$546
10728001	XR ENTIRE SPINE 1 VIEW	$360
10728002	XR ENTIRE SPINE 2 OR 3 VIEWS	$425
10728003	XR ENTIRE SPINE 4 OR 5 VIEWS	$718
10728004	XR ENTIRE SPINE 6 OR MORE VIEWS	$791
10729139	XR EPIDUROGRAM S&I	"$1,752"
10727311	XR ERCP S&I	"$1,051"
10727216	XR ESOPHOGRAM	$609
10727355	XR ESOPHOGRAM W/VIDEO	"$1,046"
10720128	XR EYE FOREIGN BODY DETECT	$223
10720108	XR FACIAL BONES < 3 VIEWS	$214
10727014	XR FACIAL BONES COMPL 3+ VIEWS	$613
10721121	XR FEET 2V BILATERAL	$521
10721122	XR FEET 3+V BILATERAL	$707
10727228	XR FEMUR 1 VIEW BI	$786
10727226	XR FEMUR 1 VIEW UNI	$524
10727229	XR FEMUR 2/ > VIEWS BI	$864
10727227	XR FEMUR 2/ > VIEWS UNI	$576
10728600	XR FINGER MIN 3 VIEWS BI	$540
10728206	XR FINGER MIN 3 VIEWS UNI	$360
10727049	XR FOOT 2 VIEWS	$392
10727310	XR FOOT 3 VIEWS	$472
10727223	XR FOREARM 2 VIEWS	$432
10721107	XR FOREARM 2 VIEWS BILATERAL	$607
10724011	XR GALACTOGRAM MULTI S&I	$860
10724010	XR GALACTOGRAM SINGLE S&I	$702
10727363	XR GALLBLADDER SERIES	$377
10727259	XR HAND 2 VIEWS	$392
10721111	XR HAND 2 VIEWS BILATERAL	$579
10727644	XR HAND MIN 3 VIEWS	$503
10721112	XR HAND MIN 3 VIEWS BILATERAL	$651
10721123	XR HEEL 2+V BILATERAL	$663
10727312	XR HEEL CALCANEUS	$329
10728089	XR HIP UNILAT W/ PELVIS 1 VIEW	$432
10728550	XR HIP UNILAT W/ PELVIS 2-3 VWS	$493
10728551	XR HIP UNILAT W/ PELVIS 4/ > VWS	$543
10728092	XR HIPS BILAT W/ PELVIS 2 VWS	$543
10728093	XR HIPS BILAT W/ PELVIS 3-4 VWS	$575
10728094	XR HIPS BILAT W/ PELVIS 5/> VWS	$718
10721104	XR HUMERUS MIN 2 BILATERAL	$607
10727221	XR HUMERUS MIN 2 VIEWS	$462
10727392	XR HYSTEROSALPINGOGRAM S&I	$930
10728182	XR INNER EARS	$706
10727384	XR IVP INFUSION	"$1,351"
10727372	XR IVP W OR WO TOMOGRAPHY	"$1,193"
10727391	XR IVP W/TOMOS	"$1,657"
10720139	XR JOINT SURVEY 1 VIEW	$356
10721114	XR KNEE 1 OR 2 VIEWS BILATERAL	$667
10727304	XR KNEE 1 OR 2 VWS	$452
10727702	XR KNEE 3 VIEWS	$606
10721115	XR KNEE 3V BILATERAL	$941
10727649	XR KNEE 4 OR MORE VIEWS	$662
10721116	XR KNEE 4+V BILATERAL	"$1,084"
10720110	XR KNEES STAND POSTERIOR	$224
10727225	XR LEG TIB/FIB 2 VIEWS	$462
10727003	XR LOOPOGRAM S&I	$582
10721118	XR LOWER EXTREM INFANT 2V BILAT	$521
10723714	XR LOWER EXTREMITY INFANT 2 VW	$399
10727210	XR L-SPINE 2 OR 3 VIEWS	$501
10727126	XR L-SPINE BEND ONLY 2-3 VIEWS	$642
10727125	XR L-SPINE COMP BEND MIN 6 VW	$740
10727211	XR L-SPINE MIN 4 VIEWS	$642
10727783	XR LYMPHANGIO EXTREMITY BI S&I	"$1,051"
10728450	XR LYMPHANGIO EXTREMITY UNI S&I	"$1,810"
10728449	XR LYMPHANGIO PELVIC/ABD BI S&I	"$1,331"
10728451	XR LYMPHANGIO PELVIC/ABD UNI S&I	"$1,180"
10727463	XR MAMMO SPECIMEN FROM SURGERY	"$1,214"
10727608	XR MANDIBLE 4 OR MORE VIEWS	$541
10727610	XR MASTOIDS MIN 3 VIEWS PER SIDE	$671
10727751	XR MYELOGRAM CERVICAL S&I	$873
10727016	XR NASAL BONES COMPL 3+ VIEWS	$483
10727036	XR NECK SOFT TISSUE	$300
10728396	XR NEPHRO/URETER DIL S&I	"$4,055"
10727777	XR OR CT PERC TUBE/CATH CHNG S&I	$814
10728212	XR ORBITS COMPLETE 4+ VIEWS	$613
10720138	XR OSSEOUS SURVEY LTD	$356
10722914	XR PEDIOGRAM FOR FB	$448
10727220	XR PELVIS 1 OR 2 VIEWS	$428
10725620	XR PELVIS 1 OR 2 VWS PORTABLE	$428
10727202	XR PELVIS MIN 3 VIEWS	$557
10728501	XR PORTOGRAM W/HEMODYNAMICS S&I	"$3,449"
10728484	XR PORTOGRAM W/O HEMODYNAMICS S&I	"$2,171"
10729200	XR REM OBST CV DEVICE FIBRIN S&I	"$1,061"
10729198	XR REM OBST CV DEVICE VIA LUM S&I	$814
10727756	XR RETRO URETHROCYSTOGRAM S&I	$368
10727374	XR RETROGRADE PYELOGRAM	$675
10727119	XR RIBS BILAT W/CHEST 4+ VIEWS	$636
10727111	XR RIBS BILATERAL 3 VIEWS	$547
10727118	XR RIBS UNILAT W/CHEST 3+ VIEWS	$547
10727110	XR RIBS UNILATERAL 2 VIEWS	$482
10725033	XR SACRO-ILIAC JOINTS < 3 VIEWS	$354
10727630	XR SACRO-ILIAC JOINTS 3+ VIEW	$478
10727222	XR SACRUM/COCCYX MIN 2 VIEWS	$495
10727246	XR SCAPULA AP/LAT	$358
10721101	XR SCAPULA BILATERAL	$707
10727024	XR SELLA TURCICA 2 VIEWS	$455
10721102	XR SHOULDER 1 V BILATERAL	$521
10727050	XR SHOULDER 1 VIEW	$399
10727636	XR SHOULDER 2+ VIEWS	$581
10721103	XR SHOULDER 2+ VWS BILATERAL	$707
10722098	XR SHUNTOGRAM S&I	$310
10727039	XR SIALOGRAM S&I	$445
10728232	XR SINOGRAM/FISTULAGRAM S&I	$606
10727393	XR SINUSES < 3 VIEWS	$465
10727021	XR SINUSES COMPLETE MIN 3 VIEWS	$557
10727025	XR SKULL < 4 VIEWS	$539
10727026	XR SKULL COMPLETE MIN 4 VIEWS	$735
10728237	XR SMALL BOWEL ENTEROCOLYSIS	"$1,593"
10727368	XR SMALL BOWEL SERIES	$991
10727765	XR SPINE 1 VIEW	$419
10727113	XR STERNO-CLAVICULAR JNT 3+ VWS	$405
10727112	XR STERNUM 2+ VIEWS	$358
10727647	XR STRESS VIEWS ANY JOINTS +	$190
10722929	XR THERAPEUTIC ENEMA	"$1,227"
10727207	XR THORACIC SPINE 2 VIEWS	$505
10728243	XR THORACIC SPINE 3 VIEWS	$607
10727124	XR THORACIC SPINE 4+ VIEWS	$707
10727031	XR THORACOLUMBAR SPINE 2+ VWS	$609
10721117	XR TIB/FIB 2V BILATERAL	$707
10727034	XR TM JOINTS BILATERAL	$554
10728246	XR TM JOINTS UNILATERAL	$525
10727320	XR TOES 3 VIEWS	$287
10727127	XR TOMO BONE LINEAR	$770
10727858	XR TRANSCATH ANGIO EXT CATH S&I	"$2,351"
10721058	XR TRANSCATH BIOPSY S&I	"$3,189"
10728509	XR UGI W/AIR CONTRAST	"$1,068"
10728253	XR UGI W/AIR/ SBFT	"$1,346"
10727358	XR UGI/SMALL BOWEL	"$1,077"
10721108	XR UPPER EXT INFANT 2V BILAT	$521
10723716	XR UPPER EXTREMITY INFANT 2 VW	$440
10727367	XR UPPER GI SERIES	$966
10728267	XR URINE QUALITATIVE	$30
10728446	XR VENACAVAGRAM INFERIOR S&I	"$3,293"
10728468	XR VENACAVAGRAM SUPERIOR S&I	"$2,755"
10728441	XR VENOGR HEPATIC W/O HEMODYN S&I	"$3,651"
10728486	XR VENOGRAM EPIDURAL S&I	"$2,482"
10728458	XR VENOGRAM EXTRM BI S&I	"$2,670"
10728459	XR VENOGRAM EXTRM UNI S&I	"$2,181"
10729119	XR VENOGRAM HEPATIC W/HEMODYN S&I	"$3,123"
10728475	XR VENOGRAM RENAL BILATERAL S&I	"$4,001"
10728476	XR VENOGRAM RENAL UNILATERAL S&I	"$3,501"
10727854	XR VENOGRAM SUPERIOR SAGITTAL S&I	"$2,433"
10727788	XR VENOGRAM VENOUS SINUS/JUGU S&I	"$2,634"
10728463	XR VENOUS SAMPLE CATH EACH S&I	"$10,199"
10727673	XR WRIST 2 VIEWS	$392
10721109	XR WRIST 2 VIEWS BILATERAL	$579
10727258	XR WRIST MIN 3 VIEWS	$493
10721110	XR WRIST MIN 3 VWS BILATERAL	$651
10728437	XR/CT/US ABSC DRAIN/SPEC COLL S&I	"$1,126"
10720089	Y90 RADIORX TX INTRA-ARTERIAL	"$1,641"
10722969	Y90 ZAVALIN PER TX UP TO 40 MCI	"$79,002"
7025439	"ZINC, SERUM"	$342
