Item, Amount 
CATH EMERGE OTW 12 X 1.50, 206.00 
CATH EMERGE OTW 12 X 2.00, 206.00 
CATH EMERGE OTW 12 X 2.25, 206.00 
CATH EMERGE OTW 12 X 2.50, 206.00 
CATH EMERGE OTW 12 X 2.75, 206.00 
CATH EMERGE OTW 12 X 3.00, 206.00 
CATH EMERGE OTW 12 X 3.25, 206.00 
CATH EMERGE OTW 12 X 3.50, 206.00 
CATH EMERGE OTW 12 X 3.75, 206.00 
CATH EMERGE OTW 12 X 4.00, 206.00 
CATH EMERGE OTW 15 X 1.2, 206.00 
CATH EMERGE OTW 15 X 1.50, 206.00 
CATH EMERGE OTW 15 X 2.00, 206.00 
CATH EMERGE OTW 15 X 2.25, 206.00 
CATH EMERGE OTW 15 X 2.50, 206.00 
CATH EMERGE OTW 15 X 2.75, 206.00 
CATH EMERGE OTW 15 X 3.00, 206.00 
CATH EMERGE OTW 15 X 3.25, 206.00 
CATH EMERGE OTW 15 X 3.50, 206.00 
CATH EMERGE OTW 15 X 3.75, 206.00 
CATH EMERGE OTW 15 X 4.00, 206.00 
CATH EMERGE OTW 20 X 1.50, 206.00 
CATH EMERGE OTW 20 X 2.00, 206.00 
CATH EMERGE OTW 20 X 2.25, 206.00 
CATH EMERGE OTW 20 X 2.50, 206.00 
CATH EMERGE OTW 20 X 2.75, 206.00 
CATH EMERGE OTW 20 X 3.00, 206.00 
CATH EMERGE OTW 20 X 3.25, 206.00 
CATH EMERGE OTW 20 X 3.50, 206.00 
CATH EMERGE OTW 20 X 3.75, 206.00 
CATH EMERGE OTW 20 X 4.00, 206.00 
CATH EMERGE OTW 30 X 2.00, 206.00 
CATH EMERGE OTW 30 X 2.25, 206.00 
CATH EMERGE OTW 30 X 2.50, 206.00 
CATH EMERGE OTW 30 X 2.75, 206.00 
CATH EMERGE OTW 30 X 3.00, 206.00 
CATH EMERGE OTW 30 X 3.25, 206.00 
CATH EMERGE OTW 30 X 3.50, 206.00 
CATH EMERGE OTW 30 X 3.75, 206.00 
CATH EMERGE OTW 30 X 4.00, 206.00 
CATH EMERGE OTW 8 X 1.50, 206.00 
CATH EMERGE OTW 8 X 2.00, 206.00 
CATH EMERGE OTW 8 X 2.25, 206.00 
CATH EMERGE OTW 8 X 2.50, 206.00 
CATH EMERGE OTW 8 X 2.75, 206.00 
CATH EMERGE OTW 8 X 3.00, 206.00 
CATH EMERGE OTW 8 X 3.25, 206.00 
CATH EMERGE OTW 8 X 3.50, 206.00 
CATH EMERGE OTW 8 X 3.75, 206.00 
CATH EMERGE OTW 8 X 4.00, 206.00 
CATH EMERGE OTW PUSH 12 X 1.50, 206.00 
CATH EMERGE OTW PUSH 15 X 1.50, 206.00 
CATH EMERGE OTW PUSH 20 X 1.50, 206.00 
CATH EMERGE OTW PUSH 8 X 1.50, 206.00 
CATH ENDO ADVANTAGE SIM 1, 50.00 
CATH ENSITE ARRAY," 9,625.00 "
CATH ENVOY MPC 90CM 6FR," 1,010.00 "
CATH ENVOY STR 90CM 5FR," 1,010.00 "
CATH ENVOY STR 90CM 6FR," 1,010.00 "
CATH EQUISTREAM 14.5F 42CM, 620.00 
CATH EQUISTREAM 19CM, 620.00 
CATH EQUISTREAM 23CM, 620.00 
CATH EQUISTREAM 27CM, 620.00 
CATH EQUISTREAM 31CM, 620.00 
CATH ERCP CRAMER, 121.00 
CATH ERCP GLO-TIP 5.5FR, 349.25 
CATH ERCP RAPID EXCHANGE 7FR, 211.75 
CATH ERCP ULTRA TAPERED, 140.25 
CATH ESOPH 5.5FRX18-20MMX180CM, 620.00 
CATH ESOPH 7.5X15-18X5.5X240, 620.00 
CATH ESOPH 7.5X18-20X5.5X240, 620.00 
CATH ESOPHAGEAL PROBE 8FR, 968.00 
CATH EZ STEER 4MM 7F D-F 115CM," 2,040.50 "
CATH EZ STEER 7F 115CM," 5,161.75 "
CATH EZ STEER DS 7F 115CM," 6,014.25 "
CATH FAST LUER HEMO 9F 12CM 03, 206.00 
CATH FG OPTIVA IV 14X1.25, 3.19 
CATH FINECROSS MG 150CM," 1,010.00 "
CATH FLEX SINUS," 1,010.00 "
CATH FLEXABILITY D-F 8FR 115CM," 4,812.50 "
CATH FLEXABILITY F-J 8FR 115CM," 4,812.50 "
CATH FLEX-NECK ADULT STANDARD, 206.00 
CATH FLEXOR RAABE GUIDING SHEA, 206.00 
CATH FLOWGATE 2 8FR 85CM," 2,751.00 "
CATH FLOWGATE 2 8FR 95CM," 2,751.00 "
CATH FOGARTY 3FR 40CM, 247.50 
CATH FOGARTY ART EMB 2FR 60CM, 242.00 
CATH FOGARTY ART EMB 3FR 80CM, 137.50 
CATH FOGARTY ART EMB 5FR 80CM, 142.95 
CATH FOGARTY ART EMB 6FR 80CM, 137.50 
CATH FOGARTY ARTERIAL, 142.95 
CATH FOGARTY BILIARY, 169.21 
CATH FOGARTY EMB 3FR 40CC, 137.50 
CATH FOGARTY EMB 4FR 40CM, 137.50 
CATH FOGARTY EMB 4FR 80CM, 137.50 
CATH FOGARTY IRR ART 4FR 80CM, 165.00 
CATH FOGARTY IRR ART 6FR 80CM, 165.00 
CATH FOGARTY THRU-LUMEN, 247.50 
CATH FOGARTY THRU-LUMENARTERIA, 247.50 
CATH FOLLOWER HEYMAN STRAIGHT, 298.60 
CATH FORGATHY 5FR X 80CM, 137.50 
CATH FOX CROSS 7X40X80, 206.00 
CATH FOX PTA 6X20X150, 620.00 
CATH FOX PTA 6X40X150, 620.00 
CATH FOX PTA 6X60X150, 620.00 
CATH FOX SV 5 X 60 X 150, 620.00 
CATH FOXCROSS 0.35 PTA, 206.00 
CATH FOXCROSS 6FR, 206.00 
CATH FOXCROSS PTA 4X120X135, 206.00 
CATH FREEZOR MAX3 MED BLUE 9F," 5,225.00 "
CATH FREEZOR MAX5 LG ORANGE 9F," 5,225.00 "
CATH FRONTRUNNER," 2,751.00 "
CATH FRONTRUNNER XP 4.5F 132CM, 620.00 
CATH FUSION QUATTRO 6.6FRX200, 349.25 
CATH GEENAN GRADUATED, 178.75 
CATH GLIDE 4F 65CM, 206.00 
CATH GLIDE 4FRX150CM STRAIGHT, 206.00 
CATH GLIDE 5FR .038 100CM, 620.00 
CATH GLIDE 5FR 100CM 5/BOX, 206.00 
CATH GLIDE 5FR 65 C1, 206.00 
CATH GLIDE HYDROPHILIC C2 5FR, 206.00 
CATH GLIDE XP 5FR 150CM, 206.00 
CATH GLIDECATH ANG 4FR 150CM, 206.00 
CATH GLIDEPATH 14.5F 15CM 20CM, 620.00 
CATH GLIDEPATH 14.5F 19CM 24CM, 620.00 
CATH GLIDEPATH 14.5F 23CM 28CM, 620.00 
CATH GLIDEPATH 14.5F 27CM 32CM, 620.00 
CATH GLIDEPATH 14.5F 31CM 36CM, 620.00 
CATH GOLD ATLAS DIL12MMX4X80CM, 620.00 
CATH GOLD ATLAS DIL12MMX6X80CM, 620.00 
CATH GOLD ATLAS DIL14MMX6X80CM, 620.00 
CATH GOPHER GOLD 3F," 1,720.00 "
CATH GRADUATED DILATIONCOTTON, 178.75 
CATH GUID EBU4 LAUNCH 6FRX100, 206.00 
CATH GUID LD SL II 115D 47CM," 1,704.04 "
CATH GUID RCP SH 6FX100CM, 206.00 
CATH GUIDE 5F 65CM STR TAPER, 206.00 
CATH GUIDE 6F, 206.00 
CATH GUIDE 6F .070 STR 90CM L, 206.00 
CATH GUIDE 6F HS RUNWAY, 206.00 
CATH GUIDE 6F HS SH RUNWAY, 206.00 
CATH GUIDE 6F JL6 RUNWAY, 206.00 
CATH GUIDE 6FR FLS, 206.00 
CATH GUIDE AL1 7FR 100CM, 206.00 
CATH GUIDE AL2 7FRX100CM, 206.00 
CATH GUIDE AL75 7FR 100CM, 206.00 
CATH GUIDE AMPLATZ LEFT 1 6FR, 206.00 
CATH GUIDE ART 3.5, 206.00 
CATH GUIDE ART 4.0, 206.00 
CATH GUIDE ASAHI JR3.5  7.5FR, 206.00 
CATH GUIDE ASAHI JR4.0  7.5FR, 206.00 
CATH GUIDE ASAHI JR4.0ST 7.5FR, 206.00 
CATH GUIDE ASAHI PB3.0 6.5FR, 206.00 
CATH GUIDE ASAHI PB3.5 6.5FR, 206.00 
CATH GUIDE ASAHI PB4.0 6.5FR, 206.00 
CATH GUIDE CLS3.5 MACH1 8X100, 206.00 
CATH GUIDE CPS DIRECT PL," 1,548.11 "
CATH GUIDE EBU 3.5SH 8FR 90CM, 206.00 
CATH GUIDE EBU4 7FR 100CM, 206.00 
CATH GUIDE FL4 SH RUNWAY 6X100, 206.00 
CATH GUIDE FR4 RUNWAY 6FR, 206.00 
CATH GUIDE HSI 7FR 100CM, 206.00 
CATH GUIDE IM RUNWAY 6X100CM, 206.00 
CATH GUIDE IMC RUNWAY 6X90CM, 206.00 
CATH GUIDE INTERNAL MAMM 6F, 206.00 
CATH GUIDE JL4 7FR 100CM, 206.00 
CATH GUIDE JR4 7FR 100CM, 206.00 
CATH GUIDE JUDKINS RIGHT 4.0, 206.00 
CATH GUIDE LAUNCH MAC3 6FR 100, 206.00 
CATH GUIDE LAUNCH MB1 6F 100CM, 206.00 
CATH GUIDE LAUNCH MB1 6FR 90CM, 206.00 
CATH GUIDE LAUNCH MP1 6F 100CM, 206.00 
CATH GUIDE LAUNCH MP1 6FR 55CM, 206.00 
CATH GUIDE LAUNCH MP1 6FR 90CM, 206.00 
CATH GUIDE LAUNCH MPB2 6F 100, 206.00 
CATH GUIDE LAUNCH MPH 6F 55CM, 206.00 
CATH GUIDE LAUNCH MRAD 6FR 100, 206.00 
CATH GUIDE LAUNCHER, 206.00 
CATH GUIDE LAUNCHER 3.75 6FR, 206.00 
CATH GUIDE LAUNCHER 5FR AR1, 206.00 
CATH GUIDE LAUNCHER 6FR 100CM, 206.00 
CATH GUIDE LAUNCHER 8F 3.5 SH, 206.00 
CATH GUIDE LAUNCHER EBU 3.5SH, 206.00 
CATH GUIDE LEFT CORONARY 6F, 206.00 
CATH GUIDE LINER  V3 6F," 1,010.00 "
CATH GUIDE MACH 1 7FR MP1, 206.00 
CATH GUIDE MACH 1 7FR ST, 206.00 
CATH GUIDE MACH 1 8FR 55CML, 206.00 
CATH GUIDE MACH 1 CLS4 8F, 206.00 
CATH GUIDE MACH 1 PV 6FR STGHT, 206.00 
CATH GUIDE MACH 1 PV 7FR, 206.00 
CATH GUIDE MACH 1 RE-SS 7F 55C, 206.00 
CATH GUIDE MACH 1 VL 3.5 8FR, 206.00 
CATH GUIDE MACH 6FR RE-SS, 206.00 
CATH GUIDE MACH1 8F Q4.0, 206.00 
CATH GUIDE MACH1 C1 7FR 90CM, 206.00 
CATH GUIDE MACH1 C2 8FR 55CM, 206.00 
CATH GUIDE MACH1 MP2 6FR 90CM, 206.00 
CATH GUIDE MP2 LAUNCHER 6FR, 206.00 
CATH GUIDE MPB1 SH 6F 100CM, 206.00 
CATH GUIDE MRESS LAUNCH 6F 100, 206.00 
CATH GUIDE MULTI ATTAIN 7/8F, 620.00 
CATH GUIDE PV MACH1 MP 6F 55CM, 206.00 
CATH GUIDE Q-CRV Q3.5 RUNWY 6F, 206.00 
CATH GUIDE RDC 8FR, 206.00 
CATH GUIDE RENAL 7FR, 206.00 
CATH GUIDE RES MACH1 8FR 55CM, 206.00 
CATH GUIDE RGT CRNARY 6F, 206.00 
CATH GUIDE RUNWAY 6 FR 3, 206.00 
CATH GUIDE RUNWAY 6F SHWRP, 206.00 
CATH GUIDE RUNWAY 6F VL 3.5SH, 206.00 
CATH GUIDE RUNWAY 6FR KR4S SH, 206.00 
CATH GUIDE RUNWAY FL3 6F, 206.00 
CATH GUIDE RUNWAY JR4 6F, 206.00 
CATH GUIDE RUNWAY Q4 SH, 206.00 
CATH GUIDE RUNWAY Q4.5 6F, 206.00 
CATH GUIDE SHEATHLS 7.5F 100CM, 206.00 
CATH GUIDE TWIN-PASS 3FR 140CM," 1,010.00 "
CATH GUIDE VISTA 3DRC, 206.00 
CATH GUIDE VISTA 6FR HS, 206.00 
CATH GUIDE WILLIAM RGT POST 6F, 206.00 
CATH GUIDELINER 8FRX135CM," 1,010.00 "
CATH GUIDING 6FR JL4 CRV 100C, 206.00 
CATH GUIDING ENVOY 6FR SIM2," 1,010.00 "
CATH GUIDING FL4 MACH1 8X100CM, 206.00 
CATH GUIDING FR4 MACH1 8X100CM, 206.00 
CATH GUIDING RDC 1 6FR X 55CM, 206.00 
CATH HEARTRAIL III 5FR 100CM, 206.00 
CATH HEARTRAIL III 6F 100 TIG4, 206.00 
CATH HEARTRAIL III 6FR 100 IR1, 206.00 
CATH HEARTRAIL III IKARI LEFT, 206.00 
CATH HEARTRAIL III IKARI LF, 206.00 
CATH HEARTRAIL III IKARI LF 6F, 206.00 
CATH HEARTRAIL III IKARI RIGHT, 206.00 
CATH HEARTRAIL III IR1.0 5X100, 206.00 
CATH HEMO HICKMAN 45CM 13.5FR, 206.00 
CATH HEMODIAL SCHON XL 14F 24, 206.00 
CATH HEMO-FLOW 14.5F X 24CM, 620.00 
CATH HEMOSPLIT 14.5FR 19CM, 620.00 
CATH HEMOSPLIT 14.5FR 27CM, 620.00 
CATH HEMOSPLIT 14.5FR 32X27CM, 620.00 
CATH HEMOSPLIT 31 CM, 620.00 
CATH HEMOSPLIT ALPHA 31CM, 620.00 
CATH HEMOSPLIT DL 14.5FR 24CM," 1,010.00 "
CATH HEMOSPLIT DL 14FR 19CM, 620.00 
CATH HEMOSTAR 14.5 FR 19 CM, 620.00 
CATH HERCULES 12X13.5X15MM, 620.00 
CATH HERCULES 8-9-10MM, 620.00 
CATH HICKMAN 12.5FR., 620.00 
CATH HICKMAN 13.5FR, 206.00 
CATH HICKMAN 9.6FRX90CM DISP, 206.00 
CATH HICKMAN PED 7FR SEGMENT, 620.00 
CATH HICKMAN SINGLE, 206.00 
CATH HICKMAN SINGLE W/INTROD 6, 206.00 
CATH HIFLO COBRA VICERAL, 49.50 
CATH IAB MEGA 50CC 6IN," 2,383.73 "
CATH IABP 7.5FR 40CC," 2,383.73 "
CATH IMA LAUNCHER 7FR 55CM, 206.00 
CATH IMPELLA 2.5," 55,000.00 "
CATH IMPELLA 5.0 AIC," 68,750.00 "
CATH IMPELLA CP EVAL," 68,750.00 "
CATH IMPRESS FLUSH 65CM 4FR, 206.00 
CATH IMPULSE 5FR 100CM, 17.88 
CATH IMPULSE 6FR FL6, 206.00 
CATH INF VALVED 20CM INF L 4F, 206.00 
CATH INF VALVED 40CM INF L 5F, 206.00 
CATH INF VALVED 50CM 5FR INF, 206.00 
CATH INFINITY 4FR LCB 100CM, 206.00 
CATH INFINITY 4FR MULTIPAK, 206.00 
CATH INFINITY 4FR RCB 100CM, 206.00 
CATH INFUS STR RENEGADE STC-18," 1,010.00 "
CATH INFUSION 10CM, 206.00 
CATH INFUSION 2.9FR 180/5, 620.00 
CATH INFUSION HEMO 4FRX135CM, 206.00 
CATH INFUSION SYS 5F 10CM," 1,010.00 "
CATH INFUSION VALVED 4FR, 206.00 
CATH INJECTION GOLD PROBE 7FR, 577.67 
CATH INQUIRY 4F 1104-4-25-M," 1,237.50 "
CATH INQUIRY 7F 1120-7-2-10," 1,652.75 "
CATH INTRA AORTIC BLLN 7FR," 2,442.36 "
CATH IR1 SH HEARTRAIL III 6FR, 206.00 
CATH IRR SNUS VORT 2, 426.25 
CATH IUI STRAIGHT SHEPHERD, 785.29 
CATH IVUS ACUNAV 8FR," 6,234.25 "
CATH JACKY RAD 6FR BL3.5, 206.00 
CATH JACKY RADIAL 3.5 110CM, 206.00 
CATH JEJUNOSTOMY 16FR 15CC, 365.50 
CATH JEJUNOSTOMY 5CC 12FR, 365.50 
CATH JETSREAM G3SF 1.6MM," 9,626.00 "
CATH JETSTREAM G3 SF," 9,626.00 "
CATH JETSTREAM NAVITUS L," 9,626.00 "
CATH JL1 4FR, 49.50 
CATH JR1 4FR, 49.50 
CATH KAYE NEPHROSTOMY TAMP, 206.00 
CATH KERBER MARINER 5F 100CM, 206.00 
CATH KIT BROVIAC 7FRX90CM PED, 206.00 
CATH KIT HD DL 14FRX6 15CM, 206.00 
CATH KIT PERITONEAL," 1,720.00 "
CATH KIT PICC TRBO FLO 5FR, 620.00 
CATH KIT QUINTON CURL 57CM, 206.00 
CATH KIT TRIPLE LUMEN 7FR 20CM, 206.00 
CATH LACRI 3MM," 1,526.25 "
CATH LACRICATH 2MM, 620.00 
CATH LACRIMAL LACRICATH 2MM, 841.50 
CATH LACRIMAL LACRICATH 3MM, 841.50 
CATH LACRIMAL LACRICATH 5MM," 1,010.00 "
CATH LARGE VENT, 509.00 
CATH LASER 1.4 ELCA," 6,876.00 "
CATH LASER ELITE TURBO 2.5," 6,876.00 "
CATH LASER POINT ELCA 9 X 80," 6,876.00 "
CATH LASER TURBO ELITE 1.4 OTW," 6,876.00 "
CATH LASSO 7F DEF," 3,872.00 "
CATH LASSO NAV 25/15," 3,872.00 "
CATH LEADER 18X10 VYGON, 55.19 
CATH LEADER 20X8 VYGON, 55.55 
CATH LEONARD TUBE 10FR, 620.00 
CATH LIVEWIRE DCAPLR 7FRX115CM," 1,512.50 "
CATH LUBRI-SIL BARDEX 2W 22FR, 25.47 
CATH LUMBAR EDMS(BECKER), 527.67 
CATH LUMEN DOUBLE 12F, 206.00 
CATH LUMEN DUAL HOHN 7.0FR, 206.00 
CATH LUTONIX DCB 4X100X130," 2,751.00 "
CATH LUTONIX DCB 4X100X75," 2,751.00 "
CATH LUTONIX DCB 4X120X135," 4,470.00 "
CATH LUTONIX DCB 4X150X130," 4,470.00 "
CATH LUTONIX DCB 4X40X130," 2,751.00 "
CATH LUTONIX DCB 4X40X75," 2,751.00 "
CATH LUTONIX DCB 4X50X130," 2,751.00 "
CATH LUTONIX DCB 4X60X75," 2,751.00 "
CATH LUTONIX DCB 4X80X130," 2,751.00 "
CATH LUTONIX DCB 4X80X75," 2,751.00 "
CATH LUTONIX DCB 5X100X130," 2,751.00 "
CATH LUTONIX DCB 5X100X75," 2,751.00 "
CATH LUTONIX DCB 5X120X130," 4,470.00 "
CATH LUTONIX DCB 5X150X130," 4,470.00 "
CATH LUTONIX DCB 5X40X130," 2,751.00 "
CATH LUTONIX DCB 5X40X75," 2,751.00 "
CATH LUTONIX DCB 5X60X130," 2,751.00 "
CATH LUTONIX DCB 5X60X75," 2,751.00 "
CATH LUTONIX DCB 5X80X130," 2,751.00 "
CATH LUTONIX DCB 5X80X75," 2,751.00 "
CATH LUTONIX DCB 6X100X130," 2,751.00 "
CATH LUTONIX DCB 6X100X75," 2,751.00 "
CATH LUTONIX DCB 6X120X135," 4,470.00 "
CATH LUTONIX DCB 6X40X130," 2,751.00 "
CATH LUTONIX DCB 6X40X75," 2,751.00 "
CATH LUTONIX DCB 6X60X130," 2,751.00 "
CATH LUTONIX DCB 6X60X75," 2,751.00 "
CATH LUTONIX DCB 6X80X130," 2,751.00 "
CATH LUTONIX DCB 7X40X130," 2,751.00 "
CATH LUTONIX DCB 7X40X75," 2,751.00 "
CATH LUTONIX DCB 7X60X130," 2,751.00 "
CATH LUTONIX DCB 7X60X75," 2,751.00 "
CATH MACH 1 C2 7F PV, 206.00 
CATH MACH 16FR 90CM AR1, 206.00 
CATH MACH 16FR 90CM FR4, 206.00 
CATH MACH FR4 7F, 206.00 
CATH MACH1 ART3.5, 206.00 
CATH MAHURKAR 8FRX12CM, 206.00 
CATH MAHURKAR ELITE 12FR 20CM, 206.00 
CATH MAHURKAR KIT 10FRX12CM, 206.00 
CATH MAHURKAR QUINTON N RX, 206.00 
CATH MALE URETERAL BLLN, 206.00 
CATH MALECOT 12FR 6/BX, 34.07 
CATH MALECOT 14FR, 34.07 
CATH MALECOT 16FR 6EA/BX OR CA, 34.07 
CATH MALECOT 18FR, 34.07 
CATH MALECOT 20FR 6EA/BX, 34.07 
CATH MALECOT 22FR 6EA/BX, 34.07 
CATH MALECOT 26FR 6EA/BX, 34.07 
CATH MALECOT 30FR 6/BX, 34.07 
CATH MALECOT 34 FR, 34.07 
CATH MALECOT 36FR 6 EA/BX, 34.07 
CATH MALECOT 4WING BARDEX 24FR, 34.07 
CATH MALECOT 4WING BARDEX 32FR, 33.55 
CATH MALECOT SIL 18F 25CM STRL, 86.82 
CATH MALECOT SIL 20F 25CM STRL, 86.82 
CATH MALECOT SIL 22F 25CM STRL, 86.82 
CATH MALLECOT 28FR 6EA/BX, 34.07 
CATH MAP BI-D HD SENSOR ENABLE," 4,470.00 "
CATH MARINER KUMPE 5FX65CM, 206.00 
CATH MARINER OMNI FLSH 5F 65CM, 206.00 
CATH MARKSMAN 160CM 2.8FR," 2,751.00 "
CATH MAVERICK 1.5 X 20, 206.00 
CATH MAVERICK 1.5X15, 206.00 
CATH MAVERICK 2 X 25, 206.00 
CATH MAVERICK 2.0 X 15, 206.00 
CATH MAVERICK 2.0 X 2 OTW, 206.00 
CATH MAVERICK 2.0 X 3.0MM OTW, 206.00 
CATH MAVERICK 2.5 X 25, 206.00 
CATH MAVERICK 25 X 15, 206.00 
CATH MAVERICK 3 X 25, 206.00 
CATH MAVERICK 4 X 15, 206.00 
CATH MAVERICK II 1.5 X 15, 206.00 
CATH MAVERICK II 1.5 X 20, 206.00 
CATH MAVERICK II 2.0 X 15, 206.00 
CATH MAVERICK II 2.0 X 20, 206.00 
CATH MAVERICK II 2.0 X 30, 206.00 
CATH MAVERICK II 2.0X9, 206.00 
CATH MAVERICK II 2.5 X 15, 206.00 
CATH MAVERICK II 2.5 X 20, 206.00 
CATH MAVERICK II 2.5 X 30, 206.00 
CATH MAVERICK II 2.5X9, 206.00 
CATH MAVERICK II 3 X 12, 206.00 
CATH MAVERICK II 3.0 X 15, 206.00 
CATH MAVERICK II 3.0 X 20, 206.00 
CATH MAVERICK II 3.0 X 30, 206.00 
CATH MAVERICK II 3.0X9, 206.00 
CATH MAVERICK II 3.5 X 15, 206.00 
CATH MAVERICK II 3.5 X 20, 206.00 
CATH MAVERICK II 3.5 X 30, 206.00 
CATH MAVERICK II 3.5X9, 206.00 
CATH MAVERICK II 4 X 12, 206.00 
CATH MAVERICK II 4.0 X 15, 206.00 
CATH MAVERICK II 4.0 X 20, 206.00 
CATH MAVERICK II 4.0 X 30, 206.00 
CATH MAVERICK II 4.0X9, 206.00 
CATH MAVERICK OTW 2.5 X 20MM, 206.00 
CATH MAVERICK OTW 2.5 X 30, 206.00 
CATH MAVERICK OTW 3.0 X 15, 206.00 
CATH MAVERICK OTW 3.0 X 2.0, 206.00 
CATH MAVERICK OTW 3.0 X 3.0, 206.00 
CATH MAVERICK OTW 4.0 X 20, 206.00 
CATH MICRO CANTATA 2.5FR 100CM," 1,010.00 "
CATH MICRO CORSAIR PRO 135CM," 2,235.50 "
CATH MICRO CORSAIR PRO 150CM," 2,235.50 "
CATH MICROMEWI 2.9FR 180CM, 620.00 
CATH MIKAELSSON 5F 80CM, 206.00 
CATH MINI TREK 1.20MMX06MM, 206.00 
CATH MINI TREK 1.20MMX08MM, 206.00 
CATH MINI TREK 1.20MMX12MM, 206.00 
CATH MINI TREK 1.20MMX15MM, 206.00 
CATH MINI TREK 1.20MMX20MM, 206.00 
CATH MINI TREK 1.5X6MM, 206.00 
CATH MINI TREK II 1.20MMX12MM, 206.00 
CATH MINI TREK II 1.20MMX15MM, 206.00 
CATH MINI TREK II 1.20MMX6MM, 206.00 
CATH MINI TREK RX 1.5MM X 12MM, 206.00 
CATH MINI TREK RX 1.5MM X 15MM, 206.00 
CATH MINI TREK RX 1.5X8, 206.00 
CATH MINI TREK RX 2.0MM X 08MM, 206.00 
CATH MINI TREK RX 2.0MM X 12MM, 206.00 
CATH MINI TREK RX 2.0MM X 15MM, 206.00 
CATH MINI TREK RX 2.0MM X 20MM, 206.00 
CATH MINI TREK RX 2.0MM X 30MM, 206.00 
CATH MINI TREK RX 4.5X12, 206.00 
CATH MINI TREK RX 4.5X15, 206.00 
CATH MINI TREK RX 5X12, 206.00 
CATH MINI TREK RX 5X15, 206.00 
CATH MINNIE .014X135CM, 206.00 
CATH MINNIE .035X135CM, 206.00 
CATH MINNIE .035X150CM, 206.00 
CATH MINNIE SUPPORT .014X150CM, 206.00 
CATH MOCRIEF POPOVICH, 620.00 
CATH MPA 125CM 7F .078, 620.00 
CATH MTI INFUSION, 206.00 
CATH MULLIN PEDI, 206.00 
CATH MULTIPURPOSE MP1 6FR, 206.00 
CATH MUSHROOM TIP PEZZER 26FR, 28.96 
CATH MUSTANG 3X60X135CM, 620.00 
CATH MUSTANG 4X80X135CM, 620.00 
CATH NARRARRE 6FR PIGTAIL, 401.50 
CATH NAV PENTARAY ECO 7F," 4,287.25 "
CATH NAV THERMOCOUPLE 7F 4MM," 5,161.75 "
CATH NAVARRE DRAINAGE 8F 30CM, 374.00 
CATH NAVICROSS .035X135 ANGLE, 620.00 
CATH NAVICROSS .035X135CM STR, 620.00 
CATH NAVICROSS .035X150 ANGLE, 620.00 
CATH NAVICROSS .035X90 STR, 620.00 
CATH NEPHROSTOMY 10FR REG KIT, 407.28 
CATH NEPHROSTOMY 12FR REG KIT, 407.28 
CATH NEPHROSTOMY 14 X 25CM, 206.00 
CATH NEPHROSTOMY 8FR(SAME AS 2, 219.97 
CATH NEPHROSTOMY 8X25 REG KIT, 407.28 
CATH NEPHROSTOMY DRAINAGE REG, 219.97 
CATH NEPHROSTOMY DRN 8F, 219.97 
CATH NEPHROSTOMY MCOT 16FR, 331.49 
CATH NEPHROSTOMY TUBE 10FR, 219.97 
CATH NEPHSTMY MALECOT 4W 40FR, 34.07 
CATH NEPHSTMY MCOT 18FR 30ML, 197.53 
CATH OCCLUSION FOGARTY 14F80CM, 459.25 
CATH OCCLUSION LRG 2 LUMEN, 679.80 
CATH OCTAPOLAR 7FRX115CM," 1,072.50 "
CATH OCTAPOLAR DX 7FRX110CM," 1,485.00 "
CATH OCTOPOLAR 5FRX110CM," 1,168.75 "
CATH OFFROAD RE-ENTRY 6FR 5.4," 7,425.00 "
CATH OMNI FLUSH 100CM X 20CM," 1,010.00 "
CATH OMNI FLUSH 4FR 65CM, 206.00 
CATH OMNI FLUSH 5F X 90CM, 206.00 
CATH OMNIFLUSH 1CM MARKER 4FR, 206.00 
CATH ON-Q EXPANSION 5, 162.25 
CATH OPTA PRO 5 X 2 X 135, 206.00 
CATH OPTA PRO 6 X 10 X 110, 206.00 
CATH OPTA PRO 6 X 4 X 135, 206.00 
CATH OPTA PRO BALLOON 6X2X135, 206.00 
CATH OPTA PRO PTA 10 X 2 X 80, 206.00 
CATH OPTICROSS 20X15 5F," 1,787.50 "
CATH OPTITORQUE 5F 110CM ANGLE, 206.00 
CATH OPTITORQUE 5FR JL 4.0, 206.00 
CATH OPTITORQUE 5FR JR 4.0, 206.00 
CATH OPTITORQUE RADIAL 5FR, 206.00 
CATH OPTITORQUE TIGER 5F 100CM, 206.00 
CATH OTW PERIPH LSR .9MM," 6,876.00 "
CATH OTW TURBO ELT 6FX2X150CM," 6,876.00 "
CATH PACING 6FR, 48.40 
CATH PASSER FOR MORPHINE PUMP, 269.50 
CATH PATHWAY JETSTREAM G3," 9,626.00 "
CATH PED INTRO TRANSSEPTAL, 209.00 
CATH PEDIATRIC CECOSTOMY, 528.00 
CATH PERF TRUE FLOW 26X35X114," 4,470.00 "
CATH PERFORMA 4F 70CM JL 1.5, 206.00 
CATH PERFORMA 4F 70CM JR 1.5, 206.00 
CATH PERFORMA PIGTAL 80CM 4FR, 206.00 
CATH PERFUSION TRUE FLOW 18MM," 4,470.00 "
CATH PERFUSION TRUE FLOW 20MM," 4,470.00 "
CATH PERFUSION TRUE FLOW 22MM," 4,470.00 "
CATH PERFUSION TRUE FLOW 24MM," 4,470.00 "
CATH PERITONEAL SMALL, 206.00 
