SERVICE CATEGORY,CHARGE DESCRIPTION,2019 PRICING
Lab,LAB S/O MEN1 DELETION/DUPLICATION,"$1,456.25 "
Lab,LAB S/O MEN1 SEQUENCING,"$1,456.25 "
Lab,LAB S/O MERCURY QUANTITATIVE,$149.25 
Lab,LAB S/O METANEPHRINES,$381.00 
Lab,LAB S/O METHYLMALONIC ACID,$177.00 
Lab,LAB S/O MGMT METHYLATION,"$1,590.00 "
Lab,LAB S/O MGMT MUTATION ANALYSIS,"$1,285.75 "
Lab,LAB S/O MOLC GENT IN SITU 100-300 CELLS,$896.50 
Lab,LAB S/O MOLEC GENET IN SITU 25-99 CELLS,$896.50 
Lab,LAB S/O MOLECULR CYTOGENTCS DNA PRBE EA,$217.25 
Lab,LAB S/O MPL MUTATION ANALYSIS,$750.00 
Lab,LAB S/O MS TANDEM MS NON DRUG EA SPEC,$370.50 
Lab,LAB S/O MUCOPOLYSACCHARIDES QUANT,$247.50 
Lab,LAB S/O MUCOPOLYSACCHRIDES URINE,$380.50 
Lab,LAB S/O MUMPS ANTIBODY IGM,$136.00 
Lab,LAB S/O MUMPS RNA BY PCR,$830.50 
Lab,LAB S/O MURAMIDASE/LYSOZYME,$155.50 
Lab,LAB S/O MYCOBACTERIUM TB AMP DIRECT,$609.50 
Lab,LAB S/O MYCOPHENOLATE,$242.25 
Lab,LAB S/O MYCOPLASMA ANTIBODY,$163.50 
Lab,LAB S/O MYD88 MUTATION,$795.00 
Lab,LAB S/O MYELIN BASIC PROTEIN CSF,$154.75 
Lab,LAB S/O MYELOID MOLECULAR PROFILE,"$3,000.00 "
Lab,LAB S/O MYELOPEROXIDASE ANTIBODY,$137.50 
Lab,LAB S/O MYOGLOBIN,$160.00 
Lab,LAB S/O N TELOPEPETIDE,$284.00 
Lab,LAB S/O NATRIURETIC PEPTIDE (PRO BNP),$244.00 
Lab,LAB S/O NEISSERIA GONORRHOEAE AMP PROBE,$190.00 
Lab,LAB S/O NEUROMYELIS OPTICA ASSAY,$600.00 
Lab,LAB S/O NEURON SPECIFIC ENOLASE,$205.00 
Lab,LAB S/O NEW BORN SCRN BIOTINIDASE,$159.00 
Lab,LAB S/O NEW BORN SCRN PHENYLALANINE,$66.00 
Lab,LAB S/O NEW BORN SCRN SICKLE CELL,$68.50 
Lab,LAB S/O NEW BORN SCRN TSH REQ ELUTION,$222.50 
Lab,LAB S/O NMO AUTOAB IGG,$955.50 
Lab,LAB S/O NORTRIPTYLINE,$165.50 
Lab,LAB S/O NPM1 MUTATION (AML),$615.00 
Lab,LAB S/O NRAS MUTATION ANALYSIS,$450.00 
Lab,LAB S/O NUCLEOTIDASE 5,$146.00 
Lab,LAB S/O OLIGOCLONAL BANDING,$191.50 
Lab,LAB S/O OLIGOSACCHARIDES,$270.25 
Lab,LAB S/O OSMOTIC FRAGILITY,$184.75 
Lab,LAB S/O OSTEOCALCIN,$273.00 
Lab,LAB S/O OVA & PARASITES DIRECT SMEAR,$242.25 
Lab,LAB S/O OXALATE URINE,$130.50 
Lab,LAB S/O OXCARBAZEPINE,$242.25 
Lab,LAB S/O P53 GENE MUTATION ANALYSIS,"$1,625.00 "
Lab,LAB S/O PANCREATIC POLYPEPTIDE,$298.25 
Lab,LAB S/O PARASITE ID MACROSCOPIC,$36.50 
Lab,LAB S/O PARATHYROID HORMONE INTACT CAP,$556.25 
Lab,LAB S/O PARATHYROID HORMONE INTACT TTL,$556.25 
Lab,LAB S/O PARVOVIRUS B19 ANTIBODY,$126.50 
Lab,LAB S/O PARVOVIRUS B19 DNA,$540.25 
Lab,LAB S/O PENTOBARBITAL,$150.00 
Lab,LAB S/O PH BODY FLUID,$108.75 
Lab,LAB S/O PHENYTOIN (DILANTIN) FREE,$78.00 
Lab,LAB S/O PHOSPHATASE ACID PROSTATIC,$92.00 
Lab,LAB S/O PHOSPHATASE ALKALINE ISOENZYMES,$133.25 
Lab,LAB S/O PHOSPHATIDYLGLYCEROL,$178.25 
Lab,LAB S/O PHOSPHOLIPID NEUTRAL PLATELET,$266.75 
Lab,LAB S/O PLASMA FRACTIONS (APTT INHIBIT),$265.50 
Lab,LAB S/O PLASMINOGEN ACTIVATOR INHIBITOR,$388.75 
Lab,LAB S/O PLATELET AGGREGATION EACH AGENT,$430.75 
Lab,LAB S/O PLATELET AGGREGATION RISTOCETIN,$215.75 
Lab,LAB S/O PLATELET AGGREGATION SPONT,$215.75 
Lab,LAB S/O PLATELET NEUTRAL HEXAGONAL,$370.75 
Lab,LAB S/O PLATELET-DERIVED GROWTH FACTOR,"$1,082.00 "
Lab,LAB S/O PNEUMOCOCCAL ANTIBODY,$201.25 
Lab,LAB S/O PNEUMOCOCCAL ANTIBODY EA ADDL,$201.25 
Lab,LAB S/O PORPHOBILINOGEN DEAMINASE,$389.75 
Lab,LAB S/O PORPHOBILINOGEN QUANT URINE,$97.50 
Lab,LAB S/O POSACONAZOLE,$297.25 
Lab,LAB S/O POTASSIUM FECES,$167.75 
Lab,LAB S/O PRBE HEPATITIS C RNA QUALITATIV,$142.00 
Lab,LAB S/O PRIMIDONE BLOOD LEVEL,$160.00 
Lab,LAB S/O PROCAINAMIDE W/ METABOLITES,$277.25 
Lab,LAB S/O PROCALCITONIN,$451.50 
Lab,LAB S/O PROGESTERONE PEDIATRIC,$206.00 
Lab,LAB S/O PROINSULIN,$364.75 
Lab,LAB S/O PROSTAGLANDINS,$737.50 
Lab,LAB S/O PROTEIN C ANTIGEN,$498.25 
Lab,LAB S/O PROTEIN S ANTIGEN,$333.25 
Lab,LAB S/O PROTEIN S ANTIGEN (FREE),$319.00 
Lab,LAB S/O PSEUDOCHOLINESTERASE SERUM,$87.25 
Lab,LAB S/O PTEN GENE ANALYSIS VARIANT,"$2,314.75 "
Lab,LAB S/O PTH RELATED PROTEIN,$298.25 
Lab,LAB S/O PYRUVATE,$263.75 
Lab,LAB S/O PYRUVATE KINASE,$230.25 
Lab,LAB S/O QUANT THERAPEUTIC DRUG NOS,$443.00 
Lab,LAB S/O QUANTIFERON TUBERCULOSIS,$323.50 
Lab,LAB S/O QUINIDINE,$230.25 
Lab,LAB S/O RAST ALLERGEN SINGLE,$41.00 
Lab,LAB S/O RBC SERUM PRETX ID DILUTION,$42.50 
Lab,LAB S/O RBC SERUM PRETX INCUBJ/INHIB,$110.00 
Lab,LAB S/O RENIN,$171.00 
Lab,LAB S/O RHCE VARIANT BY SNP ARRAY,$875.00 
Lab,LAB S/O RHD GENE ANALYSIS,"$1,125.00 "
Lab,LAB S/O RHEUMATOID FACTOR QUANTITATIVE,128.25
Lab,LAB S/O RI ANTIBODY,$261.50 
Lab,LAB S/O RUBELLA ANTIBODY IGM,$139.25 
Lab,LAB S/O RUBEOLA ANTIBODY IGM,$123.75 
Lab,LAB S/O RUSSELL VIPER VENOM DILUTED,$266.75 
Lab,LAB S/O RUSSELL VIPER VENOM TIEM DILUTE,$266.75 
Lab,LAB S/O SCREEN NEWBORN GALACTOSEMIA,$90.00 
Lab,LAB S/O SCREEN NEWBORN PROGEST 17 OH,$183.75 
Lab,LAB S/O SELENIUM,$171.25 
Lab,LAB S/O SEROTONIN,$317.50 
Lab,LAB S/O SEX HORMONE BINDING GLOBULIN,$139.50 
Lab,LAB S/O SMEAR CRYPTOSPORIDIUM,$183.75 
Lab,LAB S/O SMEAR MICROSPORIDIUM,$183.75 
Lab,LAB S/O SODIUM FECES,$115.50 
Lab,LAB S/O SOLUBLE TRANSFERRIN RECEPTOR,$349.25 
Lab,LAB S/O SOMATOMEDIN C,$308.50 
Lab,LAB S/O SPECTROPHOTMETRY ANY ANALYTE,$375.00 
Lab,LAB S/O SRP AUTOANTIBODY,$269.75 
Lab,LAB S/O STAIN TRICHROME,$105.25 
Lab,LAB S/O STREPTOCOCCUS PNEUMO AB,$122.25 
Lab,LAB S/O STREPTOCOCCUS PNEUMO AB EA ADDL,$122.25 
Lab,LAB S/O SUGARS MULT QUALITATIVE,$190.00 
Lab,LAB S/O SUGARS SINGLE QUALITATIVE,"$1,087.50 "
Lab,LAB S/O SYPHILIS TEST QUALITATIVE VDRL,$95.25 
Lab,LAB S/O T ACTIVATION LECTIN PANEL,$467.25 
Lab,LAB S/O T PA ACTIVITY TISSUE PLASMIN A,$388.75 
Lab,LAB S/O T WHIPPLEI DNA QUALITATIVE,$540.25 
Lab,LAB S/O TESTOSTERONE FREE,$270.75 
Lab,LAB S/O TESTOSTERONE PEDIATRIC,$198.50 
Lab,LAB S/O THEOPHYLLINE BLOOD LEVEL,$132.00 
Lab,LAB S/O THIOCYANATE,$276.50 
Lab,LAB S/O THIOPURINE METABOLITES,$370.50 
Lab,LAB S/O THROXINE BINDING PROTEIN,$163.25 
Lab,LAB S/O THYROGLOBULIN,$196.00 
Lab,LAB S/O THYROID STIMU IMMUNE GLOB (TSI),$444.50 
Lab,LAB S/O THYROXINE FREE DIALYSIS,$218.25 
Lab,LAB S/O TKD MUTATION ASSAY,$347.00 
Lab,LAB S/O TOPIRAMATE,$224.75 
Lab,LAB S/O TOTAL GLYCATED HEMOGLOBIN,$107.00 
Lab,LAB S/O TOXOPLASMOSIS ANTIBODY IGG,$158.25 
Lab,LAB S/O TOXOPLASMOSIS ANTIBODY IGM,$161.50 
Lab,LAB S/O TPMT GENOTYPE,$719.50 
Lab,LAB S/O TRANSFERRIN,$109.25 
Lab,LAB S/O TRICHOMONAS PCR,$280.00 
Lab,LAB S/O TRIIODOTHYRONINE T3 REVERSE,$264.00 
Lab,LAB S/O TRYPANOSOMA CRUZI AB TOTAL,$122.75 
Lab,LAB S/O TRYPSIN,$298.25 
Lab,LAB S/O TUMOR AG CA 15-3 (27.29) QUANT,$246.50 
Lab,LAB S/O TUMOR ANTIGEN CA 19-9 QUANT,$140.50 
Lab,LAB S/O TYSABRI ANTIBODIES,$269.75 
Lab,LAB S/O UNLISTED CHEMISTRY PROCEDURE,378.43
Lab,LAB S/O VALPROIC ACID FREE,$145.50 
Lab,LAB S/O VANILLYLMANDELIC ACID URINE,$135.50 
Lab,LAB S/O VASOACTIVE INTESTINAL PEPTIDE,$331.25 
Lab,LAB S/O VASOPRESSIN (ADH),$292.00 
Lab,LAB S/O VIRUS ISOLATN HERPES SIMPLEX 1,$201.50 
Lab,LAB S/O VIRUS ISOLATN HERPES SIMPLEX 2,$201.50 
Lab,LAB S/O VISCOSITY,$145.00 
Lab,LAB S/O VIT E (ALPHA GAMMA TOCOPHEROL),$185.00 
Lab,LAB S/O VITAMIN A,$172.25 
Lab,LAB S/O VITAMIN B1,$289.00 
Lab,LAB S/O VITAMIN B6,$242.25 
Lab,LAB S/O VITAMIN B7 BIOTIN,$225.00 
Lab,LAB S/O VITAMIN C (ASCORBIC ACID),$154.75 
Lab,LAB S/O VITAMIN D 125 OH,$307.25 
Lab,LAB S/O VITAMIN D 25 HYDROXY,$175.00 
Lab,LAB S/O VITAMIN E,$132.25 
Lab,LAB S/O VOLATILES SCREEN,$278.00 
Lab,LAB S/O VORIXONAZOLE,$275.00 
Lab,LAB S/O WEST NILE ANTIBODY IGM,$140.00 
Lab,LAB S/O WESTERN BLOT BAND ID EACH,$507.50 
Lab,LAB S/O XYLOSE ABSORP TEST BLOOD/URINE,$138.75 
Lab,LAB S/O YO (PURKINJE) ANTIBODY,$261.50 
Lab,LAB S/O ZIKA VIRUS AMPLIED PROBE TECH,$200.00 
Lab,LAB S/O ZIKA VIRUS IGM ANTIBODY,$200.00 
Lab,LAB S/O ZINC,$149.25 
Lab,LAB SALICYLATE,$145.25 
Lab,LAB SEDIMENTATION RATE ERYTH NON AUTO,$88.00 
Lab,LAB SICKLING OF RBC REDUCTION,$68.50 
Lab,LAB SIROLIMUS BLOOD LEVEL,$247.00 
Lab,LAB SMEAR FLUORESCENT/ACID FAST STAIN,$101.75 
Lab,LAB SMEAR GRAM/GIEMSA STAIN,$78.50 
Lab,LAB SMEAR SPEC STAIN INC BODIES/PARA,$372.25 
Lab,LAB SMEAR WET MOUNT,$83.25 
Lab,LAB SMN1 MUTATION ANALYSIS,$737.25 
Lab,LAB SODIUM OTHER SOURCE,$115.50 
Lab,LAB SODIUM SERUM PANEL,$55.50 
Lab,LAB SODIUM URINE,$62.75 
Lab,LAB SPECIFIC GRAVITY NOT URINE,$28.50 
Lab,LAB SPECIMEN HANDLING & MAIL,$80.00 
Lab,LAB SPLITTING BLOOD/BLOOD PROD EA UNIT,$158.00 
Lab,LAB SPUTUM SCREEN,$78.50 
Lab,LAB STEM CELLS TOTAL COUNT,$415.50 
Lab,LAB STR INFORMATIVE ANALYSIS,"$1,112.75 "
Lab,LAB SUSCEP AGAR DILUT METHOD PER AGENT,$202.75 
Lab,LAB SUSCEP DISK METHOD PER PLATE,$119.75 
Lab,LAB SUSCEP ENZYME DETECTION PER ENZYME,$47.50 
Lab,LAB SUSCEP MICRO/AGAR DILUT MIC EA PLAT,$185.00 
Lab,LAB SYPHILIS TEST QUALITATIVE,$91.00 
Lab,LAB SYPHILIS TEST QUANTITATIVE CSF VDRL,$103.75 
Lab,LAB SYPHILIS TEST QUANTITATVE RPR TITER,$103.75 
Lab,LAB T CELL ANTIGEN RECEPTOR,"$1,013.25 "
Lab,LAB TACROLIMUS,$269.50 
Lab,LAB TESTOSTERONE,$198.50 
Lab,LAB THROMBIN TIME PART PLASMA/WHOLE BLD,$125.00 
Lab,LAB THROMBIN TIME PLASMA,$106.00 
Lab,LAB THYROGLOBULIN ANTIBODY,$131.00 
Lab,LAB THYROID HORMONE UPTAKE,$115.25 
Lab,LAB THYROID STIMULATING HORMONE (TSH),$160.00 
Lab,LAB THYROXINE FREE (FREE T4),$165.50 
Lab,LAB THYROXINE TOTAL (T4),$104.50 
Lab,LAB TITANIUM,$133.00 
Lab,LAB TOBRAMYCIN BLOOD LEVEL,$130.75 
Lab,LAB TRANSFERASE ALANINE AMINO ALT/SGPT,$55.50 
Lab,LAB TRANSFERASE ASPARTAT AMINO AST/SGOT,$55.50 
Lab,LAB TRANSFERRIN,$109.25 
Lab,LAB TRIGLYCERIDES,$64.25 
Lab,LAB TRIIODOTHYRONINE T3 FREE,$217.50 
Lab,LAB TRIIODOTHYRONINE T3 TOTAL,$164.00 
Lab,LAB TROPONIN QUANTITATIVE,$135.00 
Lab,LAB TRYPSIN FECES QUALITATIVE,$70.75 
Lab,LAB UNLISTED MOLECULAR PATHOLOGY TEST,1241.16
Lab,LAB UNSTAINED SLIDE CUTTING & PREPARATION,$6.00 
Lab,LAB UREA NITROGEN QUANTITATIVE,$55.50 
Lab,LAB UREA NITROGEN URINE,$86.00 
Lab,LAB URIC ACID BLOOD,$80.75 
Lab,LAB URIC ACID OTHER SOURCE,$105.50 
Lab,LAB URINALYSIS AUTOMATED W/MICROSCOPIC,$100.00 
Lab,LAB URINALYSIS PHASE FILTER,$156.75 
Lab,LAB URINE VOLUME/HRS FOR TIMED COLLECT,$48.00 
Lab,LAB VALPROIC ACID TOTAL,$145.50 
Lab,LAB VANCOMYCIN BLOOD LEVEL,$142.75 
Lab,LAB VIRUS ISOLATION CENTRIFUGE ENHANCED,$201.25 
Lab,LAB VIRUS ISOLATION ISOLATE IF TYPING,$201.50 
Lab,LAB VITAMIN B12,$178.25 
Lab,LAB VITAMIN D CALCIFEDIOL 25 OH,$165.00 
Lab,LAB VOL REDUCTION OF BLOOD EA UNIT,$188.00 
Lab,LAB WBC AUTOMATED,$61.25 
Lab,LABCULTURE TISS NOT NEOPLAS AMNIO FLUID,$862.00 
Lab,LACTIC ACID,$106.00 
Lab,MST PLATELET AGGREGATION ASPIRIN ASSAY,$215.75 
Lab,MST PLATELET AGGREGATION ASSAY EA ADDL,$215.75 
Lab,MST PLATELET AGGREGATION PLAVIX ASSAY,$215.75 
Lab,NMDP CMV ANTIBODY,$71.50 
Lab,NMDP HIV-2 ANTIBODY,$108.75 
Lab,NMDP HLA TYPING A/B/C MULTIPLE ANTIGEN,$948.00 
Lab,NMDP HLA TYPING DR/DQ MULTIPLE ANTIGEN,$887.00 
Lab,NMDP HLA TYPING DR/DQ SINGLE ANTIGEN,"$2,206.75 "
Lab,NMDP HTLV I ANTIBODY,$41.25 
Lab,NMDP NEUTRALIZATION TEST VIRAL,$54.75 
Lab,NMDP SHIPPING FEE,$631.00 
Lab,NMDP SYPHILIS TEST QUAL NON TREPONEMAL,$58.50 
Lab,NMDP VENIPUNCTURE,$432.25 
Lab,NUCLEAR MATRIX PROTEIN 22 QUALITATIVE,$66.00 
Lab,OCCULT BLOOD PEROXIDASE ACTIVITY CONSEC,$43.00 
Lab,OOCYTE FERTILIZATION MICRO <=10 OOCYTES,"$3,863.00 "
Lab,OOCYTE FERTILIZATION MICRO > 10 OOCYTES,"$4,224.75 "
Lab,PANEL LIPID,$215.00 
Lab,PATH BONE MARROW SMEAR INTERPRETATION,$842.00 
Lab,PATH CONSULT CYTO EXAM EA ADDL SITE,$169.00 
Lab,PATH CONSULT CYTOLOGIC EXAM 1ST SITE,$300.50 
Lab,PATH CONSULT IN OR/1ST BLK W/FRZ 1,$308.00 
Lab,PATH CONSULT IN OR/1ST BLK W/FRZ EA ADL,$212.00 
Lab,PATH CONSULT/REPORT REFERRED MATERIAL,$188.00 
Lab,PATH CRYSTAL ID BY LIGHT MICROSCOPY,$117.25 
Lab,PATH DECALCIFICATION,$114.00 
Lab,PATH PROSTATE ANY METHOD 10-20 SPECIMNS,"$2,750.00 "
Lab,PATH PROSTATE ANY METHOD 21-40 SPECIMNS,"$5,550.00 "
Lab,PATH S/O ELECTRON MICROSCOPY DIAGNOSTIC,"$1,626.25 "
Lab,PATH SPECIAL STAINS GROUP I EACH,$228.50 
Lab,PATH SPECIAL STAINS GROUP II EACH,$205.50 
Lab,PATH SPECIAL STAINS HISTOCHEMICAL,$191.00 
Lab,PATH SURGICAL LEVEL I,$148.75 
Lab,PATH SURGICAL LEVEL II,$283.00 
Lab,PATH SURGICAL LEVEL III,$378.75 
Lab,PATH SURGICAL LEVEL IV,$473.25 
Lab,PATH SURGICAL LEVEL V,$696.00 
Lab,PATH SURGICAL LEVEL VI,$881.00 
Lab,PBC RAPID STREP,$111.75 
Lab,PENTOXYFYLLINE SPERM ADDITIVE,$150.00 
Lab,PREP EMBRYO FOR TRANSFER ANY METHOD,$400.00 
Lab,PROTHROMBIN TIME,$46.00 
Lab,S/O HTLV OR HIV AB CONFIRM TEST,$346.75 
Lab,SCREEN PAP OBTAIN/PREP/CONVEYANCE,$110.25 
Lab,SCREEN PAP OBTAIN/PREP/CONVEYANCE,$110.25 
Lab,SEMEN ANALYSIS RETROGRADE EJACULATION,$450.00 
Lab,SHIPPING SURCHARGE,$147.00 
Lab,SKIN TEST TB INTRADERMAL,$39.75 
Lab,SODIUM SERUM,$65.25 
Lab,STORAGE EMBRYO EACH YEAR,$600.00 
Lab,STORAGE EMBRYO PER 3 MONTHS,$150.00 
Lab,STORAGE OOCYTE PER EACH YEAR,$600.00 
Lab,STORAGE OOCYTE PR 3 MTHS,$150.00 
Lab,STORAGE SPERM EACH YEAR,$600.00 
Lab,STORAGE SPERM PER 3 MONTHS,$150.00 
Lab,STORAGE TESTCLR/OVARN TISSUE  PR 3 MTHS,$150.00 
Lab,STORAGE TESTICULAR/OVARIAN TISSUE EA YR,$600.00 
Lab,SWEAT COLLECTION IONTOPHORESIS,$421.25 
Lab,THAW EMBRYO(S),$740.00 
Lab,THAW OOCYTES PER ALIQUOT,$880.25 
Lab,THAW SPERM/SEMEN EACH ALIQUOT,$188.75 
Lab,THAW TESTICULAR/OVARIAN TISSUE,$188.75 
Lab,URINALYSIS NONAUTOMATED W/O MICROSCOPY,$54.00 
Lab,URINALYSIS W/O MICROSCOPIC,$35.00 
Lab,URINE PREGNANCY,$65.00 
Lab,VENIPUNCTURE,$32.00 
Labor and Delivery,CIRCUMCISION,$433.75 
Labor and Delivery,CIRCUMCISION,$433.75 
Labor and Delivery,DELIVERY NEWBORN RESUSCITATION,$925.00 
Labor and Delivery,DELIVERY OF PLACENTA,"$2,910.75 "
Labor and Delivery,DELIVERY VAGINAL,"$7,616.00 "
Labor and Delivery,EXTERNAL CEPHALIC VERSION W/W/O TOCOLYS,"$1,910.00 "
Labor and Delivery,FETAL ASSESS HIGH RISK,$130.75 
Labor and Delivery,HIGH RISK DELIVERY ATTENDANCE,$464.75 
Labor and Delivery,INSERT CERVICAL DILATOR,"$1,172.25 "
Labor and Delivery,LACTATION CONSULTING EXTENDED,$175.00 
Labor and Delivery,LACTATION CONSULTING LIMITED,$126.25 
Labor and Delivery,VAGINAL DEL ONLY W/W/O EPISTOMY/FORCEPS,"$7,616.00 "
Neurology,ACTIGRAPHY TESTING RECORDING ANLYSS I&R,$344.50 
Neurology,AMBULATORY EEG UNATTENDED,"$2,188.00 "
Neurology,AUTONOMIC NERV TST W/5 MIN PASSIVE TILT,$245.50 
Neurology,AUTONOMIC TESTING PARASYMPATHETIC FUNC,$327.75 
Neurology,AUTONOMIC TESTING SUDOMOTOR,$216.25 
Neurology,AUTONOMIC TESTING SYMPATHETIC FUNCTION,$416.50 
Neurology,CONTINUOUS EEG,"$3,595.00 "
Neurology,DIGITAL ANALYSIS OF EEG,$479.75 
Neurology,EEG EXTENDED MONITORING > 1 HOUR,"$1,779.00 "
Neurology,EEG EXTENDED MONITORING 41-60 MIN,"$1,350.00 "
Neurology,EEG W/ RECORDING AWAKE AND ASLEEP,"$1,210.75 "
Neurology,EEG W/ RECORDING AWAKE AND DROWSY,"$1,210.75 "
Neurology,EEG W/ RECORDING COMA OR SLEEP ONLY,$703.75 
Neurology,ELECTR STIMULATION W/CHEMODENERVATION,$129.00 
Neurology,ELECTROCORTICOGRAM AT SURGERY,"$1,542.00 "
Neurology,ELECTRODE STIMULATION 1ST HOUR,$878.00 
Neurology,ELECTRODE STIMULATION EA ADL HOUR,$532.25 
Neurology,EMG 1 EXTREMITY,$351.00 
Neurology,EMG 2 EXTREMITIES,$421.00 
Neurology,EMG 3 EXTREMITIES,$576.00 
Neurology,EMG 4 EXTREMITIES,$782.50 
Neurology,EMG CRANIAL NERVE BILATERAL,$501.50 
Neurology,EMG CRANIAL NERVE UNILATERAL,$337.00 
Neurology,EMG LIMITED 1 EXTR AXIAL MUSCLE UNI/BIL,$167.00 
Neurology,EMG NEEDLE W/ CHEMODENERVATION,$161.75 
Neurology,EMG THORACIC PARASPINAL MUSCLES,$215.75 
Neurology,EMG W/SINGLE FIBER DENSITY,$372.75 
Neurology,MST WADA ACTIVATION TEST W/ EEG,"$1,530.50 "
Neurology,MULTIPLE SLEEP LATENCY,"$3,174.50 "
Neurology,NEEDLE ELECTROMYOGRAPHY HEMIDIAPHRAGM,$238.75 
Neurology,NEEDLE ELECTROMYOGRAPHY LARYNX,$227.75 
Neurology,NEEDLE EMG EA EXT W/NERV CONDUCTION LTD,$267.00 
Neurology,NEEDLE EMG EA EXT W/NRV CONDUCTION COMP,$285.00 
Neurology,NEEDLE EMG NON-EXT W/NERVE CONDUCTION,$136.00 
Neurology,NERVE CONDUCTION 1-2 STUDIES,$166.00 
Neurology,NERVE CONDUCTION 1-2 STUDIES,$166.00 
Neurology,NERVE CONDUCTION 11-12 STUDIES,$415.00 
Neurology,NERVE CONDUCTION 13+ STUDIES,$425.00 
Neurology,NERVE CONDUCTION 3-4 STUDIES,$227.00 
Neurology,NERVE CONDUCTION 5-6 STUDIES,$279.00 
Neurology,NERVE CONDUCTION 7-8 STUDIES,$279.00 
Neurology,NERVE CONDUCTION 9-10 STUDIES,$405.00 
Neurology,NEUROMUSCULAR JUNCTION TESTING EA NERVE,$301.50 
Neurology,NEUROPHYS MONITOR OUT OPER ROOM PER HR,$225.00 
Neurology,NEUROPHYSIOLOGY MONITOR INTRAOP/15 MIN,$225.00 
Neurology,NEUROPHYSIOLOGY MONITOR INTRAOP/15 MIN,$225.00 
Neurology,NIM EEG DURING NONINTRACRANIAL SURGERY,"$1,530.00 "
Neurology,NIM EEG EXTENDED MONITORING > 1 HOUR,"$1,779.00 "
Neurology,NIM EEG EXTENDED MONITORING 41-60 MIN,"$1,350.00 "
Neurology,NIM ELECTRODE STIMULATION 1ST HOUR,$878.00 
Neurology,NIM ELECTRODE STIMULATION EA ADL HOUR,$532.25 
Neurology,NIM EMG CRANIAL NERVE UNILATERAL,$337.00 
Neurology,NIM EMG LIMITED 1 AXIAL MUSCLE UNI/BIL,$167.00 
Neurology,NIM SHORT LATENCY SSEP LOWER LIMBS,$823.00 
Neurology,NIM SHORT LATENCY SSEP TRUNK/HEAD,$918.50 
Neurology,NIM SHORT LATENCY SSEP UPPER LIMBS,$831.75 
Neurology,NIM SHORT LATENCY SSEP UPPR & LWR LIMBS,$915.00 
Neurology,NIM TCM EVOKED POTENTIAL LOWER LIMBS,$878.00 
Neurology,NIM TCM EVOKED POTENTIAL UPPER LIMBS,$878.00 
Neurology,NIM TCM EVOKED POTENTIAL UPPR&LWR LIMBS,$878.00 
Neurology,NIM VISUAL EVOKED RESPONSE CHKRBRD/FLH,$956.00 
Neurology,OR ANALYZE NEUROSTIM BRAIN 1ST HR,$808.00 
Neurology,OR ANALYZE NEUROSTIM BRAIN ADD 30 MIN,$404.00 
Neurology,ORBICULARIS OCULI REFLEX ELECTRODX,$178.25 
Neurology,PHARM (METHOHEXITAL) ACTIVATION,$408.00 
Neurology,POLYSMNGPHY SLP STAGE 4+ PARAMTR  6+YRS,"$4,906.25 "
Neurology,POLYSMNGPHY SLP STGE 1-3 PARMTR ANY AGE,"$3,418.75 "
Neurology,POLYSOMNOGRAPHY STAGE 4+ W/CPAP 6+YRS,"$5,348.50 "
Neurology,QUANT MEASURE PARASYM/SYMPATHETIC FUNCT,$227.00 
Neurology,SHORT LATENCY SSEP LOWER LIMBS,$823.00 
Neurology,SHORT LATENCY SSEP UPPER LIMBS,$831.75 
Neurology,SHORT LATENCY SSEP UPPR & LWR LIMBS,$915.00 
Neurology,SLEEP STUDY ATTENDED,"$2,581.00 "
Neurology,SLEEP STUDY UNATTENDED,$551.25 
Neurology,TCM EVOKED POTENTIAL UPPR&LWR LIMBS,$878.00 
Neurology,VISUAL EVOKED RESPONSE CHKRBRD/FLASH,$956.00 
Neurology,WADA ACTIVATION TEST W/ EEG,"$1,530.50 "
Nuclear Medicine,BONE MARROW IMAGING MULTIPLE AREAS,"$1,054.75 "
Nuclear Medicine,CSF FLOW IMAGE CISTERNOGRAPHY,"$1,784.00 "
Nuclear Medicine,"MYCL IMG,PLANAR;TOMGRPHC SPECT W/O QUANT","$1,203.00 "
Nuclear Medicine,NM ACUTE GI BLOOD LOSS IMAGING,"$1,816.75 "
Nuclear Medicine,NM ADMIN & SUPPLY OF TOSITUMOMAB,"$6,413.50 "
Nuclear Medicine,NM ADMIN RADIOPHARM THERAPY IV,"$1,065.00 "
Nuclear Medicine,NM ADMIN RADIOPHARM THERAPY ORAL,"$2,076.50 "
Nuclear Medicine,NM ADRENAL IMAGING CORTEX &/OR MEDULLA,"$1,351.25 "
Nuclear Medicine,NM BONE MARROW IMAGING LIMITED AREA,$787.75 
Nuclear Medicine,NM BONE MARROW IMAGING WHOLE BODY,"$1,178.75 "
Nuclear Medicine,NM BONE&/OR JOINT IMAGING 3 PHASE STUDY,"$2,022.25 "
Nuclear Medicine,NM BONE&/OR JOINT IMAGING MULTIPLE AREA,"$1,171.50 "
Nuclear Medicine,NM BONE&/OR JOINT IMAGING SPECT,"$1,296.75 "
Nuclear Medicine,NM BONE&/OR JOINT IMAGING WHOLE BODY,"$1,942.25 "
Nuclear Medicine,NM BRAIN IMAGE < 4 VIEWS W/VASCULR FLOW,$823.75 
Nuclear Medicine,NM BRAIN IMAGE MIN 4 VIEWS STATIC,$823.75 
