,CODE,NAME,LAKELAND,LAKELAND INPATIENT LABS,LAKELAND OUTPATIENT LABS,LAKELAND BLOOD BANK,LAKELAND REFERENCE LAB,LAKELAND RESPIRATORY THERAPY LAB,WATERVLIET,WATERVLIET INPATIENT LABS,WATERVLIET OUTPATIENT LABS,WATERVLIET BLOOD BANK
,HC3060097,HC HEP B SURFACE AG CONFIRM,,,,,$14.63 ,,,,,
,HC3060098,HC HEPATITIS B SURF AG,,,,,$7.40 ,,,,,
,HC3060099,HC HEPATITIS-BE-ANTIGEN,,,,,$25.00 ,,,,,
,HC3060100,HC HISTOPLASMA AG URINE,,,,,$56.20 ,,,,,
,HC3060102,HC GARDNERELLA DIR PROBE,,,,,$28.40 ,,,,,
,HC3060103,HC HEP B VIRUS DNA QUANT,,,,,$87.00 ,,,,,
,HC3060104,HC HEP C RNA BY PCR QUAL,,,,,$49.71 ,,,,,
,HC3060105,HC HEP C VIRUS RNA ULTRAQU,,,,,$60.28 ,,,,,
,HC3060106,HC HEPATITIS C QUANTIFICA,,,,,$60.67 ,,,,,
,HC3060107,HC BORDETELLA PERT CULTURE,,,,,$6.81 ,,,,,
,HC3060108,HC LEGIONELLA CULTURE,,,,,$30.00 ,,,,,
,HC3060109,HC PARASITE ID BLOOD,,,,,$8.49 ,,,,,
,HC3060110,HC HSV 1/2 GENETYPE BY PCR,,,,,$49.71 ,,,,,
,HC3060112,HC TRICHOMONAS VAGIN PROBE,,,,,$28.40 ,,,,,
,HC3060113,HC B PERTUSSIS BY PCR,,,,,$49.71 ,,,,,
,HC3060114,HC WEST NILE VIRUS PCR,,,,,$100.00 ,,,,,
,HC3060115,HC CHLAMYDIA DNA PROBE,,,,,$49.71 ,,,,,
,HC3060116,HC CHLAMYDIA/GC DNA PROBE,,,,,$98.78 ,,,,,
,HC3060117,HC HIV-1 GENOTYPING,,,,,$260.00 ,,,,,
,HC3060118,HC HEPATITIS C GENOTYPE,,,,,$364.64 ,,,,,
,HC3060119,HC ISOLATION NUC ACID HPC,,,,,$359.69 ,,,,,
,HC3060120,HC JC VIRUS DNA PCR,,,,,$110.00 ,,,,,
,HC3060121,HC CMV DNA PCR,,,,,$60.67 ,,,,,
,HC3060122,HC VARICELLA ZOSTER PCR,,,,,$80.00 ,,,,,
,HC3060123,HC HIV-1 RNA PCR CSF,,,,,$120.52 ,,,,,
,HC3060124,HC HEPTIMAX HCV RNA,,,,,$425.00 ,,,,,
,HC3060125,HC INFLUENZA DNA PROB>2 TYPE,,$30.85 ,$30.85 ,,,,,$30.85 ,$30.85 ,
,HC3060126,HC INFLUENZA DNA PROBE,,$30.85 ,$30.85 ,,,,,$30.85 ,$30.85 ,
,HC3060127,HC AMPLIF NA PROBE NOS AGENT,,$30.85 ,$30.85 ,,,,,$30.85 ,$30.85 ,
,HC3060128,HC BK VIRUS URINE,,,,,$60.67 ,,,,,
,HC3060129,HC BK VIRUS SERUM,,,,,$60.67 ,,,,,
,HC3060130,HC HERPESVIRUS 6 QUAN BY PCR,,,,,$120.00 ,,,,,
,HC3060131,HC CANDIDA NA PROBE,,,,,$28.40 ,,,,,
,HC3060132,HC HPV DNA PROBE,,$218.40 ,$147.95 ,,,,,$218.40 ,$147.95 ,
,HC3060133,HC RESP VIRUS 12-25 TARGETS,,$726.69 ,$726.69 ,,,,,$726.69 ,$726.69 ,
,HC3060134,HC MR STAPH DNA PROBE,,$240.34 ,$162.82 ,,,,,$240.34 ,$162.82 ,
,HC3060135,HC STAPH AUREUS DNA PROBE,,$62.15 ,$62.15 ,,,,,$62.15 ,$62.15 ,
,HC3060136,HC VIRUS ISOLATION CMV CULT,,,,,$62.50 ,,,,,
,HC3060137,HC VIRUS ISOL SHELL CMV CULT,,,,,$62.50 ,,,,,
,HC3060138,HC TRICHOMONAS VAGINALIS IA,,$62.73 ,$42.50 ,,,,,$62.73 ,$42.50 ,
,HC3060139,HC CULTURE TYPING EACH ORG,,$25.57 ,$25.57 ,,,,,$25.57 ,$25.57 ,
,HC3060140,HC MIC ONLY - SBMF,,,,,$12.26 ,,,,,
,HC3060141,HC PG1Q VANO-PATHOGENIUS,,,,,$47.87 ,,,,,
,HC3060142,HC PG1Q STAPH-PATHOGENIUS,,,,,$47.87 ,,,,,
,HC3060143,HC PG2-OATHOGENIUS,,,,,$95.76 ,,,,,
,HC3060144,HC TICK ID,,,,,$170.65 ,,,,,
,HC3060145,HC LYME DISEASE PCR TICK,,,,,$146.08 ,,,,,
,HC3060146,HC INF AGENT AMP PROBE,,$182.10 ,$123.36 ,,,,,$182.10 ,$123.36 ,
,HC3060147,HC M TUBERCULOSIS AMPLIFIED PROBE,,$182.10 ,$123.36 ,,,,,$182.10 ,$123.36 ,
,HC3060148,"HC 1,3 BETA D GLUCAN",,,,,$110.00 ,,,,,
,HC3060149,HC GI PATHOGEN PCR 12-25 TAR,,$773.07 ,$736.25 ,,,,,$773.07 ,$736.25 ,
,HC3060150,HC EBV QUANT PCR,,,,,$60.67 ,,,,,
,HC3060151,HC INSECT IDENTIFICATION,,$22.09 ,$14.26 ,,,,,$22.09 ,$14.26 ,
,HC3060152,HC CIPRO RES ENTERIC SCRN,,,,,$19.97 ,,,,,
,HC3060153,HC CULTURE AFB BLOOD,,,,,$15.30 ,,,,,
,HC3060154,HC GRAM STAIN - SBMF,,,,,$6.05 ,,,,,
,HC3060155,HC DEF ID ANAEROBE-SBMF,,,,,$11.45 ,,,,,
,HC3060156,HC SUSCEPT ENZYME - SBMF,,,,,$6.40 ,,,,,
,HC3060157,HC SUSCEPT MIC/MBC -  SBMF,,,,,$66.00 ,,,,,
,HC3060158,HC TISSUE HOMOGEN - SBMF,,,,,$8.03 ,,,,,
,HC3060159,HC INFLUENZA A/B PCR,,$148.38 ,$148.38 ,,,,,$148.38 ,$148.38 ,
,HC3060160,HC INFLUENZA A/B AND RSV PCR,,$223.62 ,$223.62 ,,,,,$223.62 ,$223.62 ,
,HC3060161,HC MENINGITIS PANEL BY PCR CSF,,,,,$535.50 ,,,,,
,HC3060162,HC RESPIRATORY VIRUS MINI PANEL,,,,,$170.23 ,,,,,
,HC3060163,HC ZIKA VIRUS RT PCR SERUM,,,,,$295.00 ,,,,,
,HC3060164,HC VIRUS ID SBMF,,,,,$53.50 ,,,,,
,HC3060165,HC CHLAMYDIA <14 SBMF,,,,,$24.75 ,,,,,
,HC3060166,HC GONORRHOEAE <14 SBMF,,,,,$24.75 ,,,,,
,HC3060167,HC DEF ID AEROBE SBMF,,,,,$11.45 ,,,,,
,HC3060168,HC ASPERGILLUS GALACTOMANNAN AG,,,,,$70.00 ,,,,,
,HC3070001,HC URINALYSIS W/MICROSCOPIC,,$34.34 ,$23.29 ,,,,,$29.84 ,$29.84 ,
,HC3070002,HC REDUCING SUBSTANCES FECES,,$27.80 ,$20.29 ,,,,,$26.30 ,$26.30 ,
,HC3070003,HC PH URINE,,$24.36 ,$16.48 ,,,,,$24.36 ,$16.48 ,
,HC3070004,HC SPECIFIC GRAVITY URINE,,$24.36 ,$16.48 ,,,,,$24.36 ,$16.48 ,
,HC3070005,HC URINALYSIS ROUTINE PROG,,$24.36 ,$16.48 ,,,,,$24.36 ,$16.48 ,
,HC3070007,HC PREGNANCY TEST URINE,,$42.95 ,$41.09 ,,,,,$71.03 ,$71.03 ,
,HC3070008,HC URINE VOLUME MEASUREMENT,,$32.49 ,$22.01 ,,,,,$19.89 ,$19.89 ,
,HC3100001,HC SURG GROSS ONLY LEVEL 1,,$81.79 ,$55.42 ,,,,,$81.79 ,$55.42 ,
,HC3100002,HC SURGICAL G & M LEVEL II,,$81.79 ,$55.42 ,,,,,$81.79 ,$55.42 ,
,HC3100003,HC SURGICAL G & M LEVEL III,,$168.97 ,$114.46 ,,,,,$169.04 ,$169.04 ,
,HC3100004,HC CELL BLOCK ANY SOURCE,,$156.23 ,$105.87 ,,,,,$156.23 ,$105.87 ,
,HC3100005,HC SURGICAL G&M LEVEL IV,,$168.97 ,$114.46 ,,,,,$389.22 ,$389.22 ,
,HC3100006,HC SURGICAL G&M LEVEL V,,$265.61 ,$179.94 ,,,,,$490.08 ,$490.08 ,
,HC3100007,HC SURGICAL G&M LEVEL VI,,$283.00 ,$191.71 ,,,,,$283.00 ,$191.71 ,
,HC3100008,HC DECALCIFICATION,,$49.22 ,$33.34 ,,,,,$51.13 ,$51.13 ,
,HC3100009,HC SPECIAL STAIN GP I,,$80.68 ,$54.66 ,,,,,$76.30 ,$76.30 ,
,HC3100010,HC SPECIAL STAIN GP II,,$80.68 ,$54.66 ,,,,,$76.30 ,$76.30 ,
,HC3100011,HC CONSULT ON PREPARED SLIDE,,,$317.97 ,,,,,,$317.97 ,
,HC3100012,HC CONSULT AND SLIDE PREP,,,$67.58 ,,,,,,$67.58 ,
,HC3100013,HC CONSULT DURING SURG W FX,,$168.97 ,$114.46 ,,,,,$168.97 ,$114.46 ,
,HC3100014,HC CON DURING SURG ADD & FS,,$80.68 ,$54.66 ,,,,,$80.68 ,$54.66 ,
,HC3100015,HC CYTOPATH INTRAOP CONS INI,,$84.74 ,$57.40 ,,,,,$84.74 ,$57.40 ,
,HC3100016,HC ACTIN IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$203.71 ,$203.71 ,
,HC3100017,HC AFP IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100018,HC BC 12 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100019,HC BC 16 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100020,HC CALRETININ IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$203.71 ,$203.71 ,
,HC3100021,HC CD 10 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100022,HC CD 20 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100023,HC CD 3 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100024,HC CD 31 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100025,HC CD 34 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$203.71 ,$203.71 ,
,HC3100026,HC CD 45 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100027,HC CD 68 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$203.71 ,$203.71 ,
,HC3100028,HC CD 138 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100029,HC CEA IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100030,HC CHROMOGRANIN IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100031,HC CK 20,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100032,HC CK7 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100033,HC CK8 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100034,HC E-CADHERIN IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100035,HC EMA IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100036,HC ER IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100037,HC H PYLORI IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100038,HC IMMUNOCYTOCHEMIS INHOUSE,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100039,HC KERATIN (HMW) IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100040,HC KI 67 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100041,HC MELAN A IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100042,HC NSE IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100043,HC P 16 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100044,HC P504S IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100045,HC P53 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100046,HC P63 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100047,HC PANKERTIN IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100048,HC PNEUMOCYSTIS IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100049,HC PR IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100050,HC PSA IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100051,HC S-100 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100052,HC SYNAPTOPHYSIN IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100053,HC THYROGLOBULIN IHC,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100054,HC TTF-1 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100055,HC VIMENTIN IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100056,HC ESTROGEN RECEPTOR ASSAY,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100057,HC KI-67 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$203.71 ,$203.71 ,
,HC3100058,HC P53 IMMUNOSTAIN,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100059,HC PROGESTERONE RECEP ASSAY,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100060,HC HER-2/NEU 2 PROBE FISH,,,,,$176.27 ,,,,,
,HC3100061,HC CD3 IMMUNOSTAIN-M,,,,,$150.00 ,,,,,
,HC3100062,HC CD 10 P IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100063,HC CYCLIN D1 IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100064,HC CD23-P IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100065,HC CD5P IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100066,HC BCL-6 IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100067,HC IGD IMMUNOSTAIN-M,,,,,$150.00 ,,,,,
,HC3100068,HC CD20 (L26) IMMUNOSTAIN-M,,,,,$150.00 ,,,,,
,HC3100069,HC CD43 IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100070,HC DERM BLOCK MML AP-M,,,,,$195.91 ,,,,,
,HC3100071,HC MELAN A IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100072,HC BC1-2 IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100073,HC DERM SLIDE MML AP-M,,,,,$186.77 ,,,,,
,HC3100074,HC C-KIT IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100075,HC ALK-1 IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100076,HC CD15 IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100077,HC CD21 PARAFFIN IMMUNOSTN-M,,,,,$153.20 ,,,,,
,HC3100078,HC CD30 (BERH2) IMMUNOSTN-M,,,,,$153.20 ,,,,,
,HC3100079,HC CD 138-P IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100080,HC CHROMOGRANIN IMMUNOSTN-M,,,,,$153.20 ,,,,,
,HC3100081,HC CYTOKERATIN 7 IMMUNOSTN-M,,,,,$153.20 ,,,,,
,HC3100082,HC MIB-1 IMMUNOSTAIN-M,,,,,$69.97 ,,,,,
,HC3100083,HC MUM-1 IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100084,HC P63 IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100085,HC S-100 IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100086,HC KERATIN IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100087,HC LAMBA IMMUNOSTAIN-M,,,,,$150.00 ,,,,,
,HC3100088,HC LEUK COMM AG IMMUNOSTN-M,,,,,$153.20 ,,,,,
,HC3100089,HC KAPPA IMMUNOSTAIN-M,,,,,$150.00 ,,,,,
,HC3100090,HC PAX-5 IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100091,HC PERIPH NERV PATH CONSLT-M,,,,,$329.10 ,,,,,
,HC3100092,HC CYTOCHROME OXIDASE STN-M,,,,,$183.90 ,,,,,
,HC3100093,HC NADH DEHYDRGNSE STN-M,,,,,$183.90 ,,,,,
,HC3100094,HC SUCCINIC DEHYDRGNSE STN-M,,,,,$183.90 ,,,,,
,HC3100095,HC PERIODIC-ACID STN-M,,,,,$117.50 ,,,,,
,HC3100096,HC PHOSPHORYTASE STN-M,,,,,$183.90 ,,,,,
,HC3100097,HC ACID PHOSPHATASE STN-M,,,,,$183.90 ,,,,,
,HC3100098,HC TRICHROME STN-M,,,,,$117.50 ,,,,,
,HC3100099,HC HEMATOXYLIN-EOSIN STN-M,,,,,$117.50 ,,,,,
,HC3100100,HC CONGO RED STN-M,,,,,$117.50 ,,,,,
,HC3100101,HC TB AT PASE ALKALINE STN-M,,,,,$117.50 ,,,,,
,HC3100102,HC ATPASE ACID ALK STN-M,,,,,$117.50 ,,,,,
,HC3100103,HC OIL RED O STN-M,,,,,$117.50 ,,,,,
,HC3100104,HC PATHOLOGY EXAM-MUSCLE-M,,,,,$344.60 ,,,,,
,HC3100105,HC ALPHA-NAPHTHYL STN-M,,,,,$183.90 ,,,,,
,HC3100106,HC ACETATE/NONSPC ESTERASE-M,,,,,$183.90 ,,,,,
,HC3100107,HC CD34/HPCA-1 IMMNSTN-M,,,,,$153.20 ,,,,,
,HC3100108,HC ESTER BUTYRATE & CHLOR-M,,,,,$74.85 ,,,,,
,HC3100109,HC CD61 IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100110,HC MYELOP-POLYCL-P-IMMSTN-M,,,,,$153.20 ,,,,,
,HC3100111,HC KERATIN 5/6 IMMSTN-M,,,,,$153.20 ,,,,,
,HC3100112,HC SYNAPTOPHYSIN IMMSTN-M,,,,,$153.20 ,,,,,
,HC3100113,HC OSCAR IMMUNOSTAIN-M,,,,,$153.20 ,,,,,
,HC3100114,HC GROCOTTS METH EILVR STN-M,,,,,$120.00 ,,,,,
,HC3100115,HC ISH FOR EP-BARR VIR-M,,,,,$365.93 ,,,,,
,HC3100116,HC KP-1 (CD68) IMMSTN-M,,,,,$153.20 ,,,,,
,HC3100117,HC ELECT MICROSCOPY TISSUE-M,,,,,$501.69 ,,,,,
,HC3100118,HC IMMUNOFLOUR - NEPHROPATH,,,,,$58.58 ,,,,,
,HC3100119,HC ELECT MICRO - NEPHROPATH,,,,,$568.10 ,,,,,
,HC3100120,HC RENAL PATHOLOGY CONSULT-M,,,,,$191.21 ,,,,,
,HC3100121,HC LIGHT MICRO - NEPHROPATH,,,,,$64.31 ,,,,,
,HC3100122,HC IMMUNOSTAIN-MAYO,,,,,$130.00 ,,,,,
,HC3100123,HC CERB B2 (HER2/NEU),,,,,$61.90 ,,,,,
,HC3100124,HC MAYO SPECIAL STAIN GRP 2,,,,,$83.00 ,,,,,
,HC3100125,HC IMMUNOCYTOCHEMIST MAYO,,,,,$91.90 ,,,,,
,HC3100126,HC IMMUNOCYTOCHEMIST SBMF,,,,,$64.40 ,,,,,
,HC3100127,HC SBMF SPECIAL STAINS 2,,,,,$18.50 ,,,,,
,HC3100128,HC SBMF SPECIAL STAINS 1,,,,,$10.40 ,,,,,
,HC3100129,HC MAYO MUSCLE BX CONSULT,,,,,$723.75 ,,,,,
,HC3100130,HC MAYO GROCOTTS,,,,,$103.60 ,,,,,
,HC3100131,HC MAYO SP STAIN GRP 1,,,,,$402.00 ,,,,,
,HC3100132,HC IFA DIR EA PLAS CELL-M,,,,,$77.54 ,,,,,
,HC3100134,HC ER PR BY IMMUNOHISTOCHE,,,,,$127.51 ,,,,,
,HC3100135,HC CYTOLOGY CONSULT MISC-M,,,,,$305.00 ,,,,,
,HC3100136,HC PATH CNSLT OUTSIDE SLD-M,,,,,$174.81 ,,,,,
,HC3100137,HC PATH CNSLT SLD W/PREP-M,,,,,$186.77 ,,,,,
,HC3100138,HC ERCCI-ONCOTECH,,,,,$295.40 ,,,,,
,HC3100139,HC EGFR BY FISH-ONCOTECH,,,,,$235.10 ,,,,,
,HC3100140,HC GOMORI STN RETICULUM-M,,,,,$129.33 ,,,,,
,HC3100141,HC HER2 FISH-CL,,,,,$230.53 ,,,,,
,HC3100142,HC HER2 IHC-CL,,,,,$142.44 ,,,,,
,HC3100143,HC EGFR FISH-CL,,,,,$230.53 ,,,,,
,HC3100144,HC MICRODISSECTION MANUAL-CL,,,,,$205.87 ,,,,,
,HC3100145,HC HEMATOPATH CNSLT-M,,,,,$186.77 ,,,,,
,HC3100146,HC IFA DIR EA PLAS CELL-S,,,,,$77.50 ,,,,,
,HC3100148,HC MAYO ELECTRON MICROSCOP,,,,,$623.60 ,,,,,
,HC3100149,HC BONE MARROW ASPIRATE,,,,,$479.00 ,,,,,
,HC3100150,HC HPV BY INSITY HYBRIDIZ,,,,,$75.00 ,,,,,
,HC3100151,HC IRON STAIN/MAYO,,,,,$97.40 ,,,,,
,HC3100152,HC PLACENTAL TISSUE REGIST,,,,,$200.00 ,,,,,
,HC3100153,HC IMMUNOPEROXIDASE STN,,,,,$24.00 ,,,,,
,HC3100155,HC IHC SEMIQUANT GL CL,,,,,$139.93 ,,,,,
,HC3100156,HC IHC SEMIQUANT CL,,,,,$82.50 ,,,,,
,HC3100157,HC IHC STAIN ONLY CL,,,,,$71.98 ,,,,,
,HC3100158,HC IHC STAIN GLOBAL,,,,,$116.46 ,,,,,
,HC3100159,HC MICRODISECTION MANUAL,,,,,$257.34 ,,,,,
,HC3100160,HC INSITU HYBRID-CROMA,,,,,$114.50 ,,,,,
,HC3100161,HC CHROM CULT BONE MAR-S,,,,,$155.15 ,,,,,
,HC3100162,HC CYTOLOGY CONSULT OUT-M,,,,,$305.00 ,,,,,
,HC3100163,HC INSITU HYBRIO MAN-CL,,,,,$200.92 ,,,,,
,HC3100164,HC IMMUNOCYTOCHEMISTRY-CL,,,,,$57.58 ,,,,,
,HC3100165,HC TUMOR IMMUNOHISTO MAN-CL,,,,,$111.94 ,,,,,
,HC3100166,HC SPECIAL STAINS-CL,,,,,$72.37 ,,,,,
,HC3100167,HC IF EA AB DIRECT MML,,,,,$20.58 ,,,,,
,HC3100168,HC REF CONS W SLIDE PREP MML,,,,,$26.50 ,,,,,
,HC3100169,HC CYTOPATH INTRAOP CONS EA,,$77.03 ,$52.16 ,,,,,$77.03 ,$52.16 ,
,HC3100170,HC TISSUE EXAM - NEPHROPATH,,,,,$64.64 ,,,,,
,HC3100171,HC HEMEPATH LVL IV WET - MML,,,,,$302.55 ,,,,,
,HC3100174,HC PROSTATE BIOPSY 10-20 SPECIMENS,,$842.12 ,"$1,243.14 ",,,,,$842.12 ,"$1,243.14 ",
,HC3100178,HC IHC PER SPECIMEN EA MULTIPLEX STAIN,,$644.49 ,$436.59 ,,,,,$644.49 ,$436.59 ,
,HC3100179,HC IHC PER SPECIMEN EA ADDITIONAL STAIN,,$215.43 ,$145.88 ,,,,,$215.43 ,$145.88 ,
,HC3100180,HC IMMUNOSTAIN EA ADD-MML,,,,,$130.00 ,,,,,
,HC3100181,HC HER - 2/NEU IHC,,$215.43 ,$146.00 ,,,,,$215.43 ,$146.00 ,
,HC3100182,HC BONE MARROW - M,,,,,$362.55 ,,,,,
,HC3100183,HC DECALCIFICATION - M,,,,,$116.45 ,,,,,
,HC3100184,HC IMMUNOFLO AD - NEPHROPATH,,,,,$49.73 ,,,,,
,HC3100185,HC HLA 2 TYPING 1 ALLELE,,,,,$61.11 ,,,,,
,HC3100186,HC ANAPATH CONS W/COMP RV-M,,,,,$174.81 ,,,,,
,HC3100187,HC HPV DNA INSITU PRIMARY-M,,,,,$232.86 ,,,,,
,HC3100188,HC HPV DNA INSITU ADD-M,,,,,$232.86 ,,,,,
,HC3100189,HC MORPH ANAL MANUAL-M,,,,,$352.61 ,,,,,
,HC3100190,HC ISH INITIAL MAYO,,,,,$461.00 ,,,,,
,HC3100191,HC ISH INITIAL ADDITIONAL MAYO,,,,,$461.00 ,,,,,
,HC3100192,HC MDM2F DNA PROBE-M,,,,,$187.26 ,,,,,
,HC3100193,HC MDM2F INTERPHASE-M,,,,,$30.00 ,,,,,
,HC3100194,HC HLA B 5017,,,,,$115.00 ,,,,,
,HC3100195,HC HLA B 5801,,,,,$197.50 ,,,,,
,HC3100196,HC SLIDE REVIEW - M,,,,,$80.50 ,,,,,
,HC3100197,HC MSI/MMR IHC PROF - M,,,,,$320.89 ,,,,,
,HC3100198,HC MLH-1 IHC - M,,,,,$137.25 ,,,,,
,HC3100199,HC PMS-2 IHC - M,,,,,$137.25 ,,,,,
,HC3100200,HC MSH-2 IHC - M,,,,,$137.25 ,,,,,
,HC3100201,HC MSH-6 IHC - M,,,,,$137.25 ,,,,,
,HC3110001,HC TC CONCENTRATION TECH,,$138.82 ,$94.06 ,,$33.93 ,,,$138.82 ,$94.06 ,
,HC3110002,HC TC THIN PREP,,$113.23 ,$76.72 ,,,,,$113.23 ,$76.72 ,
,HC3110003,HC TC CYTOPATH SMEAR & INTE,,$161.83 ,$109.69 ,,,,,$161.83 ,$109.69 ,
,HC3110004,HC THYROID FNA:  SBMF,,$168.97 ,$114.46 ,,,,,$168.97 ,$114.46 ,
,HC3110005,HC CYTOPATH THIN PREP SCREEN,,$161.83 ,$109.69 ,,$113.51 ,,,$110.81 ,$110.81 ,
,HC3110009,HC FLOW CYTO EA - SBMF,,,,,$56.00 ,,,,,
,HC3110010,HC FLOW CYTO EA ADDL - SBMF,,,,,$34.00 ,,,,,
,HC3110011,HC LEUKEMIA PHENO ACUTE-M,,,,,$9.91 ,,,,,
,HC3110012,HC TISSUE CULTURE LYMPHOCYTE,,,,,$103.00 ,,,,,
,HC3110013,HC CHROM ANAL TISSUE C MSU,,,,,$200.00 ,,,,,
,HC3110014,HC CHROMOSOM CULT BONE MAR-M,,,,,$274.25 ,,,,,
,HC3110015,HC CHROMOSOME ANALYSIS COUNT 5 CELLS 1 KARYOTYPE,,,,,$220.00 ,,,,,
,HC3110016,HC CHROMOSOME HEME DIS BMM,,,,,$180.00 ,,,,,
,HC3110017,HC CHROM ANAL KARYOTYP MSU,,,,,$300.00 ,,,,,
,HC3110018,HC CHROM ANAL HEM DIS-BM-S,,,,,$448.38 ,,,,,
,HC3110019,HC CHROM ANAL 20-25 CELLS-M,,,,,$276.28 ,,,,,
,HC3110020,HC MOLECYTO DNA PROBE EA-M,,,,,$18.14 ,,,,,
,HC3110021,HC FLOW CYTO EA ADDL LK BCE,,,,,$18.40 ,,,,,
,HC3110022,HC MCG DNA PROBE CLLFISH,,,,,$26.88 ,,,,,
