,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,PROCEDURE CODE,PROCEDURE DESCRIPTION, CHILDREN'S HOSPITAL , BUTTERWORTH , BLODGETT , GRAND RAPIDS OFF-CAMPUS , REGIONAL ** , REFERENCE LABS ,,
,27006167,"HC ADDITION TO LOWER EXTREMITY ORTHOSIS, SOFT INTERFACE FOR MOLDED PLASTIC, BELOW KNEE SECTION"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006168,"HC ADDITION TO LOWER EXTREMITY ORTHOSIS, SOFT INTERFACE FOR MOLDED PLASTIC, ABOVE KNEE SECTION"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006169,"HC BELT, STRAP, SLEEVE, GARMENT, OR COVERING, ANY TYPE"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006170,"HC FOR DIABETICS ONLY, FITTING (INCLUDING FOLLOW-UP), CUSTOM PREPARATE"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006171,"HC GRADIENT COMPRESSION STOCKING, BELOW KNEE, 18-30 MMHG, EACH"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006172,"HC HELMET, PROTECTIVE, SOFT, PREFABRICATED, INCLUDES ALL COMPONENTS AND ACCESSORIES"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006173,"HC HELMET, PROTECTIVE, HARD, PREFABRICATED, INCLUDES ALL COMPONENTS AND ACCESSORIES"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006174,"HC FOOT PRESSURE OFF LOADING/SUPPORTIVE DEVICE, ANY TYPE, EACH"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006175,"HC HEEL OR ELBOW PROTECTOR, EACH"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006176,"HC CERVICAL, FLEXIBLE, NON-ADJUSTABLE, PREFABRICATED, OFF-THE-SHELF (FOAM"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006177,"HC CERVICAL, SEMI-RIGID, ADJUSTABLE (PLASTIC COLLAR)"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006178,"HC CERVICAL, SEMI-RIGID, ADJUSTABLE MOLDED CHIN CUP (PLASTIC COLLAR WITH MANDIBULAR/OCCIPITAL PIECE)"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006179,"HC CERVICAL, COLLAR, SEMI-RIGID THERMOPLASTIC FOAM, TWO-PIECE, PREFABRICATED, OFF-THE-SHE"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006180,"HC CERVICAL, COLLAR, SEMI-RIGID, THERMOPLASTIC FOAM, TWO PIECE WITH TF"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006181,"HC CERVICAL, MULTIPLE POST COLLAR, OCCIPITAL/MANDIBULAR SUPPORTS, ADJN"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006182,"HC TLSO, FLEXIBLE, TRUNK SUPPORT, UPPER THORACIC REGION, INCLUDES SHOF"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006183,"HC TLSO, FLEXIBLE, TRUNK SUPPORT, THORACIC REGION, RIGID POSTERIOR PAT"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006184,"HC TLSO, FLEXIBLE, TRUNK SUPPORT, THORACIC REGION, RIGID POSTERIOR PAF"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006185,"HC TLSO, TRIPLANAR CONTROL, MODULAR SEGMENTED SPINAL SYSTEM, TWO RIGI"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006186,"HC TLSO, TRIPLANAR CONTROL, MODULAR SEGMENTED SPINAL SYSTEM, FOUR RIGT"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006187,"HC TLSO, TRIPLANAR CONTROL, HYPEREXTENSION, RIGID ANTERIOR AND LATERAT"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006188,"HC TLSO, TRIPLANAR CONTROL, TWO PIECE RIGID PLASTIC SHELL WITH INTERFD"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27006189,HC EO W/O JOINTS CF, $413.27 ,,, $413.27 , $864.54 ,,,
,27006190,HC EPIDURAL SPINAL ELECTRODE 2-CONTACT,, $677.19 , $677.19 ,,,,,
,27006191,HC SU BIPOLAR STIMULATING PROBE SIDE BY SIDE, $413.10 , $413.10 , $413.10 ,,,,,
,27006192,HC SU-HM3 POWER MOD PAT CABLE,," $14,107.50 ",,,,,,
,27010005,HC RESEARCH SUPPLY 624 NELLIX SYSTEM,," $17,000.00 ",,,,,,
,27010006,HC RESEARCH SUPPLY 624 NELLIX POLYMER,, $300.00 ,,,,,,
,27010011,HC RESEARCH SUPPLY 624 COREVALVE SURVATI,," $30,000.00 ",,,,,,
,27010013,HC RESEARCH SUPPLY 624 COREVALVE EVOLUT,," $33,000.00 ",,,,,,
*,27010015,HC APLIGRAF (44SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010016,HC SKIN INTEGRA 2X2 (25SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010017,HC SKIN INTEGRA 4X5 (10SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010018,HC SKIN INTEGRA 8X10 (500SQCM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010019,HC GRAFTJACKET 4X4 ULCER (16SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010020,HC GRAFTJACKET 4X8 (32SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010021,HC GRAFTJACKET STD THICKNESS 4X7 (28SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010022,HC GRAFTJACKET 5X5 (25SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010023,HC GRAFTJACKET 4X4 (16SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010024,HC GRAFTJACKET MAXFORCE 5X5 (25SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010025,HC GRAFTJACKET MAXFORCE 4X7 (28SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010026,HC GRAFTJACKET MAXFORCE EXTREME 4X7(28SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010027,HC ALLODERM MED 4X7 (28SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010028,HC ALLODERM THIN 6X16 (96SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010029,HC ALLODERM THIN 8X16 (128SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010030,HC ALLODERM CONTOUR SMALL (77SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010031,HC ALLODERM COUNTOUR MED (132SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010032,HC ALLODERM PERFORATED SMALL (77SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010033,HC ALLODERM PERFORATED MED (132SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010034,HC ALLODERM CONTOUR  LG  (164SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010035,HC ALLODERM PERFORATED LG (164SQ CM ), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010036,HC ALLODERM THICK 1X2 (2SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010037,HC ALLODERM GRAFTABLE 2X4 (8SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010038,HC ALLODERM MED THICK 2X4 (8SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010039,HC ALLODERM THICK 2X4 (8SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010040,HC ALLODERM THICK 6X16 (96SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010041,HC ALLODERM THICK MED 3X7 (21SQ  CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010042,HC ALLODERM THICK 4X7 (28SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010043,HC ALLODERM MED THIN 6X16 (96SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010044,HC ALLODERM MED THIN 8X16 (128SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010045,HC ALLODERM THICK 4X16 (64SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010046,HC ALLODERM THICK 8X16 (128SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010047,HC ALLODERM THICK16X20 (320SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010048,HC FLEX HD PLIABLE SHAPED MED (220SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010049,HC FLEX HD PLIABLE SHAPED LG (286SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010050,HC KIT FLEX HD PLIABLE SHAPED MED (440SQ  CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010051,HC KIT FLEX HD BREAST PLIABLE (192SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010052,HC KIT FLEX HD BREAST PLIABLE (256SQ CM ), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010053,HC MATRIX FLEX HD DERMAL THIN 4 X 7 (28SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010054,HC MATRIX FLEX HD THICK 2X4 (8SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010055,HC MATRIX FLEX HD DERMAL THICK 4X7 (28SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010056,HC MATRIX FLEX HD DERMAL THICK 6X12 (72SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010057,HC MATRIX FLEX HD DERMAL THICK 6X16 (96SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010058,HC MATRIX FLEX HD DERMAL THICK 8X16 (128SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010059,HC MATRIX FLEX HD DERMAL THICK 12X20 (240SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010060,HC MATRIX FLEX HD DERMAL THICK 16X20 (320SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010061,HC MATRIX FLEX HD DERMAL THICK 12X24 (288SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010062,HC KIT BREAST BIL/FLEX HD THICK (256SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010063,HC KIT BREAST FLEX HD PLIABLE (256SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010064,HC KIT BREAS BIL/FLEX HD (192SQ), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010065,HC MATRIX FLEX HD DERM THICK 6X16 (96SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010066,HC MATRIX FLEX HD DERM THICK 8X16 (128SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010067,HC FLEX HD PLIABLE PERFORATED THICK 6X16 (96SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010068,HC FLEX HD PLIABLE PERFORATED THICK 8X16 (128SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010069,HC ALLOPATCH HD ULTRA 4X8 (32SQ CM ), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010070,HC ALLOPATCH HD THICK 5X5 (25SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010071,HC STRATTICE FIRM 10X10 (100SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010072,HC STRATTICE FIRM 10X20 (200SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010073,HC STRATTICE FRIM 10X25 (250SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010074,HC STRATTICE FIRM 15X25 (375SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010075,HC STRATTICE FIRM 20X25 (500SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010076,HC STRATTICE FIRM 20X30 (600SQ CM ), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010077,HC STRATTICE FIRM 25X40 (1000SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010078,HC GRAFT STRATTICE  TISSUE 5X16 (80SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
*,27010079,HC ALLODERM RTU THICK 6X16 (96SQ CM), $-   , $-   , $-   , $-   , $-   , $-   ,,
,27010080,HC CYBER TM 200W LASER FEE ONE,," $5,856.66 "," $5,856.66 ",,,,,
,27010081,HC CYBER TM 200W LASER FEE TWO,," $5,311.86 "," $5,311.86 ",,,,,
,27010082,HC LASER RENTAL CONTINUOUS FLOW,, $796.50 , $796.50 ,,,,,
,27010083,HC SERVICE AKSM CRYOSURGERY PROSTATE,," $3,114.32 "," $3,114.32 ",,,,,
,27010084,HC SU-CANNISTER SUCTION LINER, $203.14 , $203.14 , $203.14 ,, $203.14 ,,,
,27010085,HC SU-VAC CANNISTER W/O GEL, $104.81 , $104.81 , $104.81 ,, $104.81 ,,,
,27010086,HC SU CANNISTER VACPUMP SUCT 500, $104.81 , $155.16 , $155.16 ,, $155.16 ,,,
,27010087,HC CANNISTER VC PUMSUCT1000ML, $268.36 , $268.36 , $268.36 ,, $268.36 ,,,
,27010088,HC SU-BED ROTOBED PER DAY, $446.99 , $446.99 , $446.99 ,, $446.99 ,,,
,27010089,HC SU-BED P500, $143.16 , $143.16 , $143.16 ,, $143.16 ,,,
,27010090,HC SU-BED TRIFLEX FOAM, $231.64 , $231.64 , $231.64 ,, $231.64 ,,,
,27010091,HC SU-BED TRIFLEX SYNERGY AIR, $338.03 , $338.03 , $338.03 ,, $338.03 ,,,
,27010092,HC SU-PUMP VAC PER DAY, $299.75 , $299.75 , $299.75 ,, $299.75 ,,,
,27010093,HC SU-BED CLINITRON RITE HITE, $342.99 , $342.99 , $342.99 ,, $342.99 ,,,
,27010094,HC SU-BED CLINTRON II HILLROM, $195.32 , $195.32 , $195.32 ,, $195.32 ,,,
,27010095,HC SU MATTRESS SPR+ OVERLAY, $216.85 , $216.85 , $216.85 ,, $216.85 ,,,
,27010096,HC SU MATTRESS WARMING SMALL, $131.00 , $131.00 , $131.00 ,, $131.00 ,,,
,27010097,HC SU-BED DOLPHIN MATTRESS, $160.57 , $160.57 , $160.57 ,, $160.57 ,,,
,27010098,HC SU-MATTRESS AIR INFLATABLE 31X, $122.18 , $122.18 , $122.18 ,, $122.18 ,,,
,27010100,HC SU PROLACT +4, $22.91 ,,,,,,,
,27010101,HC SU ENDOTRACHIAL TUBE,," $1,043.77 "," $1,043.77 ",,,,,
,27010102,HC SU ELECTRODE LARYNGEAL STICKER,," $1,195.44 "," $1,195.44 ",,,,,
,27010103,HC SU PEDICLE SCREW BALL TIP,, $395.53 , $395.53 ,,,,,
,27010104,HC SU MONOPOLAR PROBE,, $433.29 , $433.29 ,,,,,
,27010105,HC SU CONCENTRIC PROBE,, $384.30 , $384.30 ,,,,,
,27010106,HC SU MONOPOLAR TEFLON ELECTRODE,, $17.97 , $17.97 ,,,,,
,27010108,HC TRAY 16 FR FOLEY CATH,, $62.06 , $58.00 ,, $58.00 ,,,
,27010109,HC SU SET PRISMAFLEX M-60, $772.57 ,,,,,,,
,27010110,HC SU CATH MEDCOMP 7 FR 10 CM, $318.33 ,,,,,,,
,27010111,HC SU 8FR 9CM QUINTON CATH, $281.83 ,,,,,,,
,27010112,HC SU CATHETER 10FR 12CM DUAL LUM, $329.97 ,,,,,,,
,27010113,HC SU SET PRISMAFLEX HF1000, $947.91 ,,,,,,,
,27010114,HC SU BURR ROUND FAST CUTTING 4.8, $318.33 ,,,,,,,
,27010115,HC SU CATHETER 8FR 15CM KENDAL," $1,404.38 ",,,,,,,
,27010116,HC SU CATHETER 10FR 15CM MEDCOMP," $1,404.38 ",,,,,,,
,27010117,HC APOLLO INTREPID G160020,," $45,000.00 ",,,,,,
,27010118,HC SU RELOADABLE CATHETER," $3,037.83 "," $3,037.83 ",,,,,,
,27010119,HC SU AIRWAY SIZING KIT, $972.11 , $972.11 ,,,,,,
*,27010120,HC INTRAOCULAR LENS, $-   , $-   , $-   , $-   , $-   , $-   ,,
,27010121,HC EO WITH JNT PREFABRICATED, $878.56 ,,, $878.56 , $878.56 ,,,
,27010122,HC EWHO RIGID WO JNTS CF," $2,351.46 ",,," $2,351.46 "," $2,330.15 ",,,
,27010123,HC EWHO W JOINTS CF," $1,120.80 ",,," $1,120.80 "," $1,120.80 ",,,
,27010124,HC EWHFO RIGID WO JNTS CF," $4,029.09 ",,," $4,029.09 "," $3,992.56 ",,,
,27010125,HC WHFO W JOINTS CUSTOM FAB, $798.02 ,,, $798.02 , $798.02 ,,,
,27010126,HC WHFO WO JOINTS PRE CST, $785.67 ,,, $785.67 , $778.55 ,,,
,27010127,HC WHFO RIGID WO JOINTS CF," $1,119.29 ",,," $1,119.29 "," $1,109.15 ",,,
,27010128,HC WHFO WO JOINTS PRE OTS, $785.67 ,,, $785.67 , $778.55 ,,,
,27010129,HC HINGE EXT FLEX WRIST FIN CF," $2,187.14 ",,," $2,187.14 "," $2,187.14 ",,,
,27010130,HC HINGE EXT FLEX WRST FNGR CF," $3,067.02 ",,," $3,067.02 "," $3,067.02 ",,,
,27010131,HC WHO W NONTORSION JNTS CF," $1,432.64 ",,," $1,432.64 "," $3,087.83 ",,,
,27010132,HC WHO WO JOINTS CF, $741.12 ,,, $741.12 , $741.12 ,,,
,27010133,HC WHO COCKUP NONMOLDE OTS, $105.26 ,,, $105.26 , $105.26 ,,,
,27010134,HC HFO WO JOINTS CF, $475.84 ,,, $475.84 , $475.84 ,,,
,27010135,HC HO WO JOINTS CF, $475.84 ,,, $475.84 , $475.84 ,,,
,27010136,HC HFO W JOINTS CF, $564.26 ,,, $564.26 , $564.26 ,,,
,27010137,HC HFO WITHOUT JOINTS PRE CST, $139.54 ,,, $139.54 , $288.02 ,,,
,27010138,HC HFO WITHOUT JOINTS OTS, $303.51 ,,, $303.51 , $300.77 ,,,
,27010139,HC FO PIP DIP JNT SPRNG PRE OTS, $206.44 ,,, $206.44 , $204.57 ,,,
,27010140,HC FO WO JOINTS CF, $374.86 ,,, $374.86 , $374.86 ,,,
,27010141,HC RENTAL ECP ENDO CYCLOPHOTO,,,,," $2,030.33 ",,,
,27010142,HC WALKER MAXTRAX W/AIR LARGE,,,,, $190.43 ,,,
,27010143,HC WALKER MAXTRAX W/AIR MEDIUM,,,,, $190.43 ,,,
,27010144,HC WALKER MAXTRAX W/AIR SMALL,,,,, $190.43 ,,,
,27010145,HC AIRCAST LEFT ANKLE SMALL,,,,, $110.09 ,,,
,27010146,HC AIRCAST RIGHT ANKLE SMALL,,,,, $110.09 ,,,
,27010147,HC AIRCAST LEFT ANKLE,,,,, $102.02 ,,,
,27010148,HC SUPPORT UNIVERSAL ANKLE REG,,,,, $102.02 ,,,
,27010149,"HC IMMOBILIZER KNEE 20""",,,,, $105.30 ,,,
,27010150,HC CATHETER IV INSYT 18X1.16,,,,, $8.05 ,,,
,27010151,HC CATHETER IV INSYT 20X1.16,,,,, $8.05 ,,,
,27010152,HC CATHETER IV INSYT 22X1,,,,, $8.05 ,,,
,27010153,HC CATHETER IV INSYT 24X.75,,,,, $8.05 ,,,
,27010154,HC CATHETER SAF-T INTIMA 18 X 1,,,,, $13.56 ,,,
,27010155,HC CATHETER SAF-T INTIMA 20 X 1,,,,, $13.56 ,,,
,27010156,HC CATHETER SAF-T INTIMA 22 X .75,,,,, $13.56 ,,,
,27010157,HC CATHETER IV W/Y ADAPTER 24X.75,,,,, $13.56 ,,,
,27010158,"HC CRUTCH MEDIUM 5'2"" TO 5'10""",,,,, $47.33 ,,,
,27010159,"HC CRUTCH LARGE 5'10"" TO 6'6""",,,,, $47.17 ,,,
,27010160,HC SPLINT THUMB SPICA RIGHT MD/LG,,,,, $168.78 ,,,
,27010161,HC SPLINT THUMB SPICA RIGHT SM/ME,,,,, $168.78 ,,,
,27010162,HC SPLINT THUMB SPICA LEFT SM/MED,,,,, $168.78 ,,,
,27010163,HC SPLINT THUMB SPICA RIGHT SM/ME,,,,, $168.78 ,,,
,27010164,HC SPLINT THUMB SPICA MEDIUM,,,,, $87.02 ,,,
,27010165,HC CUFFS ADJ LOCK W/ ACTIVE CON," $1,537.74 ",,," $1,537.74 ",,,,
,27010166,HC TRACH-ESOPH VOICE PROS MD IN," $5,955.67 "," $5,955.67 ",," $5,955.67 ",,,,
,27010167,HC MEPITEL AG 8X20,, $458.14 ,,,,,,
,27010168,HC MEPILEX AG 8X8,, $137.46 ,,,,,,
,27010169,HC MEPITEL AG 4X7,, $116.06 ,,,,,,
,27010170,HC MEPILEX AG BORDER 6X6,, $110.31 ,,,,,,
,27010171,HC SU CATHETER MAHURKAR 12FR 20, $456.94 ,,,,,,,
,27010172,"HC PROSTHETIC SHEATH, BELOW KNEE, EACH"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27010173,"HC ADDITION TO LOWER EXTREMITY, SOCKET INSERT, BELOW KNEE"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27010174,"HC THORACIC, RIB BELT, CUSTOM FABRICATED"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27010175,HC DORSI & PLANTAR FLEX ASS/RES," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27010176,"HC ORTHOPEDIC FOOTWEAR, MENS SHOE, DEPTH INLAY, EACH"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27010177,"HC CERVICAL, MULTIPOST COLLAR, OCCIPITAL/MANDIBULAR SUPPORTS, ADJUST"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27010178,"HC CUSTOM, ANKLE FOOT ORTHOSIS, SPIRAL, PLASTIC"," $1,070.00 "," $1,070.00 "," $1,070.00 ",," $1,070.00 ",,,
,27010183,HC MEPITEL ONE 6X10,, $92.54 ,,,,,,
,27010184,HC ACAPELLA DUET,, $238.65 ,,,,,,
,27010185,"HC PREF, OFF-THE-SHELF, KNEE ORTHOSIS (KO), SINGLE UPRIGHT, THIGH ANDT"," $1,000.00 "," $1,000.00 "," $1,000.00 ",," $1,000.00 ",,,
,27010186,HC SU-8FR 12CM QUINTON CATH, $386.48 ,,,,,,,
,27010187,HC SU CATHETER MAHURKAR 12FR 16, $425.00 ,,,,,,,
,27010188,"HC SU-BINDER ABD 12"" 30-45""",, $56.10 ,,,,,,
,27010189,HC HEARTMATE III G140113 DEVICE,," $87,500.00 ",,,,,,
,27010190,HC GORE AAA EXCLUDER G150057,," $9,500.00 ",,,,,,
,27010191,HC GORE AAA EXTENDER G150057,," $2,500.00 ",,,,,,
,27010195,"ORTHOPEDIC FOOTWEAR, MENS SHOE, OXFORD, EACH"," $1,000.00 "," $1,000.00 "," $1,000.00 ",," $1,000.00 ",,,
,27010196,"HC ADDITION TO LOWER EXTREMITY, ABOVE KNEE, PELVIC CONTROL BELT, LIGHT"," $1,000.00 "," $1,000.00 "," $1,000.00 ",," $1,000.00 ",,,
,27010197,"HC CUSTOM FAB ELBOW ORTHOSIS, DOUBLE UPRIGHT WITH FOREARM/ARM CUFFS, EXTENSION/ FLEXION ASSIST"," $1,000.00 "," $1,000.00 "," $1,000.00 ",," $1,000.00 ",,,
,27010198,"HC KNEE ORTHOSIS (KO), SWEDISH TYPE, PREFABRICATED"," $1,000.00 "," $1,000.00 "," $1,000.00 ",," $1,000.00 ",,,
,27010199,HC SU TRUFREEZE PASSIVE VENTING SPRAY KIT,," $6,144.60 ",,,,,,
,27010200,HC SU TRUFREEZE RAPID ACTIVE VENTING SPRAY KIT,," $6,144.60 ",,,,,,
,27010201,HC  SPACEOAR HYDROGEL,," $9,132.20 ",,,,,,
,27010202,HC KAFO FEMORAL FX CAST RIGID," $1,000.00 "," $1,000.00 "," $1,000.00 ",," $1,000.00 ",,,
,27010203,HC KO W ADJ FLEX/EXT ROTAT MOLD,," $1,000.00 "," $1,000.00 ",," $1,000.00 ",,,
,27010204,SU BED COMPELLA AIR, $280.00 , $280.00 , $280.00 ,, $280.00 ,,,
,27010205,SU BED COMPELLA FOAM, $212.00 , $212.00 , $212.00 ,, $212.00 ,,,
,27010206,SU BED ENVELLA, $300.00 , $300.00 , $300.00 ,, $300.00 ,,,
,30004070,HC POSTNATAL HOME VISIT INITIAL,,,, $490.00 ,,,,
,30004071,HC POSTNATAL/INFANT HOME VISIT SUQUENTIAL,,,, $490.00 ,,,,
,40105257,HC HYPERBARIC O2 EACH 30 MINUTES,, $753.90 ,,,,,,
,40154025,HC MNT INITIAL ASSMT EA 15 MINUTE,, $49.88 , $49.88 ,, $49.57 ,,,
,40154026,HC MNT REASSESSMENT EA 15 MINUTES,, $49.88 , $49.88 ,, $49.57 ,,,
,40154027,HC MNT GROUP EACH 30 MINUTES,, $35.83 ,,, $27.80 ,,,
,40154061,HC LACTATION COUNSELING 15 MINUTE,, $155.85 ,,, $70.77 ,,,
,40154062,HC LACTATION COUNSELING 30 MINUTE,, $173.21 ,,, $144.24 ,,,
,40154063,HC LACTATION COUNSELING 45 MINUTE,, $190.49 ,,, $213.70 ,,,
,40154064,HC LACTATION COUNSELING 60 MINUTE,, $207.80 ,,, $245.45 ,,,
,40155229,HC DIAB INST INDIVIDUAL PER 30 MIN,,,, $65.07 , $83.11 ,,,
,40155230,HC DIAB INST GROUP PER 30 MIN,,,,, $47.50 ,,,
,40155255,HC INITIAL CHNG DX EACH 15 MIN,,, $42.47 ,,,,,
,40155427,HC PRENATAL CLASS-REFRESHER,,,, $58.00 ,,,,
,40155428,HC CESAREAN BIRTH CLASS NON PHY,,,, $30.00 ,,,,
,40155429,HC PRENATAL CLASS-COMPREHENSIVE,,,, $129.00 , $70.00 ,,,
,40155430,HC LACTATION CLASS NONPHYSICIAN,,,, $30.00 ,,,,
,40155431,HC PARENTING CLASS NONPHYSICIAN,,,, $40.00 ,,,,
,40155536,HC METABOLIC WELLNESS,,,, $275.00 ,,,,
,40155574,HC POTS PROGRAM,,,, $275.00 ,,,,
,40155575,"HC AMBULATORY CONTINUOUS GLUCOSE MONITORING SUBCU SENSOR MIN 72 HOURS, MEDICAL OFFICE SUPPLIED",,,,, $390.62 ,,,
,40303669,HC CALORIC BITHERMAL,, $765.49 ,, $765.49 ,,,,
,40303670,HC CALORIC MONOTHERMAL,, $765.49 ,, $765.49 ,,,,
,40303671,HC BASIC VESTIBULAR EVALUATION,, $650.58 ,, $650.58 ,,,,
,40303672,HC SPONTANEOUS NYSTAGMUS,, $178.90 ,, $178.90 ,,,,
,40303673,HC POSITIONAL NYSTAGMUS,, $178.90 ,, $178.90 ,,,,
,40303674,HC OPTOKINETIC NYSTAGMUS,, $178.90 ,, $178.90 ,,,,
