DESCRIPTION                     ,CHARGE,CPT CODE
3 INCH FIBERGLASS CASTING,99,
FOLEY CATHETER TRAY,99,
ZAVALA NEEDLE,99,
I-131 IODINE CAP DIAG PER MCI,99,
STRATTERA 25 MG CAPSULE,98.57,
Ketotifen 0.025% 5 ML OPSOL,98.57,
ATORVASTATIN 80MG TABLET,97.33,
INNERDYNE INSUFF ACCESS NEEDLE,97,
ASPIRATION NEEDLE,97,
COLLAR-CERVICAL,97,
ISOVUE 370 125 ML,97,
RIVAROXABAN 15MG TABLET,96.81,
SAXAGLIPTIN 5MG TAB,96.16,
VENT TUBE,96,
PEDIATRIC SET,96,
SUTURE,96,
BURRETTE,96,
Tetracaine 0.5% 4 ML OPSOL,95,
BLOOD TRANSFUSION FILTER,95,
DAKINS SOLUTION 0.5 PERCENT,94.59,
LACOSAMIDE 100 MG TABLET,94.35,
ERYTHROMYCIN 200MG 5ML,94.27,
INTERNAL STAPLER INST.,94,
BLADDER NECK GRAFT,94,
JAMSHIDI NEEDLE,94,
POST-OP SHOE,94,
POST-OP SHOE,94,
POST-OP SHOE,94,
POST-OP SHOE,94,
POST-OP SHOE,94,
POST-OP SHOE,94,
ANOSCOPY,94,
DUO-TRACH KIT (LTA KIT),94,
Rivastigmine 9.5mg/24H,93.94,
Trace Minerals MTE-5 1 ML VIAL,93.84,
Sirolimus 0.5mg Tablet,93.53,
FINGER FOGARTY,93,
CYTOLOGY BRUSH,93,
OT CARRYALL/BASKET,93,
COLLAR-CERVICAL,93,
CERVICAL COLLAR,93,
TURNER BIOPSY NEEDLE,93,
Tc 99m OXIDRONATE,93,
LEVOFLOXACIN 250MG TABLETS,92.15,
RACEMIC EPINEPHRINE,92,
FEMORAL ARTERIAL LINE CATH KIT,92,
MICRO INTRODUCER,92,
ARM CAST-FOREARM,92,
LEG CAST-BELOW KNEE,92,
TETRACAINE 0.5P 2ML OPTH DROP,91.77,
AQUAPHOR 454 G,91.72,
LEVETIRACETAM 500 MG (10MG),91.5,
acetylCYSTEINE 200mg/ml Soln,91.3,
ENOXAPARIN 40MG/0.4ML SYRINGE,91.07,
SITAGLIPTIN 100 MG TAB,91.03,
ENDOLOOP,91,
RECIPICATOR,91,
CAST-FOREARM,91,
AMPLATZ SUPER STIFF GUIDEWIRE,91,
LANTHANUM CARB 500MG CHEW TAB,90.3,
FOSRENOL 1000MG CHEW TABLET,90.3,
LEUCOVORIN 100MG INJECTION,90.09,
TELEMETRY,90,
FETAL SCALP PH EVALUATION,90,
URETERAL CATH WHISTLE TIP,90,
URETERAL CATH,90,
ANESTHESIA HEAD CUSHION,90,
LIDOCAINE 5 PERCENT PATCH,89.6,
GLYCERIN CLEANSER,89.31,
MINI TEMP. PROBE,89,
ASPIRA DRAINAGE BAG,89,
TETRACAINE 0.5P 15ML OPTH DROP,88.9,
AZITHROMYCIN 500MG/10ML 10ML,88.39,
NITROFURANTOIN 25MG CAPSULE,88.25,
O2 HUMID. SET-UP,88,
CATHETER; MUSHROOM,88,
AQUACODE HUMIDIFIER,88,
MICROLOOP CURRETTE,87,
LEG CAST BELOW KNEE,87,
BOVIE PAD-CORD;ADULT,87,
MICROINTRODUCER DUAL KIT,87,
BENTSON WIRE GUIDE,87,
22-910 C TUBE,87,
VALVE PRECEPTOR,87,
ERYTHROPOEITIN (1000 UNITS),87,
METHYLPHENIDATE 54 MG SR TAB,86.79,
Atropine 0.4mg/ml-1ml Inj,86.52,
DEXMETHYLPHENIDATE HCL 30 MG,86.49,
TRIAMCINOLONE 0.5P CREAM,86.33,
COLLECTION SET,86,
OT WRIST SPLINT,86,
ARROW WIRE GUID .025,86,
ARROW WIRE GUIDE 035,86,
Tc 99m ALBUMIN AGGREGATED,86,
THALLOUS CHLORIDE PER mCi,86,
HYDROMORPHONE 50MG INJ (4MG),85.71,
CEFUROXIME 125MG 5ML 100ML BOT,84.14,
LANSOPRAZOLE 30 MG OD TAB,84.07,
SKIN PUNCH,84,
RADIAL ARTERY CATH. SET,84,
SHIRLEY WOUND DRAIN,84,
CONRAY 30% 300ML,84,
RIVAROXABAN 10MG TABLET,83.97,
OLANZAPINE 5MG TABLETS,83.33,
LIDOCAINE 2P VISCOUS 100ML BOT,83.21,
OSELTAMIVIR 30 MG/5 ML MEDCUP,82.89,
CEFUROXIME 250MG IN 5ML SUSP,82.57,
PACLITAXEL PB 2MG (1MG),82.56,
EFAVIRENZ 200MG TABLET,82.45,
BETAMETHASONE 30MG/5ML MDV,82.12,
SUCTION COAGULATOR,82,
MICROSURGICAL NEEDLE TIP,82,
BENTSON GUIDEWIRE .038,82,
BREAST INITIATION KIT,82,
ENTERAL FEEDING BAG & SET,82,
MORPHINE 10MG/10ML PF,81.24,
VACURRETTE TIP,81,
IMPERVIOUS STOCKINET,81,
EXTERNAL FIXATOR-COLLES',81,
EACH ADD 1 HOUR,81,
PERIFIX EPIDURAL TRAY,81,
ATLAS CERVICAL COLLAR,81,
15-300 TUOHY BREAST ADAPTERS,81,
YUEH CENTESIS CATHETER,81,
RISEDRONATE SODIUM 5 MG TAB,80.46,
FAMCICLOVIR 500 MG TAB,80.22,
TUOHY BORST ADAPTER,80,
LIVER BIOPSY TRAY,80,
TSFB 35 145 BH CATHER,80,
PERCUFIX CUFF KIT,80,
NAPHCON A 0.25P 15ML DROP,80,
Parental Electrolytes,79.95,
AMPICILLIN SODIUM 3G VL (1.5G),79.89,
Desmopressin Acetate 0.1MG Tab,79.64,
EZETIMIBE 10 MG TABLET,79.4,
Ropivacaine 150mg/20ml,79.12,
EPLERENONE 25MG TABLET,79.11,
MIX KIT #1,79,
NEGATIVE PRESSURE CANNISTER,79,
ET TUBE-W/CONNECTOR & STYLETTE,79,
LTA KIT,79,
ELECTRICAL STIMULATION,79,
FLURBIPROFEN 0.03P 2.5ML,78.3,
STEINMAN PINS 9/64,78,
CIRCUMCISION NURSERY SET,78,
THORACIC CATHETER,78,
TRCA CATHETER #28,78,
WEDGE CATHETER #5,78,
STOMAHESIVE 8X8,78,
ANES BREATHING CIRCUIT & MASK,78,
LIDOCAINE 2 PERC 10ML MPF VIAL,77.67,
GUIDE PIN ZIMMER,77,
NAVIGATOR TUBING,77,
THERACATH EPIDURAL CATH 19GA,77,
ESOPHAGEAL STETHOSCOPE,77,
FEBUXOSTAT 40MG TAB,76.71,
Triamcinolone 0.1p 30G cream,76.36,
ONDANSETRON 2MG/2.5ML MEDCUP,76.12,
MEGACE SUSP 800 MG IN 20 ML,76.12,
Diltiazem 125mg IN 25ML INJ,76.03,
BLADE-DERMATONE,76,
FLEX-TIP CATHETER,76,
STOMAHESIVE PASTE(183910),76,
FLEX TIP CATHETER,76,
FLEXTIP CATHETER,76,
PUMP TUBING/CAP SET,76,
PERMETHRIN 1P CRM RINSE 2 OZ,75.95,
DRONEDARONE 400MG TABLET,75.71,
AMOXICIL CLAVUL 250 62.5MG 5ML,75.1,
SURGIGRIP SLEEVES,75,
STEINMAN PINS 1/8,75,
MICROPUNCTURE SET,75,
ISOVUE 300 100ML,75,
ISOVUE 370 100ML,75,
FRANSEEN LUNG BIOPSY NEEDLE,75,
MAXICELL BIOPSY NEEDLE,75,
BUTENAFINE HCL 1 PERC CREAM,74.9,
TERBINAFINE 1 PERCENT CREAM,74.25,
EMLA CREAM 5 GR TUBE,74.25,
BUPIVACAINE 0.75 PERC 30ML MPF,74.2,
AZITHROMYCIN 200MG/5ML,74.01,
PHENOL APPLICATOR KIT,74,
THORACIC CATHETER,74,
THORACIC CATHETER,74,
THOCAR CATHETER,74,
TROCAR NEEDLE DISPOSABLE,74,
METOCLOPRAMIDE 5 MG ODT TAB,73.89,
AMINOCAPROIC ACID 250MG/ML(5G),73.8,
DHS ZINC SHAMPOO 2P   8OZ,73.26,
DERMATONE-DISP-CUTTING HEAD,73,
BONE SCREW-4.5 MM & UNDER,73,
SCROTAL SUPPORT,73,
SCROTAL SUPPORT,73,
CLAVICLE SPLINT,73,
CLAVICLE SPLINT,73,
SCROTAL SUPPORT,73,
MONITOR WITH PAD,73,
LIDOCAINE JELLY 2 PERC. 5 ML,72.85,
HYPROMELLOSE 2.5P OPTH SOL,72.85,
MEPERIDINE 2000MG/20ML MDV(100,72.33,
COPE MANDARIL GUIDEWIRE,72,
PERTECHNETATE PER STUDY DOSE,72,
Clomipramine 50 mg capsule,71.73,
MESALAMINE 1200MG TABLET,71.67,
CEFEPIME 1 G VIAL (PER 500 MG),71.51,
MYRINGOTOMY TUBE,71,
GIGLI SAW BLADES,71,
IMMOBILIZING WRIST BRACE,71,
ELECTR.STIMULATION/UNATTENDED,71,
PANTOPRAZOLE 40 MG INJ,70.4,
CARVEDILOL CR 20MG CAPSULE,70.38,
CARVEDILOL CR 40MG CAPSULE,70.38,
FOLEY CATHETER,70,
ESTEEM POUCH,70,
WRIST THUMB SPLINT,70,
SUPER XL BAG,70,
GALLIUM Ga 67,70,
VYVANSE 50MG CAP,69.32,
VYVANSE 30MG CAPSULE,69.32,
KERI LOTION,69.16,
TWO LUMEN IV CATH,69,
ABDUCTION PILLOW,69,
ABDUCTION PILLOW,69,
CELERO 12 INTRODUCER,69,
NASOTRACHEAL AIRWAY-W/AIRGUIDE,69,
CLOVE OIL,68.92,
Pancuronium 10mg IN 10ML INJ,68.58,
ARTHROSCOPY SLEEVE,68,
ABDUCTION PILLOW/SHOULDER POS.,68,
SUTURE (SPECIAL),68,
CAST SHOE,68,
CAST SHOE,68,
CAST SHOE,68,
ROSUVASTATIN CALCIUM 5MG,67.04,
AIR/GEL ANKLE BRACE,67,
LIQUIBAND ADHESIVE,67,
SUBOXONE 8MG.2MG TABLET,66.92,
ZINC OXIDE OINT 453 GRAM JAR,66.64,
BENZOCAINE 10% GEL 9 GM TUBE,66.34,
Roflumilast 500mcg Tablet,66.34,
HYDROMORPHONE 10 MG AMP (4MG),66.24,
RITONAVIR 100 MG TABLET,66.16,
ZINC OXIDE 2 OZ TUBE,66.11,
DERMABOND,66,
LIDOCAINE 40MG PER ML 5ML AMP,65.71,
DESVENLAFAXINE 50 MG SR TABLET,65.28,
RISPERDAL 0.25MG TABLET,65.16,
2 INCH FIBERGLASS CASTING,65,
ECHOGENIC NEEDLE,65,
BUDESONIDE 0.5MG IN 2ML NEB,64.92,
ESOMEPRAZOLE 20MG CAPSULE,64.69,
PENTOSAN POLYSULFATE 100MG CAP,64.17,
REBETOL 200MG CAPSULE,64.05,
TAPENTADOL 100 MG TAB,63.52,
PARICALCITOL 1 MCG CAP,63.48,
ISOVUE 370 75ML,63,
GENTAMICIN INJ 20 MG/2 ML(80MG,62.95,
ETIDRONATE DISODIUM 400MG TAB,62.23,
MIDAZOLAM 25 MG/5 ML VL (1MG),62.2,
LIDOCAINE 1 PERC.  W EPI 20ML,61.61,
CEFDINIR 125MG 5ML 60ML BOT,61.37,
CLINDAMYCIN 600 MG VIAL,61.2,
MONITOR DISC,61,
AGGRENOX 25 MG.200 MG CAP,60.3,
PORTABLE VISICATH INST.TRAY,60,
PAP SMEAR TRAY,60,
URINARY DRAINAGE BAG 4-LITER,60,
NUGAZE PLAIN 1 IN,60,
GOLDSTEIN CATHETER,60,
ELEC STIMULATION-ULCER CARE,60,
ONDANSETRON 4MG TAB #2 DISP,59.93,
Silodosin 8mg Capsule,59.24,
PREGABALIN 75 MG CAPSULE,59.13,
PREGABALIN 50 MG CAPSULE,59.13,
STERILE MINERAL OIL 25 ML VIAL,59.08,
Vilazodone 40mg Tablet,59.07,
MICROLOOP CURRETTE,59,
CONVERTERS,59,
VACUUM BOTTLE,59,
MICROINTRODUCER KIT SINGLE,59,
BIOPSY SOFT TISSUE SUPPLIES,59,
LIDOCAINE 2 PERCENT 20ML VIAL,58.74,
MISOPROSTOL200MCG DICLOFENAC75,58.6,
MEGACE ORAL SUSP 600MG IN 15ML,58.6,
ARTIFICIAL SALIVA SPRAY,58.55,
FLUCONAZOLE SUSP 100 MG,58.42,
ZIPRASIDONE 20MG CAPSULE,58.37,
RELIEVA EXTENSION TUBING,58,
HAND TRAY,58,
TUR CABLE IRRIGATION SET,58,
FOLEY CATHETER,58,
FOLEY CATHETER,58,
FOLEY CATHETER,58,
FOLEY CATHETER,58,
FOLEY CATHETER,58,
FOLEY CATHETER,58,
DURADHESIVE WAFERS (22567),58,
SHOULDER IMMOBILIZER,58,
SHOULDER IMMOBILIZER,58,
ADAPTIC DRESSING,58,
FUROSEMIDE 100MG/10ML VL (20MG,57.88,
NEOSPORIN CREAM PLUS,57.73,
Famotidine 20 MG/2.5 ML Medcup,57.71,
LACOSAMIDE 50MG TAB,57.37,
AMOXICIL CLAVUL 600 42.9MG 5ML,57.22,
AMOXICILLIN CLAVULANATE 400MG,57.21,
FLUCONAZOLE 100 MG TAB,57.14,
Carboxmethcel Na/Methylpara,57.03,
SUTURE,57,
TD-100 TORQUE DEVICE,57,
PEAK FLOW SET,57,
OXCARBAZEPINE 300MG IN 5ML,56.72,
METHYLPHENIDATE ER 36MG,56.72,
Ondansetron 4mg ODT 1 ERBTLof2,56.6,
LIDOCAINE 1 PERC. W EPI 10ML,56.28,
OXAPROZIN 600MG TABLET,56.26,
LIDOCAINE 1 PERCENT 20ML VIAL,55.98,
DOFETILIDE 250MCG CAPSULE,55.96,
Dofetilide 125 MCG CAP,55.96,
Lidocaine 1%-30ml,55.87,
RENAGEL 800MG TABLET,55.49,
HYDROCERIN 113 G JAR,55.44,
CEVIMELINE 30MG CAPSULE,55.44,
BUPRENORPHINE 8 MG TAB,55.44,
BUDESONIDE 0.25MG IN 2ML NEB,55.14,
VERSAFOAM VAC DRESSING,55,
SOFT CARE RELIEF PAD,55,
ANTI-EMBOL STOCKINGS,55,
VACURRETTE,55,
ANTI EMBOL STOCKINGS,55,
ANTI EMBOL STOCK THI HI LARGE,55,
ABDOMINAL BINDER,55,
CONNECTOR TUBE,55,
OLMESARTAN 20MG TABLET,54.97,
PETROLATUM 100 G,54.8,
MEGESTROL 400MG IN 10ML SUSP,54.79,
LEVETIRACETAM XR 500MG,54.56,
GENTAMYCIN 0.3P 5ML OPTH SOLN,54.51,
Cefdinir 250mg/5ml Medcup,54.44,
BUPIVACAINE W EPI 0.25P 30ML,54.37,
PREGABALIN 25 MG CAPSULE,54.26,
MEPROBAMATE 400MG TAB,54.21,
ATOVAQUONE PROGUANIL 250 MG TB,54.15,
OPEN END URET CATHETER 5F,54,
KALTOSTAT WOUND PACKING,54,
FOLEY CATHETER,54,
FOLEY CATHETER,54,
CISATRACURIUM 2MG PER ML,53.77,
TOLTERODINE LA 2 MG CAP,53.37,
ENTACAPONE 200MG TABLET,53.27,
HEPARIN 10UNITS/ML 3ML SYRINGE,53.23,
CAUTERY-OPTH.,53,
CALIBRATED GUIDE PIN,53,
WEDGE TIP CATHETER 5FR,53,
OT REACHER,53,
OT PLATE GUARD,53,
OPHTHALMIC BURR,53,
IDOFORM GAUZE,53,
TUBING SUCTIONING,53,
HUMIDIVENT II,53,
RIB BELT-FEMALE,53,
PHILLIPS FOLL CATH,53,
AUGMENTIN XR 1000 MG TABLET,52.97,
AUGMENTIN ES 600MG 5ML 75ML BT,52.97,
TOLTERODINE LA 4 MG CAP,52.9,
ARTIFICIAL TEARS 15ML,52.81,
DABIGATRAN 150 MG CAPSULE,52.8,
LIDOCAINE 2 PERC. W EPI 20ML,52.7,
VYVANSE 70 MG CAPSULE,52.51,
LEVALBUTEROL 1.25 MG NEB,52.4,
PROPOFOL 200MG IN 20ML,52.12,
O2 SET-UP,52,
THORACENTESIS TRAY 4341B,52,
GASTROVIEW,52,
15G INTRODUCER,52,
VARENICLINE 1MG TABLET,51.92,
QUININE SULFATE CAP,51.92,
OXANDROLONE 2.5 MG TABLET,51.86,
CLINDAMYCIN 75MG 5ML 100ML,51.76,
BUPIVACAINE 0.75P IN DEXT 2ML,51.53,
Prothrombin Conc 1000 per IU,51.47,
Prothrombin Conc 500 per IU,51.47,
BUMETANIDE 1 MG IN 4ML INJ,51.24,
MECLOFENAMATE 100 MG CAPSULE,51.22,
PRAMIPEXOLE 0.5 MG TABLET,51.16,
DH O2 SETUP,51,
OT LEG LIFTER,51,
CONTRAST MATERIAL 60% 50 ML,51,
ISOVUE 370 60ML,51,
ENDO O2 SUPPLIES,51,
O2 SUPPLIES,51,
NASOPHARYNGEAL AIRWAY,51,
OXYCODONE SR 20MG,50.98,
Lidocaine 1% MPF 5 ML AMP,50.89,
OXYBUTYNIN XL 5MG TABLET,50.57,
Minocycline 100mg Tablet,50.57,
Desmopressin 0.2mg Tablet,50.51,
Anti-Inhibitor Coag 500 per IU,50.42,
AntiInhibitor Coag 1000 per IU,50.42,
AntiInhibitor Coag 2500 per IU,50.42,
MORPHINE 4MG/ML Injection,50.36,
CEFTAZIDIME 1G VL (PER 500MG),50.3,
Levalbuterol 1.25mg/0.5ml neb,50.04,
THORACENTESIS TUBING SET,50,
OT ADAPTIVE DISH,50,
TRACHEOSTOMY CARE TRAY,50,
ANTI EMBOL STOCK KNEE HI MED,50,
ANTI EMBOL STOCK KNEE HI LARGE,50,
SLIT LAMP FEE,50,
REPAGLINIDE 1 MG TAB,49.87,
EUCERIN 8 OZ LOTION,49.82,
LEVETIRACETAM 250 MG TABLET,49.81,
MEMANTINE 10 MG TABLET,49.52,
CEFPROZIL 250MG DISP BOT,49.46,
DABIGATRAN 75 MG CAPSULE,49.34,
EYE CANNULAS TRAY,49,
Darco Peg-Assist System,49,
ANTI-EMBOLISM STOCK KNEE-HI SM,49,
UMBILICAL CATHETER TRAY,49,
PURALUBE OPHTH OINTMENT 3.5 G,48.76,
"Heparin 10,000 units/ml 4ml",48.6,
OXYFAST ORAL CONC. 20MG PER ML,48.59,
AMOXICILLIN CLAVULANATE 250 MG,48.35,
APIXABAN 2.5 MG TAB,48.05,
BUPIVACAINE 0.5 PERC 30ML INJ,48.04,
ALISKIREN 150 MG TABLET,48.03,
URINARY DRAIN BAG,48,
ENDO TUBE,48,
ENDO TUBE,48,
FIXED CORE WIRE GUIDE,48,
I-131 CAP THERAPY DOSE PER mCi,48,
LAMIVUDINE 150MG TABLETS,47.82,
RANOLAZINE 500MG SR TABLET,47.7,
RALOXIFENE 60 MG TAB,47.64,
RESTASIS 0.5P 4ML OPTH,47.42,
LIDOCAINE 1 PERC.MPF 2 ML VIAL,47.19,
HEPARIN PF 10 U/ML INJ,47.08,
PACLITAXEL INJ 6MG (30MG),47.08,
CO2 LASER TUBING,47,
O2 MASK,47,
IRRIGATION W/ PISTON SYRINGE,47,
ARTHROGRAM TRAY,47,
T-TUBES,47,
ISOVUE 200 20ML,47,
URESIL GRAVITY BAG,47,
BIOPINCE COAXIAL NEEDLE,47,
LUBIPROSTONE 24 MCG CAPSULE,46.88,
DULOXETINE 20 MG CAPSULE,46.87,
BUPIVACAINE 0.25P STER.PK 30ML,46.84,
MORPHINE 8MG/1ML SYR,46.78,
TOPIRAMATE 100MG TABLET,46.65,
OXYGEN SUPPLIES,46,
FEEDING TUBE 8fr 55 IN,46,
INFUSAID NEEDLE,46,
INFUSAID NEEDLE 20G 1 1/4,46,
NASOPHARYNGEAL AIRWAY,46,
NASOPHARYNGEAL AIRWAY,46,
NASOPHARYNGEAL AIRWAY,46,
HYDROFERA BLUE DRESSING,46,
VENTILATOR CIRCUIT,46,
INCENTIVE SPIROMETRY SUPPLIES,46,
PACLITAXEL INJ 6MG (30MG),45.96,
SEVELAMER CARBONATE 800 MG TAB,45.53,
AZITHROMYCIN 200MG 5ML 15ML,45.25,
CORDARONE 50MG/ML 3ML VL (30MG,45.14,
MESALAMINE 500 MG CR CAPSULE,45.06,
SURGICAL PATTIES,45,
HYSTEROSALPINGOGRAMS TRAY,45,
SUTURE,45,
GAS STERILIZATION,45,
EOVIST PER ML,45,
COLONOSCOPE BIOPSY FORCEP,45,
STYLETTE,45,
MEPERIDINE 100MG/1ML SYR,44.85,
Trimipramine Maleate 50mg cap,44.77,
LAT TOPICAL SOLN,44.72,
DOXORUBICIN 2MG/ML VL (10MG),44.62,
CETIRIZINE SYRUP 120 ML BOT,44.59,
PACLITAXEL INJ 6MG (30MG),44.32,
MIDAZOLAM 10MG IN 2ML INJ,44.03,
PIPELLE SUCTION CURETTE,44,
HEPARIN 5000 UNITS/ML 1ML VIAL,43.83,
CARBOPLATIN 10MG/ML (0.2MG),43.62,
MIRALAX 119 G BOTTLE,43.42,
GALANTAMINE 4 MG TABLET,43.36,
GALANTAMINE 12MG TAB,43.36,
MIDAZOLAM 2MG/2ML INJECTION,43.27,
MILNACIPRAN 50 MG TABLET,43.19,
DEXAMETHASONE MDV (PER 1 MG),42.86,
ESTROGEN CONJUGATED 0.45MG TAB,42.43,
TICAGRELOR 90MG TABLET,42.02,
ANTI-FOG SOLUTION,42,
EXTENDED RECOVERY ROOM/HOUR,42,
KALTOSTAT WOUND DRESSING,42,
ENEMA BAG,42,
STYLET 14FR,42,
CHIBA BIOPSY NEEDLE,42,
WIRE GUIDE-FEEDING TUBE,42,
INTRODUCER TRU-GLIDE,42,
AMPHETAMINE 30MG ER,41.78,
MYCOPHENOLATE 180MG,41.43,
ZIDOVUDINE 300MG TABLET,41.14,
LANSOPRAZOLE 15 MG CAP,41.02,
ENT ELECTRODE,41,
LUBIPROSTONE 8 MCG CAPSULE,40.96,
DULOXETINE 30 MG CAPSULE,40.58,
ROCURONIUM 10MG/ML 5ML VIAL,40.4,
PEDIATRIC TRACE ELEMENTS INJ,40.4,
METAXALONE 800 MG TABLET,40.38,
MORPHINE 250 MG/10ML (100MG),40.2,
OT SOCK AID,40,
ROBINSON CATHETER,40,
RIB BELT MALE,40,
ROBINSON CATHETER,40,
ISOVUE 370 50ML,40,
ENDO PORT CONNECTOR,40,
LORAZEPAM 2MG/ML 10ML VIAL,39.99,
FLUCONAZOLE 40MG ML 35ML BOT,39.82,
URSODIOL 250 MG TABLET,39.56,
FENOFIBRATE 145 MG TABLET,39.44,
HEPARIN 100U/ML 5ML SYR (10U),39.4,
HEPARIN 10U/ML-5ML SYRINGE,39.4,
MORPHINE 1000MG/20ML,39.34,
HEPARIN PF 300U/3ML INJ (10u),39.17,
PIOGLITAZONE 15MG TABLET,39.14,
CEPHALEXIN 250MG 5ML 100ML,39.12,
PREVACID 30MG CAPSULES,39.03,
MONTELUKAST 4 MG TABLET,39.03,
OXYGEN SETUP,39,
ROBINSON CATHETER,39,
GASTROGRAFIN 120ML,39,
ISOVUE 300 50ML,39,
JAW BIOPSY FORCEPS,39,
MONTELUKAST SODIUM 10 MG TAB,38.56,
IVERMECTIN 3MG TABLET,38.56,
RAMIPRIL 1.25 MG CAP,38.32,
ALPHA-PROT INHIB 1125MG (10MG),38.19,
MONTELUKAST 5 MG TABLET,38.15,
CISPLATIN INJ 1MG (PER 10MG),38.05,
CISPLATIN INJ 1MG (50MG MDV),38.05,
BOVIE EXTENSION,38,
GELFILM OPHTHAL STERILE22X50MM,38,
INNERDYNE STEP 5MM REDUCER,38,
OT ADAPTIVE UTENSIL,38,
PORT-A-CATH NEEDLE,38,
SYRINGE MAGNIFIER,38,
OSTOMY POUCH,38,
FILIFORM SPIRAL CATH,38,
44-200 FLOW SWITCH,38,
LOCKING DEVICE,38,
LOCKING SYRINGE,38,
TETRAHYDROZOLINE 0.05P 15ML,37.81,
LEVALBUTEROL 0.63MG/3ML NEB,37.72,
OT HAND HELPER,37,
STOMA WAFERS,37,
NEEDLE-19G-W/STANDARD TUBING,37,
NEEDLE-19G-W/MICROBORE TUBING,37,
OSTOMY POUCH PER BOX,37,
CARBAMIDE PEROXIDE 6.5P OTIC,36.93,
LANSINOH 0.25 OZ TUBE,36.46,
NORETHINDRONE 5MG TABLET,36.45,
TRANDATE 200MG IN 40ML INJ,36.06,
N-RHOTON HOOK,36,
ARM SLING,36,
ARM SLING,36,
FLEET PREP KIT,36,
SKIN BARRIER PER BOX,36,
ADMIN PNEUMOCOCCAL VACCINE,36,
CEFDINIR 300 MG CAPSULE,35.8,
AMOXICILLIN CLAV 875MG TAB,35.45,
VALSARTAN 160 MG TABLET,35.16,
CIPROFLOXACIN 500MG BOT NO 4,35.09,
PIN STEINMAN,35,
CYSTO IRRIGATING SET,35,
CYSTOGRAFIN 300ML,35,
AMOXICILLIN CLAVULANATE 200MG,35,
SIMVASTATIN 40 MG TAB,34.69,
MIDAZOLAM 10MG IN 5ML ORAL,34.52,
ONDANSETRON 4MG/5ML ORAL DISP,34.35,
VESSEL LOOP,34,
OT SHOEHORN LONG,34,
ELASTOPLAST 2 IN,34,
GADAVIST PER ML (0.1ML),34,
BUPROPION 150 MG XL TABLET,33.81,
PRAVASTATIN 40 MG TABLET,33.81,
ROSIGLITAZONE MALEATE 4MG TAB,33.28,
DOXYCYCLINE 100MG 20ML 60ML,33.14,
VALSARTAN 80 MG TAB,33.11,
SUTURE,33,
NUGAUZE PLAIN 2 IN,33,
STOMA POUCH 45mm,33,
SPLINT PROTECTIVE FINGER,33,
FILIFORM STRAIGHT CATH,33,
MICROBORE EXTENSION SET,33,
CELECOXIB 100MG CAPSULE,32.94,
NITROGLYCERIN TOPICAL 2P 30 G,32.82,
CLARITHROMYCIN 500MG TAB,32.35,
Ethosuximide 250mg/5ml Soln,32.23,
PROAMATINE 5MG TABLET,32.17,
CLARITHROMYCIN 250MG IN 5ML,32.11,
DISPOSABLE NURSERY CUFF,32,
HYDROGEL DRESSING 4x4,32,
TACROLIMUS 1 MG TABLET,32,
PANDA TUBE,32,
MESALAMINE 0.375 GM CAP,31.76,
CLOPIDOGREL BISULFATE 75MG TAB,31.41,
Escitalopram Oxalate 10mg TAB,31.18,
5MM REDUCER CAP,31,
O2 CANNULA,31,
STOMAHESIVE POWDER(25510),31,
K-GUM POWDER,31,
DIGOXIN 0.25 MG PER 5ML ORAL,30.96,
NATEGLINIDE 120 MG TABLET,30.94,
Naltrexone HCL 50MG TAB,30.94,
ERYTHROMYCIN 200MG IN 5ML ORAL,30.88,
CEFDINIR 125 MG IN 5 ML MEDCUP,30.77,
NIACIN 500 MG SR TABLET,30.71,
SEVELAMER 400 MG TABLET,30.65,
TAMSULOSIN 0.4 MG CAPSULE,30.55,
LAMOTRIGINE 25MG TABLET,30.18,
OXYCONTIN 10MG TABLET,30.12,
BROMOCRIPITINE 2.5MG TABLET,30.12,
WIRE-KIRSCHNER,30,
NEBULIZER SUPPLIES,30,
ER OBSERVATION HOURS MCR,30,
DILATORS (ANY SIZE),30,
Y-PORT,30,
VENTI MASK,30,
AMOXIL CLAVULANATE 875MG DISP,29.97,
MERCAPTOPURINE 50MG TABLET,29.83,
CIPROFLOXACIN 250MG NO 4 DISP,29.51,
RIVASTIGMINE 1.5 MG CAP,29.48,
PROGESTERONE 100 MG CAPSULE,29.48,
QUETIAPINE 25 MG TAB,29.3,
PROGESTERONE 200 MG CAPSULE,29.3,
COLESEVELAM 625 MG TABLET,29.07,
CEFPROZIL SUSP 250MG IN 5ML,28.77,
OMEPRAZOLE 20 MG CAP,28.71,
Mesalamine 400mg capsules,28.6,
METHAZOLAMIDE 25 MG TAB,28.3,
ALMACON II 12 OZ. FOR MYLANTA,28.13,
PROMETHAZINE 12.5MG SUPP DISP,28.08,
PROMETHAZINE 25MG SUPP DISP,28.08,
2FL OBSERVATION HOURS MCR,28,
3FL OBSERVATION HOURS MCR,28,
4FL OBSERVATION HOURS MCR,28,
ICU OBSERVATION HOURS MCR,28,
MYRINGOTOMY BLADE 45 DEGREE,28,
NEBULIZER SUPPLIES,28,
VAGINAL PACKING TRAY,28,
USOTOMY POUCHES,28,
FOLLOWER CATHETER,28,
GUIDEWIRE SPRING,28,
NEBULIZER SUPPLIES,28,
VENLAFAXINE XR 37.5 MG TABLET,27.84,
HYDOCAN 5MG IN 5ML MEDCUP,27.84,
