SERVICE CATEGORY,DESCRIPTION,CHARGE,DOSE,STATE OF OHIO REQUIREMENT
Lab Services,TTG IGA CHARGE,$195.00,,
Lab Services,TTG IgG CHARGE,$186.00,,
Lab Services,TUBERCULOSIS BY PCR,$685.00,,
Lab Services,TUMOR IHC MANUAL QUANTITATIVE,$378.00,,
Lab Services,TUNA IGE,$41.00,,
Lab Services,TYROSINE,$152.00,,
Lab Services,UNLISTED CYTOGENETIC STUDY,$210.00,,
Lab Services,UREA BODY FLUID,$100.00,,
Lab Services,UREA NITROGEN URINE 24HR,$55.00,,
Lab Services,UREA NITROGEN URINE RANDOM,$49.00,,
Lab Services,UREA PLASMA PCR,$222.00,,
Lab Services,UREAPLASMA PCR,$194.00,,
Lab Services,URIC ACID,$15.00,,
Lab Services,URIC ACID BODY FLUID,$55.00,,
Lab Services,URIC ACID URINE 24HR,$49.00,,
Lab Services,URIC ACID URINE RANDOM,$55.00,,
Lab Services,URINALYSIS (UA) AUTOMATED,$49.00,,X
Lab Services,URINALYSIS (UA) AUTOMATED,$65.00,,
Lab Services,URINALYSIS BY DIPSTICK,$22.00,,
Lab Services,URINE ANALYSIS DIPSTICK AUTOMATED,$49.00,,
Lab Services,URINE DRUG COLLECTION,$36.00,,
Lab Services,URINE DRUG COLLECTION,$41.00,,
Lab Services,URINE MACROSCOPIC,$46.00,,
Lab Services,URINE MACROSCOPIC CREDIT,$55.00,,
Lab Services,URINE MICROSCOPIC,$21.00,,
Lab Services,URINE PREGNANCY DIP,$68.00,,
Lab Services,URINE PREGNANCY DIP,$71.00,,
Lab Services,URINE PREGNANCY TEST,$44.00,,
Lab Services,URINE VOLUME MEASUREMENT,$23.00,,
Lab Services,VALPROIC ACID (DEPAKOTE),$223.00,,
Lab Services,VALPROIC ACID FREE.,$358.00,,
Lab Services,VANCOMYCIN PEAK (POST DOSE),$223.00,,
Lab Services,VANCOMYCIN RANDOM,$223.00,,
Lab Services,VANCOMYCIN TROUGH (PRE DOSE),$223.00,,
Lab Services,VARICELLA ZOSTER IGG ANTIBODY,$81.00,,
Lab Services,VARICELLA ZOSTER IGM ANTIBODY,$81.00,,
Lab Services,VARICELLA ZOSTER VIRUS VZV BY PCR,$205.00,,
Lab Services,VASOACTIVE INTESTINAL PEPTIDE VIP,$127.00,,
Lab Services,VASOPRESSIN (ADH),$211.00,,
Lab Services,VDRL CSF,$14.00,,
Lab Services,VENLAFAXINE (EFFEXOR),$222.00,,
Lab Services,VIRUS ISOL SHELL VIAL EA,$60.00,,
Lab Services,VIRUS ISOL SHELL VIRAL EA,$60.00,,
Lab Services,VISCOSITY SERUM,$337.00,,
Lab Services,VITAMIN A,$293.00,,
Lab Services,VITAMIN B-1 (THIAMINE)WHOLE BLOOD,$535.00,,
Lab Services,VITAMIN B-12,$202.00,,X
Lab Services,VITAMIN B-2 (RIBOFLAVIN),$260.00,,
Lab Services,VITAMIN B-6 (PYRIDOXAL PHOS),$115.00,,
Lab Services,VITAMIN B7 (BIOTIN),$277.00,,
Lab Services,VITAMIN C (ASCORBIC ACID),$215.00,,
Lab Services,VITAMIN D (1 25 DIHYDROXY),$182.00,,
Lab Services,VITAMIN D TOTAL 25-OH,$402.00,,X
Lab Services,VITAMIN E,$358.00,,
Lab Services,VITAMIN K,$516.00,,
Lab Services,VMA URINE 24HR,$115.00,,
Lab Services,VOLATILE PANEL,$188.00,,
Lab Services,VON WILLEBRAND FACTOR ACTIVITY,$336.00,,
Lab Services,VORICONAZOLE,$248.00,,
Lab Services,VYVANSE,$15.00,,
Lab Services,WALNUT TREE IGE,$41.00,,
Lab Services,WALNUT-FOOD-IGE,$41.00,,
Lab Services,WASP VENOM IGE,$41.00,,
Lab Services,WB IONIZED CALCIUM PULM,$73.00,,
Lab Services,WBC COUNT AUTO,$29.00,,
Lab Services,WEED PANEL #1,$120.00,,
Lab Services,WEED PANEL #4,$120.00,,
Lab Services,WEST NILE VIRUS ANTIBODIES,$260.00,,
Lab Services,WEST NILE VIRUS ANTIBODY IGM,$466.00,,
Lab Services,WEST NILE VIRUS BY PCR CSF,$254.00,,
Lab Services,WEST NILE VIRUS BY PCR PLASMA,$233.00,,
Lab Services,WESTERN BLOT CHARGE,$378.00,,
Lab Services,WESTERN BLOT IMMUNO PROBE BAND ID,$340.00,,
Lab Services,"WESTERN BLOT, S",$185.00,,
Lab Services,WET PREPARATION,$74.00,,
Lab Services,WHEAT IGE,$41.00,,
Lab Services,WHIPPLES DISEASE BY PCR,$564.00,,
Lab Services,WHITE ASH IGE,$31.00,,
Lab Services,WHITE FACED HORNET VENOM IGE,$41.00,,
Lab Services,WHITE HICKORY IGE,$41.00,,
Lab Services,WHITE PINE IGE,$31.00,,
Lab Services,WHITE POTATO IGE,$31.00,,
Lab Services,WORM EXAM,$165.00,,
Lab Services,YELLOW FACED HORNET VENOM IGE,$41.00,,
Lab Services,YELLOW JACKET VENOM IGE,$41.00,,
Lab Services,"YP3A5 , gene analysis, common variants","$1,494.00",,
Lab Services,ZIKA-AMPLIFIED NA PROB NOS AGENT,$332.00,,
Lab Services,ZINC,$88.00,,
Lab Services,ZINC PROTOPORPHYRIN SCREEN,$230.00,,
Lab Services,ZINC URINE,$63.00,,
Lab Services,ZIPRASIDONE (GEODONE  ZELDOX),$201.00,,
Lab Services,ZONISAMIDE (ZONEGRAN),$156.00,,
Mammography Services,BREAST DIGITAL TOMONSYNTHESIS BILATERAL,$69.00,,
Mammography Services,BREAST DIGITAL TOMONSYNTHESIS UNILATERAL,$69.00,,
Mammography Services,"DIAGNOSTIC MAMMO, INCL CAD BILATERAL",$397.00,,
Mammography Services,"DIAGNOSTIC MAMMO, INCL CAD UNILATERAL",$322.00,,
Mammography Services,"KOMEN DIAG MAMMO, INCL CAD UNILATERAL",$105.00,,
Mammography Services,"KOMEN DIAGNOSTIC MAMMO, INCL CAD BILAT",$136.00,,
Mammography Services,KOMEN SCREENING MAMMO BILATERAL INCL CAD,$115.00,,X
Mammography Services,KOMEN SCREENING MAMMO UNILAT  INCL CAD,$115.00,,
Mammography Services,MAMMOGRAPHY UNILATERAL,$270.00,,
Mammography Services,MOBILE SCREEN BREAST TOMOSYNTHESIS BILAT,$69.00,,
Mammography Services,MOBILE SCREEN BREAST TOMOSYNTHESIS UNILA,$69.00,,
Mammography Services,MOBILE SCREENING MAMMO BILAT INCL CAD,$240.00,,
Mammography Services,MOBILE SCREENING MAMMO UNILAT INCL CAD,$240.00,,
Mammography Services,SCREEN BREAST TOMOSYNTHESIS UNILATERAL,$69.00,,
Mammography Services,SCREEN BREAST TOMOSYTHESIS BILATERAL,$69.00,,
Mammography Services,SCREENING MAMMO BILATERAL INCL CAD,$240.00,,X
Mammography Services,SCREENING MAMMO UNILATERAL INCL CAD,$240.00,,
Maternity Care and Delivery,ADDTL QTR HR C-SECTION,$599.00,,X
Maternity Care and Delivery,DEL RM EA ADDTL QTR HR,"$1,047.00",,
Maternity Care and Delivery,DELIVERY RM FIRST HR,"$2,339.00",,X
Maternity Care and Delivery,MAJOR 1ST HR C-SECTION,"$3,376.00",,X
Maternity Care and Delivery,NCST-FIRST,$477.00,,
Maternity Care and Delivery,NCST-REPEAT,$477.00,,
Maternity Care and Delivery,TEST NON STRESS-FIRST,$262.00,,
Maternity Care and Delivery,TEST NON STRESS-REPEAT,$262.00,,
Maternity Care and Delivery,TEST STRESS OR OCT,$667.00,,
Moderate Sedation Services,MOD SED OTHER PHY/QHP <5YR 1ST 15 MIN,$383.00,,
Moderate Sedation Services,MOD SED OTHER PHY/QHP >5YRS 1ST 15MIN,$383.00,,
Moderate Sedation Services,MOD SED OTHER PHY/QHP EA ADD'L 15 MINUTE,$371.00,,
Moderate Sedation Services,MOD SED OTHER PHY/QHP/>5 INITIAL 15 MIN,$371.00,,
Moderate Sedation Services,MOD SEDAT SAME PHY/QHP/>5YRS 1ST 15 MIN,$383.00,,
Moderate Sedation Services,MOD SEDATE SAME PHY/QHP <5YRS 1ST 15 MIN,$383.00,,
Moderate Sedation Services,MODERATE SEDATION DIFF PHY/QHP ADD'L 15M,$383.00,,
Moderate Sedation Services,MODERATE SEDATION INITIAL 15 MINS,$743.00,,
Moderate Sedation Services,MODERATE SEDATION SAME PHY/QHP EA 15 MIN,$383.00,,
Moderate Sedation Services,MODERATE SEDATION SERVICES 1ST 15 MINUTE,$383.00,,
Moderate Sedation Services,MODERATE SEDATION SERVICES ADD'L 15MINS,$383.00,,
Moderate Sedation Services,MODERATION ADDITIONAL 15 MINUTES,$371.00,,
MRI Services,MRA ABDOMEN W/O WITH CONTRAST,"$2,596.00",,
MRI Services,MRA ARM,"$2,429.00",,
MRI Services,MRA CHEST W/O WITH CONTRAST,"$2,184.00",,
MRI Services,MRA HEAD,"$1,825.00",,
MRI Services,MRA HEAD W/ CONTRAST,"$1,825.00",,
MRI Services,MRA HEAD WO/W CONTRAST,"$1,825.00",,
MRI Services,MRA LEG W/O WITH CONTRAST,"$2,095.00",,
MRI Services,MRA NECK W/ CONTRAST,"$2,276.00",,
MRI Services,MRA NECK W/O WITH CONTRAST,"$2,276.00",,
MRI Services,MRA NECK WITHOUT,"$2,276.00",,
MRI Services,MRA PELVIS W/O WITH CONTRAST,"$2,232.00",,
MRI Services,MRI ABDOMEN W/CONTRAST,"$2,434.00",,
MRI Services,MRI ABDOMEN W/O W CONTRAST,"$2,434.00",,
MRI Services,MRI ABDOMEN WITHOUT,"$2,434.00",,
MRI Services,MRI BRAIN W/O CONTRAST,"$2,384.00",,
MRI Services,MRI BRAIN W/O W CONTRAST,"$2,384.00",,
MRI Services,MRI BRAIN WITH CONTRAST,"$2,384.00",,
MRI Services,MRI CERV SPINE W/O W CONTRAST,"$2,061.00",,
MRI Services,MRI CERVICAL SPINE W CONTRAST,"$2,061.00",,
MRI Services,MRI CERVICAL SPINE W/O CONTRAS,"$2,061.00",,
MRI Services,MRI CHEST W/O W CONTRAST,"$2,317.00",,
MRI Services,MRI CHEST WITHOUT,"$2,317.00",,
MRI Services,"MRI CHEST, WITH CONTRAST","$2,317.00",,
MRI Services,"MRI FACE,ORBIT,AND/OR NECK W/O","$2,574.00",,
MRI Services,"MRI FACE,ORBIT,AND/OR NECK WO/W","$2,574.00",,
MRI Services,MRI LUMBAR SPINE,"$2,120.00",,
MRI Services,MRI LUMBAR SPINE W/O CONTRAST,"$2,120.00",,X
MRI Services,MRI LUMBAR SPINE W/WO CONTRAST,"$2,120.00",,
MRI Services,MRI LWR EXT JT W/ CONTRAST,"$2,038.00",,
MRI Services,MRI LWR EXT JT W/O CONTRAST,"$2,038.00",,X
MRI Services,MRI LWR EXT JT WO/W CONTRAST,"$2,038.00",,
MRI Services,MRI LWR EXT NONJT W CONTRAST,"$2,254.00",,
MRI Services,MRI LWR EXT NONJT W/O CONTRAST,"$2,254.00",,
MRI Services,MRI LWR EXT NONJT WO/W CONTRAST,"$2,254.00",,
MRI Services,MRI PELVIS W/CONTRAST,"$2,515.00",,
MRI Services,MRI PELVIS W/O W CONTRAST,"$2,515.00",,
MRI Services,MRI PELVIS WITHOUT CONTRAST,"$2,515.00",,
MRI Services,MRI THORACIC SPINE W CONTRAST,"$2,140.00",,
MRI Services,MRI THORACIC SPINE W/O CONTRAS,"$2,140.00",,
MRI Services,MRI THORACIC SPINE W/WO CONTRA,"$2,140.00",,
MRI Services,MRI UNLISTED,$407.00,,
MRI Services,MRI UPPER EXT JT W/O CONTRAST,"$2,118.00",,
MRI Services,MRI UPPER EXT JT WITH CONTRAST,"$2,118.00",,
MRI Services,MRI UPPER EXT JT WO/W CONTRAST,"$2,118.00",,
MRI Services,MRI UPPER EXT NONJT W/O CONTRAST,"$2,214.00",,
MRI Services,MRI UPPER EXT NONJT WITH CONTRAST,"$2,214.00",,
MRI Services,MRI UPPER EXT NONJT WO/W CONTRAST,"$2,214.00",,
Musculoskeletal Procedures,"BIOPSY, MUSCLE, PERCUTANEOUS NEEDLE","$2,224.00",,
Musculoskeletal Procedures,DRAIN/INJ INTER JOINT/BURSA WITH US,$499.00,,
Musculoskeletal Procedures,DRAIN/INJ MAJOR JOINT/BURSA WITH US,$499.00,,
Musculoskeletal Procedures,DRAIN/INJ SM JOINT/BURSA WITH US,$499.00,,
Musculoskeletal Procedures,DRAIN/INJECT JOINT/BURSA LG BILATERAL,$731.00,,
Musculoskeletal Procedures,"DRAIN/INJECT, JOINT/BURSA LARGE",$486.00,,
Musculoskeletal Procedures,"DRAIN/INJECT/BRUSA, MED JOINT UNILATERAL",$486.00,,
Musculoskeletal Procedures,"DRAIN/INJECT/BURSA,SM JOINT,UNILATERAL/",$486.00,,
Musculoskeletal Procedures,HARDARE INJECTION SPINAL REGION,$458.00,,
Musculoskeletal Procedures,IDET MORE THAN ONE LEVEL,"$2,815.00",,
Musculoskeletal Procedures,IDET SINGLE LEVEL,"$3,731.00",,
Musculoskeletal Procedures,INJ PRCEDURE FOR HIP ATHROGRAPHY WO ANES,$917.00,,
Musculoskeletal Procedures,INJ PROCEDURE FOR WRIST ATHROGRAPHY,$582.00,,
Musculoskeletal Procedures,INJ PROCEDURE/ELBOW ARTHRO,$527.00,,
Musculoskeletal Procedures,INJ PROCEDURE/SHOULDER ARTHRO,$876.00,,
Musculoskeletal Procedures,INJECT SACROILIAC JOINT BILATERAL,"$1,862.00",,
Musculoskeletal Procedures,INJECT SACROILIAC JOINT W/O FLUORO,"$1,077.00",,
Musculoskeletal Procedures,INJECT SACROILIAC JOINT WITH FLUORO,"$1,242.00",,
Musculoskeletal Procedures,INJECTION OF CONTRAST FOR KNEE ARTHROGRAPHY,$707.00,,
Musculoskeletal Procedures,SINUS TRACT INJECTION; DX,$89.00,,
Musculoskeletal Procedures,"TRIGGER POINT, 1-2 MUSCLE GROUPS",$486.00,,
Musculoskeletal Procedures,"TRIGGER POINT, 3+ MUSCLE GROUPS",$653.00,,
Nervous System Procedures,ADMINISTRATATION BOTOX (MIGRAINE),$528.00,,
Nervous System Procedures,AXILLARY NERVE BLOCK,"$1,374.00",,
Nervous System Procedures,BLOOD PATCH,"$1,187.00",,
Nervous System Procedures,BLOOD PATCH,"$1,210.00",,
Nervous System Procedures,"CHEMODEN,FACE NERVE MUSCLES",$550.00,,
Nervous System Procedures,DESTROY CER/THOR FACET JNT ADD,$692.00,,
Nervous System Procedures,DESTROY CERV/THOR FACET JNT,"$2,093.00",,
Nervous System Procedures,DESTROY CERV/THOR FACET JNT ADDL BILATER,$770.00,,
Nervous System Procedures,DESTROY CERV/THORFACET JNT BILATERAL,"$3,139.00",,
Nervous System Procedures,DESTROY L/S FACET JNT ADDL,"$2,093.00",,
Nervous System Procedures,DESTROY L/S FACET JNT ADDL BILATERAL,"$2,171.00",,
Nervous System Procedures,DESTROY LUMB/SAC FACET JNT,"$3,914.00",,
Nervous System Procedures,DESTROY LUMB/SAC FACET JNT BILATERAL,"$3,993.00",,
Nervous System Procedures,DISCOGRAM CERV/THOR LEVEL,$570.00,,
Nervous System Procedures,DISCOGRAM LUMBAR LEVEL,$597.00,,
Nervous System Procedures,EVASC ADMN RX AGNT ADD'L,"$1,143.00",,
Nervous System Procedures,EVASC PRLNG ADMN RX AGNT 1ST,"$2,284.00",,
Nervous System Procedures,FEMORAL NERVE BLOCK SINGLE,"$1,015.00",,
Nervous System Procedures,FORAMEN EPIDURAL IN C/T(NR) BILATERAL,"$2,229.00",,
Nervous System Procedures,FORAMEN EPIDURAL INJ C/T (NR),"$1,534.00",,
Nervous System Procedures,FORAMEN EPIDURAL INJ C/T ADD-ON,"$1,534.00",,
Nervous System Procedures,FORAMEN EPIDURAL INJ L/S (NR) FORAMEN EP,"$1,534.00",,
Nervous System Procedures,FORAMEN EPIDURAL INJ L/S ADD-ON,"$1,534.00",,
Nervous System Procedures,FORAMEN EPIDURAL INJ L/S ADD-ON BILATERA,"$2,141.00",,
Nervous System Procedures,FORAMEN EPIDURAL INJ L/S(NR) BILATERAL,"$2,229.00",,
Nervous System Procedures,FORMEN EPIDURAL INJ C/T ADD-ON BILATERAL,"$2,141.00",,
Nervous System Procedures,IMPLANT SPINE INFUSION PUMP NP,"$6,301.00",,
Nervous System Procedures,INCISION IMPLANT NEUROSTIMTLR,"$11,799.00",,
Nervous System Procedures,INJ ANESTHETIC;TRIGEMINAL NERVE,$339.00,,
Nervous System Procedures,INJ PUDENDAL NERVE,$575.00,,
Nervous System Procedures,INJ PUDENDAL NERVE BILATERAL,$654.00,,
Nervous System Procedures,INJ SPINE CERVICAL/THORIC W/O IMAGING,"$2,638.00",,
Nervous System Procedures,INJ SPINE L/S (CD) (EPIDURAL) W/O IMAGE,"$2,821.00",,
Nervous System Procedures,INJ SPINE W/CATH CT (EPIDURAL) W/O IMAGE,"$2,953.00",,
Nervous System Procedures,INJ SPINE W/CATH L/S (EPIDURAL) W/O IMAG,"$2,953.00",,
Nervous System Procedures,INJ TX OF NERVE OTHER PERIPH BILATERAL,"$1,620.00",,
Nervous System Procedures,INJ TX OF NERVE OTHER PERIPH(NEUROLYSIS),"$1,620.00",,
Nervous System Procedures,INJECT CELIAC PLEXUS BLOCK,"$1,188.00",,
Nervous System Procedures,INJECT INTERLAMINAR CRV/THRC WITH IMAG,"$3,780.00",,
Nervous System Procedures,INJECT INTERLAMINAR L/S WITH IMAGING,"$3,060.00",,
Nervous System Procedures,INJECT SPINE W/CATH L/S WITH IMAGING,"$3,199.00",,
Nervous System Procedures,INSERT/REPLACE PERIPHERAL STIM,"$26,552.00",,
Nervous System Procedures,IP SPINAL CANAL CATH (PUMP OR STIMULATOR,"$4,916.00",,
Nervous System Procedures,"LAMINECT IMPL NS ELECTRODES, EPIDURAL","$20,223.00",,
Nervous System Procedures,NERVE BLOCK INJ BRACH PLEXUS BILATERAL,"$1,088.00",,
Nervous System Procedures,NERVE BLOCK INJ FACIAL,$486.00,,
Nervous System Procedures,NERVE BLOCK INJ HYPOGASTRIC PLEXUS,"$1,449.00",,
Nervous System Procedures,NERVE BLOCK INJ ILIO-ING/HYPOG BILATERAL,$683.00,,
Nervous System Procedures,"NERVE BLOCK INJ INTERCOST, MLT BILATERA","$1,374.00",,
Nervous System Procedures,NERVE BLOCK INJ OCCIPITAL BILATERAL,$723.00,,
Nervous System Procedures,NERVE BLOCK INJ SCIATIC,"$1,062.00",,
Nervous System Procedures,NERVE BLOCK INJ SCIATIC BILATERAL,"$1,594.00",,
Nervous System Procedures,NERVE BLOCK INJ TRIGEMNAL BILATERAL,$540.00,,
Nervous System Procedures,NERVE BLOCK INJECTION BRACH PLEXUS,$533.00,,
Nervous System Procedures,NERVE BLOCK INJECTION ILIO-ING/HYPOG,$533.00,,
Nervous System Procedures,NERVE BLOCK INJECTION INTERCOST MLT,"$1,374.00",,
Nervous System Procedures,"NERVE BLOCK INJECTION INTERCOST,SNG",$771.00,,
Nervous System Procedures,NERVE BLOCK INJECTION SPL. ACCESSOR,"$1,922.00",,
Nervous System Procedures,NERVE BLOCK INJECTION TRIGMINAL,$486.00,,
Nervous System Procedures,NERVE BLOCK OCCIPITAL,$486.00,,
Nervous System Procedures,NERVE BLOCK OCCIPITAL BILATERAL,$723.00,,
Nervous System Procedures,NERVE BLOCK OTHER PERIPHERAL,$478.00,,
Nervous System Procedures,NERVE BLOCK OTHER PERIPHERAL BILATERAL,$768.00,,
Nervous System Procedures,NERVE BLOCK OTHER PERIPHERAL UNILATERAL,$478.00,,
Nervous System Procedures,NERVE BLOCK SPLENOPALATINE,$486.00,,
Nervous System Procedures,NERVE BLOCK STELLATE GANGLION,"$1,374.00",,
Nervous System Procedures,"NERVE BLOCK, SPRASCAPULA",$692.00,,
Nervous System Procedures,"NERVE BLOCK, SUPRASCAPULAR BILATERAL","$1,182.00",,
Nervous System Procedures,PARAVERT INJ L/S (FACET) 2ND LEVEL BILAT,"$2,042.00",,
Nervous System Procedures,PARAVERTEBRAL INJ C/T (FACET) 3RD BILAT,"$2,042.00",,
Nervous System Procedures,PARAVERTEBRAL INJ C/T (FACET) 3RD LEVEL,"$1,349.00",,
Nervous System Procedures,PARAVERTEBRAL INJ C/T(FACET)2ND LEVEL BI,"$2,042.00",,
Nervous System Procedures,PARAVERTEBRAL INJ CERV/THOR (FACET) 1ST,"$1,533.00",,
Nervous System Procedures,PARAVERTEBRAL INJ CERV/THOR (FACET) SECO,"$1,349.00",,
Nervous System Procedures,PARAVERTEBRAL INJ CERV/THOR 1ST BILATERA,"$2,842.00",,
Nervous System Procedures,PARAVERTEBRAL INJ L/S (FACET) 2ND LEVEL,"$1,349.00",,
Nervous System Procedures,PARAVERTEBRAL INJ L/S (FACET) 3RD LEV BI,"$2,042.00",,
Nervous System Procedures,PARAVERTEBRAL INJ L/S (FACET) 3RD LEVEL,"$1,349.00",,
Nervous System Procedures,PARAVERTEBRAL L/S (FACET) 1ST LEVEL BILA,"$1,533.00",,
Nervous System Procedures,PARAVERTEBRAL L/S (FACET) 1ST LEVEL BILA,"$2,228.00",,
Nervous System Procedures,PERCUTANEOUS IMPLANT NEUROSTIMULATOR,"$9,083.00",,
Nervous System Procedures,"PREC IMP NS ELECTRODE ARRAY, EPIDURAL","$12,603.00",,
Nervous System Procedures,PUMP W/PROGRAMMING/ANALYZE,$393.00,,
Nervous System Procedures,RADIOFREQUENCY ABLATION SACROILIAC JOINT,"$1,620.00",,
Nervous System Procedures,REMOVE NEUROELECTRODES,"$4,471.00",,
Nervous System Procedures,REMOVE SPINAL CANAL CATHETER,"$2,292.00",,
Nervous System Procedures,REMOVE SPINAL INFUSION DEVICE,"$4,932.00",,
Nervous System Procedures,REMOVE SPINAL NS ELTRD PLATE/PADDLE,"$4,661.00",,
Nervous System Procedures,REVISE/REMOVE NEURORECEIVER (STIM),"$4,075.00",,
Nervous System Procedures,REVISION SPINAL NS ELTRD PERQ ARAY,"$12,603.00",,
Nervous System Procedures,REVISION SPINAL NS ELTRD PLATE/PADDLE,"$12,603.00",,
Nervous System Procedures,SYMPATHETIC BLOCK LUMBAR TX,"$1,374.00",,
Nervous System Procedures,Trans Abdominal Plane Nerve Block (TAP),$838.00,,
Neurology and Neuromuscular Services,"ANALYZE NEROSTIM, NO PROGRAM",$225.00,,
Neurology and Neuromuscular Services,"ANALYZE NEUROSTIM, W/ PROGRAM",$311.00,,
Neurology and Neuromuscular Services,ANALYZE NS COMPLEX  FIRST HOUR,$317.00,,
Neurology and Neuromuscular Services,EEG ANALYSIS DIGITAL,$220.00,,
Neurology and Neuromuscular Services,EEG AWAKE AND ASLEEP,"$1,639.00",,
Neurology and Neuromuscular Services,EEG AWAKE AND DROWSY,"$1,274.00",,
Neurology and Neuromuscular Services,EEG CERBRAL DEATH,"$2,554.00",,
Neurology and Neuromuscular Services,EEG COMA OR SLEEP,"$1,128.00",,
Neurology and Neuromuscular Services,EEG LONG TERM 16CH VIDEO EA 24 HR,"$6,183.00",,
Neurology and Neuromuscular Services,EEG LONG TERM 16CH VIDEO LESS THAN 12 HR,"$3,538.00",,
Neurology and Neuromuscular Services,EEG MONITOR 41-60 MINUTES,"$1,067.00",,
Neurology and Neuromuscular Services,EEG MONITOR MORE THAN 1 HOUR,"$1,390.00",,
Neurology and Neuromuscular Services,ELEC ANALYZE IMPLANTED STIMULATR,$220.00,,
Neurology and Neuromuscular Services,PUMP REFILL BY NURSE,$291.00,,
Nuclear Medicine Services,ABDOMEN G.I. BLEEDING,"$2,245.00",,
Nuclear Medicine Services,BONE MARROW - LIMITED AREA,$888.00,,
Nuclear Medicine Services,BONE SCAN - LIMITED AREA,"$1,206.00",,
Nuclear Medicine Services,BONE SCAN  SPECT,"$2,635.00",,
Nuclear Medicine Services,BONE SCAN- WHOLE BODY,"$1,959.00",,
Nuclear Medicine Services,BONE SCAN-THREE PHASE,"$2,228.00",,
Nuclear Medicine Services,HIDA SCAN W/O,"$1,729.00",,
Nuclear Medicine Services,HIDA SCAN WO/W,"$1,729.00",,
Nuclear Medicine Services,LIVER AND SPLEEN SCAN,"$1,296.00",,
Nuclear Medicine Services,LIVER SCAN - SPECT,"$2,472.00",,
Nuclear Medicine Services,LUNG SCAN VQ,"$1,104.00",,
Nuclear Medicine Services,MECKEL'S DIVERTICULUM SCAN,"$1,437.00",,
Nuclear Medicine Services,MUGA STUDY MULTIPLE,"$3,686.00",,
Nuclear Medicine Services,MYOCARD MULTI-SPECT,"$4,948.00",,X
Nuclear Medicine Services,MYOCARDIAL SINGLE SPECT,"$3,072.00",,
Nuclear Medicine Services,N/M PARATHYROID PLANAR IMAGING,$625.00,,
Nuclear Medicine Services,NM GASTRIC EMPTYING STUDY,$874.00,,
Nuclear Medicine Services,NM LYMPHATICS & LYMPH NODE IMAGING,$987.00,,
Nuclear Medicine Services,NM THYROID UPTAKE SINGLE/MULTIPLE,$763.00,,
Nuclear Medicine Services,RADIOPHARMACEUTICAL INTRAVENOUS,"$2,150.00",,
Nuclear Medicine Services,RENAL SCAN WITHOUT,"$2,082.00",,
Nuclear Medicine Services,RENAL SCAN WO & W,"$2,274.00",,
Nuclear Medicine Services,THYROID IMAG SINGLE/MULTIPLE UPTAKE,"$1,102.00",,
Nuclear Medicine Services,THYROID SCAN IMAGING,$862.00,,
Nuclear Medicine Services,VOIDING CYSTOGRAM,"$1,050.00",,
Nuclear Medicine Services,WBC INFECTION SCAN,"$1,588.00",,
Nutrition Services,"MEDICAL NUTRITION THERAPY,INITIAL ASSES",$40.00,,
Nutrition Services,NUTRITION GROUP (2+) EA 30 MIN,$34.00,,
Nutrition Services,NUTRITION THERAPY EA 15 MIN RE,$40.00,,
Observation Services,DIRECT ADMIT HOSPITAL OBSERVATION,$222.00,,
Observation Services,OBS NON MEDICARE DETAILED FOCUSED,$245.00,,
Observation Services,OBS NON MEDICARE PROBLEM FOCUSED,$93.00,,
Observation Services,OBS NONMEDICARE EXPANDED PROBLEM FOCUSED,$170.00,,
Observation Services,OBSERVATION HOURLY MED/SURG,$78.00,,
Observation Services,OBSERVATION HOURLY OB,$78.00,,
Observation Services,OBSERVATION/HOURLY,$65.00,,
Observation Services,OBSERVATION/HRLY MED/SURG (ICU),$78.00,,
Occupational Therapy Services,ADL TRAINING EACH 15 MINUTE,$159.00,,
Occupational Therapy Services,ATTENDED ELECT STIM; EACH 15 MINUTES,$190.00,,
Occupational Therapy Services,COGNITIVE THERAPY; EACH 15 MINUTES,$83.00,,
Occupational Therapy Services,COMMUNITY/WORK REINTEGRATION; EA 15 MINS,$97.00,,
Occupational Therapy Services,E STIM UNATTENDED,$165.00,,
Occupational Therapy Services,ELECTRICAL STIMULATION EA 15 MINUTES,$190.00,,
Occupational Therapy Services,INITIAL ORTHOTIC MGMT & TRAIN EA 15 MIN,$251.00,,
Occupational Therapy Services,INITIAL PROSTHETIC TRAINING EA 15 MIN,$251.00,,
Occupational Therapy Services,IONTOPHORESIS; EACH 15 MINUTES,$179.00,,
Occupational Therapy Services,MANUAL THERAPY TECHNIQUES; EACH 15 MINS,$159.00,,X
Occupational Therapy Services,NEUROMUSC RE - ED; EACH 15 MINUTES,$83.00,,
Occupational Therapy Services,OT EVAL HIGH COMPLEXITY 60 MINUTES,$275.00,,
Occupational Therapy Services,OT EVAL LOW COMPLEXITY 30 MINUTES,$275.00,,X
Occupational Therapy Services,OT EVAL MODERATE COMPLEXITY 45 MINUTES,$275.00,,
Occupational Therapy Services,OT RE-EVAL,$166.00,,
Occupational Therapy Services,PARAFFIN,$165.00,,
Occupational Therapy Services,SENSORY INTEGRATION EA 15 MIN,$89.00,,X
Occupational Therapy Services,SUBSEQUENT ORTHORTIC/PROSTH USE EA 15MIN,$251.00,,
Occupational Therapy Services,THERAPEUTIC ACTIVITY;  EACH 15 MINUTES,$159.00,,X
