"OHIOHEALTH DOCTORS HOSPITAL, DUBLIN METHODIST HOSPITAL, GRANT MEDICAL CENTER, GROVE CITY METHODIST HOSPITAL, AND RIVERSIDE METHODIST HOSPITAL CHARGE LIST",,,,,,,,,,
SERVICE CATEGORY,DESCRIPTION,CHARGE,DOSE,STATE OF OHIO REQUIREMENT,,,,,,
Lab Services,HC ESTRADIOL SO,$88.00,,,,,,,,
Lab Services,HC ESTRIOL,$231.00,,,,,,,,
Lab Services,HC ESTRONE,$331.00,,,,,,,,
Lab Services,HC ESTRONE SO,$160.00,,,,,,,,
Lab Services,HC ETHANOL ASSAY,$52.00,,,,,,,,
Lab Services,HC ETHOSUXIMIDE,$77.00,,,,,,,,
Lab Services,HC ETHYL GLUCURONIDE ETG,$460.00,,,,,,,,
Lab Services,HC ETHYLENE GLYCOL,$183.00,,,,,,,,
Lab Services,HC EUGLOBULIN LYSIS,$47.00,,,,,,,,
Lab Services,HC EVEROLIMUS,$84.00,,,,,,,,
Lab Services,HC EXOME SEQUENCE ANALYSIS,"$12,384.00",,,,,,,,
Lab Services,HC EZH2 GENE ANALYSIS COMMON VARIANT(S) SO,$0.00,,,,,,,,
Lab Services,HC EZH2 GENE ANALYSIS FULL GENE SEQUENCE SO,$0.00,,,,,,,,
Lab Services,"HC F9, FULL GENE SEQUENCE","$5,347.00",,,,,,,,
Lab Services,HC FACTOR 10 CLOTTING ASSAY,$964.00,,,,,,,,
Lab Services,HC FACTOR 11 CLOTTING ASSAY,"$1,114.00",,,,,,,,
Lab Services,HC FACTOR 12 CLOTTING ASSAY,"$1,160.00",,,,,,,,
Lab Services,HC FACTOR 13 SCREEN,$985.00,,,,,,,,
Lab Services,HC FACTOR 2 CLOTTING  ASSAY,"$1,160.00",,,,,,,,
Lab Services,HC FACTOR 5 CLOTTING  ASSAY,"$1,006.00",,,,,,,,
Lab Services,HC FACTOR 7 CLOTTING  ASSAY,$644.00,,,,,,,,
Lab Services,HC FACTOR 8 CLOTTING  ASSAY,$934.00,,,,,,,,
Lab Services,HC FACTOR 8 VONWILLEBRAND ANTIGEN,$126.00,,,,,,,,
Lab Services,HC FACTOR 8 VONWILLEBRAND MULTIMETRIC,$155.00,,,,,,,,
Lab Services,HC FACTOR 9 ASSAY,"$1,032.00",,,,,,,,
Lab Services,HC FACTOR INHIBITOR,"$1,058.00",,,,,,,,
Lab Services,HC FACTOR INHIBITOR SEND OUT,"$1,058.00",,,,,,,,
Lab Services,HC FACTOR V LEIDEN (R506Q) MUTATION,$218.00,,,,,,,,
Lab Services,HC FAMILIAL DYSAUTONOMIA MUTATION,"$1,052.00",,,,,,,,
Lab Services,HC FANCONI ANEMIA  MUTATION ANALYSIS,"$1,052.00",,,,,,,,
Lab Services,HC FAT LIPIDS STOOL QUANT SO,$122.00,,,,,,,,
Lab Services,HC FAT LIPIDS STOOL QUANTITATIVE,$253.00,,,,,,,,
Lab Services,HC FAT STAIN URINE,$33.00,,,,,,,,
Lab Services,HC FATTY ACIDS NONESTERIFIED,$287.00,,,,,,,,
Lab Services,HC FATTY ACIDS VERY LONG CHAIN SO,$203.00,,,,,,,,
Lab Services,HC FBN1  FULL GENE SEQUENCE,"$8,364.00",,,,,,,,
Lab Services,HC FEBRILE AGGLUTININ EACH,$69.00,,,,,,,,
Lab Services,HC FENTANYL SO,$587.00,,,,,,,,
Lab Services,HC FERRITIN,$42.00,,,,,,,,
Lab Services,HC FERRITIN SO,$172.00,,,,,,,,
Lab Services,HC FET CON ABN AFP4 ALGORITHM,$118.00,,,,,,,,
Lab Services,HC FET CON ABN AFP4 ALGORITHM SO,$118.00,,,,,,,,
Lab Services,HC FETAL FIBRONECTIN (FFN),$216.00,,,,,,,,
Lab Services,HC FETAL SCREEN,$476.00,,,,,,,,
Lab Services,HC FIBRINOGEN,$46.00,,,,,,,,
Lab Services,HC FIBRINOGEN ANTIGEN,$151.00,,,,,,,,
Lab Services,"HC FIBRINOLYSIS OR COAGULOPATHY SCREEN, INTERP AND REPORT","$3,561.00",,,,,,,,
Lab Services,HC FINE NEEDLE ASPIRATION EVAL,$399.00,,,,,,,,
Lab Services,HC FINE NEEDLE ASPIRATION INTERP,"$1,052.00",,,,,,,,
Lab Services,HC FLOW CYTOMETRY CELL CYCLE DNA,$156.00,,,,,,,,
Lab Services,HC FLOW CYTOMETRY INTERP 2 TO 8 MARKERS,$367.00,,,,,,,,
Lab Services,HC FLOW CYTOMETRY INTERP 9 TO 15 MARKERS,$420.00,,,,,,,,
Lab Services,HC FLOW CYTOMETRY INTERP MORE THAN 15 MARKERS,$368.00,,,,,,,,
Lab Services,HC FLOW CYTOMETRY MARKER TC 1ST SO,$64.00,,,,,,,,
Lab Services,HC FLOW CYTOMETRY MARKER TC EA ADDL,$135.00,,,,,,,,
Lab Services,HC FLOW CYTOMETRY MARKER TC EA ADDL SO,$135.00,,,,,,,,
Lab Services,HC FLOW CYTOMETRY TC 1 MARKER,$134.00,,,,,,,,
Lab Services,HC FLT3 MUTATION ANALYSIS,"$1,333.00",,,,,,,,
Lab Services,HC FLT3 TKD GENE ANALYSIS,$695.00,,,,,,,,
Lab Services,HC FLUORESCENT ANTIBODY SCREEN,$244.00,,,,,,,,
Lab Services,HC FLUORESCENT ANTIBODY SCREEN SEND OUT,$116.00,,,,,,,,
Lab Services,HC FLUORESCENT ANTIBODY SPECIAL SO,"$1,625.00",,,,,,,,
Lab Services,HC FLUORESCENT ANTIBODY TITER,$232.00,,,,,,,,
Lab Services,HC FLUORESCENT ANTIBODY TITER SENDOUT,$124.00,,,,,,,,
Lab Services,HC FLUORESCENT ANTIBODY TITER SPECIAL SO,$392.00,,,,,,,,
Lab Services,HC FLUORIDE,$144.00,,,,,,,,
Lab Services,HC FMR1 GENE CHARACTERIZATION SO,$766.00,,,,,,,,
Lab Services,HC FMR1 GENE DETECTION SO,$809.00,,,,,,,,
Lab Services,HC FNA IMMED EACH EVAL SAME SITE,$345.00,,,,,,,,
Lab Services,HC FOLATE FOR RBC,$45.00,,,,,,,,
Lab Services,HC FOLIC ACID SERUM,$42.00,,,,,,,,
Lab Services,HC FRUCTOSE SEMEN,$231.00,,,,,,,,
Lab Services,HC FSED ALBUMIN,$8.00,,,,,,,,
Lab Services,HC FSED ALKALINE PHOSPHATASE ALK PHOS,$8.00,,,,,,,,
Lab Services,HC FSED ALT SGPT,$8.00,,,,,,,,
Lab Services,HC FSED AMYLASE,$55.00,,,,,,,,
Lab Services,HC FSED ARTERIAL BLOOD GASES,$74.00,,,,,,,,
Lab Services,HC FSED AST SGOT,$8.00,,,,,,,,
Lab Services,HC FSED BASIC METABOLIC PANEL CALCIUM TOTAL,$43.00,,,,,,,,
Lab Services,HC FSED BICARBONATE,$8.00,,,,,,,,
Lab Services,HC FSED BILIRUBIN TOTAL,$8.00,,,,,,,,
Lab Services,HC FSED BRAIN NATRIURETIC PEPTIDE BNP,$182.00,,,,,,,,
Lab Services,HC FSED BUN,$8.00,,,,,,,,
Lab Services,HC FSED CALCIUM IONIZED,$51.00,,,,,,,,
Lab Services,HC FSED CALCIUM TOTAL,$8.00,,,,,,,,
Lab Services,HC FSED CBC WITH DIFF,$28.00,,,,,,,,
Lab Services,HC FSED CBC WITHOUT DIFF,$24.00,,,,,,,,
Lab Services,HC FSED CHLORIDE BLOOD,$8.00,,,,,,,,
Lab Services,HC FSED COMPREHENSIVE METABOLIC PANEL,$50.00,,,,,,,,
Lab Services,HC FSED CREATININE,$8.00,,,,,,,,
Lab Services,HC FSED D DIMER,$141.00,,,,,,,,
Lab Services,HC FSED DRUG TEST PRSMV DIR OPT OBS,$82.00,,,,,,,,
Lab Services,HC FSED GLUCOSE QUANTITATIVE BLOOD,$8.00,,,,,,,,
Lab Services,HC FSED GLUTRAMYLTRANSFERASE GAMMA GGT,$36.00,,,,,,,,
Lab Services,HC FSED HCG QUALITATIVE,$25.00,,,,,,,,
Lab Services,HC FSED HEMATOCRIT,$8.00,,,,,,,,
Lab Services,HC FSED HETEROPHILE ANTIBODIES SCREEN,$188.00,,,,,,,,
Lab Services,HC FSED INFLUENZA ANTIGEN IMMUNOASSAY W DIR OPTICAL OBS,$169.00,,,,,,,,
Lab Services,HC FSED INFLUENZA DNA AMP PROBE,$344.00,,,,,,,,
Lab Services,HC FSED LACTIC ACID LACTATE,$54.00,,,,,,,,
Lab Services,HC FSED MAGNESIUM,$42.00,,,,,,,,
Lab Services,HC FSED OCCULT BLOOD STOOL,$54.00,,,,,,,,
Lab Services,HC FSED PHOSPHORUS,$42.00,,,,,,,,
Lab Services,HC FSED POTASSIUM SERUM PLASMA OR WHOLE BLOOD,$8.00,,,,,,,,
Lab Services,HC FSED PROTEIN TOTAL,$8.00,,,,,,,,
Lab Services,HC FSED PT/INR,$28.00,,,,,,,,
Lab Services,HC FSED RAPID STREP ANTIGEN GRP A THROAT,$73.00,,,,,,,,
Lab Services,HC FSED RENAL FUNCTION PANEL,$42.00,,,,,,,,
Lab Services,HC FSED RSV ANTIGEN NASAL SWAB,$458.00,,,,,,,,
Lab Services,HC FSED SODIUM,$8.00,,,,,,,,
Lab Services,HC FSED TRICHOMONAS,$27.00,,,,,,,,
Lab Services,HC FSED TROPONIN QUANTITATIVE,$64.00,,,,,,,,
Lab Services,HC FSED URINE ANALYSIS DIPSTICK AUTOMATED,$52.00,,,,,,,,
Lab Services,HC FSH,$32.00,,,,,,,,
Lab Services,HC FTA,$43.00,,,,,,,,
Lab Services,HC FUNGI IDENTIFICATION MOLD SO,$168.00,,,,,,,,
Lab Services,HC FUNGUS ANTIBODY NES,$326.00,,,,,,,,
Lab Services,HC FXN GENE ANALYSIS CHARACTERIZATION OF ALLELES SO,$0.00,,,,,,,,
Lab Services,HC FXN GENE ANALYSIS EVALUATION TO DETECT ABNORMAL ALLELES SO,$0.00,,,,,,,,
Lab Services,HC FXN GENE ANALYSIS FULL GENE SEQUENCE SO,$0.00,,,,,,,,
Lab Services,HC FXN GENE ANALYSIS KNOWN FAMILIAL VARIANT(S) SO,$0.00,,,,,,,,
Lab Services,HC G6PC GENE SO,$126.00,,,,,,,,
Lab Services,HC G6PD ENZYME QUANT SO,$190.00,,,,,,,,
Lab Services,"HC G6PD, GENE ANALYSIS; FULL GENE SEQUENCE","$2,926.00",,,,,,,,
Lab Services,"HC G6PD, GENE ANALYSIS; KNOWN FAMILIAL VARIANT(S)","$6,811.00",,,,,,,,
Lab Services,HC GALACTOSE,$261.00,,,,,,,,
Lab Services,HC GALACTOSE 1 PHOPHATE URIDYL TRANSFERASE,$348.00,,,,,,,,
Lab Services,HC GALECTIN 3,$389.00,,,,,,,,
Lab Services,HC GARDNERELLA VAGINALIS DIRECT PROB,$137.00,,,,,,,,
Lab Services,HC GASTRIN,$75.00,,,,,,,,
Lab Services,HC GASTROCULT GASTRIC,$52.00,,,,,,,,
Lab Services,HC GAUCHER DISEASE MUTATION ANALYSIS,$880.00,,,,,,,,
Lab Services,HC GEN SEQ ANALYS HEMATOLYMPHOID NEO 5-50 GENE,"$2,855.00",,,,,,,,
Lab Services,HC GEN SEQ ANALYS SOL ORG/HEMTOLMPHOID NEO 51/> GEN,"$2,855.00",,,,,,,,
Lab Services,HC GEN SEQ ANALYS SOLID ORGAN NEOPLASM 5-50 GENE,"$6,059.00",,,,,,,,
Lab Services,HC GENE ANALYSIS FULL DUPLICATION/DELETION ANALYSISBRCA1 BRCA2 SO,$0.00,,,,,,,,
Lab Services,HC GENERAL HEALTH PANEL,$111.00,,,,,,,,
Lab Services,HC GENETIC TESTING INHERITED CONDITIONS ANALYSIS PANEL AT LEAST 15 GENES SO,$0.00,,,,,,,,
Lab Services,HC GENOTYPE DNA HEPATITIS B,"$1,196.00",,,,,,,,
Lab Services,HC GENOTYPE DNA OR RNA HIV SO,"$1,115.00",,,,,,,,
Lab Services,HC GENOTYPE HIV REVERSE T SO,"$1,257.00",,,,,,,,
Lab Services,HC GENTAMICIN,$33.00,,,,,,,,
Lab Services,HC GIARDIA ANTIBODY,$156.00,,,,,,,,
Lab Services,HC GIARDIA ANTIGEN BY EIA,$174.00,,,,,,,,
Lab Services,HC GLUCAGON,$135.00,,,,,,,,
Lab Services,HC GLUCAGON TOLERANCE PANEL INSULINOMA,$164.00,,,,,,,,
Lab Services,HC GLUCOSE BODY FLUID,$46.00,,,,,,,,
Lab Services,HC GLUCOSE BODY FLUID NOT BLOOD SO,$61.00,,,,,,,,
Lab Services,HC GLUCOSE PHOSPHATE ISOMERASE RBC SO,$208.00,,,,,,,,
Lab Services,HC GLUCOSE POST GLUCOSE DOSE,$16.00,,,,,,,,
Lab Services,HC GLUCOSE QUANT BLOOD,$8.00,,X,,,,,,
Lab Services,HC GLUCOSE QUANTITATIVE AMB,$8.00,,,,,,,,
Lab Services,HC GLUCOSE QUANTITATIVE BLOOD,$8.00,,,,,,,,
Lab Services,HC GLUCOSE QUANTITATIVE PULMONARY,$8.00,,,,,,,,
Lab Services,HC GLUCOSE TOLERANCE 1ST 3 SPECIMEN,$31.00,,,,,,,,
Lab Services,HC GLUCOSE TOLERANCE ADDL SPECIMEN,$31.00,,,,,,,,
Lab Services,HC GLUTATHIONE SO,$767.00,,,,,,,,
Lab Services,HC GLUTRAMYLTRANSFERASE GAMMA GGT,$36.00,,,,,,,,
Lab Services,HC GLYCATED PROTEIN SO,$91.00,,,,,,,,
Lab Services,HC GONADOTROPIN RELEASING HORMONE,$511.00,,,,,,,,
Lab Services,HC GRAM STAIN SMEAR ONLY,$136.00,,,,,,,,
Lab Services,HC GROSS AND MICRO LEVEL II,$486.00,,,,,,,,
Lab Services,HC GROSS AND MICRO LEVEL III,$563.00,,,,,,,,
Lab Services,HC GROSS AND MICRO LEVEL IV,$659.00,,,,,,,,
Lab Services,HC GROSS AND MICRO LEVEL V,$826.00,,,,,,,,
Lab Services,HC GROSS AND MICRO LEVEL VI,"$1,054.00",,,,,,,,
Lab Services,HC GROSS ONLY LEVEL I  1 SPEC,$237.00,,,,,,,,
Lab Services,HC GROWTH HORMONE STIMULATION PANEL,$747.00,,,,,,,,
Lab Services,HC H PYLORI ANTIGEN STOOL,$143.00,,,,,,,,
Lab Services,HC H PYLORI BREATH,$257.00,,,,,,,,
Lab Services,HC HAEMOPHILUS INFLUENZA ANTIBODY,$110.00,,,,,,,,
Lab Services,HC HALOPERIDOL,$151.00,,,,,,,,
Lab Services,HC HAPTOGLOBIN,$52.00,,,,,,,,
Lab Services,HC HBA1/HBA2 ALPHA-GLOBIN GENE ANLYS COMMON DELETIONS/VARIANT,"$1,006.00",,,,,,,,
Lab Services,"HC HBA1/HBA2, GENE ANALYSIS; DUPLICATION/DELETION VARIANTS","$1,006.00",,,,,,,,
Lab Services,"HC HBA1/HBA2, GENE ANALYSIS; FULL GENE SEQUENCE","$1,114.00",,,,,,,,
Lab Services,"HC HBB, DUPLICATION/DELETION VARIANT(S)",$368.00,,,,,,,,
Lab Services,"HC HBB, FULL GENE SEQUENCE","$1,114.00",,,,,,,,
Lab Services,HC HCG QUALITATIVE,$25.00,,,,,,,,
Lab Services,HC HCG QUANTITATIVE,$38.00,,,,,,,,
Lab Services,HC HCG QUANTITATIVE SO,$38.00,,,,,,,,
Lab Services,HC HCV FIBROSURE (LABCORP),"$1,013.00",,,,,,,,
Lab Services,HC HCV VIRAL RNA DRUG RESISTANCE SO,"$1,776.00",,,,,,,,
Lab Services,HC HCV VIRUS QUANTITATION,"$1,059.00",,,,,,,,
Lab Services,HC HEAVY METAL QUANT NES SO,$588.00,,,,,,,,
Lab Services,HC HEINZ BODIES DIRECT,$51.00,,,,,,,,
Lab Services,HC HELICOBACTER IGA IGM,$82.00,,,,,,,,
Lab Services,HC HELICOBACTER PYLORI IGG,$171.00,,,,,,,,
Lab Services,HC HELMINTH ANTIBODY NES SO,$158.00,,,,,,,,
Lab Services,HC HEMATOCRIT,$8.00,,,,,,,,
Lab Services,HC HEMATOCRIT AMB,$8.00,,,,,,,,
Lab Services,HC HEMATOCRIT PULMONARY,$8.00,,,,,,,,
Lab Services,HC HEMOCHROMATOSIS HFE GENE ANALYSIS,$340.00,,,,,,,,
Lab Services,HC HEMOGLOBIN,$8.00,,X,,,,,,
Lab Services,HC HEMOGLOBIN A1C,$69.00,,X,,,,,,
Lab Services,HC HEMOGLOBIN CHROMATOGRAPHY,$964.00,,,,,,,,
Lab Services,HC HEMOGLOBIN FRACTION AND QUANT BY CHROMATOGRAPHY SO,$64.00,,,,,,,,
Lab Services,HC HEMOGLOBIN FRACTION AND QUANT BY ELECTROPHORESIS SO,$45.00,,,,,,,,
Lab Services,HC HEMOGLOBIN OTHER,"$1,182.00",,,,,,,,
Lab Services,HC HEMOGLOBIN PLASMA,$136.00,,,,,,,,
Lab Services,HC HEMOGLOBIN STABILITY SCREEN,$107.00,,,,,,,,
Lab Services,HC HEMOGLOBIN WB  PULM,$8.00,,,,,,,,
Lab Services,HC HEMOSIDERIN QUAL SO,$64.00,,,,,,,,
Lab Services,HC HEMOSIDERIN QUALITATIVE,$433.00,,,,,,,,
Lab Services,HC HEPARIN ASSAY,"$1,154.00",,,,,,,,
Lab Services,HC HEPATIC FUNCTION PANEL,$21.00,,,,,,,,
Lab Services,HC HEPATITIS A IGM,$78.00,,,,,,,,
Lab Services,HC HEPATITIS A TOTAL ANTIBODY,$73.00,,,,,,,,
Lab Services,HC HEPATITIS B CORE IGM,$97.00,,,,,,,,
Lab Services,HC HEPATITIS B CORE TOTAL ANTIBODY,$92.00,,,,,,,,
Lab Services,HC HEPATITIS B SURFACE ANTIBODY,$74.00,,,,,,,,
Lab Services,HC HEPATITIS B SURFACE ANTIGEN,$31.00,,,,,,,,
Lab Services,HC HEPATITIS B VIRAL DNA,$281.00,,,,,,,,
Lab Services,HC HEPATITIS BE ANTIBODY,$64.00,,,,,,,,
Lab Services,HC HEPATITIS BE ANTIGEN,$42.00,,,,,,,,
Lab Services,HC HEPATITIS C ANTIBODY SCREEN,$44.00,,,,,,,,
Lab Services,HC HEPATITIS C GENOTYPE,$399.00,,,,,,,,
Lab Services,HC HEPATITIS DELTA ANTIBODY,$160.00,,,,,,,,
Lab Services,HC HEPATITIS PANEL ACUTE,$251.00,,,,,,,,
Lab Services,HC HERDTRY PERIPH NEUROPTH GENOM SEQ ANLYS PNL 5+ PERIPH NEUROPTH REL GENES,"$7,328.00",,,,,,,,
Lab Services,HC HEREDITARY CARDIOMYOPATHY GEN SEQ ANALYS 5 GEN SO,"$8,850.00",,,,,,,,
Lab Services,HC HERPES 1 IGG,$106.00,,,,,,,,
Lab Services,HC HERPES SIMPLEX ANTIBODY,$287.00,,,,,,,,
Lab Services,HC HERPES SIMPLEX ANTIBODY SO,$50.00,,,,,,,,
Lab Services,HC HERPES SIMPLEX TYPE 2 IGG,$106.00,,,,,,,,
Lab Services,HC HERPES SIMPLEX VIRUS BY PCR,$344.00,,,,,,,,
Lab Services,HC HETEROPHILE ANTIBODIES SCREEN,$188.00,,,,,,,,
Lab Services,HC HETEROPHILE ANTIBODIES TITER,$45.00,,,,,,,,
Lab Services,HC HEXAGONAL PHOSPHOLIPID NEUTRALIZA SEND OUT,$513.00,,,,,,,,
Lab Services,HC HEXOSAMINIDASE TOTAL SERUM,$507.00,,,,,,,,
Lab Services,HC HEXOSAMINIDASE TOTAL SERUM SO,$243.00,,,,,,,,
Lab Services,HC HISTAMINE,$227.00,,,,,,,,
Lab Services,HC HISTOCHEM STAIN W FROZEN SECTION SO,$219.00,,,,,,,,
Lab Services,HC HISTOCHEMISTRY ENZYME STAIN,$397.00,,,,,,,,
Lab Services,HC HISTOCHEMISTRY STAIN LAP,$977.00,,,,,,,,
Lab Services,HC HISTOPLASMA ANTGN QUANT EIA MVIST SO,$245.00,,,,,,,,
Lab Services,HC HISTOPLASMA ANTIBODY,$148.00,,,,,,,,
Lab Services,HC HISTOPLASMA MYCELIAL ANTIBODY,$128.00,,,,,,,,
Lab Services,HC HIV 1 AND 2 SINGLE RESULT,$47.00,,,,,,,,
Lab Services,HC HIV 1 AND 2 SINGLE RESULT RAPID,$47.00,,,,,,,,
Lab Services,HC HIV 1 RNA ULTRASENSITIVE PCR QUAN,$449.00,,,,,,,,
Lab Services,HC HIV 1 VIRUS QUANTITATION,$938.00,,,,,,,,
Lab Services,HC HIV 2 AMPLIFIED PROBE,$504.00,,,,,,,,
Lab Services,HC HIV 2 ANTIBODY,$108.00,,,,,,,,
Lab Services,HC HIV AMPLIFIED PROBE,$158.00,,,,,,,,
Lab Services,HC HIV ANTIBODY HIV1 HIV2,$73.00,,,,,,,,
Lab Services,HC HIV OR HTLV ANTIBODY CONFIRM,$239.00,,,,,,,,
Lab Services,HC HIV OR HTLV ANTIBODY CONFIRM SO,$115.00,,,,,,,,
Lab Services,HC HIV-1/-2 AB DIFFERENTIATION,$540.00,,,,,,,,
Lab Services,HC HIV-1/-2 AGS AND ABS SINGLE RESULT,$75.00,,,,,,,,
Lab Services,HC HLA CLASS I TYPING LOW RESOLUTION COMPLETE,$368.00,,,,,,,,
Lab Services,HC HLA CLASS II MOL TYPING DIS ASSOC,$321.00,,,,,,,,
Lab Services,HC HLA I TYPING 1 ANTIGEN LR,$254.00,,,,,,,,
Lab Services,HC HLA I TYPING 1 LOCUS HR,"$1,460.00",,,,,,,,
Lab Services,HC HLA II TYPING 1 LOCUS LR EACH,$196.00,,,,,,,,
Lab Services,HC HLA MATCHED PRODUCT,$178.00,,,,,,,,
Lab Services,HC HLA TYPING 1 ALLELE HR SO,"$1,089.00",,,,,,,,
Lab Services,HC HLA TYPING B,$84.00,,,,,,,,
Lab Services,HC HLA-DQA1,"$1,196.00",,,,,,,,
Lab Services,HC HOMOCYSTEINE,$234.00,,,,,,,,
Lab Services,HC HOMOGENIZATION TISSUE FOR CULTURE,$176.00,,,,,,,,
Lab Services,HC HOMOVANILLIC ACID HVA,$104.00,,,,,,,,
Lab Services,HC HPV PROBE HIGH RISK TYPES SO,$191.00,,,,,,,,
Lab Services,HC HPV TYPES 16 AND 18 ONLY,$101.00,,,,,,,,
Lab Services,HC HRDITARY COLON CA DSRDRS GEN SEQ ANALYS 10 GEN,"$13,425.00",,,,,,,,
Lab Services,HC HSV AMP PROBE PANEL,$91.00,,,,,,,,
Lab Services,HC HSV BY PCR,$277.00,,,,,,,,
Lab Services,HC HSV BY PCR SO,$132.00,,,,,,,,
Lab Services,HC HTLV 1 ANTIBODY,$102.00,,,,,,,,
Lab Services,HC HTR2A HTR2C GENE ANALYSIS COMMON VARIANTS SO,"$1,548.00",,,,,,,,
Lab Services,HC HTT GENE ANALYSIS CHARACTERIZATION OF ALLELES SO,$0.00,,,,,,,,
Lab Services,HC HTT GENE ANALYSIS EVALUATION TO DETECT ABNORMAL ALLELES SO,$750.00,,,,,,,,
Lab Services,HC HUMAN EPIDIDYMIS PROTEIN 4 HE4,$320.00,,,,,,,,
Lab Services,HC HUMAN GROWTH HORMONE (HGH),$187.00,,,,,,,,
Lab Services,HC HUMAN HERPES VIRUS-6 AMP PROBE PANEL,$91.00,,,,,,,,
Lab Services,HC HUMAN HERPES VIRUS-6 HHV 6 PCR,$251.00,,,,,,,,
Lab Services,HC HUMAN PLATELET ANTIGEN 1 GENOTYPING,$179.00,,,,,,,,
Lab Services,HC HUMAN PLATELET ANTIGEN 15 GENOTYPING,$179.00,,,,,,,,
Lab Services,HC HUMAN PLATELET ANTIGEN 2 GENOTYPING,$179.00,,,,,,,,
Lab Services,HC HUMAN PLATELET ANTIGEN 3 GENOTYPING,$179.00,,,,,,,,
Lab Services,HC HUMAN PLATELET ANTIGEN 4 GENOTYPING,$179.00,,,,,,,,
Lab Services,HC HUMAN PLATELET ANTIGEN 5 GENOTYPING,$179.00,,,,,,,,
Lab Services,HC HUMAN PLATELET ANTIGEN 6 GENOTYPING,$179.00,,,,,,,,
Lab Services,HC HUMAN PLATELET ANTIGEN 9 GENOTYPING,$179.00,,,,,,,,
Lab Services,HC HYDROXYINDOLACETIC ACID (5-HIAA),$69.00,,,,,,,,
Lab Services,HC IA NONINFECT AGNT QNT NOS SPECIAL SO,$517.00,,,,,,,,
Lab Services,HC IA NONINFECT AGNT QNT RIA SPECIAL SO,"$1,703.00",,,,,,,,
Lab Services,HC IA NONINFECTIOUS AGENT SPECIAL SO,"$1,006.00",,,,,,,,
Lab Services,HC IAAD IA HEPATITIS B SURFACE AG NEUTRALIZATION SO,$135.00,,,,,,,,
Lab Services,HC IADNA CANDIDA SPECIES AMP PROBE SO,$141.00,,,,,,,,
Lab Services,HC IADNA HERPES VIRUS 6 QUANT SO,"$1,712.00",,,,,,,,
Lab Services,HC IADNA RESPIRATRY PROBE & REV TRNSCR 12-25 TARGET,$789.00,,,,,,,,
Lab Services,HC IADNA-DNA/RNA GI PTHGN MULTIPLEX PROBE TQ 12-25,"$1,111.00",,,,,,,,
Lab Services,HC IADNA-DNA/RNA GI PTHGN MULTIPLEX PROBE TQ 12-25 SO,"$1,849.00",,,,,,,,
Lab Services,"HC IDH1, COMMON VARIANTS","$1,067.00",,,,,,,,
Lab Services,"HC IDH2 , COMMON VARIANTS","$1,067.00",,,,,,,,
Lab Services,"HC IFNL3 GENE ANALYSIS, RS12979860 VARIANT",$968.00,,,,,,,,
Lab Services,HC IGA 1,$404.00,,,,,,,,
Lab Services,HC IGE IMMUNOGLOBULINS,$44.00,,,,,,,,
Lab Services,HC IGG IGA IGM IMMUNOGLOBULINS,$72.00,,,,,,,,
Lab Services,HC IGG IGA IGM IMMUNOGLOBULINS SO,$267.00,,,,,,,,
Lab Services,HC IGH GENE REARRANGE ANALYSIS,$978.00,,,,,,,,
Lab Services,HC IGK REARRANGE ABN CLONAL POP,$978.00,,,,,,,,
Lab Services,HC IGVH MUTATION ANALYSIS,$665.00,,,,,,,,
Lab Services,HC IHC OR ICC EA ADDL ANTIBODY SLIDE,$308.00,,,,,,,,
Lab Services,HC IHC OR ICC EA MULTI ANTIBODY SLIDE,$308.00,,,,,,,,
Lab Services,HC IMIPRAMINE,$70.00,,,,,,,,
Lab Services,HC IMMUNASSAY NONINFECT AGNT QNT NOS,$320.00,,,,,,,,
Lab Services,HC IMMUNASSAY NONINFECT AGNT QNT NOS SO,$153.00,,,,,,,,
Lab Services,HC IMMUNASSAY NONINFECT AGNT QNT RIA,$396.00,,,,,,,,
Lab Services,HC IMMUNASSAY NONINFECT AGNT QNT RIA SO,$188.00,,,,,,,,
Lab Services,HC IMMUNE COMPLEX ASSAY,$219.00,,,,,,,,
Lab Services,HC IMMUNE COMPLEX ASSAY SPECIAL SO,"$1,327.00",,,,,,,,
Lab Services,HC IMMUNOASSAY INFECT AGENT AB QUANT NOS,$232.00,,,,,,,,
Lab Services,HC IMMUNOASSAY INFECT AGENT AB QUANT NOS SO,$126.00,,,,,,,,
Lab Services,HC IMMUNOASSAY NONINFECTIOUS AGENT,$221.00,,,,,,,,
Lab Services,HC IMMUNOASSAY NONINFECTIOUS AGENT SO,$105.00,,,,,,,,
Lab Services,HC IMMUNOASSAY TUMOR ANTIGEN QUANTITATIVE SO,$106.00,,,,,,,,
Lab Services,HC IMMUNOCHEMICAL FECAL OCCULT BLOOD,$190.00,,,,,,,,
Lab Services,HC IMMUNOCHEMICAL FECAL OCCULT BLOOD SEND OUT,$190.00,,,,,,,,
Lab Services,HC IMMUNOCYTOCHEMISTRY ANTIBODY STAIN,$308.00,,,,,,,,
Lab Services,HC IMMUNOCYTOCHEMISTRY ANTIBODY STAIN SO,$308.00,,,,,,,,
Lab Services,HC IMMUNODIFFUSION  GEL DIF QUAL EA AG ANTB,$150.00,,,,,,,,
Lab Services,HC IMMUNODIFFUSION  GEL DIF QUAL EA AG ANTB SO,$150.00,,,,,,,,
