OHIOHEALTH SHELBY HOSPITAL CHARGE LIST,,,,
SERVICE CATEGORY,DESCRIPTION,CHARGE,DOSE,STATE OF OHIO REQUIREMENT
Occupational Therapy Services,OCCUPATIONAL THERAPY EVALUATION - HIGH COMPLEXITY,$314.00,,
Occupational Therapy Services,OCCUPATIONAL THERAPY EVALUATION - HIGH COMPLEXITY (OCC MED),$166.00,,
Occupational Therapy Services,OCCUPATIONAL THERAPY EVALUATION - LOW COMPLEXITY,$267.00,,X
Occupational Therapy Services,OCCUPATIONAL THERAPY EVALUATION - LOW COMPLEXITY (OCC MED),$166.00,,
Occupational Therapy Services,OCCUPATIONAL THERAPY EVALUATION - MODERATE COMPLEXITY,$291.00,,
Occupational Therapy Services,OCCUPATIONAL THERAPY EVALUATION - MODERATE COMPLEXITY  (OCC MED),$166.00,,
Occupational Therapy Services,OCCUPATIONAL THERAPY GRANT SESSION - PEDIATRIC - SPECIAL BILLING ARRANGEMENT,$145.00,,
Occupational Therapy Services,OCCUPATIONAL THERAPY RE-EVALUATION ESTABLISHED PLAN OF CARE,$140.00,,X
Occupational Therapy Services,OCCUPATIONAL THERAPY RE-EVALUATION ESTABLISHED PLAN OF CARE (OCC MED),$92.00,,
Occupational Therapy Services,ON ROAD EVALUATION,$273.00,,
Occupational Therapy Services,ON THE ROAD TRAINING - EACH 15 MIN-OT-GO,$35.00,,X
Occupational Therapy Services,ORTHOTIC MGMT/TRAIN INITIAL 15 MIN-GO,$92.00,,X
Occupational Therapy Services,ORTHOTIC/PROSTHETIC RE-ASSESS/UNIT-GO,$93.00,,
Occupational Therapy Services,ORTHOTIC/PROSTHETIC RE-ASSESSMENT-EACH UNIT-GO (OCC MED)),$96.00,,
Occupational Therapy Services,OT EVALUATION-GO (STOP DATE 12-31-2016),$251.00,,
Occupational Therapy Services,PARAFFIN BATH-GO,$70.00,,X
Occupational Therapy Services,PARAFFIN BATH-GO (OCC MED),$100.00,,
Occupational Therapy Services,PERINEAL ASSESSMENT/BIOFEEDBACK TRAINING - GO,$273.00,,
Occupational Therapy Services,PERINEAL NEUROMUSCULAR REEDUCATION - GO,$107.00,,
Occupational Therapy Services,PHYSICAL PERFORMANCE TEST - EACH 15 MINUTES - GO,$82.00,,X
Occupational Therapy Services,PHYSICAL PERFORMANCE TESTING-PER UNIT-GO (OCC MED),$73.00,,
Occupational Therapy Services,PHYSICAL RECONDITIONING GROUP - GO,$104.00,,
Occupational Therapy Services,PROSTHETIC TRAIN INITIAL 15 MIN-GO,$108.00,,
Occupational Therapy Services,REC THERAPY-INDIVIDUAL/UNIT - GO,$115.00,,
Occupational Therapy Services,REHAB FAMILY CONFERENCE - 30 MINUTES OR MORE - OCCUPATIONAL THERAPY,$90.00,,
Occupational Therapy Services,SELF CARE MANAGEMENT TRAINING-GO,$119.00,,X
Occupational Therapy Services,SELF-CARE/HOME MGT.TRAINING-GO (OCC MED),$75.00,,
Occupational Therapy Services,SENSORY INTEGRATION - GO,$130.00,,X
Occupational Therapy Services,SIGNATURE HEALTHCARE VISIT - OCCUPATIONAL THERAPY (special contract),$75.00,,
Occupational Therapy Services,STATIC SPLINT APPLICATION FINGER-GO,$150.00,,
Occupational Therapy Services,"STATIC SPLINT APPLICATION, SHORT ARM - GO",$210.00,,
Occupational Therapy Services,THERAPEUTIC ACTIVITY GROUP-GO,$139.00,,
Occupational Therapy Services,THERAPEUTIC ACTIVITY-DIRECT-GO,$119.00,,X
Occupational Therapy Services,THERAPEUTIC ACTIVITY-DIRECT-GO (OCC MED),$76.00,,
Occupational Therapy Services,THERAPEUTIC EXERCISE GROUP-GO,$126.00,,
Occupational Therapy Services,THERAPEUTIC EXERCISES - EACH 15 MINUTE - GO (OCC MED),$69.00,,
Occupational Therapy Services,THERAPEUTIC EXERCISES - EACH 15 MINUTES - GO,$119.00,,X
Occupational Therapy Services,THERAPEUTIC MASSAGE-EACH UNIT-GO,$84.00,,X
Occupational Therapy Services,THERAPEUTIC MASSAGE-EACH UNIT-GO (OCC MED),$56.00,,
Occupational Therapy Services,THERMAL-CRYO MODALITY-GO,$48.00,,X
Occupational Therapy Services,THERMAL-CRYO MODALITY-GO (OCC MED),$40.00,,
Occupational Therapy Services,ULTRASOUND-EA 15 MIN-GO,$89.00,,X
Occupational Therapy Services,ULTRASOUND-EACH 15 MIN-GO (OCC MED),$27.00,,
Occupational Therapy Services,VASOPNEUMATIC DEVICE FOR EDEMA MANAGEMENT-GO,$109.00,,
Occupational Therapy Services,VASOPNEUMATIC DEVICE FOR EDEMA MANAGEMENT-GO (OCC MED),$44.00,,
Occupational Therapy Services,VNA NO SHOW VISIT CHARGE - OCCUPATIONAL THERAPY (SPECIAL CONTRACT),$10.00,,
Occupational Therapy Services,VNA VISIT CHARGE - OCCUPATIONAL THERAPY SERVICES (special contract),$100.00,,
Occupational Therapy Services,"WHEELCHAIR MANAGEMENT, EACH 15 MINUTES-GO",$119.00,,
Occupational Therapy Services,WHIRLPOOL-GO,$105.00,,X
Occupational Therapy Services,WORK CONDITIONING EACH ADDITIONAL HOUR-GO,$81.00,,
Occupational Therapy Services,WORK CONDITIONING EACH ADDITIONAL HOUR-GO (OCC MED),$73.00,,
Occupational Therapy Services,WORK CONDITIONING INITIAL 2 HOURS-GO (OCC MED),$128.00,,
Occupational Therapy Services,WORK CONDITIONING INITIAL 2 HRS-GO,$230.00,,
Other Services,EXERCISE CONSULTATION - PER SESSION (FITNESS CENTER),$93.00,,
Other Services,GOALS AND/OR EDUCATION GROUP - PER SESSION (45 MINUTES OR MORE),$132.00,,
Other Services,INJECTION EDUCATION,$110.00,,
Other Services,INJECTION PLATELET RICH PLASMA (using GPS SYSTEM - GRAVITATIONAL PLATELET SEPARATION),$361.00,,
Other Services,OSTEOPATHIC MANIPULATIVE TREATMENT 1-2 REGIONS,$77.00,,
Other Services,POSTOP SPECIAL CARE/PROCEDURE,$147.00,,
Other Services,THERAPEUTIC PHLEBOTOMY,$223.00,,
PET Scan Services,PET FOR INITIAL DX OR SURGICAL PLANNING FOR BREAST CANCER (Explode set as of 11-2-12),"$1,982.00",,
PET Scan Services,PET IMAGING - BRAIN FOR METABOLIC EVALUATION (Explode set as of 11-2-2012),"$5,569.00",,
PET Scan Services,PET IMAGING - SKULL BASE TO MID-THIGH (Explode set as 11-02-2012),"$4,574.00",,
PET Scan Services,PET IMAGING - WHOLE BODY (Explode set as of 11-02-2012),"$4,941.00",,
PET Scan Services,PET IMAGING ANY SITE NOT OTHERWISE SPECIFIED (Explode set as 11-02-2012),"$1,982.00",,
PET Scan Services,PET LIMITED AREA (Explode set as of 11-02-12),"$1,982.00",,
PET Scan Services,"PET MYOCARDIAL IMAGING, PERFUSION;MULTIPLE STUDIES (Explode set as of 11-2-12)","$1,696.00",,
PET Scan Services,"PET MYOCARDIAL IMAGING, PERFUSION;SINGLE STUDY AT REST OR STRESS (Explode set as of 11-02-12)","$1,696.00",,
PET Scan Services,PET W/CONCURRENTLY ACQUIRED CT - LIMITED AREA (Explode set as of 11-02-12),"$2,346.00",,
PET Scan Services,PET W/CONCURRENTLY ACQUIRED CT - SKULL BASE TO MID-THIGH (Explode set as of 11-02-12),"$6,535.00",,
PET Scan Services,"PET W/CONCURRENTLY ACQUIRED CT, WHOLE BODY (Explode set as of 11-02-12)","$2,346.00",,
PET Scan Services,PET WHOLE BODY - MELANOMA FOR NON-COVERED INDICATION (Explode set as of 11-02-12),"$1,982.00",,
Pharmaceuticals,+ REGADENOSON 0.1MG (SC CHILD),$174.00,,
Pharmaceuticals,++FUROSEMIDE UP TO 20MG (SC CHILD),$3.00,,
Pharmaceuticals,"++HEPARIN PER 1,000UNIT (SC CHILD)",$0.59,,
Pharmaceuticals,++PHENYTOIN SOD PER 50MG (SC CHILD),$3.00,,
Pharmaceuticals,+ACTIVASE 1MG (SC CHILD),$135.12,,
Pharmaceuticals,+AMINOPHYLLINE UP TO 250MG (SC CHILD),$7.50,,
Pharmaceuticals,+AMIODARONE 30MG (SCS CHILD),$3.00,,
Pharmaceuticals,+AMPICILLIN 500MG (SC CHILD),$4.00,,
Pharmaceuticals,+AMPICILLIN 500MG (SC CHILD.),$7.50,,
Pharmaceuticals,+AMPICILLIN/SULBACTAM PER 1.5GM (SC CHILD),$7.50,,
Pharmaceuticals,+BENZTROPINE MESYLATE PER 1MG (SC CHILD),$79.38,,
Pharmaceuticals,+BETAMET ACET/BETAMET NA PH 6MG CH DOSE (SC CHILD),$17.57,,
Pharmaceuticals,+BETAMTHSN PO4/BETAM ACETE 3MG (SC CHILD),$8.78,,
Pharmaceuticals,+BIVALIRUDIN 1MG (SC CHILD),$10.71,,
Pharmaceuticals,+CEFAZOLIN 500MG (SC CHILD),$7.50,,
Pharmaceuticals,+CEFAZOLIN SODIUM 500MG (SC CHILD),$8.24,,
Pharmaceuticals,+CEFTAZIDIME PER  500MG (SC CHILD),$7.50,,
Pharmaceuticals,+CEFTRIAXONE 250MG (SC CHILD),$8.00,,
Pharmaceuticals,+CEFTRIAXONE PER 250MG (SC CHILD),$4.00,,
Pharmaceuticals,+CILASTATIN IMIPENEM PER 250MG ( SC CHILD),$16.84,,
Pharmaceuticals,+DEXAMETHASONE 1MG (SC CHILD),$3.75,,
Pharmaceuticals,+DOBUTAMINE HCL PER 250MG (SC CHILD),$10.05,,
Pharmaceuticals,+DOPAMINE CL 40MG (SC CHILD),$3.06,,
Pharmaceuticals,+DOPAMINE CL 40MG (SC CHILD.),$1.66,,
Pharmaceuticals,+DOPAMINE HCL 40MG (SC CHILD),$1.50,,
Pharmaceuticals,+EPINEPHRINE 0.1MG (SC CHILD),$1.50,,
Pharmaceuticals,"+EPOETIN PER 1,000 UNITS (SC CHILD)",$32.84,,
Pharmaceuticals,+ERYTHROMYCIN LACT. PER 500MG (SC CHILD),$29.03,,
Pharmaceuticals,+FENTANYL CITRATE 0.1MG (SC CHILD),$1.50,,
Pharmaceuticals,+FENTANYL CITRATE 0.1MG (SC CHILD).,$6.00,,
Pharmaceuticals,+FOSPHENYTOIN 50MG (SC CHILD),$1.50,,
Pharmaceuticals,+FUROSEMIDE UP TO 20MG (SC CHILD),$8.00,,
Pharmaceuticals,+HEPARIN LOCK PER 10 UNIT (SC CHILD),$0.05,,
Pharmaceuticals,"+HEPARIN PER 1,000 UNITS (SC CHILD)",$1.22,,
Pharmaceuticals,"+HEPARIN PER 1,000 UNITS (SC CHILD).",$0.63,,
Pharmaceuticals,"+HEPARIN SODIUM PER 1,000 UNIT (SC CHILD)",$3.00,,
Pharmaceuticals,+HYALURONAN INTRA-ARTICULAR INJECTION (SYNVISC) 1MG (SC CHILD),$56.22,,
Pharmaceuticals,+HYDROCORTISONE UP TO 50MG (SC CHILD),$7.50,,
Pharmaceuticals,+HYDROCORTISONE UP TO 50MG (SC CHILD).,$5.45,,
Pharmaceuticals,+HYDROXYZINE 25MG (SC CHILD),$0.50,,
Pharmaceuticals,+HYDROXYZINE UP TO 25MG (SC CHILD),$7.50,,
Pharmaceuticals,+KANAMYCIN UP TO 500MG (SC CHILD),$13.16,,
Pharmaceuticals,+KETOROLAC PER 15MG (SC CHILD) TORADOL,$4.00,,
Pharmaceuticals,+MAGNESIUM PER 500MG (SC CHILD),$7.50,,
Pharmaceuticals,+MAGNESIUM PER 500MG (SC CHILD).,$1.50,,
Pharmaceuticals,+MAGNESIUM SULFATE PER 500MG (SC CHILD),$0.30,,
Pharmaceuticals,+MEPIVACAINE 1.5% -  PER 10ML (SC CHILD),$5.00,,
Pharmaceuticals,+METHYLPREDNISOLONE SUCCINATE UP TO 125MG (SOLU-MEDROL) (SC CHILD),$13.06,,
Pharmaceuticals,+METHYLPREDNISOLONE UP TO 125MG (SC CHILD).,$7.55,,
Pharmaceuticals,+MIDAZOLAM HCL 1MG (SC CHILD),$1.50,,
Pharmaceuticals,+MIDAZOLAM HCL PER 1MG (SC CHILD),$7.50,,
Pharmaceuticals,+MIDAZOLAM PER 1MG (SC CHILD),$3.00,,
Pharmaceuticals,+NALBUPHINE PER 10MG (SC CHILD),$7.50,,
Pharmaceuticals,+NALOXONE HCL PER 1MG (SC CHILD),$20.27,,
Pharmaceuticals,+NALOXONE PER 1MG (SC CHILD),$29.97,,
Pharmaceuticals,+NEOSTIGMINE UP TO 0.5MG (SC CHILD),$2.51,,
Pharmaceuticals,+NEOSTIGMINE UP TO 0.5MG (SC CHILD).,$1.50,,
Pharmaceuticals,+ONDANSETRON HCL PER 1MG (SC CHILD),$4.00,,
Pharmaceuticals,+OXACILLIN UP TO 250MG (SC CHILD),$7.47,,
Pharmaceuticals,+PAPAVERINE UP TO 60MG (SC CHILD),$12.60,,
Pharmaceuticals,+PENTOBARBITAL PER 50MG (SC CHILD),$83.44,,
Pharmaceuticals,+PHENYLEPHRINE UP TO 1ML (SC CHILD),$3.00,,
Pharmaceuticals,+PHENYTOIN SODIUM PER 50MG (SC CHILD),$7.50,,
Pharmaceuticals,+PHYTONADIONE VIT K PER 1MG (SC CHILD),$2.56,,
Pharmaceuticals,+PIPERACILLIN/TAZOBACT 1/0.125GM (SC CHILD),$16.49,,
Pharmaceuticals,+POTASSIUM CHL PER 2MEQ (SC CHILD),$1.50,,
Pharmaceuticals,+POTASSIUM CL PER 2MEQ (SC CHILD),$0.75,,
Pharmaceuticals,+PROTAMINE PER 10MG (SC CHILD),$3.00,,
Pharmaceuticals,+RH IMMUNE GLOBULIN,$240.00,,
Pharmaceuticals,+ROPIVACAINE HCL (NAROPIN) PER 1MG (SC CHILD).,$0.38,,
Pharmaceuticals,+SINCALIDE 5MCG (SC CHILD),$231.81,,
Pharmaceuticals,+SUCCINYLCHOLINE UP TO 20MG (SC CHILD),$1.50,,
Pharmaceuticals,+THIAMINE HCL 100MG (SC CHILD),$10.82,,
Pharmaceuticals,+TRIAMCINOLONE PER 10MG (SC CHILD)  - KENALOG,$7.00,,
Pharmaceuticals,+VANCOMYCIN 500MG (SC CHILD),$7.50,,
Pharmaceuticals,+VANCOMYCIN PER 500MG (CHILD CHARGE),$48.64,,
Pharmaceuticals,+ZIPRASIDONE MESYLATE 10MG (SC CHILD),$22.84,,
Pharmaceuticals,3% NACL 500ML,$9.00,,
Pharmaceuticals,3% NACL 500ML,$9.00,,
Pharmaceuticals,AA 5%/CAL/ELECTROLYTE-TPN/D20W 1 IV SOL = 2000 ML,$187.36,2000 ML,
Pharmaceuticals,ABACAVIR SULFATE 300 MG = 1 TABLET,$22.86,1 TABLET,
Pharmaceuticals,ABACAVIR SULFATE/LAMIVUDINE 1 TABLET = 1 TABLET,$144.17,1 TABLET,
Pharmaceuticals,ABATACEPT/MALTOSE 250 MG = 10 ML,"$3,503.50",10 ML,
Pharmaceuticals,ABCIXIMAB 10 MG = 5 ML,"$4,469.19",5 ML,
Pharmaceuticals,ACAMPROSATE CALCIUM 333 MG = 1 TAB,$3.89,1 TAB,
Pharmaceuticals,ACD-SOLUTION FORMULA A 1 BAG = 1000 ML,$42.37,1000 ML,
Pharmaceuticals,ACETAMINOPHEN 120 MG = 1 EA,$0.43,1 EA,
Pharmaceuticals,ACETAMINOPHEN 160 MG = 5 ML,$0.74,5 ML,
Pharmaceuticals,ACETAMINOPHEN 325 MG = 1 SUPP,$0.43,1 SUPP,
Pharmaceuticals,ACETAMINOPHEN 325 MG = 1 TAB,$0.02,1 TAB,
Pharmaceuticals,ACETAMINOPHEN 650 MG = 1 SUPP,$0.47,1 SUPP,
Pharmaceuticals,ACETAMINOPHEN 650 MG = 20.3 ML,$1.49,20.3 ML,
Pharmaceuticals,ACETAMINOPHEN IV (10MG/ML) 1000 MG = 100 ML,$107.63,100 ML,
Pharmaceuticals,ACETAMINOPHEN W/COD ELIXI(4PK) 4 PACK = 4 PACK,$14.00,4 PACK,
Pharmaceuticals,ACETAMINOPHEN/CAFFEINE/BUTALB 1 TAB = 1 TAB,$1.19,1 TAB,
Pharmaceuticals,ACETAMINOPHEN/COD. #3 300/30MG 1 TAB = 1 TAB,$1.00,1 TAB,
Pharmaceuticals,ACETAMINOPHEN/CODEINE 300/30 4 TAB = 1 PACKAGE,$1.75,1 PACKAGE,
Pharmaceuticals,ACETAMINOPHEN/CODEINE 5 ML = 5 ML,$5.00,5 ML,
Pharmaceuticals,ACETAZOLAMIDE 250 MG = 1 TAB,$7.74,1 TAB,
Pharmaceuticals,ACETAZOLAMIDE 500 MG = 1 CAP,$10.40,1 CAP,
Pharmaceuticals,ACETAZOLAMIDE SODIUM 500 MG = 1 VIAL,$51.59,1 VIAL,
Pharmaceuticals,ACETIC ACID 0.25% 1000 ML = 1 BOTTLE,$42.37,1 BOTTLE,
Pharmaceuticals,ACETIC ACID GLACIAL 500 ML = 1 BOTTLE,$68.46,1 BOTTLE,
Pharmaceuticals,ACETIC ACID IRRIGTION 0.25% 1 LITER (1000ml),$15.00,,
Pharmaceuticals,ACETIC ACID IRRIGTION 0.25% 1 LITER (1000ml),$15.00,,
Pharmaceuticals,ACETIC ACID/HYDROCORTISONE 10 ML = 1 BOTTLE,$235.62,1 BOTTLE,
Pharmaceuticals,ACETYLCHOLINE CHLORIDE 2 ML = 1 BOTTLE,$208.18,1 BOTTLE,
Pharmaceuticals,ACETYLCYSTEINE 2.5 GRAM = 1 TAB,$16.70,1 TAB,
Pharmaceuticals,ACETYLCYSTEINE 20% 200MG/ML 6000 MG = 30 ML,$630.00,30 ML,
Pharmaceuticals,ACETYLCYSTEINE 20% 6000 MG = 30 ML,$32.06,30 ML,
Pharmaceuticals,ACETYLCYSTEINE 400 MG = 4 ML,$13.90,4 ML,
Pharmaceuticals,ACETYLCYSTEINE 500 MG = 1 TAB,$13.30,1 TAB,
Pharmaceuticals,ACETYLCYSTEINE 800 MG = 4 ML,$42.81,4 ML,
Pharmaceuticals,ACLIDINIUM BROMIDE 400 MCG = 1 PUFF,$571.76,1 AER POW BA,
Pharmaceuticals,ACTIVATED CHARCOAL 50 G = 1 TUBE,$28.70,1 TUBE,
Pharmaceuticals,ACUTECT TCC99M APCITIDE,"$1,232.00",,
Pharmaceuticals,ACYCLOVIR 200 MG = 1 CAP,$1.00,1 CAP,
Pharmaceuticals,ACYCLOVIR 200 MG = 5 ML,$6.97,5 ML,
Pharmaceuticals,ACYCLOVIR 800 MG = 1 TAB,$1.02,1 TAB,
Pharmaceuticals,ACYCLOVIR SODIUM 500 MG = 10 ML,$31.50,10 ML,
Pharmaceuticals,ADALIMUMAB 40 MG = 0.8 ML,"$8,156.89",0.8 ML,
Pharmaceuticals,ADALIMUMAB RX ONLY 40 MG = 0.8 ML,"$16,313.78",2 SYR,
Pharmaceuticals,ADENOSINE (DIAGNOSTIC USE) 90 MG = 30 ML,$324.45,30 ML,
Pharmaceuticals,ADENOSINE 6 MG = 2 ML,$31.64,2 ML,
Pharmaceuticals,ADENOSINE 90 MG = 30 ML,$324.80,30 ML,
Pharmaceuticals,ADENOSINE PER 1MG (AS OF 1-1-14 NO LONGER PER 30MG) (SC CHILD),$12.20,,
Pharmaceuticals,ADENOSINE VIAL 6 MG = 2 ML,$5.64,2 ML,
Pharmaceuticals,ADO-TRASTUZUMAB EMTANSINE 100 MG = 5 ML,"$10,004.89",5 ML,
Pharmaceuticals,ADO-TRASTUZUMAB EMTANSINE 20 MG = 1 ML,"$16,007.78",8 ML,
Pharmaceuticals,AEROCHAMBER HOLDER 1 EA = 1 EA,$93.63,1 EA,
Pharmaceuticals,AGALSIDASE BETA 35 MG = 1 VIAL,"$26,523.00",1 VIAL,
Pharmaceuticals,AGALSIDASE BETA 5 MG = 1 VIAL,"$3,789.00",1 VIAL,
Pharmaceuticals,ALBUMIN HUMAN 25% 12.5 GRAM = 50 ML,$138.85,50 ML,
Pharmaceuticals,ALBUMIN HUMAN 25% 25 G = 100 ML,$251.16,100 ML,
Pharmaceuticals,ALBUMIN HUMAN 5% 12.5 G = 250 ML,$103.50,250 ML,
Pharmaceuticals,ALBUTEROL HFA 1 PUFF = 1 PUFF,$1.12,1 PUFF,
Pharmaceuticals,ALBUTEROL IPRATROPIUM 3.0MG/.5M SOLUTION (DUONEB),$5.00,,
Pharmaceuticals,ALBUTEROL SULFATE 0.083% 2.5 MG = 3 ML,$0.53,3 ML,
Pharmaceuticals,ALBUTEROL SULFATE 2 MG = 1 TAB,$11.62,1 TAB,
Pharmaceuticals,ALBUTEROL SULFATE 2 MG = 5 ML,$5.00,5 ML,
Pharmaceuticals,ALBUTEROL SULFATE 2.5 MG = 0.5 ML,$1.09,0.5 ML,
Pharmaceuticals,ALBUTEROL SULFATE 4 ER ACUDOSE 90 MCG = 1 HFA AER AD,$68.04,18 GM,
Pharmaceuticals,ALBUTEROL SULFATE/IPRATROPIUM 1 AMP = 3 ML,$0.91,3 ML,
Pharmaceuticals,Alcohol,$3.00,,
Pharmaceuticals,ALFENTANIL 1000MCG/2ML AMPULE,$16.63,,
Pharmaceuticals,ALISKIREN HEMIFUMARATE 150 MG = 1 TABLET,$20.09,1 TABLET,
Pharmaceuticals,ALISKIREN HEMIFUMARATE 300 MG = 1 TABLET,$25.34,1 TABLET,
Pharmaceuticals,ALLOPURINOL 100 MG = 1 TAB,$1.05,1 TAB,
Pharmaceuticals,ALLOPURINOL 300 MG = 1 TAB,$2.00,1 TAB,
Pharmaceuticals,ALPHA-1-PROTEINASE INHIBITOR 1000 MG = 1 EA,"$1,540.00",1000 MG,
Pharmaceuticals,ALPRAZOLAM 0.25 MG = 1 TAB,$1.00,1 TAB,
Pharmaceuticals,ALPRAZOLAM 0.5 MG = 1 TAB,$1.00,1 TAB,
Pharmaceuticals,ALPROSTADIL IV PEDIATRIC 500 MCG = 1 ML,$380.91,500 MCG,
Pharmaceuticals,ALTEPLASE 100 MG = 100 ML,"$29,467.59",100 ML,
Pharmaceuticals,ALTEPLASE 1MG (CHILD ),$153.23,,
Pharmaceuticals,ALTEPLASE 2 MG = 2 ML,$512.54,2 ML,
Pharmaceuticals,ALTEPLASE 50 MG = 50 ML,"$14,733.81",50 ML,
Pharmaceuticals,ALUM SO4/ CA ACETATE 1 PACKET = 1 PACKET,$0.72,1 PACKET,
Pharmaceuticals,ALVIMOPAN 12 MG = 1 CAP,$526.89,1 CAP,
Pharmaceuticals,AMANTADINE HCL 100 MG = 1 CAP,$5.43,1 CAP,
Pharmaceuticals,AMIFOSTINE CRYSTALLINE 500 MG = 1 VIAL,"$3,416.74",1 VIAL,
Pharmaceuticals,AMIKACIN SULFATE 500 MG = 1 VIAL,$18.52,1 VIAL,
Pharmaceuticals,AMILORIDE HCL 5 MG = 1 TAB,$1.00,1 TAB,
Pharmaceuticals,AMINO ACIDS 15% 500 MG = 500 ML,$212.38,500 ML,
Pharmaceuticals,AMINO ACIDS 8% 500 ML = 500 ML,$302.61,500 ML,
Pharmaceuticals,AMINOCAPROIC ACID 500 MG = 1 TAB,$71.93,1 TAB,
Pharmaceuticals,AMINOCAPROIC ACID 5000 MG = 20 ML,$20.55,20 ML,
Pharmaceuticals,AMINOPHYLLINE 250 MG = 10 ML,$35.74,10 ML,
Pharmaceuticals,AMINOPHYLLINE 500 MG = 1 VIAL,$21.95,1 VIAL,
Pharmaceuticals,AMIODARONE HCL 150 MG = 1 VIAL,$9.03,1 VIAL,
Pharmaceuticals,AMIODARONE HCL 200 MG = 1 TAB,$1.00,1 TAB,
Pharmaceuticals,AMIODARONE HCL 50 MG = 1 ML,$21.25,9 ML,
Pharmaceuticals,AMIODARONE HCL 900 MG = 1 VIAL,$27.86,1 VIAL,
Pharmaceuticals,AMIODARONE/DEXTROSE 150MG 150 MG = 100 ML,$41.86,100 ML,
Pharmaceuticals,AMIODARONE/DEXTROSE 360MG 360 MG = 200 ML,$51.91,200 ML,
Pharmaceuticals,AMIODARONE/DEXTROSE KIT 7 VIAL = 1 CHARGE,$130.48,7 VIAL,
Pharmaceuticals,AMITRIPTYLINE HCL 10 MG = 1 TAB,$1.00,1 TAB,
Pharmaceuticals,AMITRIPTYLINE HCL 25 MG = 1 TAB,$1.00,1 TAB,
Pharmaceuticals,AMLODIPINE BESYLATE 5 MG = 1 TAB,$1.00,1 TAB,
Pharmaceuticals,AMMONIUM LACTATE 1 APPL = 1 APPL,$8.05,1 BOTTLE,
Pharmaceuticals,AMOX / POT CLAV 600-42.9 1 BOTTLE = 200 ML,$68.67,200 ML,
Pharmaceuticals,AMOX / POT CLAV 600-42.9 5 ML = 5 ML,$5.00,5 ML,
Pharmaceuticals,AMOX / POT CLAVLANTE 200-28.5 5 ML = 5 ML,$5.00,5 ML,
Pharmaceuticals,AMOX / POT CLAVULANTE 500-125 1 TAB = 1 TAB,$4.73,1 TAB,
Pharmaceuticals,AMOX TR/POT CLAVLANTE 200-28.5 1 BOTTLE = 50 ML,$28.95,50 ML,
Pharmaceuticals,AMOX TR/POT CLAVULANTE 400-57 1 BOTTLE = 50 ML,$36.19,50 ML,
Pharmaceuticals,AMOX TR/POT CLAVULANTE 400-57 1 CUP = 5 ML,$5.00,5 ML,
Pharmaceuticals,AMOX TR/POT CLAVULANTE 875-125 1 TAB = 1 TAB,$1.00,1 TAB,
Pharmaceuticals,AMOXICILLIN 400 MG = 5 ML,$4.66,50 ML,
Pharmaceuticals,AMOXICILLIN TRIHYDRATE 250 MG = 1 CAP,$1.00,1 CAP,
Pharmaceuticals,AMOXICILLIN TRIHYDRATE 250 MG = 5 ML,$5.00,5 ML,
Pharmaceuticals,AMOXICILLIN TRIHYDRATE 250 MG = 5 ML,$9.10,150 ML,
Pharmaceuticals,AMOXICILLIN TRIHYDRATE 500 MG = 1 TAB,$1.00,1 TAB,
Pharmaceuticals,AMPHET ASP/AMPHET/D-AMPHET 10 MG = 1 TAB,$2.42,1 TAB,
Pharmaceuticals,AMPHOTERICIN B 50 MG = 1 VIAL,$115.54,1 VIAL,
Pharmaceuticals,AMPHOTERICIN B LIPID COMPLEX 100 MG = 20 ML,$284.90,20 ML,
Pharmaceuticals,AMPICILLIN SODIUM 1000 MG = 10 ML,$15.00,10 ML,
Pharmaceuticals,AMPICILLIN SODIUM 2000 MG = 20 ML,$15.00,20 ML,
Pharmaceuticals,AMPICILLIN SODIUM 250 MG = 1 VIAL,$15.00,1 VIAL,
Pharmaceuticals,AMPICILLIN SODIUM 500 MG = 1 VIAL,$15.00,1 VIAL,
Pharmaceuticals,AMPICILLIN SODIUM/SULBACTAM NA 1.5 G = 1 VIAL,$15.00,1 VIAL,
Pharmaceuticals,AMPICILLIN SODIUM/SULBACTAM NA 3 G = 1 VIAL,$15.00,1 VIAL,
Pharmaceuticals,AMYL NITRITE 0.3 ML = 1 AMP,$6.27,0.3 ML,
Pharmaceuticals,AMYLASE/LIPASE/PROTEASE 1 EA = 1 CAP,$3.99,1 CAP,
Pharmaceuticals,AMYLASE/LIPASE/PROTEASE 1 EA = 1 CAP,$9.80,1 CAP,
Pharmaceuticals,ANAGRELIDE HCL 0.5 MG = 1 CAPSULE,$2.80,1 CAPSULE,
Pharmaceuticals,ANASTROZOLE 1 MG = 1 TAB,$2.42,1 TAB,
Pharmaceuticals,"ANTIHEMOPHILIC FACTOR, HUM REC 1000 UNIT = 1 VIAL","$4,389.00",1 VIAL,
Pharmaceuticals,ANTIHEMOPHILIC FACTOR/VWF 2400 UNIT = 1 VIAL,"$8,568.00",1 VIAL,
Pharmaceuticals,ANTIHEMOPHILIC FACTOR/VWF COMP 1200 UNIT = 1 KIT,"$4,284.00",1 KIT,
Pharmaceuticals,ANTI-INHIBITOR COAGULANT COMP. 1 UNIT = 1 UNIT,$15.00,1 UNIT,
Pharmaceuticals,ANTITHROMBIN III (HUM PLAS) 500 IU = 10 ML,"$5,599.83",10 ML,
Pharmaceuticals,APIXABAN 2.5 MG = 1 TABLET,$5.04,1 TABLET,
