Facility,Description,Unit Price
Cooper University Hospital,EMG TWO EXTREMITIES, $938.00 
Cooper University Hospital,ENALAPRILAT 2.5MG/2ML 2ML INJ, $231.00 
Cooper University Hospital,ENCEPHALITIS CALIFORNIA*, $144.00 
Cooper University Hospital,ENCEPHALITIS EASTERN EQUINE*, $144.00 
Cooper University Hospital,ENCEPHALITIS ST LOUIS*, $144.00 
Cooper University Hospital,ENCEPHALITIS WESTERN EQUINE*, $144.00 
Cooper University Hospital,END TIDAL CO2 MONITORING, $212.00 
Cooper University Hospital,ENDO BILIARY DIAGNOSTIC," $9,025.00 "
Cooper University Hospital,ENDO BILIARY DILATION W STENT," $20,099.00 "
Cooper University Hospital,ENDO BILIARY DILATION WO STENT," $10,028.00 "
Cooper University Hospital,ENDO BILIARY WITH CALC REMOVAL," $10,028.00 "
Cooper University Hospital,ENDO W/SUBMUCOSAL INJECTION," $3,303.00 "
Cooper University Hospital,ENDOLUM BX URE/REN PELV, $723.00 
Cooper University Hospital,ENDOLUMINAL BX BILIARY TREE," $6,232.00 "
Cooper University Hospital,ENDOMETREAL BIOPSY, $537.00 
Cooper University Hospital,ENDOMETRIAL BX W/COLPOSCOPY," $1,409.00 "
Cooper University Hospital,ENDOMETRIAL CURETTAGE," $3,146.00 "
Cooper University Hospital,ENDOMYSIAL ANTIBODIES IGA, $84.00 
Cooper University Hospital,ENDOSCOPIC EVAL SM INTESTINAL," $3,147.00 "
Cooper University Hospital,ENDOTRACHEAL INTUBATION," $1,264.00 "
Cooper University Hospital,ENDOVAS TEMP VESS OCCUL," $42,844.00 "
Cooper University Hospital,ENDOVASC INTRACRAN ADMIN," $2,629.00 "
Cooper University Hospital,ENDOVEN THER CHEM ADHES 1ST," $18,228.00 "
Cooper University Hospital,ENDOVEN THER CHEM ADHES SBSQ," $13,671.00 "
Cooper University Hospital,ENTAMOEBA HISTOLYTIC AG, $167.00 
Cooper University Hospital,ENTEROSCOPY > 2ND PRTN W/PLMT PRQ TUBE," $7,046.00 "
Cooper University Hospital,ENTEROSCOPY > 2ND PRTN W/RMVL LESION SNARE," $6,665.00 "
Cooper University Hospital,ENTEROSCOPY ILEUM W/BLEED CONT," $3,669.00 "
Cooper University Hospital,ENTEROSCOPY W/ BIOPSY," $3,903.00 "
Cooper University Hospital,ENTEROSCOPY W/ FB REMOVAL," $3,335.00 "
Cooper University Hospital,ENTEROSCOPY W/ OR W/O CYTO," $3,903.00 "
Cooper University Hospital,ENTEROSCOPY W/CONTROL BLEEDING," $6,509.00 "
Cooper University Hospital,ENTEROSCOPY W/LASER," $3,788.00 "
Cooper University Hospital,"ENTEROVIRUS PCR, QL", $269.00 
Cooper University Hospital,"ENTEROVIRUS RNA, QL PCR", $557.00 
Cooper University Hospital,ENZYME ACTIVITY IN BLOOD CELLS, $306.00 
Cooper University Hospital,EOSINOPHIL COUNT, $132.00 
Cooper University Hospital,"EOSINOPHIL, URINE", $111.00 
Cooper University Hospital,"EOSINOPHILS,SPUTUM", $116.00 
Cooper University Hospital,EP & ABLATE SUPRAVENT ARRHYT," $44,490.00 "
Cooper University Hospital,EP & ABLATE VENTRIC TACHY," $42,018.00 "
Cooper University Hospital,EP CATH ABL IRR TIP CELSIUS TH," $5,792.00 "
Cooper University Hospital,EP CATH ABL IRR TIP NAVISTAR T," $12,280.00 "
Cooper University Hospital,EP W/INDUCTION," $16,136.00 "
Cooper University Hospital,EP W/LFT ATRIAL RECORING," $8,588.00 "
Cooper University Hospital,EP W/LV REC/W/WO PAC," $3,839.00 "
Cooper University Hospital,EPI/SPINAL/CATH CERV OR THORAC," $2,952.00 "
Cooper University Hospital,EPIDEMIOLOGY CULTURE, $150.00 
Cooper University Hospital,EPIDURAGRAM*," $2,092.00 "
Cooper University Hospital,EPINEPHRINE 1:10000 JECT 20G, $20.00 
Cooper University Hospital,EPINEPHRINE 1MG/1ML INJ, $13.00 
Cooper University Hospital,EPINEPHRINE*, $601.00 
Cooper University Hospital,EPISIOTOMY/VAG RPR OTH/THN ATTENDING," $10,200.00 "
Cooper University Hospital,EPISTAXIS POSTERIOR COMPLEX, $551.00 
Cooper University Hospital,EPISTAXIS/COMPLEX, $620.00 
Cooper University Hospital,EPISTAXIS/SIMPLE, $521.00 
Cooper University Hospital,EPS EVAL OF AICD," $44,754.00 "
Cooper University Hospital,EPS W/O INDUCTION," $13,203.00 "
Cooper University Hospital,"EPSTEIN-BARR VIRUS, QT PCR", $218.00 
Cooper University Hospital,EPT CONNECTOR 8 PIN (#626S), $512.00 
Cooper University Hospital,EPTIFIBATIDE 5MG INJ, $75.00 
Cooper University Hospital,ERCP W CANNULATION OF PAPILLA," $8,405.00 "
Cooper University Hospital,ERCP W/ OR W/O CYTO," $5,478.00 "
Cooper University Hospital,ERCP W/ABL PP DIL & GUIDEWIRE," $8,930.00 "
Cooper University Hospital,ERCP W/BAL DIL INCL SPHINT EA," $8,930.00 "
Cooper University Hospital,ERCP W/BIOPSY," $7,883.00 "
Cooper University Hospital,ERCP W/LITHOTRIPSY," $7,096.00 "
Cooper University Hospital,ERCP W/PRES MEAS SPHIN OF ODDI," $6,104.00 "
Cooper University Hospital,ERCP W/REM OF FOR BODY/STENT," $10,944.00 "
Cooper University Hospital,ERCP W/REM/EXCHNG STENT PP GW," $10,944.00 "
Cooper University Hospital,ERCP W/STENT BIL/PAN EACH," $10,944.00 "
Cooper University Hospital,ERCP W/STONE REMOVAL," $5,511.00 "
Cooper University Hospital,ERYTHROPOETIN, $298.00 
Cooper University Hospital,ESI W/CATH LUMBAR CAUDAL," $3,650.00 "
Cooper University Hospital,ESLICARBAZEPINE, $236.00 
Cooper University Hospital,ESMOLOL 2000MG/100ML NSS BAG, $521.00 
Cooper University Hospital,ESO. MANOMETRY (MOTILITY)," $4,008.00 "
Cooper University Hospital,ESOPH ENDOSCOPY W/US EXAM," $3,303.00 "
Cooper University Hospital,ESOPH IMPED FUN TST W/NAS CATH, $711.00 
Cooper University Hospital,ESOPH IMPED FUNC TST>1HR W/NAS," $1,405.00 "
Cooper University Hospital,ESOPHAGOSCOPY DIAGNOSTIC," $3,224.00 "
Cooper University Hospital,ESOPHAGOSCOPY W/FB REMOVAL," $4,356.00 "
Cooper University Hospital,ESOPHAGOSCOPY W/REMOVAL OF FB," $3,662.00 "
Cooper University Hospital,ESOPHAGUS BARIUM SWALLOW," $2,747.00 "
Cooper University Hospital,ESOPHAGUS MOTIL STUD INTERP/RP," $1,423.00 "
Cooper University Hospital,ESOPHAGUS W/BALLOON DILATION," $4,792.00 "
Cooper University Hospital,ESSENTIO PACEMAKER DR MRI," $24,150.00 "
Cooper University Hospital,ESSENTIO PACEMAKER SR MRI," $16,170.00 "
Cooper University Hospital,EST OFFICE/OUTPATIENT LVL01, $404.00 
Cooper University Hospital,EST OFFICE/OUTPATIENT LVL02, $482.00 
Cooper University Hospital,EST OFFICE/OUTPATIENT LVL03, $522.00 
Cooper University Hospital,EST OFFICE/OUTPATIENT LVL04, $545.00 
Cooper University Hospital,EST OFFICE/OUTPATIENT LVL05, $726.00 
Cooper University Hospital,ESTABLISH PREVENTIVE 12-17YRS, $659.00 
Cooper University Hospital,ESTABLISH PREVENTIVE 18-39YRS, $659.00 
Cooper University Hospital,ESTABLISH PREVENTIVE 40-64YRS, $659.00 
Cooper University Hospital,ESTABLISH PREVENTIVE 65YRS+, $659.00 
Cooper University Hospital,ESTRADIOL, $131.00 
Cooper University Hospital,ESTRIOL, $149.00 
Cooper University Hospital,"ESTROGEN, TOTAL", $90.00 
Cooper University Hospital,"ESTROGEN,FREE (FRACT)", $100.00 
Cooper University Hospital,ESTRONE, $168.00 
Cooper University Hospital,ETHANOL, $54.00 
Cooper University Hospital,ETHANOL CONFIRMATION, $92.00 
Cooper University Hospital,"ETHANOL SCREEN, U", $182.00 
Cooper University Hospital,ETHOSUXIMIDE, $228.00 
Cooper University Hospital,ETHYLENE GLYCOL, $721.00 
Cooper University Hospital,ETOMIDATE 2MG/ML 20ML INJ, $48.00 
Cooper University Hospital,EUS FINE NEEDLE ASPIRATION/BX," $4,787.00 "
Cooper University Hospital,EVAC SUBUNGUAL HEMATOMA, $222.00 
Cooper University Hospital,EVAL CVA DEVICE INCLUD FLUOROS, $726.00 
Cooper University Hospital,EVAL SPEECH FLUENCY STUT/CLUTT, $567.00 
Cooper University Hospital,EVAL SPEECH PRODUCTION, $484.00 
Cooper University Hospital,EVAL SPEECH SND PROD W/LNG COM, $931.00 
Cooper University Hospital,EVAL SPEECH SOUND/LANGUAGE COM, $717.00 
Cooper University Hospital,EVAL USE/FITTING VOICE PROS DV, $375.00 
Cooper University Hospital,EVAL/DEMONSTRATE INHALER/DEVIC, $564.00 
Cooper University Hospital,EVALUATE SPEECH SOUND PRODUCTI, $345.00 
Cooper University Hospital,EVASC INTRACRANIAL PROLNG ADMN RX AGENT ART ADDL," $1,147.00 "
Cooper University Hospital,EVENT LOOP RECORDER," $16,197.00 "
Cooper University Hospital,EVERA/MRI XTDF4 DUAL CHAMBER D," $58,800.00 "
Cooper University Hospital,EVERA/MRI XTDF4 SING CHAMBER D," $55,020.00 "
Cooper University Hospital,EVOKED OTOACOUSTIC SCREEN LTD, $391.00 
Cooper University Hospital,EXC B9 LESION MRGN XCP SK TG S/N/H/F/G 0.6-1.0CM," $2,571.00 "
Cooper University Hospital,EXC B9 LESION MRGN XCP SK TG T/A/L >4.0 CM," $6,050.00 "
Cooper University Hospital,EXC B9 LESION MRGN XCP SK TG T/A/L 0.5 CM/<," $2,571.00 "
Cooper University Hospital,EXC B9 LESION MRGN XCP SK TG T/A/L 0.6-1.0 CM," $1,395.00 "
Cooper University Hospital,EXC B9 LESION MRGN XCP SK TG T/A/L 1.1-2.0 CM," $2,571.00 "
Cooper University Hospital,EXC B9 LESION MRGN XCP SK TG T/A/L 2.1-3.0 CM," $2,571.00 "
Cooper University Hospital,EXCG NEPHROS CATH PERC," $2,592.00 "
Cooper University Hospital,EXCHANGE BILIARY DRAIN CATH," $10,717.00 "
Cooper University Hospital,EXCHANGE OF DRAINAGE CATHETER," $5,539.00 "
Cooper University Hospital,EXCIS THROMB HEMMORRHOID EXTER," $6,715.00 "
Cooper University Hospital,EXCISE LES TRNK ARM LEG3.1-4.0," $5,914.00 "
Cooper University Hospital,EXCISION LESION TESTIS," $9,868.00 "
Cooper University Hospital,EXCISION MAL LESION TRUNK/ARM/LEG 0.5 CM/<," $2,571.00 "
Cooper University Hospital,EXCISION MAL LESION TRUNK/ARM/LEG 0.6-1.0 CM," $2,571.00 "
Cooper University Hospital,EXCISION MAL LESION TRUNK/ARM/LEG 1.1-2.0 CM," $1,395.00 "
Cooper University Hospital,EXCISION MAL LESION TRUNK/ARM/LEG 2.1-3.0 CM," $1,311.00 "
Cooper University Hospital,EXCISION MAL LESION TRUNK/ARM/LEG 3.1-4.0 CM," $2,571.00 "
Cooper University Hospital,EXCISION MALIGNANT LESION TRUNK/ARM/LEG > 4.0 CM," $5,613.00 "
Cooper University Hospital,"EXCISION,NAIL FOR PERM REMOVAL"," $1,860.00 "
Cooper University Hospital,EXER NEU MUS RE-ED EA 15 MIN, $216.00 
Cooper University Hospital,EXERCISE TST BRNCSPSM, $449.00 
Cooper University Hospital,EXOME SEQUENCE ANALYSIS," $10,500.00 "
Cooper University Hospital,"EXOME, EACH COMPARATOR"," $10,500.00 "
Cooper University Hospital,EXPL PENETRATING WOUND SPX ABDOMEN/FLANK/BACK," $7,129.00 "
Cooper University Hospital,EXPLORATION PENETRATING WOUND SPX CHEST," $7,129.00 "
Cooper University Hospital,EXPLORATION PENETRATING WOUND SPX EXTREMITY," $2,680.00 "
Cooper University Hospital,EXPLORATION PENETRATING WOUND SPX NECK," $2,160.00 "
Cooper University Hospital,EXTENDED EEG MORE THAN ONE HR, $905.00 
Cooper University Hospital,EXTENDER LEAD BULLDOG, $718.00 
Cooper University Hospital,EXTERNAL CARDIOVERSION," $2,113.00 "
Cooper University Hospital,EXTERNAL PACING," $2,496.00 "
Cooper University Hospital,EXTERNAL VERSION," $6,233.00 "
Cooper University Hospital,F/U INJECTIONS POST EMB/INFUSE," $2,802.00 "
Cooper University Hospital,F2 PROTHROMBIN GENE ANALYSIS, $168.00 
Cooper University Hospital,F5 LEIDEN GENE ANALYSIS, $168.00 
Cooper University Hospital,FACIAL BONES COMPLETE, $385.00 
Cooper University Hospital,FACIAL BONES LESS THAN 3 VIEWS, $234.00 
Cooper University Hospital,FACTOR 2 (PROTHROMBIN) GENE AN, $328.00 
Cooper University Hospital,FACTOR 5 LEIDEN GENE ANALYSIS, $328.00 
Cooper University Hospital,FACTOR 7A VIAL 1.0MG 1000IU," $6,951.00 "
Cooper University Hospital,FACTOR 7A VIAL 2.0MG 2000IU," $13,902.00 "
Cooper University Hospital,FACTOR 7A VIAL 5.0MG 5000IU," $34,755.00 "
Cooper University Hospital,FACTOR II ASSAY, $389.00 
Cooper University Hospital,FACTOR IX ASSAY, $604.00 
Cooper University Hospital,"FACTOR IX COMPLEX,PER IU", $5.00 
Cooper University Hospital,FACTOR V ASSAY, $567.00 
Cooper University Hospital,FACTOR VII, $420.00 
Cooper University Hospital,FACTOR VIII, $395.00 
Cooper University Hospital,FACTOR VIII ANTIGEN, $910.00 
Cooper University Hospital,FACTOR VIII ANTIHEMO RECOMBINT, $9.00 
Cooper University Hospital,FACTOR VIII HEMO, $517.00 
Cooper University Hospital,FACTOR VIII INHIBITOR," $1,071.00 "
Cooper University Hospital,FACTOR X ASSAY, $567.00 
Cooper University Hospital,FACTOR X111 ACTIVITY, $392.00 
Cooper University Hospital,FACTOR XI, $428.00 
Cooper University Hospital,FACTOR XI ASSAY, $752.00 
Cooper University Hospital,FACTOR XII ASSAY," $1,169.00 "
Cooper University Hospital,FACTOR XIII, $600.00 
Cooper University Hospital,FAMOTIDINE 20MG TAB, $32.00 
Cooper University Hospital,FAMOTIDINE 20MG/50ML NS IS00SM, $32.00 
Cooper University Hospital,FANCC (FANCONI)GENE ANALYSIS, $840.00 
Cooper University Hospital,"FATTY ACIDS,NONESTERIFIED", $38.00 
Cooper University Hospital,FB REM VESTIBULE OF MOUTH SIMP, $207.00 
Cooper University Hospital,FB REMOVAL/COMPLEX/SUBCUTANEOU," $5,718.00 "
Cooper University Hospital,FECAL FAT QUALITATIVE, $201.00 
Cooper University Hospital,FECAL LEUKOCYTE STAIN, $15.00 
Cooper University Hospital,FELBAMATE, $419.00 
Cooper University Hospital,FEMO-STOP, $471.00 
Cooper University Hospital,FEMUR 1 VIEW, $314.00 
Cooper University Hospital,FEMUR MIN 2 VIEWS, $300.00 
Cooper University Hospital,FENTANYL & NORFENTANYL, $419.00 
Cooper University Hospital,FENTANYL 100MCG/2ML INJ, $12.00 
Cooper University Hospital,FENTANYL CITRATE 200MCG ORAL TRNSMUC, $20.00 
Cooper University Hospital,FENTANYL ORAL LOLLIPOP 200MCG, $53.00 
Cooper University Hospital,FENTANYL ORAL LOLLIPOP 400MCG, $68.00 
Cooper University Hospital,FENTANYL ORAL LOLLIPOP 800MCG, $99.00 
Cooper University Hospital,FENTANYL SCREEN, $316.00 
Cooper University Hospital,FEP, $195.00 
Cooper University Hospital,FERN TEST, $67.00 
Cooper University Hospital,FERRITIN, $67.00 
Cooper University Hospital,FETAL BPP W/NON STRESS TEST, $993.00 
Cooper University Hospital,FETAL BPP W/O NON STRESS TEST, $750.00 
Cooper University Hospital,FETAL CONTRACTION STRESS TEST, $582.00 
Cooper University Hospital,FETAL FIBRONECTIN, $391.00 
Cooper University Hospital,FETAL MONITOR  L&D, $710.00 
Cooper University Hospital,FETAL NON STRESS TEST, $779.00 
Cooper University Hospital,FETAL SCREEN, $335.00 
Cooper University Hospital,FGFR3 GENE ANALYSIS, $840.00 
Cooper University Hospital,"FIBRIN DEGRADATION PROD,SEMIQT", $26.00 
Cooper University Hospital,FIBRINOGEN, $38.00 
Cooper University Hospital,FIBRINOGEN ANTIGEN, $60.00 
Cooper University Hospital,FIBRINOGEN QUANTITATIVE, $72.00 
Cooper University Hospital,FIELD SETTING INTERMEDIATE," $1,421.00 "
Cooper University Hospital,FIELD SETTING SIMPLE," $1,651.00 "
Cooper University Hospital,FILLETED FINGER/TOE FLAP W/PREPJ RECIPIENT SITE," $7,039.00 "
Cooper University Hospital,FILTER WIRE EX-EMB PROTECT SYS," $7,449.00 "
Cooper University Hospital,FINE NEEDLE ASP WIMAGE GUIDAN," $1,834.00 "
Cooper University Hospital,FINE NEEDLE CATH DRAIN W/IMAGE," $4,661.00 "
Cooper University Hospital,FISH 2 88368, $246.00 
Cooper University Hospital,FISH ANALYSIS 10 30 CELLS X1, $708.00 
Cooper University Hospital,FISH ANALYSIS 100-300 CELLS, $217.00 
Cooper University Hospital,FITTING & INSERT OF PESSARY, $337.00 
Cooper University Hospital,FK506, $977.00 
Cooper University Hospital,FLECAINIDE, $356.00 
Cooper University Hospital,FLECAINIDE 100MG TAB, $20.00 
Cooper University Hospital,FLOURO GUIDE NEEDLE/SPINE/INJ CP, $480.00 
Cooper University Hospital,FLOURO GUIDE/NEEDLE PLACE, $480.00 
Cooper University Hospital,FLOW CYTOMETRY EACH MARKER, $189.00 
Cooper University Hospital,FLOW CYTOMETRY FIRST MARKER, $230.00 
Cooper University Hospital,"FLOW CYTOMETRY, ADD MARKER", $42.00 
Cooper University Hospital,"FLOW CYTOMETRY, FIRST MARKER", $42.00 
Cooper University Hospital,FLT3 ITD GENE ANALYSIS, $586.00 
Cooper University Hospital,FLT3 TKD GENE ANALYSIS, $586.00 
Cooper University Hospital,FLUCYTOSINE," $1,567.00 "
Cooper University Hospital,FLUID CATH VISCERAL W/GUIDE," $4,926.00 "
Cooper University Hospital,FLUID CYTOLOGY, $181.00 
Cooper University Hospital,FLUID DRAIN CATH PERC W/GUIDE," $4,661.00 "
Cooper University Hospital,FLUID DRAIN CATH PERI/RETRO," $5,784.00 "
Cooper University Hospital,FLUMAZENIL 0.5MG/5ML INJ, $416.00 
Cooper University Hospital,FLUO GUIDE/CVA PLACE/REPLA/REM, $480.00 
Cooper University Hospital,FLUOR AND/OR ACID FAST STAIN, $105.00 
Cooper University Hospital,FLUORCYTOSINE LEVEL, $536.00 
Cooper University Hospital,FLUORO EXAM OF G/COLON TUBE, $521.00 
Cooper University Hospital,FLUORO GUIDE FOR NEEDLE PLACEM, $480.00 
Cooper University Hospital,FLUORO GUIDE LONG GI TUB," $2,240.00 "
Cooper University Hospital,FLUORO GUIDE NEEDLE/SPINE/INJ, $480.00 
Cooper University Hospital,FLUOROSCOPY MORE THAN 60 MIN T," $1,282.00 "
Cooper University Hospital,FLUOROSCOPY UP TO 60 MINUTES, $977.00 
Cooper University Hospital,FMTC GENE ANALYSIS, $630.00 
Cooper University Hospital,FNA IMMEDIATE ASSESS EA ADDL E, $390.00 
Cooper University Hospital,FNA NON-TECH ASSISTED, $221.00 
Cooper University Hospital,FOLATE, $299.00 
Cooper University Hospital,"FOLATE, RBC", $62.00 
Cooper University Hospital,FONDAPARINUX, $638.00 
Cooper University Hospital,FORESKIN MANIP INCL LYSIS, $944.00 
Cooper University Hospital,FORMIC ACID, $290.00 
Cooper University Hospital,FRAGILE X FMR1 GENE DETECTION, $446.00 
Cooper University Hospital,FRANCISELLA TULARENSIS AB, $176.00 
Cooper University Hospital,FREE KAPPA LIGHT CHAINS, $111.00 
Cooper University Hospital,FREE LAMBDA LIGHT CHAINS, $111.00 
Cooper University Hospital,FRESH FROZEN PLASMA ARC PROC, $397.00 
Cooper University Hospital,FRESH FRZ PLASMA PEDI ARC PROC, $182.00 
Cooper University Hospital,FROZEN PLASMA 24, $260.00 
Cooper University Hospital,FRUCTOSAMINE, $104.00 
Cooper University Hospital,FSH, $76.00 
Cooper University Hospital,"FSH,PEDIATRIC", $242.00 
Cooper University Hospital,FTA FLOURESCENT TREP, $190.00 
Cooper University Hospital,FTH/GFT FR W/DIR CLSR F/C/C/M/N/AX/G/H/F 20 CM/<," $7,039.00 "
Cooper University Hospital,FUNCTIONAL MAPPING, $813.00 
Cooper University Hospital,FUNGAL DETECTION BY PCR, $342.00 
Cooper University Hospital,FUNGUS DEFINITIVE ID MOLD, $226.00 
Cooper University Hospital,FUNTGITELL B-D GLUCAN, $893.00 
Cooper University Hospital,FUROSEMIDE 100MG INJ, $10.00 
Cooper University Hospital,FUROSEMIDE 20MG INJ, $6.00 
Cooper University Hospital,FUROSEMIDE 40MG INJ, $10.00 
Cooper University Hospital,F-VIII MULTIMERES, $614.00 
Cooper University Hospital,G6PC(GLYC STORAGE)GENE ANALYSI, $840.00 
Cooper University Hospital,G6PD QUANT, $190.00 
Cooper University Hospital,G-6-PD(MAYO), $461.00 
Cooper University Hospital,GABAPENTIN, $461.00 
Cooper University Hospital,GAD-65 AB, $97.00 
Cooper University Hospital,GAIT TRAINING EACH 15 MIN, $236.00 
Cooper University Hospital,"GALACTOMSEMIA, QUANT"," $1,124.00 "
Cooper University Hospital,GALACTOSE 1 PHOSPHATE, $869.00 
Cooper University Hospital,"GALACTOSE-ALPHA-1,3", $183.00 
Cooper University Hospital,GALACTOSEMIA MUTATION ANALYSIS," $1,064.00 "
Cooper University Hospital,GALLIUM ABSCESS/NEOPLASM WHOLE," $2,630.00 "
Cooper University Hospital,GALLIUM ABSESS/NEOPLASM LIMIT," $1,767.00 "
Cooper University Hospital,GAMMA GT, $77.00 
Cooper University Hospital,GAMMA KNIFE 1 COMPLEX LESION," $34,577.00 "
Cooper University Hospital,GAMMA KNIFE 1 CRANIAL LESION," $37,525.00 "
Cooper University Hospital,GAMMA KNIFE ADD COMPLEX LESION, $4.00 
Cooper University Hospital,GAMMA KNIFE ADD CRANIAL LESION, $3.00 
Cooper University Hospital,GAMMAGLOBULIN EACH, $160.00 
Cooper University Hospital,GANCICLOVIR LEVEL, $761.00 
Cooper University Hospital,GARDNERELLA DNA PROBE, $220.00 
Cooper University Hospital,GASTRIC EMPTYING STUDY," $2,639.00 "
Cooper University Hospital,GASTRIC LAVAGE, $657.00 
Cooper University Hospital,"GASTRIN, FASTING", $240.00 
Cooper University Hospital,GASTROCULT, $151.00 
Cooper University Hospital,GASTROESOPHAGEL REFLUX STUDY," $2,100.00 "
Cooper University Hospital,GATA (INVITAE)," $5,355.00 "
Cooper University Hospital,GATA1 CNV DETECTION - PG, $155.00 
Cooper University Hospital,GATA1 SEQUENCING - PG, $155.00 
Cooper University Hospital,GBA (GAUCHER)GENE ANALYSIS, $756.00 
Cooper University Hospital,GC SCREEN, $150.00 
Cooper University Hospital,GELFOAM SPONGE 12-7 MM, $56.00 
Cooper University Hospital,GENERAL HEALTH PANEL, $467.00 
Cooper University Hospital,"GENTAMICIN,PEAK TROUGH RANDOM", $228.00 
Cooper University Hospital,GI BLEED IMAGING," $1,099.00 "
Cooper University Hospital,GI ENDOSCOPIC ULTRASOUND," $2,135.00 "
Cooper University Hospital,GI PATHOGENS 6-11 TARGETS, $966.00 
Cooper University Hospital,GI UPP W/WO DELAY FILM W/O KUB," $1,907.00 "
Cooper University Hospital,GIARDIA AG DETECTION, $60.00 
Cooper University Hospital,GIARDIA ANTIBODY, $84.00 
Cooper University Hospital,GLIDEWIRE GLIDE GOLD," $2,619.00 "
Cooper University Hospital,GLOMERULAR BASEMENT MEMBRAN AB, $293.00 
Cooper University Hospital,GLUC TOL TEST 1 HR, $70.00 
